_albumSeriesId,_albumGroupId,_albumTabId,_orderNum,_name,_nameEn,_layoutType,_thumbnailPath,_masterReleaseLabelId
113,1,1,193,Tropical Part 1,Tropical Adventure (1/2),15,series_thumbnail_113_1,1
114,1,1,194,Tropical Part 2,Tropical Adventure (2/2),14,series_thumbnail_114_1,1
115,1,1,196,Studies Part 1,Time to Study (1/2),15,series_thumbnail_115_1,1
116,1,1,197,Studies Part 2,Time to Study (2/2),14,series_thumbnail_116_1,1
117,1,1,198,White Snow Part 1,Sparkling Snow (1/2),15,series_thumbnail_117_1,1
118,1,1,199,White Snow Part 2,Sparkling Snow (2/2),14,series_thumbnail_118_1,1
119,1,1,203,Make-Up Magic,Makeup's Magic (1/2),15,series_thumbnail_119_1,1
120,1,1,201,Birthday Surprise!,Birthday Surprise,9,series_thumbnail_120_8,1
121,1,1,202,SIF Thanksgiving 2019,Fan Festival 2019,9,series_thumbnail_121_8,1
122,1,1,192,Starlight Sailors<br>(SIF AC),Starlight Sailor,9,series_thumbnail_122_1,1
123,1,1,186,Smile Parade,Smile Parade,9,series_thumbnail_123_1,1
124,1,1,183,Birthday Live Show,Birthday Live Show,9,series_thumbnail_124_1,1
125,1,1,165,Bokutachi wa Hitotsu no Hikari (UR),Bokutachi wa Hitotsu no Hikari (UR),9,series_thumbnail_125_1,1
126,1,1,159,School Unity<br>(SIF AC),School Unity,9,series_thumbnail_126_1,1
127,1,1,162,SIF AC 2017<br>Birthday,SIF-AC Birthday 2017,9,series_thumbnail_127_1,1
128,1,1,172,Birthday Dresses,Birthday 2019,9,series_thumbnail_128_1,1
129,1,1,137,KiRa-KiRa Sensation!<br>(SSR),KiRa-KiRa Sensation!<br>(SSR),9,series_thumbnail_0_1,1
130,1,1,177,Shrine Maiden (SIF AC),Shrine Maiden,9,series_thumbnail_130_1,1
131,1,1,5,Special Delivery Part 1,Special Release Part 1,10,series_thumbnail_0_1,1
132,1,1,10,Special Delivery Part 2,Special Release Part 2,9,series_thumbnail_132_1,1
133,1,1,11,Special Delivery Part 3,Special Release Part 3,9,series_thumbnail_133_1,1
134,1,1,30,Special Delivery Part 7,Special Release Part 7,9,series_thumbnail_134_1,1
135,1,1,31,Takaramonos / <br>Paradise Live (SR),Takaramonos/<br>Paradise Live (SR),9,series_thumbnail_135_1,1
136,1,1,41,It's our miraculous time (R),It's our miraculous time (R),9,series_thumbnail_136_1,1
137,1,1,47,Special Delivery Part 9,Special Release Part 9,10,series_thumbnail_0_1,1
138,1,1,57,Special Delivery Part 13,Special Release Part 13,8,series_thumbnail_138_1,1
139,1,1,75,Special Delivery Part 14,Special Release Part 14,9,series_thumbnail_139_1,1
140,1,1,91,Special Delivery Part 17,Special Release Part 17,9,series_thumbnail_140_1,1
141,1,1,92,Special Delivery Part 18,Special Release Part 18,9,series_thumbnail_141_1,1
142,1,1,105,HEART to HEART! (SR),HEART to HEART! (SR),9,series_thumbnail_142_1,1
143,1,1,123,MOMENT RING (SR),MOMENT RING (SR),9,series_thumbnail_143_1,1
144,1,1,63,Printemps Live Show,Printemps Live Show,3,series_thumbnail_144_1,1
145,1,1,66,lily white Live Show,lily white Live Show,3,series_thumbnail_145_1,1
146,1,1,71,BiBi Live Show,BiBi Live Show,3,series_thumbnail_146_1,1
147,1,1,109,Printemps<br>WAO-WAO Powerful Day!,Printemps<br>WAO-WAO Powerful day!,3,series_thumbnail_147_1,1
148,1,1,114,lily white<br>Omoide Ijou ni Naritakute,lily white<br>Omoide Ijou ni Naritakute,3,series_thumbnail_148_1,1
149,1,1,118,BiBi<BR>Sakkaku Crossroads,BiBi<br>Sakkaku CROSSROADS,3,series_thumbnail_149_1,1
150,1,1,7,Event Reward (SR) Part 1,Event Reward (SR),9,series_thumbnail_150_1,1
151,1,1,22,Event Reward (SR) Part 2,Event Reward (SR),9,series_thumbnail_151_1,1
152,1,1,37,Event Reward (SR) Part 3,Event Reward (SR),9,series_thumbnail_152_1,1
153,1,1,53,Event Reward (SR) Part 4,Event Reward (SR),9,series_thumbnail_153_1,1
154,1,1,70,Event Reward (SR) Part 5,Event Reward (SR),9,series_thumbnail_154_1,1
155,1,1,84,Event Reward (SR) Part 6,Event Reward (SR),9,series_thumbnail_155_1,1
156,1,1,100,Event Reward (SR) Part 7,Event Reward (SR),9,series_thumbnail_156_1,1
157,1,1,117,Event Reward (SR) Part 8,Event Reward (SR),9,series_thumbnail_157_1,1
158,1,1,134,Event Reward (SR) Part 9,Event Reward (SR),9,series_thumbnail_158_1,1
159,1,1,142,Event Reward (SR) Part 10,Event Reward (SR),9,series_thumbnail_159_1,1
160,1,1,148,Event Reward (SR) Part 11,Event Reward (SR),9,series_thumbnail_160_1,1
161,1,1,153,Event Reward (SR) Part 12,Event Reward (SR),9,series_thumbnail_161_1,1
162,1,1,158,Event Reward (SR) Part 13,Event Reward (SR),9,series_thumbnail_162_1,1
163,1,1,166,Event Reward (SR) Part 14,Event Reward (SR),9,series_thumbnail_163_1,1
164,1,1,176,Event Reward (SR) Part 15,Event Reward (SR),9,series_thumbnail_164_1,1
165,1,1,182,Event Reward (SR) Part 16,Event Reward (SR),9,series_thumbnail_165_1,1
166,1,1,189,Event Reward (SR) Part 17,Event Reward (SR),9,series_thumbnail_166_1,1
167,1,1,195,Event Reward (SR) Part 18,Event Reward (SR),9,series_thumbnail_167_1,1
168,1,1,200,Best Besties Election,Companion Election,2,series_thumbnail_168_1,1
169,1,1,29,NicoRinPana,Nico Rin Pana,6,series_thumbnail_169_1,1
170,1,1,129,You Decide ♪ Request UR<br>Finals,Special Release,9,series_thumbnail_170_1,1
171,1,1,12,Special Delivery Part 4,Special Release Part 4,1,series_thumbnail_0_1,1
172,1,1,15,Special Delivery Part 5,Special Release Part 5,1,series_thumbnail_0_1,1
173,1,1,25,Christmas Card<br>Finals,Christmas Girl,16,series_thumbnail_173_1,1
174,1,1,26,Special Delivery Part 6,Special Release Part 6,1,series_thumbnail_0_1,1
175,1,1,34,Special Delivery Part 8,Special Release Part 8,1,series_thumbnail_0_1,1
176,1,1,48,Special Delivery Part 10,Special Release Part 10,1,series_thumbnail_176_1,1
177,1,1,51,Special Delivery Part 11,Special Release Part 11,1,series_thumbnail_0_1,1
178,1,1,52,Special Delivery Part 12,Special Release Part 12,1,series_thumbnail_0_1,1
179,1,1,54,Summer Girl Championship,Summer Girl Election,1,series_thumbnail_179_1,1
180,1,1,69,The Great Christmas Present Caper,Holiday Gift Extravaganza,1,series_thumbnail_180_1,1
181,1,1,80,Special Delivery Part 15,Special Release Part 15,1,series_thumbnail_0_1,1
182,1,1,85,I Wanna Go With You ♪ Travel Girl<br>Finals,Travel Girl Competition,1,series_thumbnail_182_1,1
183,1,1,88,Special Delivery Part 16,Special Release Part 16,3,series_thumbnail_183_1,1
184,1,1,93,Special Delivery Part 19,Special Release Part 19,1,series_thumbnail_0_1,1
185,1,1,102,Special Delivery Part 20,Special Release Part 20,1,series_thumbnail_0_1,1
186,1,1,106,Summertime Fruit Girl Finals,Summer Fruit Girl Competition,1,series_thumbnail_186_1,1
187,1,1,112,Special Delivery Part 21,Special Release Part 21,1,series_thumbnail_0_1,1
188,1,1,122,Special Delivery Part 22,Special Release Part 22,1,series_thumbnail_0_1,1
189,1,1,126,Special Delivery Part 23,Special Release Part 23,1,series_thumbnail_0_1,1
190,1,1,143,μ's Fan Meeting Tour 2015<br>Love Live! Comes to Your Town!,μ's Fan Meeting Tour 2015<br>〜LoveLive! in your Town〜,1,series_thumbnail_0_1,1
191,1,1,169,SIF 5th Anniversary<br>Campaign Girl,5th Anniversary Celebration Girls,1,series_thumbnail_191_1,1
192,1,1,175,Sega Staff Poster Girls,SEGA Staff Costume,1,series_thumbnail_0_1,1
193,1,1,1,Wonderful Rush (R),Wonderful Rush (R),9,series_thumbnail_193_1,1
194,1,1,2,"Mogyutto ""Love"" de Sekkinchu!<br>(R)","Mogyutto ""Love"" de Sekkinchu!<br> (R)",9,series_thumbnail_194_1,1
195,1,1,3,"Natsuiro Egao de 1, 2, Jump! (R)","Natsuiro Egao de 1, 2, Jump! (R)",9,series_thumbnail_195_1,1
196,1,1,40,Bokura wa Ima no Naka de (R),Bokura wa Ima no Naka de (R),9,series_thumbnail_196_1,1
197,1,1,46,Snow Halation (R) Part 1,Snow Halation (R) Part 1,9,series_thumbnail_197_1,1
198,1,1,62,Korekara no Someday (R),Korekara no Someday (R),9,series_thumbnail_198_1,1
199,1,1,72,Yume no Tobira (R),Yume no Tobira (R),9,series_thumbnail_199_1,1
200,1,1,81,Music S.T.A.R.T!! (R),Music S.T.A.R.T!! (R),9,series_thumbnail_200_1,1
201,1,1,101,Dancing Stars on Me! (R),Dancing stars on me! (R),9,series_thumbnail_201_1,1
202,1,1,113,KiRa-KiRa Sensation! (R),KiRa-KiRa Sensation! (R),9,series_thumbnail_202_1,1
203,1,1,121,Snow Halation (R) Part 2,Snow Halation (R) Part 2,9,series_thumbnail_203_1,1
204,2,1,208,Marine School,Marine School,9,series_thumbnail_204_1,1
205,2,1,210,School Rocker,Rockin' School Idols,3,series_thumbnail_205_1,1
206,2,1,211,Swimsuits Part 1,Swim Suit (1/2),15,series_thumbnail_206_1,1
207,2,1,212,Swimsuits Part 2,Swim Suit (2/2),14,series_thumbnail_207_1,1
208,2,1,213,Yukata Part 1,Yukata (1/2),15,series_thumbnail_208_1,1
209,2,1,214,Yukata Part 2,Yukata (2/2),14,series_thumbnail_209_1,1
210,2,1,215,Halloween Part 1,Trick or Treat (1/2),15,series_thumbnail_210_1,1
211,2,1,216,Halloween Part 2,Trick or Treat (2/2),14,series_thumbnail_211_1,1
212,2,1,218,Cheerleaders Part 1,Cheerleader (1/2),15,series_thumbnail_212_1,1
213,2,1,219,Cheerleaders Part 2,Cheerleader (2/2),14,series_thumbnail_213_1,1
214,2,1,220,Christmas Part 1,Christmas (1/2),15,series_thumbnail_214_1,1
215,2,1,221,Christmas Part 2,Christmas (2/2),14,series_thumbnail_215_1,1
216,2,1,224,Sunday Best Part 1,Haregi (1/2),15,series_thumbnail_216_1,1
217,2,1,225,Sunday Best Part 2,Haregi (2/2),14,series_thumbnail_217_1,1
218,2,1,226,Valentine's Part 1,Valentine's (1/2),15,series_thumbnail_218_1,1
219,2,1,227,Valentine's Part 2,Valentine's (2/2),14,series_thumbnail_219_1,1
220,2,1,228,Jobs Part 1,Vocational (1/2),15,series_thumbnail_220_1,1
221,2,1,229,Jobs Part 2,Vocational (2/2),14,series_thumbnail_221_1,1
222,2,1,231,Animals Part 1,Animal (1/2),15,series_thumbnail_222_1,1
223,2,1,232,Animals Part 2,Animal (2/2),14,series_thumbnail_223_1,1
224,2,1,233,Angels Part 1,Angel (1/2),15,series_thumbnail_224_1,1
225,2,1,234,Angels Part 2,Angel (2/2),14,series_thumbnail_225_1,1
226,2,1,235,Time Travelers Part 1,Time Travel (1/2),15,series_thumbnail_226_1,1
227,2,1,236,Time Travelers Part 2,Time Travel (2/2),14,series_thumbnail_227_1,1
228,2,1,238,Circus Part 1,Circus (1/2),15,series_thumbnail_228_1,1
229,2,1,239,Circus Part 2,Circus (2/2),14,series_thumbnail_229_1,1
230,2,1,242,Summer Beach Part 1,Summer Beach (1/2),15,series_thumbnail_230_1,1
231,2,1,243,Summer Beach Part 2,Summer Beach (2/2),14,series_thumbnail_231_1,1
232,2,1,244,Wonderland Part 1,A Curious Place (1/2),15,series_thumbnail_232_1,1
233,2,1,245,Wonderland Part 2,A Curious Place (2/2),14,series_thumbnail_233_1,1
234,2,1,247,Halloween Night Part 1,Halloween Festival (1/2),15,series_thumbnail_234_1,1
235,2,1,248,Halloween Night Part 2,Halloween Festival (2/2),14,series_thumbnail_235_1,1
236,2,1,250,Fall Leaf Hunters Part 1,Autumn Colors (1/2),15,series_thumbnail_236_1,1
237,2,1,251,Fall Leaf Hunters Part 2,Autumn Colors (2/2),14,series_thumbnail_237_1,1
238,2,1,252,Christmas Songs Part 1,Christmas Choir (1/2),15,series_thumbnail_238_1,1
239,2,1,253,Christmas Songs Part 2,Christmas Choir (2/2),14,series_thumbnail_239_1,1
240,2,1,256,New Year's Part 1,New Year's (1/2),15,series_thumbnail_240_1,1
241,2,1,257,New Year's Part 2,New Year's (2/2),14,series_thumbnail_241_1,1
242,2,1,259,After School Valentine Part 1,Valentine's Chocolate (1/2),15,series_thumbnail_242_1,1
243,2,1,260,After School Valentine Part 2,Valentine's Chocolate (2/2),14,series_thumbnail_243_1,1
244,2,1,262,Punk Rockers Part 1,Punk Rock (1/2),15,series_thumbnail_244_1,1
245,2,1,263,Punk Rockers Part 2,Punk Rock (2/2),14,series_thumbnail_245_1,1
246,2,1,266,Teachers Part 1,Teacher (1/2),15,series_thumbnail_246_1,1
247,2,1,267,Teachers Part 2,Teacher (2/2),14,series_thumbnail_247_1,1
248,2,1,269,Fairy Tales Part 1,Fairy Tale (1/2),15,series_thumbnail_248_1,1
249,2,1,270,Fairy Tales Part 2,Fairy Tale (2/2),14,series_thumbnail_249_1,1
250,2,1,274,Wedding Part 1,Wedding Dress (1/2),15,series_thumbnail_250_1,1
251,2,1,275,Wedding Part 2,Wedding Dress (2/2),14,series_thumbnail_251_1,1
252,2,1,278,Mermaids Part 1,Mermaid (1/2),15,series_thumbnail_252_1,1
253,2,1,279,Mermaids Part 2,Mermaid (2/2),14,series_thumbnail_253_1,1
254,2,1,281,Endless Summer Part 1,Tropical Summer (1/2),14,series_thumbnail_254_1,1
255,2,1,282,Endless Summer Part 2,Tropical Summer (2/2),15,series_thumbnail_255_1,1
256,2,1,285,China Dresses Part 1,Live in Chinatown (1/2),15,series_thumbnail_256_1,1
257,2,1,286,China Dresses Part 2,Live in Chinatown (2/2),14,series_thumbnail_257_1,1
258,2,1,290,Universe Part 1,Universe (1/2),15,series_thumbnail_258_1,1
259,2,1,291,Universe Part 2,Universe (2/2),14,series_thumbnail_259_1,1
260,2,1,293,Musicians of Bremen Part 1,Town Musicians of Bremen (1/2),15,series_thumbnail_260_1,1
261,2,1,294,Musicians of Bremen Part 2,Town Musicians of Bremen (2/2),14,series_thumbnail_261_1,1
262,2,1,296,Snow Fairies Part 1,Snow Fairy (1/2),15,series_thumbnail_262_1,1
263,2,1,297,Snow Fairies Part 2,Snow Fairy (2/2),14,series_thumbnail_263_1,1
264,2,1,300,New Year's Greetings Part 1,New Year's Countdown (1/2),15,series_thumbnail_264_1,1
265,2,1,301,New Year's Greetings Part 2,New Year's Countdown (2/2),14,series_thumbnail_265_1,1
266,2,1,306,Handmade Valentines Part 1,Valentine's Treats (1/2),15,series_thumbnail_266_1,1
267,2,1,307,Handmade Valentines Part 2,Valentine's Treats (2/2),14,series_thumbnail_267_1,1
268,2,1,309,Flowers Part 1,Flowers (1/2),15,series_thumbnail_268_1,1
269,2,1,310,Flowers Part 2,Flowers (2/2),14,series_thumbnail_269_1,1
270,2,1,313,Theme Park Part 1,Theme Park (1/2),15,series_thumbnail_270_1,1
271,2,1,314,Theme Park Part 2,Theme Park (2/2),14,series_thumbnail_271_1,1
272,2,1,316,Train Part 1,Trains (1/2),15,series_thumbnail_272_1,1
273,2,1,317,Train Part 2,Trains (2/2),14,series_thumbnail_273_1,1
274,2,1,318,Dancers Part 1,Dancer (1/2),15,series_thumbnail_274_1,1
275,2,1,319,Dancers Part 2,Dancer (2/2),14,series_thumbnail_275_1,1
276,2,1,321,Bubbles Part 1,Bubbles (1/2),15,series_thumbnail_276_1,1
277,2,1,322,Bubbles Part 2,Bubbles (2/2),14,series_thumbnail_277_1,1
278,2,1,324,Summer Nights Part 1,Night Pool (1/2),15,series_thumbnail_278_1,1
279,2,1,325,Summer Nights Part 2,Night Pool (2/2),14,series_thumbnail_279_1,1
280,2,1,328,Little Devils Part 1,Little Devil (1/2),15,series_thumbnail_280_1,1
281,2,1,329,Little Devils Part 2,Little Devil (2/2),14,series_thumbnail_281_1,1
282,2,1,332,Harvest Season Part 1,Autumn Harvest (1/2),15,series_thumbnail_282_1,1
283,2,1,333,Harvest Season Part 2,Autumn Harvest (2/2),14,series_thumbnail_283_1,1
284,2,1,335,Steampunk Part 1,Steampunk (1/2),15,series_thumbnail_284_1,1
285,2,1,336,Steampunk Part 2,Steampunk (2/2),14,series_thumbnail_285_1,1
286,2,1,337,Christmas Presents<br>Part 1,Christmas Present (1/2),15,series_thumbnail_286_1,1
287,2,1,338,Christmas Presents<br>Part 2,Christmas Present (2/2),14,series_thumbnail_287_1,1
288,2,1,340,Seven Lucky Gods Part 1,Goddesses of Fortune (1/2),15,series_thumbnail_288_1,1
289,2,1,341,Seven Lucky Gods Part 2,Goddesses of Fortune (2/2),14,series_thumbnail_289_1,1
290,2,1,342,Cat Café Part 1,Cat Cafe (1/2),15,series_thumbnail_290_1,1
291,2,1,343,Cat Café Part 2,Cat Cafe (2/2),14,series_thumbnail_291_1,1
292,2,1,327,Shiminnomori Camp<br>(SIF AC),Campsite,9,series_thumbnail_292_1,1
293,2,1,311,Bright Sailors,Bright Sailor,9,series_thumbnail_293_1,1
294,2,1,315,Birthday Live Show,Birthday 2019,9,series_thumbnail_294_1,1
295,2,1,299,School Unity<br>(SIF AC),School Unity,9,series_thumbnail_295_1,1
296,2,1,295,Worldwide Poster Girls,Worldwide Poster Girl,9,series_thumbnail_0_1,1
297,2,1,283,2018 Birthdays UR Members,Birthday 2018,9,series_thumbnail_297_1,1
298,2,1,249,Special Delivery Part 1,Special Release Part 1,9,series_thumbnail_0_1,1
299,2,1,265,WATER BLUE NEW WORLD (UR),WATER BLUE NEW WORLD（UR）,9,series_thumbnail_299_1,1
300,2,1,209,1 Panel Comics,A Day in the Life,9,series_thumbnail_0_1,1
