_id,_masterLiveId,_type,_value,_amount,_priority,_getableCount,_masterReleaseLabelId
378,1309901,1,1,60,0,1,1
379,1310001,1,1,60,0,1,1
380,1310101,1,1,60,0,1,1
381,1310201,1,1,60,0,1,1
382,1310301,1,1,60,0,1,1
383,1310401,1,1,60,0,1,1
384,1310501,1,1,60,0,1,1
385,1310601,1,1,60,0,1,1
386,1310701,1,1,60,0,1,1
387,1310801,1,1,60,0,1,1
388,1310901,1,1,60,0,1,1
389,1311001,1,1,60,0,1,1
390,1311101,1,1,60,0,1,1
391,1311201,1,1,60,0,1,1
392,1311301,1,1,60,0,1,1
393,1311401,1,1,60,0,1,1
394,1311501,1,1,60,0,1,1
395,1311601,1,1,60,0,1,1
396,1311701,1,1,60,0,1,1
397,1311801,1,1,60,0,1,1
398,1311901,1,1,60,0,1,1
399,1312101,1,1,60,0,1,1
400,1312201,1,1,60,0,1,1
401,1312301,1,1,60,0,1,1
402,1312401,1,1,60,0,1,1
403,1312501,1,1,60,0,1,1
404,1312601,1,1,60,0,1,1
405,1312701,1,1,60,0,1,1
406,1312801,1,1,60,0,1,1
407,1312901,1,1,60,0,1,1
408,1400101,1,1,60,0,1,1
409,1400201,1,1,60,0,1,1
410,1400301,1,1,60,0,1,1
411,1400401,1,1,60,0,1,1
412,1400501,1,1,60,0,1,1
413,1400601,1,1,60,0,1,1
414,1400701,1,1,60,0,1,1
415,1400801,1,1,60,0,1,1
416,1400901,1,1,60,0,1,1
417,1401001,1,1,60,0,1,1
418,1401101,1,1,60,0,1,1
419,1401201,1,1,60,0,1,1
420,1401301,1,1,60,0,1,1
421,1401401,1,1,60,0,1,1
422,1401501,1,1,60,0,1,1
423,1401601,1,1,60,0,1,1
424,1401701,1,1,60,0,1,1
425,1401801,1,1,60,0,1,1
426,1401901,1,1,60,0,1,1
427,1402001,1,1,60,0,1,1
428,1402101,1,1,60,0,1,1
429,1402201,1,1,60,0,1,1
430,1402301,1,1,60,0,1,1
431,1402401,1,1,60,0,1,1
432,1402501,1,1,60,0,1,1
433,1402601,1,1,60,0,1,1
434,1402701,1,1,60,0,1,1
435,1402801,1,1,60,0,1,1
436,1403001,1,1,60,0,1,1
437,1403101,1,1,60,0,1,1
438,1403201,1,1,60,0,1,1
439,1403301,1,1,60,0,1,1
440,1403401,1,1,60,0,1,1
441,1403501,1,1,60,0,1,1
442,1403601,1,1,60,0,1,1
443,1403701,1,1,60,0,1,1
444,1403801,1,1,60,0,1,1
445,1403901,1,1,60,0,1,1
446,1404001,1,1,60,0,1,1
447,1404101,1,1,60,0,1,1
448,1404201,1,1,60,0,1,1
449,1404301,1,1,60,0,1,1
450,1404401,1,1,60,0,1,1
451,1404501,1,1,60,0,1,1
452,1404601,1,1,60,0,1,1
453,1404701,1,1,60,0,1,1
454,1404801,1,1,60,0,1,1
455,1404901,1,1,60,0,1,1
456,1405001,1,1,60,0,1,1
457,1405101,1,1,60,0,1,1
458,1405201,1,1,60,0,1,1
459,1405301,1,1,60,0,1,1
460,1405401,1,1,60,0,1,1
461,1405501,1,1,60,0,1,1
462,1405601,1,1,60,0,1,1
463,1405701,1,1,60,0,1,1
464,1406001,1,1,60,0,1,1
465,1406101,1,1,60,0,1,1
466,1406401,1,1,60,0,1,1
467,1406501,1,1,60,0,1,1
468,1406601,1,1,60,0,1,1
469,1406701,1,1,60,0,1,1
470,1406801,1,1,60,0,1,1
471,1406901,1,1,60,0,1,1
472,1407101,1,1,60,0,1,1
473,1407301,1,1,60,0,1,1
474,1407401,1,1,60,0,1,1
475,1407501,1,1,60,0,1,1
476,1407601,1,1,60,0,1,1
477,1407701,1,1,60,0,1,1
478,1407801,1,1,60,0,1,1
479,1407901,1,1,60,0,1,1
480,1408001,1,1,60,0,1,1
481,1408101,1,1,60,0,1,1
482,1408201,1,1,60,0,1,1
483,1408301,1,1,60,0,1,1
484,1408401,1,1,60,0,1,1
485,1408501,1,1,60,0,1,1
486,1408601,1,1,60,0,1,1
487,1408701,1,1,60,0,1,1
488,1408801,1,1,60,0,1,1
489,1408901,1,1,60,0,1,1
490,1409001,1,1,60,0,1,1
491,1409101,1,1,60,0,1,1
492,1409201,1,1,60,0,1,1
493,1500101,1,1,60,0,1,1
494,1500201,1,1,60,0,1,1
495,1500301,1,1,60,0,1,1
496,1500401,1,1,60,0,1,223053107
497,1500501,1,1,60,0,1,223053107
498,1500601,1,1,60,0,1,223053107
499,1500701,1,1,60,0,1,223053107
500,1500801,1,1,60,0,1,223053107
501,1500901,1,1,60,0,1,223053107
502,1501001,1,1,60,0,1,223061507
503,1501201,1,1,60,0,1,223061507
504,1501401,1,1,60,0,1,1
505,1501501,1,1,60,0,1,1
506,1501701,1,1,60,0,1,1
507,1900101,1,1,60,0,1,1
508,1900201,1,1,60,0,1,1
509,1900301,1,1,60,0,1,1
510,1900401,1,1,60,0,1,1
511,1100101,3,19100001,1,1,100,1
512,1100201,3,19100001,1,1,100,1
513,1100301,3,19100001,1,1,100,1
514,1100401,3,19100001,1,1,100,1
515,1100501,3,19100001,1,1,100,1
516,1100601,3,19100001,1,1,100,1
517,1100701,3,19100001,1,1,100,1
518,1100801,3,19100001,1,1,100,1
519,1100901,3,19100001,1,1,100,1
520,1101001,3,19100001,1,1,100,1
521,1101101,3,19100001,1,1,100,1
522,1101201,3,19100001,1,1,100,1
523,1101401,3,19100001,1,1,100,1
524,1101501,3,19100001,1,1,100,1
525,1101601,3,19100001,1,1,100,1
526,1101701,3,19100001,1,1,100,1
527,1101901,3,19100001,1,1,100,1
528,1102001,3,19100001,1,1,100,1
529,1102101,3,19100001,1,1,100,1
530,1102201,3,19100001,1,1,100,1
531,1102301,3,19100001,1,1,100,1
532,1102401,3,19100001,1,1,100,1
533,1102501,3,19100001,1,1,100,1
534,1102601,3,19100001,1,1,100,1
535,1102701,3,19100001,1,1,100,1
536,1102801,3,19100001,1,1,100,1
537,1102901,3,19100001,1,1,100,1
538,1103001,3,19100001,1,1,100,1
539,1103101,3,19100001,1,1,100,1
540,1103201,3,19100001,1,1,100,1
541,1103301,3,19100001,1,1,100,1
542,1103501,3,19100001,1,1,100,1
543,1103701,3,19100001,1,1,100,1
544,1103801,3,19100001,1,1,100,1
545,1103901,3,19100001,1,1,100,1
546,1104001,3,19100001,1,1,100,1
547,1104101,3,19100001,1,1,100,1
548,1104201,3,19100001,1,1,100,1
549,1104401,3,19100001,1,1,100,1
550,1104501,3,19100001,1,1,100,1
551,1104601,3,19100001,1,1,100,1
552,1104701,3,19100001,1,1,100,1
553,1104801,3,19100001,1,1,100,1
554,1104901,3,19100001,1,1,100,1
555,1105001,3,19100001,1,1,100,1
556,1105401,3,19100001,1,1,100,1
557,1105501,3,19100001,1,1,100,1
558,1105701,3,19100001,1,1,100,1
559,1105801,3,19100001,1,1,100,1
560,1105901,3,19100001,1,1,100,1
561,1106001,3,19100001,1,1,100,1
562,1106101,3,19100001,1,1,100,1
563,1106201,3,19100001,1,1,100,1
564,1106301,3,19100001,1,1,100,1
565,1106401,3,19100001,1,1,100,1
566,1106601,3,19100001,1,1,100,1
567,1106701,3,19100001,1,1,100,1
568,1106801,3,19100001,1,1,100,1
569,1106901,3,19100001,1,1,100,1
570,1107001,3,19100001,1,1,100,1
571,1107101,3,19100001,1,1,100,1
572,1107201,3,19100001,1,1,100,1
573,1107301,3,19100001,1,1,100,1
574,1107401,3,19100001,1,1,100,1
575,1107501,3,19100001,1,1,100,1
576,1107601,3,19100001,1,1,100,1
577,1107701,3,19100001,1,1,100,1
578,1107801,3,19100001,1,1,100,1
579,1107901,3,19100001,1,1,100,1
580,1108001,3,19100001,1,1,100,1
581,1108101,3,19100001,1,1,100,1
582,1108201,3,19100001,1,1,100,1
583,1108301,3,19100001,1,1,100,1
584,1108401,3,19100001,1,1,100,1
585,1108501,3,19100001,1,1,100,1
586,1108601,3,19100001,1,1,100,1
587,1108701,3,19100001,1,1,100,1
588,1108801,3,19100001,1,1,100,1
589,1108901,3,19100001,1,1,100,1
590,1109001,3,19100001,1,1,100,1
591,1109101,3,19100001,1,1,100,1
592,1109201,3,19100001,1,1,100,1
593,1109301,3,19100001,1,1,100,1
594,1109401,3,19100001,1,1,100,1
595,1109501,3,19100001,1,1,100,1
596,1109601,3,19100001,1,1,100,1
597,1109701,3,19100001,1,1,100,1
598,1109801,3,19100001,1,1,100,1
599,1109901,3,19100001,1,1,100,1
600,1110001,3,19100001,1,1,100,1
601,1110101,3,19100001,1,1,100,1
602,1110201,3,19100001,1,1,100,1
603,1110301,3,19100001,1,1,100,1
604,1110401,3,19100001,1,1,100,1
605,1110501,3,19100001,1,1,100,1
606,1110601,3,19100001,1,1,100,1
607,1110701,3,19100001,1,1,100,1
608,1110801,3,19100001,1,1,100,1
609,1110901,3,19100001,1,1,100,1
610,1111001,3,19100001,1,1,100,1
611,1111101,3,19100001,1,1,100,1
612,1111201,3,19100001,1,1,100,1
613,1111301,3,19100001,1,1,100,1
614,1111401,3,19100001,1,1,100,1
615,1111501,3,19100001,1,1,100,1
616,1111601,3,19100001,1,1,100,1
617,1111701,3,19100001,1,1,100,1
618,1111801,3,19100001,1,1,100,1
619,1111901,3,19100001,1,1,100,1
620,1112001,3,19100001,1,1,100,1
621,1112101,3,19100001,1,1,100,1
622,1112301,3,19100001,1,1,100,1
623,1112401,3,19100001,1,1,100,1
624,1112601,3,19100001,1,1,100,1
625,1112701,3,19100001,1,1,100,1
626,1112801,3,19100001,1,1,100,1
627,1112901,3,19100001,1,1,100,1
628,1113001,3,19100001,1,1,100,1
629,1113101,3,19100001,1,1,100,1
630,1200101,3,19100001,1,1,100,1
631,1200201,3,19100001,1,1,100,1
632,1200301,3,19100001,1,1,100,1
633,1200401,3,19100001,1,1,100,1
634,1200501,3,19100001,1,1,100,1
635,1200601,3,19100001,1,1,100,1
636,1200701,3,19100001,1,1,100,1
637,1200801,3,19100001,1,1,100,1
638,1200901,3,19100001,1,1,100,1
639,1201001,3,19100001,1,1,100,1
640,1201101,3,19100001,1,1,100,1
641,1201201,3,19100001,1,1,100,1
642,1201301,3,19100001,1,1,100,1
643,1201401,3,19100001,1,1,100,1
644,1201501,3,19100001,1,1,100,1
645,1201601,3,19100001,1,1,100,1
646,1201701,3,19100001,1,1,100,1
647,1201801,3,19100001,1,1,100,1
648,1201901,3,19100001,1,1,100,1
649,1202001,3,19100001,1,1,100,1
650,1202101,3,19100001,1,1,100,1
651,1202201,3,19100001,1,1,100,1
652,1202301,3,19100001,1,1,100,1
653,1202401,3,19100001,1,1,100,1
654,1202501,3,19100001,1,1,100,1
655,1202601,3,19100001,1,1,100,1
656,1202701,3,19100001,1,1,100,1
657,1202801,3,19100001,1,1,100,1
658,1202901,3,19100001,1,1,100,1
659,1203001,3,19100001,1,1,100,1
660,1203101,3,19100001,1,1,100,1
661,1203201,3,19100001,1,1,100,1
662,1203301,3,19100001,1,1,100,1
663,1203401,3,19100001,1,1,100,1
664,1203501,3,19100001,1,1,100,1
665,1203601,3,19100001,1,1,100,1
666,1203701,3,19100001,1,1,100,1
667,1203801,3,19100001,1,1,100,1
668,1203901,3,19100001,1,1,100,1
669,1204001,3,19100001,1,1,100,1
670,1204101,3,19100001,1,1,100,1
671,1204201,3,19100001,1,1,100,1
672,1204301,3,19100001,1,1,100,1
673,1204401,3,19100001,1,1,100,1
674,1204501,3,19100001,1,1,100,1
675,1204601,3,19100001,1,1,100,1
676,1204701,3,19100001,1,1,100,1
677,1204801,3,19100001,1,1,100,1
678,1204901,3,19100001,1,1,100,1
679,1205001,3,19100001,1,1,100,1
680,1205101,3,19100001,1,1,100,1
681,1205201,3,19100001,1,1,100,1
682,1205301,3,19100001,1,1,100,1
683,1205401,3,19100001,1,1,100,1
684,1205501,3,19100001,1,1,100,1
685,1205601,3,19100001,1,1,100,1
686,1205701,3,19100001,1,1,100,1
687,1205801,3,19100001,1,1,100,1
688,1205901,3,19100001,1,1,100,1
689,1206001,3,19100001,1,1,100,1
690,1206101,3,19100001,1,1,100,1
691,1206201,3,19100001,1,1,100,1
692,1206301,3,19100001,1,1,100,1
693,1206401,3,19100001,1,1,100,1
694,1206501,3,19100001,1,1,100,1
695,1206601,3,19100001,1,1,100,1
696,1206701,3,19100001,1,1,100,1
697,1206801,3,19100001,1,1,100,1
698,1206901,3,19100001,1,1,100,1
699,1207001,3,19100001,1,1,100,1
700,1207101,3,19100001,1,1,100,1
701,1207201,3,19100001,1,1,100,1
702,1207301,3,19100001,1,1,100,1
703,1207401,3,19100001,1,1,100,1
704,1207501,3,19100001,1,1,100,1
705,1207601,3,19100001,1,1,100,1
706,1207701,3,19100001,1,1,100,1
707,1207801,3,19100001,1,1,100,1
708,1207901,3,19100001,1,1,100,1
709,1208001,3,19100001,1,1,100,1
710,1208101,3,19100001,1,1,100,1
711,1208201,3,19100001,1,1,100,1
712,1208301,3,19100001,1,1,100,1
713,1208401,3,19100001,1,1,100,1
714,1208601,3,19100001,1,1,100,1
715,1208701,3,19100001,1,1,100,1
716,1208801,3,19100001,1,1,100,1
717,1208901,3,19100001,1,1,100,1
718,1209001,3,19100001,1,1,100,1
719,1209101,3,19100001,1,1,100,1
720,1209201,3,19100001,1,1,100,1
721,1209301,3,19100001,1,1,100,1
722,1209401,3,19100001,1,1,100,1
723,1209501,3,19100001,1,1,100,1
724,1209601,3,19100001,1,1,100,1
725,1209701,3,19100001,1,1,100,1
726,1209801,3,19100001,1,1,100,1
727,1209901,3,19100001,1,1,100,1
728,1210001,3,19100001,1,1,100,1
729,1210101,3,19100001,1,1,100,1
730,1210201,3,19100001,1,1,100,1
731,1210301,3,19100001,1,1,100,1
732,1210401,3,19100001,1,1,100,1
733,1210501,3,19100001,1,1,100,1
734,1210601,3,19100001,1,1,100,1
735,1210701,3,19100001,1,1,100,1
736,1210801,3,19100001,1,1,100,1
737,1210901,3,19100001,1,1,100,1
738,1211101,3,19100001,1,1,100,1
739,1211201,3,19100001,1,1,100,1
740,1211301,3,19100001,1,1,100,1
741,1211401,3,19100001,1,1,100,1
742,1211501,3,19100001,1,1,100,1
743,1211601,3,19100001,1,1,100,1
744,1211701,3,19100001,1,1,100,1
745,1211801,3,19100001,1,1,100,1
