_id,_cautionText,_masterReleaseLabelId
1110012,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",223083107
1110013,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",223091501
1110014,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",223093001
1110015,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",223101505
1110016,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",223103107
1110017,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",223111501
1110018,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",223113008
1110019,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",223121513
1110020,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",223123107
1110021,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",224011508
1110022,"- Check Scout details for more information on member availability.<br>- There is a possibility of Scouting the same member multiple times in a Normal Scout.<br>- Scout rates are rounded to the fifth decimal place.<br>As such, the sum of each individual member's Scout rate may not equal the total Scout rate.<br>- Similarly, due to the way Scout rates are displayed, the total Scout rate may not add up to 100%.<br>- The Scout rate for members in a Normal Scout applies to every single Scouting instance.<br>Therefore, for example, Scouting 100 times will not necessarily guarantee Scouting a member with a 1% Scout rate.<br>- For more information on Scouting rates, please check the Scout rate tab.<br>- Once a Normal Scout has been performed, even if the Scouting results are not displayed due to the user's device being forcibly shut down or getting disconnected from the server, it will be processed correctly. Please check your member list and amount of Light Sticks.<br>- Members from this Scout may be available to Scout again in the future.<br>- This Scouting event may also be made available again in the future.<br>- The availability period and contents of this Scout may change without any advance notice.<br>- Press the ""Use Tickets"" button in the lower right of the screen to Scout using Scout Tickets.<br>Scout Tickets that do not show up in the tickets menu cannot be used for this Scout.<br>- When members that have already been recruited are Scouted again, you will receive Light Sticks in exchange for the duplicate members. The number of Light Sticks will depend on the member's rarity.<br>R member: 20<br>SR member: 50<br>UR member: 500<br>- Scout points you obtain will be automatically converted into 1 Skill Notebook (M) once the Scouting period ends.",224013108
