_id,_number,_type,_giveType,_value,_level,_amount,_masterReleaseLabelId
340013970,1,3,1,15010041,0,1,224021411
340013970,2,8,1,41000069,0,1,224021411
340013971,1,3,1,30010001,0,400,224021411
340013971,2,8,1,41000070,0,1,224021411
340013972,1,3,1,15010040,0,4,224021411
340013972,2,8,1,41000071,0,1,224021411
340013973,1,3,1,30010001,0,400,224021411
340013973,2,8,1,41000072,0,1,224021411
340013974,1,3,1,15010040,0,4,224021411
340013974,2,8,1,41000073,0,1,224021411
340013975,1,3,1,19100001,0,3500,224021411
340013975,2,8,1,41000074,0,1,224021411
340013976,1,3,1,15010040,0,4,224021411
340013976,2,8,1,41000075,0,1,224021411
340013977,1,3,1,30010001,0,400,224021411
340013977,2,8,1,41000076,0,1,224021411
340013978,1,3,1,15010040,0,4,224021411
340013978,2,8,1,41000077,0,1,224021411
340013979,1,3,1,30010001,0,400,224021411
340013979,2,8,1,41000078,0,1,224021411
340013980,1,3,1,15010041,0,1,224021411
340013980,2,8,1,41000079,0,1,224021411
340013981,1,3,1,19100001,0,400,224021411
340099102,1,3,1,15010002,0,1,170
340099103,1,3,1,19100001,0,100,170
340099104,1,3,1,19100001,0,100,170
340099105,1,3,1,19100001,0,100,170
340099106,1,3,1,19100001,0,100,170
340099107,1,3,1,19100001,0,100,170
340099108,1,3,1,19100001,0,100,170
340099109,1,3,1,19100001,0,100,170
340099110,1,3,1,19100001,0,100,170
340099111,1,3,1,19100001,0,100,170
340099112,1,3,1,19100001,0,100,170
340099113,1,3,1,19100001,0,100,170
340099114,1,3,1,19100001,0,100,170
340099115,1,3,1,19100001,0,100,170
340099116,1,3,1,19100001,0,100,170
340099117,1,3,1,19100001,0,100,170
340099118,1,3,1,19100001,0,100,170
340099119,1,3,1,19100001,0,100,170
340099120,1,3,1,19100001,0,100,170
340099121,1,3,1,19100001,0,100,170
340099122,1,3,1,19100001,0,100,170
340099123,1,3,1,19100001,0,100,170
340099124,1,3,1,19100001,0,100,170
340099125,1,3,1,19100001,0,100,170
340099126,1,3,1,19100001,0,100,170
340099127,1,3,1,19100001,0,100,170
340099128,1,3,1,19100001,0,100,170
340099129,1,3,1,19100001,0,100,170
340099130,1,3,1,19100001,0,100,170
340099131,1,3,1,19100001,0,100,170
340099202,1,3,1,19100001,0,100,171
340099203,1,3,1,19100001,0,100,171
340099204,1,3,1,19100001,0,100,171
340099205,1,3,1,19100001,0,100,171
340099206,1,3,1,19100001,0,100,171
340099207,1,3,1,19100001,0,100,171
340099208,1,3,1,19100001,0,100,171
340099209,1,3,1,19100001,0,100,171
340099210,1,3,1,19100001,0,100,171
340099211,1,3,1,19100001,0,100,171
340099212,1,3,1,19100001,0,100,171
340099213,1,3,1,19100001,0,100,171
340099214,1,3,1,19100001,0,100,171
340099215,1,3,1,19100001,0,100,171
340099216,1,3,1,19100001,0,100,171
340099217,1,3,1,19100001,0,100,171
340099218,1,3,1,19100001,0,100,171
340099219,1,3,1,19100001,0,100,171
340099220,1,3,1,19100001,0,100,171
340099221,1,3,1,19100001,0,100,171
340099222,1,3,1,19100001,0,100,171
340099223,1,3,1,19100001,0,100,171
340099224,1,3,1,19100001,0,100,171
340099225,1,3,1,19100001,0,100,171
340099226,1,3,1,19100001,0,100,171
340099227,1,3,1,19100001,0,100,171
340099228,1,3,1,19100001,0,100,171
340099229,1,3,1,19100001,0,100,171
340099230,1,3,1,19100001,0,100,171
340099231,1,3,1,19100001,0,100,171
340012702,2,8,1,41000001,0,1,223111504
340012703,2,8,1,41000002,0,1,223111504
340012704,2,8,1,41000003,0,1,223111504
340012705,2,8,1,41000004,0,1,223111504
340012706,2,8,1,41000005,0,1,223111504
340012707,2,8,1,41000006,0,1,223111504
340012708,2,8,1,41000007,0,1,223111504
340012709,2,8,1,41000008,0,1,223111504
340012710,2,8,1,41000009,0,1,223111504
340012711,2,8,1,41000010,0,1,223111504
340012712,2,8,1,41000011,0,1,223111504
340012713,2,8,1,41000012,0,1,223111504
340012714,2,8,1,41000013,0,1,223111504
340012715,2,8,1,41000014,0,1,223111504
340012716,2,8,1,41000015,0,1,223111504
340012717,2,8,1,41000016,0,1,223111504
340012718,2,8,1,41000017,0,1,223111504
340012719,2,8,1,41000018,0,1,223111504
340012720,2,8,1,41000019,0,1,223111504
340012721,2,8,1,41000020,0,1,223111504
340012722,2,8,1,41000021,0,1,223111504
340012723,2,8,1,41000022,0,1,223111504
340012724,2,8,1,41000023,0,1,223111504
340012725,2,8,1,41000024,0,1,223111504
340012726,2,8,1,41000025,0,1,223111504
340012727,2,8,1,41000026,0,1,223111504
340012728,2,8,1,41000027,0,1,223111504
340012729,2,8,1,41000028,0,1,223111504
340012730,2,8,1,41000029,0,1,223111504
340012731,2,8,1,41000030,0,1,223111504
340012732,2,8,1,41000031,0,1,223111504
340012733,2,8,1,41000032,0,1,223111504
340012734,2,8,1,41000033,0,1,223111504
340012735,2,8,1,41000034,0,1,223111504
340012736,2,8,1,41000035,0,1,223111504
340012737,2,8,1,41000036,0,1,223111504
340012738,2,8,1,41000037,0,1,223111504
340012739,2,8,1,41000038,0,1,223111504
340012740,2,8,1,41000039,0,1,223111504
340012741,2,8,1,41000040,0,1,223111504
340012742,2,8,1,41000041,0,1,223111504
340012743,2,8,1,41000042,0,1,223111504
340012744,2,8,1,41000043,0,1,223111504
340012745,2,8,1,41000044,0,1,223111504
340012746,2,8,1,41000045,0,1,223111504
340012747,2,8,1,41000046,0,1,223111504
340012748,2,8,1,41000047,0,1,223111504
340012749,2,8,1,41000048,0,1,223111504
340012750,2,8,1,41000049,0,1,223111504
