_id,_exchangeType,_consumeType,_value,_bannerSpriteName,_name,_exchangeTab,_priority,_displayControlFlag,_masterReleaseLabelId
1110010,4,4,15510010,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223073101
1110011,4,4,15510011,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223081501
1110012,4,4,15510012,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223083107
1110013,4,4,15510013,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223091501
1110014,4,4,15510014,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223093001
1110015,4,4,15510015,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223101505
1110016,4,4,15510016,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223103107
1110017,4,4,15510017,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223111501
1110018,4,4,15510018,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223113008
1110019,4,4,15510019,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223121513
1110020,4,4,15510020,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,223123107
1110021,4,4,15510021,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,224011508
1110022,4,4,15510022,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,224013108
1110023,4,4,15510023,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,224021409
1110024,4,4,15510024,thumbnail_normal_1,Exchange shop: Normal Scout,1,90,0,224030120
3110001,4,4,15530001,thumbnail_3110001,Exchange shop: Kanon's Birthday Scout,1,100,0,223050101
3110002,4,4,15530002,thumbnail_3110002,Exchange shop: Ai's Birthday Scout,1,100,0,223053001
3110003,4,4,15530003,thumbnail_3110003,Exchange shop: Nozomi's Birthday Scout,1,100,0,223060901
3110004,4,4,15530004,thumbnail_3110004,Exchange shop: Mari's Birthday Scout,1,100,0,223061301
3110005,4,4,15530005,thumbnail_3110005,Exchange shop: Shiki's Birthday Scout,1,100,0,223061701
3110006,4,4,15530006,thumbnail_3110006,Exchange shop: Karin's Birthday Scout,1,100,0,223062901
3110007,4,4,15530007,gacha_banner_3110007,Exchange shop: Yoshiko's Birthday Scout,1,100,0,223071301
3110008,4,4,15530008,gacha_banner_3110008,Exchange shop: Keke's Birthday Scout,1,100,0,223071702
3110009,4,4,15530009,gacha_banner_3110009,Exchange shop: Nico's Birthday Scout,1,100,0,223072201
3110010,4,4,15530010,gacha_banner_3110010,Exchange shop: Chika's Birthday Scout,1,100,0,223080102
3110011,4,4,15530011,gacha_banner_3110011,Exchange shop: Honoka's Birthday Scout,1,100,0,223080303
3110012,4,4,15530012,gacha_banner_3110012,Exchange shop: Natsumi's Birthday Scout,1,100,0,223080701
3110013,4,4,15530013,gacha_banner_3110013,Exchange shop: Setsuna's Birthday Scout,1,100,0,223080801
3110014,4,4,15530014,gacha_banner_3110014,Exchange shop: Kotori's Birthday Scout,1,100,0,223091201
3110015,4,4,15530015,gacha_banner_3110015,Exchange shop: Riko's Birthday Scout,1,100,0,223091901
3110016,4,4,15530016,gacha_banner_3110016,Exchange shop: Ruby's Birthday Scout,1,100,0,223092101
3110017,4,4,15530017,gacha_banner_3110017,Exchange shop: Sumire's Birthday Scout,1,100,0,223092801
3110018,4,4,15530018,gacha_banner_3110018,Exchange shop: Shioriko's Birthday Scout,1,100,0,223100502
3110019,4,4,15530019,gacha_banner_3110019,Exchange shop: Eli's Birthday Scout,1,100,0,223102101
3110020,4,4,15530020,gacha_banner_3110020,Exchange shop: Mei's Birthday Scout,1,100,0,223102901
3110021,4,4,15530021,gacha_banner_3110021,Exchange Shop: Rin's Birthday Scout,1,100,0,223110101
3110022,4,4,15530022,gacha_banner_3110022,Exchange Shop: Rina's Birthday Scout,1,100,0,223111301
3110023,4,4,15530023,gacha_banner_3110023,Exchange Shop: Ren's Birthday Scout,1,100,0,223112401
3110024,4,4,15530024,gacha_banner_3110024,Exchange Shop: Mia's Birthday Scout,1,100,0,223120601
3110025,4,4,15530025,gacha_banner_3110025,Exchange Shop: Kanata's Birthday Scout,1,100,0,223121601
3110026,4,4,15530026,gacha_banner_3110026,Exchange Shop: Tomari's Birthday Scout,1,100,0,223122801
3110027,4,4,15530027,gacha_banner_3110027,Exchange Shop: Dia's Birthday Scout,1,100,0,224010103
3110028,4,4,15530028,gacha_banner_3110028,Exchange Shop: Hanayo's Birthday Scout,1,100,0,224011702
3110029,4,4,15530029,gacha_banner_3110029,Exchange Shop: Margarete's Birthday Scout,1,100,0,224012002
3110030,4,4,15530030,gacha_banner_3110030,Exchange Shop: Kasumi's Birthday Scout,1,100,0,224012302
3110031,4,4,15530031,gacha_banner_3110031,Exchange Shop: Emma's Birthday Scout,1,100,0,224020502
3110032,4,4,15530032,gacha_banner_3110032,Exchange Shop: Kanan's Birthday Scout,1,100,0,224021004
3110033,4,4,15530033,gacha_banner_3110033,Exchange Shop: Lanzhu's Birthday Scout,1,100,0,224021502
3110034,4,4,15530034,gacha_banner_3110034,Exchange Shop: Chisato's Birthday Scout,1,100,0,224022502
3110035,4,4,15530035,gacha_banner_3110035,Exchange Shop: Ayumu's Birthday Scout,1,100,0,224030107
3110036,4,4,15530036,gacha_banner_3110036,Exchange Shop: Hanamaru's Birthday Scout,1,100,0,224030402
3110037,4,4,15530037,gacha_banner_3110037,Umi's Birthday Anniversary Scouting Exchange Shop,1,100,0,224031502
4110001,4,4,15540002,thumbnail_4110001,Exchange shop: Attribute Spotlight Scout,1,100,0,223061103
4110005,4,4,15540005,gacha_banner_4110005,Exchange shop: Love Song Carnival (Ayumu),1,100,0,223100301
4110006,4,4,15540006,gacha_banner_4110006,Exchange shop: Love Song Carnival (Kasumi),1,100,0,223101001
4110007,4,4,15540007,gacha_banner_4110007,Exchange shop: Love Song Carnival (Shizuku),1,100,0,223101701
4110008,4,4,15540008,gacha_banner_4110008,Exchange shop: Love Song Carnival (Karin),1,100,0,223102401
4110009,4,4,15540009,gacha_banner_4110009,Exchange shop: Love Song Carnival (Ai),1,100,0,223103101
4110010,4,4,15540010,gacha_banner_4110010,Exchange shop: Love Song Carnival (Kanata),1,100,0,223110701
4110011,4,4,15540011,gacha_banner_4110011,Exchange shop: Love Song Carnival (Setsuna),1,100,0,223111401
4110012,4,4,15540012,gacha_banner_4110012,Exchange shop: Love Song Carnival (Emma),1,100,0,223112101
4110013,4,4,15540013,gacha_banner_4110013,Exchange shop: Love Song Carnival (Rina),1,100,0,223112801
4110014,4,4,15540014,gacha_banner_4110014,Exchange shop: Love Song Carnival (Shioriko),1,100,0,223120501
4110015,4,4,15540015,gacha_banner_4110015,Exchange shop: Love Song Carnival (Mia),1,100,0,223121201
4110016,4,4,15540016,gacha_banner_4110016,Exchange shop: Love Song Carnival (Lanzhu),1,100,0,223121901
4110017,4,4,15540017,gacha_banner_4110017,Exchange Shop: Half Anniversary,1,100,0,223101501
4110023,4,4,15540023,gacha_banner_4110023,"Exchange shop: ""Love Song by Me"" Launch Scout",1,100,0,223090603
4110024,4,4,15540024,gacha_banner_muse_1,Exchange Shop: μ's Only! Spotlight Scout,1,100,0,223103111
4110025,4,4,15540025,gacha_banner_aqours_1,Exchange Shop: Aqours Only! Spotlight Scout,1,100,0,223111508
4110027,4,4,15540027,gacha_banner_4110027,Exchange Shop: Yohane the Parhelion Scout,1,100,0,223121402
4110028,4,4,15540028,gacha_banner_4110028,Exchange Shop: 1st-Years Only! Spotlight Scout,1,100,0,223111702
4110029,4,4,15540029,gacha_banner_4110029,Exchange Shop: 2nd-Years Only! Spotlight Scout,1,100,0,223112404
4110030,4,4,15540030,gacha_banner_4110030,Exchange Shop: 3rd-Years Only! Spotlight Scout,1,100,0,223120103
4110031,4,4,15540031,gacha_banner_4110034,Exchange Shop: Special Scout,1,100,0,223122604
4110033,4,4,15540032,gacha_banner_4110036,Exchange Shop: New Year's Celebration,1,100,0,224010105
4110035,4,4,15540033,gacha_banner_4110038,Exchange Shop: Love Song Carnival,1,100,0,224011304
4110039,4,4,15540034,gacha_banner_4110039,Exchange Shop: School Idol Festival 2 Super Thanks Scout,1,100,0,224030109
4110043,4,4,15540035,gacha_banner_4110043,Special Scouting Exchange Shop,1,100,0,224031602
5000001,4,4,30010002,thumbnail_campaign_00000004,Exchange Shop: Weiß Schwarz Registration Campaign,1,200,0,223110106
5000002,4,4,30010003,thumbnail_campaign_00000005,Exchange Shop: Snowy White Christmas,1,200,0,223120105
5000003,4,4,30010003,thumbnail_campaign_00000005,Exchange Shop: Snowy White Christmas,1,200,0,223121204
5000004,4,4,30010004,thumbnail_campaign_00000006,Exchange Shop: New Year's Celebration! Lucky Bag Pack,1,200,0,224010107
5000005,4,4,30010005,thumbnail_campaign_00000007,Exchange Shop: Happy Valentine's Day Campaign,1,200,0,224020104
9000001,4,4,30010001,exchange_banner_9000001,Memorial Collection,1,20,0,1
9000002,4,4,15540001,thumbnail_common_1,Exchange shop: SIF Data Link Scout Points,1,1,0,223043003
7110101,4,4,15570001,gacha_banner_7110101,Exchange shop: Global Launch SP Scouting ~Set 1~,1,100,0,924020101
7110102,4,4,15570002,gacha_banner_7110102,Exchange shop: Global Launch SP Scouting ~Set 2~,1,100,0,924021601
7110103,4,4,15570003,gacha_banner_7110103,Exchange shop: Global Launch SP Scouting ~Set 1~,1,100,0,924031701
7110104,4,4,15570004,gacha_banner_muse_11,Exchange Shop: [Rerun]μ's Only! Spotlight Scout,1,100,0,924032501
7110105,4,4,15570005,gacha_banner_aqours_11,Rerun Exchange Shop: Aqours Only! Spotlight Scout,1,100,0,924041701
7110106,4,4,15570006,gacha_banner_7110106,Rerun Exchange shop: Global Launch SP Scouting ~Set 2~,1,100,0,924042401
7110107,4,4,15570007,gacha_banner_7110107,Exchange Shop: Special Scout,1,100,0,924050701
7110108,4,4,15570008,gacha_banner_7110108,Exchange shop: Love Song Carnival,1,100,0,924052401
