_masterEventId,_groupId,_number,_highRank,_lowRank,_masterEventMemberRankingRewardId,_masterReleaseLabelId
102,2001,1,1,100,290102010,223043004
102,2002,1,1,100,290102011,223043004
102,2003,1,1,100,290102012,223043004
102,2004,1,1,100,290102013,223043004
102,2005,1,1,100,290102014,223043004
102,2006,1,1,100,290102015,223043004
102,2007,1,1,100,290102016,223043004
102,2008,1,1,100,290102017,223043004
102,2009,1,1,100,290102018,223043004
102,3001,1,1,100,290102019,223043004
102,3002,1,1,100,290102020,223043004
102,3003,1,1,100,290102021,223043004
102,3004,1,1,100,290102022,223043004
102,3005,1,1,100,290102023,223043004
102,3006,1,1,100,290102024,223043004
102,3007,1,1,100,290102025,223043004
102,3008,1,1,100,290102026,223043004
102,3009,1,1,100,290102027,223043004
102,3010,1,1,100,290102028,223043004
102,3011,1,1,100,290102029,223043004
102,3012,1,1,100,290102030,223043004
102,4001,1,1,100,290102031,223043004
102,4002,1,1,100,290102032,223043004
102,4003,1,1,100,290102033,223043004
102,4004,1,1,100,290102034,223043004
102,4005,1,1,100,290102035,223043004
102,4006,1,1,100,290102036,223043004
102,4007,1,1,100,290102037,223043004
102,4008,1,1,100,290102038,223043004
102,4009,1,1,100,290102039,223043004
102,1001,2,101,10000,290102040,223043004
102,1002,2,101,10000,290102041,223043004
102,1003,2,101,10000,290102042,223043004
102,1004,2,101,10000,290102043,223043004
102,1005,2,101,10000,290102044,223043004
102,1006,2,101,10000,290102045,223043004
102,1007,2,101,10000,290102046,223043004
102,1008,2,101,10000,290102047,223043004
102,1009,2,101,10000,290102048,223043004
102,2001,2,101,10000,290102049,223043004
102,2002,2,101,10000,290102050,223043004
102,2003,2,101,10000,290102051,223043004
102,2004,2,101,10000,290102052,223043004
102,2005,2,101,10000,290102053,223043004
102,2006,2,101,10000,290102054,223043004
102,2007,2,101,10000,290102055,223043004
102,2008,2,101,10000,290102056,223043004
102,2009,2,101,10000,290102057,223043004
102,3001,2,101,10000,290102058,223043004
102,3002,2,101,10000,290102059,223043004
102,3003,2,101,10000,290102060,223043004
102,3004,2,101,10000,290102061,223043004
102,3005,2,101,10000,290102062,223043004
102,3006,2,101,10000,290102063,223043004
102,3007,2,101,10000,290102064,223043004
102,3008,2,101,10000,290102065,223043004
102,3009,2,101,10000,290102066,223043004
102,3010,2,101,10000,290102067,223043004
102,3011,2,101,10000,290102068,223043004
102,3012,2,101,10000,290102069,223043004
102,4001,2,101,10000,290102070,223043004
102,4002,2,101,10000,290102071,223043004
102,4003,2,101,10000,290102072,223043004
102,4004,2,101,10000,290102073,223043004
102,4005,2,101,10000,290102074,223043004
102,4006,2,101,10000,290102075,223043004
102,4007,2,101,10000,290102076,223043004
102,4008,2,101,10000,290102077,223043004
102,4009,2,101,10000,290102078,223043004
102,1001,3,10001,30000,290102079,223043004
102,1002,3,10001,30000,290102080,223043004
102,1003,3,10001,30000,290102081,223043004
102,1004,3,10001,30000,290102082,223043004
102,1005,3,10001,30000,290102083,223043004
102,1006,3,10001,30000,290102084,223043004
102,1007,3,10001,30000,290102085,223043004
102,1008,3,10001,30000,290102086,223043004
102,1009,3,10001,30000,290102087,223043004
102,2001,3,10001,30000,290102088,223043004
102,2002,3,10001,30000,290102089,223043004
102,2003,3,10001,30000,290102090,223043004
102,2004,3,10001,30000,290102091,223043004
102,2005,3,10001,30000,290102092,223043004
102,2006,3,10001,30000,290102093,223043004
102,2007,3,10001,30000,290102094,223043004
102,2008,3,10001,30000,290102095,223043004
102,2009,3,10001,30000,290102096,223043004
102,3001,3,10001,30000,290102097,223043004
102,3002,3,10001,30000,290102098,223043004
102,3003,3,10001,30000,290102099,223043004
102,3004,3,10001,30000,290102100,223043004
102,3005,3,10001,30000,290102101,223043004
102,3006,3,10001,30000,290102102,223043004
102,3007,3,10001,30000,290102103,223043004
102,3008,3,10001,30000,290102104,223043004
102,3009,3,10001,30000,290102105,223043004
102,3010,3,10001,30000,290102106,223043004
102,3011,3,10001,30000,290102107,223043004
102,3012,3,10001,30000,290102108,223043004
102,4001,3,10001,30000,290102109,223043004
102,4002,3,10001,30000,290102110,223043004
102,4003,3,10001,30000,290102111,223043004
102,4004,3,10001,30000,290102112,223043004
102,4005,3,10001,30000,290102113,223043004
102,4006,3,10001,30000,290102114,223043004
102,4007,3,10001,30000,290102115,223043004
102,4008,3,10001,30000,290102116,223043004
102,4009,3,10001,30000,290102117,223043004
104,1001,1,1,100,290104001,223051504
104,1002,1,1,100,290104002,223051504
104,1003,1,1,100,290104003,223051504
104,1004,1,1,100,290104004,223051504
104,1005,1,1,100,290104005,223051504
104,1006,1,1,100,290104006,223051504
104,1007,1,1,100,290104007,223051504
104,1008,1,1,100,290104008,223051504
104,1009,1,1,100,290104009,223051504
104,2001,1,1,100,290104010,223051504
104,2002,1,1,100,290104011,223051504
104,2003,1,1,100,290104012,223051504
104,2004,1,1,100,290104013,223051504
104,2005,1,1,100,290104014,223051504
104,2006,1,1,100,290104015,223051504
104,2007,1,1,100,290104016,223051504
104,2008,1,1,100,290104017,223051504
104,2009,1,1,100,290104018,223051504
104,3001,1,1,100,290104019,223051504
104,3002,1,1,100,290104020,223051504
104,3003,1,1,100,290104021,223051504
104,3004,1,1,100,290104022,223051504
104,3005,1,1,100,290104023,223051504
104,3006,1,1,100,290104024,223051504
104,3007,1,1,100,290104025,223051504
104,3008,1,1,100,290104026,223051504
104,3009,1,1,100,290104027,223051504
104,3010,1,1,100,290104028,223051504
104,3011,1,1,100,290104029,223051504
104,3012,1,1,100,290104030,223051504
104,4001,1,1,100,290104031,223051504
104,4002,1,1,100,290104032,223051504
104,4003,1,1,100,290104033,223051504
104,4004,1,1,100,290104034,223051504
104,4005,1,1,100,290104035,223051504
104,4006,1,1,100,290104036,223051504
104,4007,1,1,100,290104037,223051504
104,4008,1,1,100,290104038,223051504
104,4009,1,1,100,290104039,223051504
104,1001,2,101,10000,290104040,223051504
104,1002,2,101,10000,290104041,223051504
104,1003,2,101,10000,290104042,223051504
104,1004,2,101,10000,290104043,223051504
104,1005,2,101,10000,290104044,223051504
104,1006,2,101,10000,290104045,223051504
104,1007,2,101,10000,290104046,223051504
104,1008,2,101,10000,290104047,223051504
104,1009,2,101,10000,290104048,223051504
104,2001,2,101,10000,290104049,223051504
104,2002,2,101,10000,290104050,223051504
104,2003,2,101,10000,290104051,223051504
104,2004,2,101,10000,290104052,223051504
104,2005,2,101,10000,290104053,223051504
104,2006,2,101,10000,290104054,223051504
104,2007,2,101,10000,290104055,223051504
104,2008,2,101,10000,290104056,223051504
104,2009,2,101,10000,290104057,223051504
104,3001,2,101,10000,290104058,223051504
104,3002,2,101,10000,290104059,223051504
104,3003,2,101,10000,290104060,223051504
104,3004,2,101,10000,290104061,223051504
104,3005,2,101,10000,290104062,223051504
104,3006,2,101,10000,290104063,223051504
104,3007,2,101,10000,290104064,223051504
104,3008,2,101,10000,290104065,223051504
104,3009,2,101,10000,290104066,223051504
104,3010,2,101,10000,290104067,223051504
104,3011,2,101,10000,290104068,223051504
104,3012,2,101,10000,290104069,223051504
104,4001,2,101,10000,290104070,223051504
104,4002,2,101,10000,290104071,223051504
104,4003,2,101,10000,290104072,223051504
104,4004,2,101,10000,290104073,223051504
104,4005,2,101,10000,290104074,223051504
104,4006,2,101,10000,290104075,223051504
104,4007,2,101,10000,290104076,223051504
104,4008,2,101,10000,290104077,223051504
104,4009,2,101,10000,290104078,223051504
104,1001,3,10001,30000,290104079,223051504
104,1002,3,10001,30000,290104080,223051504
104,1003,3,10001,30000,290104081,223051504
104,1004,3,10001,30000,290104082,223051504
104,1005,3,10001,30000,290104083,223051504
104,1006,3,10001,30000,290104084,223051504
104,1007,3,10001,30000,290104085,223051504
104,1008,3,10001,30000,290104086,223051504
104,1009,3,10001,30000,290104087,223051504
104,2001,3,10001,30000,290104088,223051504
104,2002,3,10001,30000,290104089,223051504
104,2003,3,10001,30000,290104090,223051504
104,2004,3,10001,30000,290104091,223051504
104,2005,3,10001,30000,290104092,223051504
104,2006,3,10001,30000,290104093,223051504
104,2007,3,10001,30000,290104094,223051504
104,2008,3,10001,30000,290104095,223051504
104,2009,3,10001,30000,290104096,223051504
104,3001,3,10001,30000,290104097,223051504
104,3002,3,10001,30000,290104098,223051504
104,3003,3,10001,30000,290104099,223051504
104,3004,3,10001,30000,290104100,223051504
104,3005,3,10001,30000,290104101,223051504
104,3006,3,10001,30000,290104102,223051504
104,3007,3,10001,30000,290104103,223051504
104,3008,3,10001,30000,290104104,223051504
104,3009,3,10001,30000,290104105,223051504
104,3010,3,10001,30000,290104106,223051504
104,3011,3,10001,30000,290104107,223051504
104,3012,3,10001,30000,290104108,223051504
104,4001,3,10001,30000,290104109,223051504
104,4002,3,10001,30000,290104110,223051504
104,4003,3,10001,30000,290104111,223051504
104,4004,3,10001,30000,290104112,223051504
104,4005,3,10001,30000,290104113,223051504
104,4006,3,10001,30000,290104114,223051504
104,4007,3,10001,30000,290104115,223051504
104,4008,3,10001,30000,290104116,223051504
104,4009,3,10001,30000,290104117,223051504
106,1001,1,1,100,290106001,223053104
106,1002,1,1,100,290106002,223053104
106,1003,1,1,100,290106003,223053104
106,1004,1,1,100,290106004,223053104
106,1005,1,1,100,290106005,223053104
106,1006,1,1,100,290106006,223053104
106,1007,1,1,100,290106007,223053104
106,1008,1,1,100,290106008,223053104
106,1009,1,1,100,290106009,223053104
106,2001,1,1,100,290106010,223053104
106,2002,1,1,100,290106011,223053104
106,2003,1,1,100,290106012,223053104
106,2004,1,1,100,290106013,223053104
106,2005,1,1,100,290106014,223053104
106,2006,1,1,100,290106015,223053104
106,2007,1,1,100,290106016,223053104
106,2008,1,1,100,290106017,223053104
106,2009,1,1,100,290106018,223053104
106,3001,1,1,100,290106019,223053104
106,3002,1,1,100,290106020,223053104
106,3003,1,1,100,290106021,223053104
106,3004,1,1,100,290106022,223053104
106,3005,1,1,100,290106023,223053104
106,3006,1,1,100,290106024,223053104
106,3007,1,1,100,290106025,223053104
106,3008,1,1,100,290106026,223053104
106,3009,1,1,100,290106027,223053104
106,3010,1,1,100,290106028,223053104
106,3011,1,1,100,290106029,223053104
106,3012,1,1,100,290106030,223053104
106,4001,1,1,100,290106031,223053104
106,4002,1,1,100,290106032,223053104
106,4003,1,1,100,290106033,223053104
106,4004,1,1,100,290106034,223053104
106,4005,1,1,100,290106035,223053104
106,4006,1,1,100,290106036,223053104
106,4007,1,1,100,290106037,223053104
106,4008,1,1,100,290106038,223053104
106,4009,1,1,100,290106039,223053104
106,1001,2,101,10000,290106040,223053104
106,1002,2,101,10000,290106041,223053104
106,1003,2,101,10000,290106042,223053104
106,1004,2,101,10000,290106043,223053104
106,1005,2,101,10000,290106044,223053104
106,1006,2,101,10000,290106045,223053104
106,1007,2,101,10000,290106046,223053104
106,1008,2,101,10000,290106047,223053104
106,1009,2,101,10000,290106048,223053104
106,2001,2,101,10000,290106049,223053104
106,2002,2,101,10000,290106050,223053104
106,2003,2,101,10000,290106051,223053104
106,2004,2,101,10000,290106052,223053104
106,2005,2,101,10000,290106053,223053104
106,2006,2,101,10000,290106054,223053104
106,2007,2,101,10000,290106055,223053104
106,2008,2,101,10000,290106056,223053104
106,2009,2,101,10000,290106057,223053104
106,3001,2,101,10000,290106058,223053104
106,3002,2,101,10000,290106059,223053104
106,3003,2,101,10000,290106060,223053104
106,3004,2,101,10000,290106061,223053104
106,3005,2,101,10000,290106062,223053104
106,3006,2,101,10000,290106063,223053104
106,3007,2,101,10000,290106064,223053104
106,3008,2,101,10000,290106065,223053104
106,3009,2,101,10000,290106066,223053104
106,3010,2,101,10000,290106067,223053104
106,3011,2,101,10000,290106068,223053104
106,3012,2,101,10000,290106069,223053104
106,4001,2,101,10000,290106070,223053104
106,4002,2,101,10000,290106071,223053104
106,4003,2,101,10000,290106072,223053104
106,4004,2,101,10000,290106073,223053104
106,4005,2,101,10000,290106074,223053104
106,4006,2,101,10000,290106075,223053104
106,4007,2,101,10000,290106076,223053104
106,4008,2,101,10000,290106077,223053104
106,4009,2,101,10000,290106078,223053104
106,1001,3,10001,30000,290106079,223053104
106,1002,3,10001,30000,290106080,223053104
106,1003,3,10001,30000,290106081,223053104
106,1004,3,10001,30000,290106082,223053104
106,1005,3,10001,30000,290106083,223053104
106,1006,3,10001,30000,290106084,223053104
106,1007,3,10001,30000,290106085,223053104
106,1008,3,10001,30000,290106086,223053104
106,1009,3,10001,30000,290106087,223053104
106,2001,3,10001,30000,290106088,223053104
106,2002,3,10001,30000,290106089,223053104
106,2003,3,10001,30000,290106090,223053104
106,2004,3,10001,30000,290106091,223053104
106,2005,3,10001,30000,290106092,223053104
106,2006,3,10001,30000,290106093,223053104
106,2007,3,10001,30000,290106094,223053104
106,2008,3,10001,30000,290106095,223053104
106,2009,3,10001,30000,290106096,223053104
106,3001,3,10001,30000,290106097,223053104
106,3002,3,10001,30000,290106098,223053104
106,3003,3,10001,30000,290106099,223053104
106,3004,3,10001,30000,290106100,223053104
106,3005,3,10001,30000,290106101,223053104
106,3006,3,10001,30000,290106102,223053104
106,3007,3,10001,30000,290106103,223053104
106,3008,3,10001,30000,290106104,223053104
106,3009,3,10001,30000,290106105,223053104
106,3010,3,10001,30000,290106106,223053104
106,3011,3,10001,30000,290106107,223053104
106,3012,3,10001,30000,290106108,223053104
106,4001,3,10001,30000,290106109,223053104
106,4002,3,10001,30000,290106110,223053104
106,4003,3,10001,30000,290106111,223053104
106,4004,3,10001,30000,290106112,223053104
106,4005,3,10001,30000,290106113,223053104
106,4006,3,10001,30000,290106114,223053104
106,4007,3,10001,30000,290106115,223053104
106,4008,3,10001,30000,290106116,223053104
106,4009,3,10001,30000,290106117,223053104
109,1001,1,1,100,290109001,223063004
109,1002,1,1,100,290109002,223063004
109,1003,1,1,100,290109003,223063004
109,1004,1,1,100,290109004,223063004
109,1005,1,1,100,290109005,223063004
109,1006,1,1,100,290109006,223063004
109,1007,1,1,100,290109007,223063004
109,1008,1,1,100,290109008,223063004
109,1009,1,1,100,290109009,223063004
109,2001,1,1,100,290109010,223063004
109,2002,1,1,100,290109011,223063004
109,2003,1,1,100,290109012,223063004
109,2004,1,1,100,290109013,223063004
109,2005,1,1,100,290109014,223063004
109,2006,1,1,100,290109015,223063004
109,2007,1,1,100,290109016,223063004
109,2008,1,1,100,290109017,223063004
109,2009,1,1,100,290109018,223063004
109,3001,1,1,100,290109019,223063004
109,3002,1,1,100,290109020,223063004
109,3003,1,1,100,290109021,223063004
109,3004,1,1,100,290109022,223063004
109,3005,1,1,100,290109023,223063004
109,3006,1,1,100,290109024,223063004
109,3007,1,1,100,290109025,223063004
109,3008,1,1,100,290109026,223063004
109,3009,1,1,100,290109027,223063004
109,3010,1,1,100,290109028,223063004
109,3011,1,1,100,290109029,223063004
109,3012,1,1,100,290109030,223063004
109,4001,1,1,100,290109031,223063004
109,4002,1,1,100,290109032,223063004
109,4003,1,1,100,290109033,223063004
109,4004,1,1,100,290109034,223063004
109,4005,1,1,100,290109035,223063004
109,4006,1,1,100,290109036,223063004
109,4007,1,1,100,290109037,223063004
109,4008,1,1,100,290109038,223063004
109,4009,1,1,100,290109039,223063004
109,1001,2,101,300,290109040,223063004
109,1002,2,101,300,290109041,223063004
109,1003,2,101,300,290109042,223063004
109,1004,2,101,300,290109043,223063004
109,1005,2,101,300,290109044,223063004
109,1006,2,101,300,290109045,223063004
109,1007,2,101,300,290109046,223063004
109,1008,2,101,300,290109047,223063004
109,1009,2,101,300,290109048,223063004
109,2001,2,101,300,290109049,223063004
109,2002,2,101,300,290109050,223063004
109,2003,2,101,300,290109051,223063004
109,2004,2,101,300,290109052,223063004
109,2005,2,101,300,290109053,223063004
109,2006,2,101,300,290109054,223063004
109,2007,2,101,300,290109055,223063004
109,2008,2,101,300,290109056,223063004
109,2009,2,101,300,290109057,223063004
109,3001,2,101,300,290109058,223063004
109,3002,2,101,300,290109059,223063004
109,3003,2,101,300,290109060,223063004
109,3004,2,101,300,290109061,223063004
109,3005,2,101,300,290109062,223063004
109,3006,2,101,300,290109063,223063004
109,3007,2,101,300,290109064,223063004
109,3008,2,101,300,290109065,223063004
109,3009,2,101,300,290109066,223063004
109,3010,2,101,300,290109067,223063004
109,3011,2,101,300,290109068,223063004
109,3012,2,101,300,290109069,223063004
109,4001,2,101,300,290109070,223063004
109,4002,2,101,300,290109071,223063004
109,4003,2,101,300,290109072,223063004
109,4004,2,101,300,290109073,223063004
109,4005,2,101,300,290109074,223063004
109,4006,2,101,300,290109075,223063004
109,4007,2,101,300,290109076,223063004
109,4008,2,101,300,290109077,223063004
109,4009,2,101,300,290109078,223063004
109,1001,3,301,1000,290109079,223063004
109,1002,3,301,1000,290109080,223063004
109,1003,3,301,1000,290109081,223063004
109,1004,3,301,1000,290109082,223063004
109,1005,3,301,1000,290109083,223063004
109,1006,3,301,1000,290109084,223063004
109,1007,3,301,1000,290109085,223063004
109,1008,3,301,1000,290109086,223063004
109,1009,3,301,1000,290109087,223063004
109,2001,3,301,1000,290109088,223063004
109,2002,3,301,1000,290109089,223063004
109,2003,3,301,1000,290109090,223063004
109,2004,3,301,1000,290109091,223063004
109,2005,3,301,1000,290109092,223063004
109,2006,3,301,1000,290109093,223063004
109,2007,3,301,1000,290109094,223063004
109,2008,3,301,1000,290109095,223063004
109,2009,3,301,1000,290109096,223063004
109,3001,3,301,1000,290109097,223063004
109,3002,3,301,1000,290109098,223063004
109,3003,3,301,1000,290109099,223063004
109,3004,3,301,1000,290109100,223063004
109,3005,3,301,1000,290109101,223063004
109,3006,3,301,1000,290109102,223063004
109,3007,3,301,1000,290109103,223063004
109,3008,3,301,1000,290109104,223063004
109,3009,3,301,1000,290109105,223063004
109,3010,3,301,1000,290109106,223063004
109,3011,3,301,1000,290109107,223063004
109,3012,3,301,1000,290109108,223063004
109,4001,3,301,1000,290109109,223063004
109,4002,3,301,1000,290109110,223063004
109,4003,3,301,1000,290109111,223063004
109,4004,3,301,1000,290109112,223063004
109,4005,3,301,1000,290109113,223063004
109,4006,3,301,1000,290109114,223063004
109,4007,3,301,1000,290109115,223063004
109,4008,3,301,1000,290109116,223063004
109,4009,3,301,1000,290109117,223063004
109,1001,4,1001,30000,290109118,223063004
109,1002,4,1001,30000,290109119,223063004
109,1003,4,1001,30000,290109120,223063004
109,1004,4,1001,30000,290109121,223063004
109,1005,4,1001,30000,290109122,223063004
109,1006,4,1001,30000,290109123,223063004
109,1007,4,1001,30000,290109124,223063004
109,1008,4,1001,30000,290109125,223063004
109,1009,4,1001,30000,290109126,223063004
109,2001,4,1001,30000,290109127,223063004
109,2002,4,1001,30000,290109128,223063004
109,2003,4,1001,30000,290109129,223063004
109,2004,4,1001,30000,290109130,223063004
109,2005,4,1001,30000,290109131,223063004
109,2006,4,1001,30000,290109132,223063004
109,2007,4,1001,30000,290109133,223063004
109,2008,4,1001,30000,290109134,223063004
109,2009,4,1001,30000,290109135,223063004
109,3001,4,1001,30000,290109136,223063004
109,3002,4,1001,30000,290109137,223063004
109,3003,4,1001,30000,290109138,223063004
109,3004,4,1001,30000,290109139,223063004
109,3005,4,1001,30000,290109140,223063004
109,3006,4,1001,30000,290109141,223063004
109,3007,4,1001,30000,290109142,223063004
109,3008,4,1001,30000,290109143,223063004
109,3009,4,1001,30000,290109144,223063004
109,3010,4,1001,30000,290109145,223063004
109,3011,4,1001,30000,290109146,223063004
109,3012,4,1001,30000,290109147,223063004
109,4001,4,1001,30000,290109148,223063004
109,4002,4,1001,30000,290109149,223063004
109,4003,4,1001,30000,290109150,223063004
109,4004,4,1001,30000,290109151,223063004
109,4005,4,1001,30000,290109152,223063004
109,4006,4,1001,30000,290109153,223063004
109,4007,4,1001,30000,290109154,223063004
109,4008,4,1001,30000,290109155,223063004
109,4009,4,1001,30000,290109156,223063004
113,1001,1,1,100,290113001,223073104
113,1002,1,1,100,290113002,223073104
113,1003,1,1,100,290113003,223073104
113,1004,1,1,100,290113004,223073104
113,1005,1,1,100,290113005,223073104
113,1006,1,1,100,290113006,223073104
113,1007,1,1,100,290113007,223073104
113,1008,1,1,100,290113008,223073104
113,1009,1,1,100,290113009,223073104
113,2001,1,1,100,290113010,223073104
113,2002,1,1,100,290113011,223073104
113,2003,1,1,100,290113012,223073104
113,2004,1,1,100,290113013,223073104
113,2005,1,1,100,290113014,223073104
113,2006,1,1,100,290113015,223073104
113,2007,1,1,100,290113016,223073104
113,2008,1,1,100,290113017,223073104
113,2009,1,1,100,290113018,223073104
113,3001,1,1,100,290113019,223073104
113,3002,1,1,100,290113020,223073104
113,3003,1,1,100,290113021,223073104
113,3004,1,1,100,290113022,223073104
113,3005,1,1,100,290113023,223073104
113,3006,1,1,100,290113024,223073104
113,3007,1,1,100,290113025,223073104
113,3008,1,1,100,290113026,223073104
113,3009,1,1,100,290113027,223073104
113,3010,1,1,100,290113028,223073104
113,3011,1,1,100,290113029,223073104
113,3012,1,1,100,290113030,223073104
113,4001,1,1,100,290113031,223073104
113,4002,1,1,100,290113032,223073104
113,4003,1,1,100,290113033,223073104
113,4004,1,1,100,290113034,223073104
113,4005,1,1,100,290113035,223073104
113,4006,1,1,100,290113036,223073104
113,4007,1,1,100,290113037,223073104
113,4008,1,1,100,290113038,223073104
113,4009,1,1,100,290113039,223073104
113,1001,2,101,300,290113040,223073104
113,1002,2,101,300,290113041,223073104
113,1003,2,101,300,290113042,223073104
113,1004,2,101,300,290113043,223073104
113,1005,2,101,300,290113044,223073104
113,1006,2,101,300,290113045,223073104
113,1007,2,101,300,290113046,223073104
113,1008,2,101,300,290113047,223073104
113,1009,2,101,300,290113048,223073104
113,2001,2,101,300,290113049,223073104
113,2002,2,101,300,290113050,223073104
113,2003,2,101,300,290113051,223073104
113,2004,2,101,300,290113052,223073104
113,2005,2,101,300,290113053,223073104
113,2006,2,101,300,290113054,223073104
113,2007,2,101,300,290113055,223073104
113,2008,2,101,300,290113056,223073104
113,2009,2,101,300,290113057,223073104
113,3001,2,101,300,290113058,223073104
113,3002,2,101,300,290113059,223073104
113,3003,2,101,300,290113060,223073104
113,3004,2,101,300,290113061,223073104
113,3005,2,101,300,290113062,223073104
113,3006,2,101,300,290113063,223073104
113,3007,2,101,300,290113064,223073104
113,3008,2,101,300,290113065,223073104
113,3009,2,101,300,290113066,223073104
113,3010,2,101,300,290113067,223073104
113,3011,2,101,300,290113068,223073104
113,3012,2,101,300,290113069,223073104
113,4001,2,101,300,290113070,223073104
113,4002,2,101,300,290113071,223073104
113,4003,2,101,300,290113072,223073104
113,4004,2,101,300,290113073,223073104
113,4005,2,101,300,290113074,223073104
113,4006,2,101,300,290113075,223073104
113,4007,2,101,300,290113076,223073104
