_masterEventId,_spriteName,_message,_category,_masterReleaseLabelId
121,SubTutorial_miraclecollection_01,Receive various rewards by collecting event pts during Miracle Collection!<br>You can receive even more fabulous rewards<br>by achieving a high rank during the event!,,223093004
121,SubTutorial_miraclecollection_02,You will receive Miracle Stars as you play through standard songs!<br>You can then use these Miracle Stars to take on event songs!<br>Event songs reward a lot more event points than standard songs!,,223093004
121,SubTutorial_miraclecollection_03,Create teams with the specially-selected members of each event<br>to more effectively progress through events!,,223093004
121,SubTutorial_miraclecollection_04,Create teams consisting of specially-selected members with event point bonuses<br>to gain more event points when clearing live shows!<br>Idolizing these members will cause their bonuses to be further increased!,,223093004
121,SubTutorial_miraclecollection_05,Specially-selected members with a Miracle Star bonus<br>increase the amount of Miracle Stars obtained from the event login bonus!<br>Idolizing these members will cause their bonuses to be further increased!,,223093004
121,SubTutorial_miraclecollection_06,"You can obtain various rewards by clearing event goals!<br>Once you have achieved a certain amount of event points, new event stories will be unlocked!",,223093004
122,SubTutorial_freetour_01,You can obtain Total Event pt Rewards by collecting Event pts.<br>Complete Live Shows to obtain Event pts.,,223101101
122,SubTutorial_freetour_02,You can obtain amazing items by completing event challenges.,,223101101
123,SubTutorial_miraclecollection_01,Receive various rewards by collecting event pts during Miracle Collection!<br>You can receive even more fabulous rewards<br>by achieving a high rank during the event!,,223101508
123,SubTutorial_miraclecollection_02,You will receive Miracle Stars as you play through standard songs!<br>You can then use these Miracle Stars to take on event songs!<br>Event songs reward a lot more event points than standard songs!,,223101508
123,SubTutorial_miraclecollection_03,Create teams with the specially-selected members of each event<br>to more effectively progress through events!,,223101508
123,SubTutorial_miraclecollection_04,Create teams consisting of specially-selected members with event point bonuses<br>to gain more event points when clearing live shows!<br>Idolizing these members will cause their bonuses to be further increased!,,223101508
123,SubTutorial_miraclecollection_05,Specially-selected members with a Miracle Star bonus<br>increase the amount of Miracle Stars obtained from the event login bonus!<br>Idolizing these members will cause their bonuses to be further increased!,,223101508
123,SubTutorial_miraclecollection_07,You can get some amazing items by completing event challenges!,,223101508
124,SubTutorial_freetour_01,You can obtain Total Event pt Rewards by collecting Event pts.<br>Complete Live Shows to obtain Event pts.,,223102601
124,SubTutorial_freetour_02,You can obtain amazing items by completing event challenges.,,223102601
125,SubTutorial_miraclecollection_01,Receive various rewards by collecting event pts during Miracle Collection!<br>You can receive even more fabulous rewards<br>by achieving a high rank during the event!,,223103104
125,SubTutorial_miraclecollection_02,You will receive Miracle Stars as you play through standard songs!<br>You can then use these Miracle Stars to take on event songs!<br>Event songs reward a lot more event points than standard songs!,,223103104
125,SubTutorial_miraclecollection_03,Create teams with the specially-selected members of each event<br>to more effectively progress through events!,,223103104
125,SubTutorial_miraclecollection_04,Create teams consisting of specially-selected members with event point bonuses<br>to gain more event points when clearing live shows!<br>Idolizing these members will cause their bonuses to be further increased!,,223103104
125,SubTutorial_miraclecollection_05,Specially-selected members with a Miracle Star bonus<br>increase the amount of Miracle Stars obtained from the event login bonus!<br>Idolizing these members will cause their bonuses to be further increased!,,223103104
125,SubTutorial_miraclecollection_06,"You can obtain various rewards by clearing event goals!<br>Once you have achieved a certain amount of event points, new event stories will be unlocked!",,223103104
126,SubTutorial_freetour_01,You can obtain Total Event pt Rewards by collecting Event pts.<br>Complete Live Shows to obtain Event pts.,,223111101
126,SubTutorial_freetour_02,You can obtain amazing items by completing event challenges.,,223111101
127,SubTutorial_starevent_01,Check out Star Challenges as a way to test out your overall abilities with SIF2<br>like your pure skill and member enhancement!<br>Show off what you can do and aim for the top!,,223111504
127,SubTutorial_starevent_02,Get the target score on all the randomly selected songs to increase your Star Level!<br>You can get extravagant rewards when your Star Level increases!,,223111504
127,SubTutorial_starevent_03,"Use the Star Assist feature special on Star Challenges<br>to get unlimited HP, increased skill activation, and more!<br>Get that ultra high score that you can't normally hit!",,223111504
127,SubTutorial_starevent_11,"Use another Star Assist to boost your score corresponding to your Members' level and skill level.<br>Enhance your Members and boost your score!<br>*Targets all Members, even those that are not in your Unit Formation.",,223111504
127,SubTutorial_starevent_04,"In Star Challenges, receive various rewards by increasing<br>your Star Level and saving up Event Pts.<br>Get even more awesome rewards by placing high in the rankings!",,223111504
127,SubTutorial_starevent_05,Increase your Star Level by hitting the target score on all the songs randomly selected for you!<br>You can get extravagant rewards when your Star Level increases!,,223111504
127,SubTutorial_starevent_06,"Star Challenge rankings are placed according to Star Level!<br>When two players are at the same Star Level, the one with more Event pts take the lead!<br>Increase your Star Level and aim for the top!",,223111504
127,SubTutorial_starevent_07,Use the specially-selected Members of each event<br>to more effectively progress through events!,,223111504
127,SubTutorial_starevent_08,Use specially-selected Members to boost your score for event songs!<br>You can get a bonus effect in Star Challenges even if the Members are not in your unit.<br>Idolize these Members for an even bigger bonus effect!,,223111504
127,SubTutorial_starevent_09,Specially-selected Members with a Login Item Bonus<br>increase the amount of Star Assist Tickets obtained from th event login bonus!<br>Idolize these Members for an even bigger bonus effect!,,223111504
127,SubTutorial_starevent_10,"During the event, use the Continued Bonus that adds on to up to five Live Shows per day<br>and the Play Bonus that boosts your score bonus every Live Show<br>to push the limits of your target score!",,223111504
128,SubTutorial_freetour_01,You can obtain Total Event pt Rewards by collecting Event pts.<br>Complete Live Shows to obtain Event pts.,,223112601
128,SubTutorial_freetour_02,You can obtain amazing items by completing event challenges.,,223112601
129,SubTutorial_miraclecollection_01,Receive various rewards by collecting event pts during Miracle Collection!<br>You can receive even more fabulous rewards<br>by achieving a high rank during the event!,,223113004
129,SubTutorial_miraclecollection_02,You will receive Miracle Stars as you play through standard songs!<br>You can then use these Miracle Stars to take on event songs!<br>Event songs reward a lot more event points than standard songs!,,223113004
129,SubTutorial_miraclecollection_03,Create teams with the specially-selected members of each event<br>to more effectively progress through events!,,223113004
129,SubTutorial_miraclecollection_04,Create teams consisting of specially-selected members with event point bonuses<br>to gain more event points when clearing live shows!<br>Idolizing these members will cause their bonuses to be further increased!,,223113004
129,SubTutorial_miraclecollection_05,Specially-selected members with a Miracle Star bonus<br>increase the amount of Miracle Stars obtained from the event login bonus!<br>Idolizing these members will cause their bonuses to be further increased!,,223113004
129,SubTutorial_miraclecollection_06,"You can obtain various rewards by clearing event goals!<br>Once you have achieved a certain amount of event points, new event stories will be unlocked!",,223113004
130,SubTutorial_freetour_01,You can obtain Total Event pt Rewards by collecting Event pts.<br>Complete Live Shows to obtain Event pts.,,223121102
130,SubTutorial_freetour_02,You can obtain amazing items by completing event challenges.,,223121102
131,SubTutorial_multievent_01,"In a Teamup Live Show, you can collaborate with up to three other players!<br>Aim for a higher Total Score to obtain more Event pts!",,223121507
131,SubTutorial_multievent_02,Receive various rewards by collecting Event pts during a Teamup Live Show!<br>You can receive even more amazing rewards<br>by achieving a high rank during the event!,,223121507
131,SubTutorial_multievent_03,Create teams with specially-selected members for a higher score in Live Shows!<br>Idolize these members for an even bigger bonus effect!,,223121507
131,SubTutorial_multievent_06,Specially-selected members with a Login Item Bonus<br>increase the amount of LP Candy (S) obtained from the event login bonus!<br>Idolize these members for an even bigger bonus effect!,,223121507
131,SubTutorial_multievent_04,Create teams with the specially-selected members of each event<br>to more effectively progress through events!,,223121507
131,SubTutorial_multievent_05,"In certain conditions during a Teamup Live Show,<br>you can help other players as a Backup member!<br>You will receive rewards based on your number of appearances.",,223121507
132,SubTutorial_freetour_01,You can obtain Total Event pt Rewards by collecting Event pts.<br>Complete Live Shows to obtain Event pts.,,223122603
132,SubTutorial_freetour_02,You can obtain amazing items by completing event challenges.,,223122603
133,SubTutorial_miraclecollection_01,Receive various rewards by collecting event pts during Miracle Collection!<br>You can receive even more fabulous rewards<br>by achieving a high rank during the event!,,223123104
133,SubTutorial_miraclecollection_02,You will receive Miracle Stars as you play through standard songs!<br>You can then use these Miracle Stars to take on event songs!<br>Event songs reward a lot more event points than standard songs!,,223123104
133,SubTutorial_miraclecollection_03,Create teams with the specially-selected members of each event<br>to more effectively progress through events!,,223123104
133,SubTutorial_miraclecollection_04,Create teams consisting of specially-selected members with event point bonuses<br>to gain more event points when clearing live shows!<br>Idolizing these members will cause their bonuses to be further increased!,,223123104
133,SubTutorial_miraclecollection_05,Specially-selected members with a Miracle Star bonus<br>increase the amount of Miracle Stars obtained from the event login bonus!<br>Idolizing these members will cause their bonuses to be further increased!,,223123104
133,SubTutorial_miraclecollection_06,"You can obtain various rewards by clearing event goals!<br>Once you have achieved a certain amount of event points, new event stories will be unlocked!",,223123104
134,SubTutorial_freetour_01,You can obtain Total Event pt Rewards by collecting Event pts.<br>Complete Live Shows to obtain Event pts.,,224011106
134,SubTutorial_freetour_02,You can obtain amazing items by completing event challenges.,,224011106
135,SubTutorial_starevent_01,Check out Star Challenges as a way to test out your overall abilities with SIF2<br>like your pure skill and member enhancement!<br>Show off what you can do and aim for the top!,,224011504
135,SubTutorial_starevent_02,Get the target score on all the randomly selected songs to increase your Star Level!<br>You can get extravagant rewards when your Star Level increases!,,224011504
135,SubTutorial_starevent_03,"Use the Star Assist feature special on Star Challenges<br>to get unlimited HP, increased skill activation, and more!<br>Get that ultra high score that you can't normally hit!",,224011504
135,SubTutorial_starevent_11,"Use another Star Assist to boost your score corresponding to your Members' level and skill level.<br>Enhance your Members and boost your score!<br>*Targets all Members, even those that are not in your Unit Formation.",,224011504
135,SubTutorial_starevent_04,"In Star Challenges, receive various rewards by increasing<br>your Star Level and saving up Event Pts.<br>Get even more awesome rewards by placing high in the rankings!",,224011504
135,SubTutorial_starevent_05,Increase your Star Level by hitting the target score on all the songs randomly selected for you!<br>You can get extravagant rewards when your Star Level increases!,,224011504
135,SubTutorial_starevent_06,"Star Challenge rankings are placed according to Star Level!<br>When two players are at the same Star Level, the one with more Event pts take the lead!<br>Increase your Star Level and aim for the top!",,224011504
135,SubTutorial_starevent_07,Use the specially-selected Members of each event<br>to more effectively progress through events!,,224011504
135,SubTutorial_starevent_08,Use specially-selected Members to boost your score for event songs!<br>You can get a bonus effect in Star Challenges even if the Members are not in your unit.<br>Idolize these Members for an even bigger bonus effect!,,224011504
135,SubTutorial_starevent_09,Specially-selected Members with a Login Item Bonus<br>increase the amount of Star Assist Tickets obtained from th event login bonus!<br>Idolize these Members for an even bigger bonus effect!,,224011504
135,SubTutorial_starevent_10,"During the event, use the Continued Bonus that adds on to up to five Live Shows per day<br>and the Play Bonus that boosts your score bonus every Live Show<br>to push the limits of your target score!",,224011504
136,SubTutorial_freetour_01,You can obtain Total Event pt Rewards by collecting Event pts.<br>Complete Live Shows to obtain Event pts.,,224012702
136,SubTutorial_freetour_02,You can obtain amazing items by completing event challenges.,,224012702
137,SubTutorial_miraclecollection_08,"In the Miracle Collection, you can get various rewards by collecting event points!</br>
Also, if you rank in the ranking in the event, you will get even more gorgeous rewards!</br>*This time, there will be no ranking of the highly recommended.",,224013104
137,SubTutorial_miraclecollection_02,You will receive Miracle Stars as you play through standard songs!<br>You can then use these Miracle Stars to take on event songs!<br>Event songs reward a lot more event points than standard songs!,,224013104
137,SubTutorial_miraclecollection_03,Create teams with the specially-selected members of each event<br>to more effectively progress through events!,,224013104
137,SubTutorial_miraclecollection_04,Create teams consisting of specially-selected members with event point bonuses<br>to gain more event points when clearing live shows!<br>Idolizing these members will cause their bonuses to be further increased!,,224013104
137,SubTutorial_miraclecollection_05,Specially-selected members with a Miracle Star bonus<br>increase the amount of Miracle Stars obtained from the event login bonus!<br>Idolizing these members will cause their bonuses to be further increased!,,224013104
137,SubTutorial_miraclecollection_06,"You can obtain various rewards by clearing event goals!<br>Once you have achieved a certain amount of event points, new event stories will be unlocked!",,224013104
138,SubTutorial_freetour_01,You can obtain Total Event pt Rewards by collecting Event pts.<br>Complete Live Shows to obtain Event pts.,,224021006
138,SubTutorial_freetour_02,You can obtain amazing items by completing event challenges.,,224021006
139,SubTutorial_starevent_01,Check out Star Challenges as a way to test out your overall abilities with SIF2<br>like your pure skill and member enhancement!<br>Show off what you can do and aim for the top!,,224021404
139,SubTutorial_starevent_02,Get the target score on all the randomly selected songs to increase your Star Level!<br>You can get extravagant rewards when your Star Level increases!,,224021404
139,SubTutorial_starevent_03,"Use the Star Assist feature special on Star Challenges<br>to get unlimited HP, increased skill activation, and more!<br>Get that ultra high score that you can't normally hit!",,224021404
139,SubTutorial_starevent_11,"Use another Star Assist to boost your score corresponding to your Members' level and skill level.<br>Enhance your Members and boost your score!<br>*Targets all Members, even those that are not in your Unit Formation.",,224021404
139,SubTutorial_starevent_04,"In Star Challenges, receive various rewards by increasing<br>your Star Level and saving up Event Pts.<br>Get even more awesome rewards by placing high in the rankings!",,224021404
139,SubTutorial_starevent_05,Increase your Star Level by hitting the target score on all the songs randomly selected for you!<br>You can get extravagant rewards when your Star Level increases!,,224021404
139,SubTutorial_starevent_06,"Star Challenge rankings are placed according to Star Level!<br>When two players are at the same Star Level, the one with more Event pts take the lead!<br>Increase your Star Level and aim for the top!",,224021404
139,SubTutorial_starevent_07,Use the specially-selected Members of each event<br>to more effectively progress through events!,,224021404
139,SubTutorial_starevent_08,Use specially-selected Members to boost your score for event songs!<br>You can get a bonus effect in Star Challenges even if the Members are not in your unit.<br>Idolize these Members for an even bigger bonus effect!,,224021404
139,SubTutorial_starevent_09,Specially-selected Members with a Login Item Bonus<br>increase the amount of Star Assist Tickets obtained from th event login bonus!<br>Idolize these Members for an even bigger bonus effect!,,224021404
139,SubTutorial_starevent_10,"During the event, use the Continued Bonus that adds on to up to five Live Shows per day<br>and the Play Bonus that boosts your score bonus every Live Show<br>to push the limits of your target score!",,224021404
140,SubTutorial_freetour_01,You can obtain Total Event pt Rewards by collecting Event pts.<br>Complete Live Shows to obtain Event pts.,,224022305
140,SubTutorial_freetour_02,You can obtain amazing items by completing event challenges.,,224022305
141,SubTutorial_miraclecollection_09,Receive various rewards by collecting event pts during Miracle Collection!<br>You can receive even more fabulous rewards by achieving a high rank during the event!<br>��There is no Event Point Ranking for this event.,,224030104
141,SubTutorial_miraclecollection_02,You will receive Miracle Stars as you play through standard songs!<br>You can then use these Miracle Stars to take on event songs!<br>Event songs reward a lot more event points than standard songs!,,224030104
141,SubTutorial_miraclecollection_03,Create teams with the specially-selected members of each event<br>to more effectively progress through events!,,224030104
141,SubTutorial_miraclecollection_04,Create teams consisting of specially-selected members with event point bonuses<br>to gain more event points when clearing live shows!<br>Idolizing these members will cause their bonuses to be further increased!,,224030104
141,SubTutorial_miraclecollection_05,Specially-selected members with a Miracle Star bonus<br>increase the amount of Miracle Stars obtained from the event login bonus!<br>Idolizing these members will cause their bonuses to be further increased!,,224030104
141,SubTutorial_miraclecollection_06,"You can obtain various rewards by clearing event goals!<br>Once you have achieved a certain amount of event points, new event stories will be unlocked!",,224030104
