_id,_masterCharacterId,_name,_type,_masterSkillCenterId,_masterSkillId,_rarity,_hp,_smile,_cool,_pure,_illustId,_evolveIllustId,_masterCardLevelId,_uniqueBackgroundFileName,_evolveUniqueBackgroundFileName,_getCategory,_masterCardSysVoiceId,_albumUnitMId,_priority,_masterReleaseLabelId
10030008,1003,Dressing Up to Go Out,1,100001,10030008,1,2,4028,2893,3079,01003_0008_00,01003_0008_01,1,,,1,0,0,1,1
10030009,1003,Flying Down the Court,3,300001,10030009,1,2,3323,3624,3053,01003_0009_00,01003_0009_01,1,,,1,0,0,1,1
10030010,1003,Goddess of Healing,1,100002,10030010,2,3,4500,3609,3391,01003_0010_00,01003_0010_01,2,b_card_0001,b_card_0075,1,0,0,1,1
10030011,1003,Wonderful Treats,2,200002,10030011,2,3,3668,3662,4170,01003_0011_00,01003_0011_01,2,b_adv_0022,b_card_0018,1,0,0,1,1
10030012,1003,Feeling Like a Sheep,3,300002,10030012,2,3,3667,4383,3450,01003_0012_00,01003_0012_01,2,b_card_0002,b_card_0039,1,0,0,1,1
10030013,1003,Welcome!,2,200004,10030013,3,4,3725,3960,5315,01003_0013_00,01003_0013_01,3,,,1,10030013,0,1,1
10030014,1003,Don't Get It Wrong!,3,300003,10030014,3,4,4030,5285,3685,01003_0014_00,01003_0014_01,3,,,4,0,2052,1,1
10040001,1004,The Ideal Lady,1,100001,10040001,1,2,3815,3193,2992,01004_0001_00,01004_0001_01,1,,,1,0,0,1,1
10040002,1004,Dancing Master,2,200001,10040002,1,2,3061,3124,3815,01004_0002_00,01004_0002_01,1,,,1,0,0,1,1
10040003,1004,Dignified,3,300001,10040003,1,2,3081,3934,2985,01004_0003_00,01004_0003_01,1,,,1,0,0,1,1
10040004,1004,Harsh Practice,2,200001,10040004,1,2,3114,2955,3931,01004_0004_00,01004_0004_01,1,,,1,0,0,1,1
10040005,1004,Loosening Up,3,300001,10040005,1,2,2861,4081,3058,01004_0005_00,01004_0005_01,1,,,1,0,0,1,1
10040006,1004,The Ideal Smile,1,100001,10040006,1,2,3732,3209,3059,01004_0006_00,01004_0006_01,1,,,1,0,0,1,1
10040007,1004,Goodnight Greeting,2,200001,10040007,1,2,3055,3273,3672,01004_0007_00,01004_0007_01,1,,,1,0,0,1,1
10040008,1004,Hiker's Express,1,100001,10040008,1,2,3796,2919,3285,01004_0008_00,01004_0008_01,1,,,1,0,0,1,1
10040009,1004,Crisp in White,3,300001,10040009,1,2,3022,3641,3337,01004_0009_00,01004_0009_01,1,,,1,0,0,1,1
10040010,1004,A Focused Mind,1,100002,10040010,2,3,4452,3673,3375,01004_0010_00,01004_0010_01,2,b_card_0001,b_card_0013,1,0,0,1,1
10040011,1004,Love's Bind,2,200002,10040011,2,3,3471,3618,4411,01004_0011_00,01004_0011_01,2,b_adv_0022,b_card_0028,1,0,0,1,1
10040012,1004,Lucky White Rabbit,3,300002,10040012,2,3,3522,4678,3300,01004_0012_00,01004_0012_01,2,b_card_0004,b_card_0039,1,0,0,1,1
10040013,1004,To Enlightenment,1,100004,10040013,3,4,4773,4158,4069,01004_0013_00,01004_0013_01,3,,,1,10040013,0,1,1
10040014,1004,Unified Feelings,2,200003,10040014,3,4,4251,4013,4736,01004_0014_00,01004_0014_01,3,,,4,0,2053,1,1
10050001,1005,Athletic,1,100001,10050001,1,2,3821,3019,3160,01005_0001_00,01005_0001_01,1,,,1,0,0,1,1
10050002,1005,Always Be Cheerful,2,200001,10050002,1,2,3180,2892,3928,01005_0002_00,01005_0002_01,1,,,1,0,0,1,1
10050003,1005,Joyful Jump!,3,300001,10050003,1,2,3107,4073,2820,01005_0003_00,01005_0003_01,1,,,1,0,0,1,1
10050004,1005,Good to Go,2,200001,10050004,1,2,3352,2952,3696,01005_0004_00,01005_0004_01,1,,,1,0,0,1,1
10050005,1005,Rooftop Practice,3,300001,10050005,1,2,3275,3805,2920,01005_0005_00,01005_0005_01,1,,,1,0,0,1,1
10050006,1005,Counting on Mew!,1,100001,10050006,1,2,3915,3180,2905,01005_0006_00,01005_0006_01,1,,,1,0,0,1,1
10050007,1005,Getting Ready to Rest,2,200001,10050007,1,2,3001,3191,3808,01005_0007_00,01005_0007_01,1,,,1,0,0,1,1
10050008,1005,Let's Go Hiking!,1,100001,10050008,1,2,3751,3113,3136,01005_0008_00,01005_0008_01,1,,,1,0,0,1,1
10050009,1005,Competing in Speed,3,300001,10050009,1,2,3019,3809,3172,01005_0009_00,01005_0009_01,1,,,1,0,0,1,1
10050010,1005,μ's Was Here,1,100002,10050010,2,3,4192,3481,3827,01005_0010_00,01005_0010_01,2,b_card_0001,b_card_0028,1,0,0,1,1
10050011,1005,Check Out Rin!,2,200002,10050011,2,3,3564,3272,4664,01005_0011_00,01005_0011_01,2,b_card_0005,b_card_0034,1,0,0,1,1
10050012,1005,Fickle Kitten,3,300002,10050012,2,3,3508,4533,3459,01005_0012_00,01005_0012_01,2,b_card_0006,b_card_0039,1,0,0,1,1
10050013,1005,Dazzling Rooftop,3,300004,10050013,3,4,4136,4958,3906,01005_0013_00,01005_0013_01,3,,,1,10050013,0,1,1
10050014,1005,My 1st Homemade Chocolate,1,100003,10050014,3,4,5229,3828,3943,01005_0014_00,01005_0014_01,3,,,4,0,2021,1,1
10060001,1006,Hospital Heiress,1,100001,10060001,1,2,3748,3179,3073,01006_0001_00,01006_0001_01,1,,,1,0,0,1,1
10060002,1006,On a High Horse,2,200001,10060002,1,2,3136,3023,3841,01006_0002_00,01006_0002_01,1,,,1,0,0,1,1
10060003,1006,Hold My Head up High,3,300001,10060003,1,2,3216,3632,3152,01006_0003_00,01006_0003_01,1,,,1,0,0,1,1
10060004,1006,Practice Confidently,2,200001,10060004,1,2,3301,2932,3767,01006_0004_00,01006_0004_01,1,,,1,0,0,1,1
10060005,1006,Start with Stretching,3,300001,10060005,1,2,2944,3999,3057,01006_0005_00,01006_0005_01,1,,,1,0,0,1,1
10060006,1006,Strong Opinions,1,100001,10060006,1,2,4025,2960,3015,01006_0006_00,01006_0006_01,1,,,1,0,0,1,1
10060007,1006,Plans for Tomorrow,2,200001,10060007,1,2,2841,3071,4088,01006_0007_00,01006_0007_01,1,,,1,0,0,1,1
10060008,1006,Young Lady’s Jaunt,1,100001,10060008,1,2,3775,2938,3287,01006_0008_00,01006_0008_01,1,,,1,0,0,1,1
10060009,1006,Land the Spiral,3,300001,10060009,1,2,2955,3878,3167,01006_0009_00,01006_0009_01,1,,,1,0,0,1,1
10060010,1006,After-School Diva,1,100002,10060010,2,3,4433,3516,3551,01006_0010_00,01006_0010_01,2,b_card_0001,b_card_0033,1,0,0,1,1
10060011,1006,Secret Exam Room,2,200002,10060011,2,3,3697,3487,4316,01006_0011_00,01006_0011_01,2,b_adv_0022,b_card_0075,1,0,0,1,1
10060012,1006,You're My Next Target,3,300002,10060012,2,3,3563,4649,3288,01006_0012_00,01006_0012_01,2,b_card_0007,b_card_0039,1,0,0,1,1
10060013,1006,Smartphone Shyness,2,200004,10060013,3,4,4107,4070,4823,01006_0013_00,01006_0013_01,3,,,1,10060013,0,1,1
10060014,1006,Fruit Tea,3,300003,10060014,3,4,3984,4866,4150,01006_0014_00,01006_0014_01,3,,,4,0,2022,1,1
10070001,1007,Surprising Strategist,1,100001,10070001,1,2,3880,3020,3100,01007_0001_00,01007_0001_01,1,,,1,0,0,1,1
10070002,1007,I'll Pull You In!,2,200001,10070002,1,2,3075,2825,4100,01007_0002_00,01007_0002_01,1,,,1,0,0,1,1
10070003,1007,Nonchalant,3,300001,10070003,1,2,2862,4066,3072,01007_0003_00,01007_0003_01,1,,,1,0,0,1,1
10070004,1007,Blinding Light,2,200001,10070004,1,2,2920,3043,4037,01007_0004_00,01007_0004_01,1,,,1,0,0,1,1
10070005,1007,Time to Practice!,3,300001,10070005,1,2,2982,4060,2958,01007_0005_00,01007_0005_01,1,,,1,0,0,1,1
10070006,1007,The Power of Fortune-Telling,1,100001,10070006,1,2,3648,3299,3053,01007_0006_00,01007_0006_01,1,,,1,0,0,1,1
10070007,1007,See You Tomorrow,2,200001,10070007,1,2,3141,3209,3650,01007_0007_00,01007_0007_01,1,,,1,0,0,1,1
10070008,1007,A Good Day to Go Out,1,100001,10070008,1,2,3736,2955,3309,01007_0008_00,01007_0008_01,1,,,1,0,0,1,1
10070009,1007,I'm Gonna Attack!,3,300001,10070009,1,2,3273,3854,2873,01007_0009_00,01007_0009_01,1,,,1,0,0,1,1
10070010,1007,Spiritual Power,1,100002,10070010,2,3,4564,3417,3519,01007_0010_00,01007_0010_01,2,b_card_0001,b_card_0074,1,0,0,1,1
10070011,1007,Cards of Destiny,2,200002,10070011,2,3,3440,3781,4279,01007_0011_00,01007_0011_01,2,b_adv_0022,b_card_0033,1,0,0,1,1
10070012,1007,Faking Sleep,3,300002,10070012,2,3,3583,4310,3607,01007_0012_00,01007_0012_01,2,b_card_0009,b_card_0039,1,0,0,1,1
10070013,1007,Rain of Light,1,100004,10070013,3,4,4954,4084,3962,01007_0013_00,01007_0013_01,3,,,1,10070013,0,1,1
10070014,1007,Surprise Wish!,2,200003,10070014,3,4,4202,3816,4982,01007_0014_00,01007_0014_01,3,,,4,0,1988,1,1
10080001,1008,White Rice Fanatic,1,100001,10080001,1,2,3970,3061,2969,01008_0001_00,01008_0001_01,1,,,1,0,0,1,1
10080002,1008,Not So Confident...,2,200001,10080002,1,2,2954,3047,3999,01008_0002_00,01008_0002_01,1,,,1,0,0,1,1
10080003,1008,Admiration of Idols,3,300001,10080003,1,2,3035,3764,3201,01008_0003_00,01008_0003_01,1,,,1,0,0,1,1
10080004,1008,I'll Give It My All!,2,200001,10080004,1,2,2993,3127,3880,01008_0004_00,01008_0004_01,1,,,1,0,0,1,1
10080005,1008,I Want to Improve,3,300001,10080005,1,2,3083,3831,3086,01008_0005_00,01008_0005_01,1,,,1,0,0,1,1
10080006,1008,Shy of Strangers,1,100001,10080006,1,2,4017,3121,2862,01008_0006_00,01008_0006_01,1,,,1,0,0,1,1
10080007,1008,Lonely by Myself,2,200001,10080007,1,2,3076,3143,3781,01008_0007_00,01008_0007_01,1,,,1,0,0,1,1
10080008,1008,Excited to Go Out!,1,100001,10080008,1,2,3843,3219,2938,01008_0008_00,01008_0008_01,1,,,1,0,0,1,1
10080009,1008,Whole Mikan Oranges,3,300001,10080009,1,2,3268,3827,2905,01008_0009_00,01008_0009_01,1,,,1,0,0,1,1
10080010,1008,Freshly Cooked Rice!,1,100002,10080010,2,3,4460,3632,3408,01008_0010_00,01008_0010_01,2,b_card_0001,b_card_0028,1,0,0,1,1
10080011,1008,Your Order is Ready!,2,200002,10080011,2,3,3594,3202,4704,01008_0011_00,01008_0011_01,2,b_card_0003,b_card_0023,1,0,0,1,1
10080012,1008,Strange Sympathy,3,300002,10080012,2,3,3322,4681,3497,01008_0012_00,01008_0012_01,2,b_card_0012,b_card_0043,1,0,0,1,1
10080013,1008,Feelings for µ's,3,300004,10080013,3,4,4123,4952,3925,01008_0013_00,01008_0013_01,3,,,1,10080013,0,1,1
10080014,1008,Glittering Lips,1,100003,10080014,3,4,4678,4265,4057,01008_0014_00,01008_0014_01,3,,,4,0,2023,1,1
10090001,1009,Idol Otaku,1,100001,10090001,1,2,3706,2950,3344,01009_0001_00,01009_0001_01,1,,,1,0,0,1,1
10090002,1009,Working Hard 24/7,2,200001,10090002,1,2,2902,3257,3841,01009_0002_00,01009_0002_01,1,,,1,0,0,1,1
10090003,1009,Cute Movement,3,300001,10090003,1,2,3094,3922,2984,01009_0003_00,01009_0003_01,1,,,1,0,0,1,1
10090004,1009,Nico Will Do Her Best!,2,200001,10090004,1,2,2856,3135,4009,01009_0004_00,01009_0004_01,1,,,1,0,0,1,1
10090005,1009,No One Works Harder,3,300001,10090005,1,2,2854,4045,3101,01009_0005_00,01009_0005_01,1,,,1,0,0,1,1
10090006,1009,Nico-Ni for All!,1,100001,10090006,1,2,3839,3104,3057,01009_0006_00,01009_0006_01,1,,,1,0,0,1,1
10090007,1009,Hold Me Tight,2,200001,10090007,1,2,3049,3349,3602,01009_0007_00,01009_0007_01,1,,,1,0,0,1,1
10090008,1009,The Wait's Over!,1,100001,10090008,1,2,3859,2883,3258,01009_0008_00,01009_0008_01,1,,,1,0,0,1,1
10090009,1009,Training Both Mind & Body,3,300001,10090009,1,2,2851,3935,3214,01009_0009_00,01009_0009_01,1,,,1,0,0,1,1
10090010,1009,Nico-Nico-Ni!,1,100002,10090010,2,3,4310,3609,3581,01009_0010_00,01009_0010_01,2,b_card_0001,b_card_0028,1,0,0,1,1
10090011,1009,Let Me Teach You!,2,200002,10090011,2,3,3499,3564,4437,01009_0011_00,01009_0011_01,2,b_card_0008,b_card_0028,1,0,0,1,1
10090012,1009,Nico's the Most Popular,3,300002,10090012,2,3,3744,4346,3410,01009_0012_00,01009_0012_01,2,b_card_0002,b_card_0039,1,0,0,1,1
10090013,1009,A Welcome Lecture,2,200004,10090013,3,4,3754,4011,5235,01009_0013_00,01009_0013_01,3,,,1,10090013,0,1,1
10090014,1009,Watermelon Cake?,3,300003,10090014,3,4,3839,5164,3997,01009_0014_00,01009_0014_01,3,,,4,0,1989,1,1
20010001,2001,Beloved School Idols,2,200001,20010001,1,2,3256,2951,3793,02001_0001_00,02001_0001_01,1,,,1,0,0,1,1
20010002,2001,Dreams Come True!,1,100001,20010002,1,2,3982,3042,2976,02001_0002_00,02001_0002_01,1,,,1,0,0,1,1
20010003,2001,Gotta Give It a Try,3,300001,20010003,1,2,3124,3873,3003,02001_0003_00,02001_0003_01,1,,,1,0,0,1,1
20010004,2001,Sore Loser,2,200001,20010004,1,2,3307,3049,3644,02001_0004_00,02001_0004_01,1,,,1,0,0,1,1
20010005,2001,Packing for a Trip,1,100001,20010005,1,2,3779,2929,3292,02001_0005_00,02001_0005_01,1,,,1,0,0,1,1
20010006,2001,Sending Out My Feelings,3,300001,20010006,1,2,3036,4080,2884,02001_0006_00,02001_0006_01,1,,,1,0,0,1,1
20010007,2001,Swimming Weather!,2,200001,20010007,1,2,3289,3088,3623,02001_0007_00,02001_0007_01,1,,,1,0,0,1,1
20010008,2001,Mikan Orange Power!,1,100002,20010008,2,3,4224,3467,3809,02001_0008_00,02001_0008_01,2,b_card_0045,b_adv_0019,1,0,0,1,1
20010009,2001,Time to Brush!,2,200002,20010009,2,3,3483,3608,4409,02001_0009_00,02001_0009_01,2,b_card_0085,b_st_0004,1,0,0,1,1
20010010,2001,Koala Nap,3,300002,20010010,2,3,3513,4440,3547,02001_0010_00,02001_0010_01,2,b_card_0041,b_card_0078,1,0,0,1,1
20010011,2001,Post-Practice Walk & Talk,1,100006,20010011,3,4,5181,3778,4041,02001_0011_00,02001_0011_01,3,,,1,20010011,0,1,1
20010012,2001,Orange Mermaid,2,200003,20010012,3,4,4022,3870,5108,02001_0012_00,02001_0012_01,3,,,4,0,2034,1,1
20020001,2002,Here to Aid Everyone,2,200001,20020001,1,2,2980,3063,3957,02002_0001_00,02002_0001_01,1,,,1,0,0,1,1
20020002,2002,Transfer Student from the City,1,100001,20020002,1,2,3834,3255,2911,02002_0002_00,02002_0002_01,1,,,1,0,0,1,1
20020003,2002,Let's Have Some Fun!,3,300001,20020003,1,2,3170,3677,3153,02002_0003_00,02002_0003_01,1,,,1,0,0,1,1
20020004,2002,Worked up a Sweat,2,200001,20020004,1,2,3065,2971,3964,02002_0004_00,02002_0004_01,1,,,1,0,0,1,1
20020005,2002,Going All Over,1,100001,20020005,1,2,4009,2816,3175,02002_0005_00,02002_0005_01,1,,,1,0,0,1,1
20020006,2002,Let's Have Tons of Fun,3,300001,20020006,1,2,2946,3747,3307,02002_0006_00,02002_0006_01,1,,,1,0,0,1,1
20020007,2002,Uchiura's Appeal,3,300001,20020007,1,2,3146,4089,2765,02002_0007_00,02002_0007_01,1,,,1,0,0,1,1
20020008,2002,Toward a New Me,1,100002,20020008,2,3,4430,3717,3353,02002_0008_00,02002_0008_01,2,b_card_0046,b_adv_0019,1,0,0,1,1
20020009,2002,Time for Your Shot,2,200002,20020009,2,3,3474,3604,4422,02002_0009_00,02002_0009_01,2,b_card_0061,b_st_0004,1,0,0,1,1
20020010,2002,Performance Partner,3,300002,20020010,2,3,3427,4602,3471,02002_0010_00,02002_0010_01,2,b_card_0041,b_card_0078,1,0,0,1,1
20020011,2002,Trio's Melody,3,300004,20020011,3,4,4060,5028,3912,02002_0011_00,02002_0011_01,3,,,1,20020011,0,1,1
20020012,2002,Apple's Temptation,1,100003,20020012,3,4,4930,4155,3915,02002_0012_00,02002_0012_01,3,,,4,0,2035,1,1
20030001,2003,Grownup Personality,2,200001,20030001,1,2,3108,3202,3690,02003_0001_00,02003_0001_01,1,,,1,0,0,1,1
20030002,2003,Shopping Support,1,100001,20030002,1,2,3996,2901,3103,02003_0002_00,02003_0002_01,1,,,1,0,0,1,1
20030003,2003,Wanna Go Out?,3,300001,20030003,1,2,2827,3954,3219,02003_0003_00,02003_0003_01,1,,,1,0,0,1,1
20030004,2003,Tie Back Your Hair,2,200001,20030004,1,2,3090,3040,3870,02003_0004_00,02003_0004_01,1,,,1,0,0,1,1
20030005,2003,"Far, Far Away",1,100001,20030005,1,2,3642,3137,3221,02003_0005_00,02003_0005_01,1,,,1,0,0,1,1
20030006,2003,All Systems Go,3,300001,20030006,1,2,3124,3856,3020,02003_0006_00,02003_0006_01,1,,,1,0,0,1,1
20030007,2003,Surfing's My Forte,1,100001,20030007,1,2,3624,3057,3319,02003_0007_00,02003_0007_01,1,,,1,0,0,1,1
20030008,2003,Costume Fitting,1,100002,20030008,2,3,4646,3317,3537,02003_0008_00,02003_0008_01,2,b_adv_0018,b_adv_0019,1,0,0,1,1
20030009,2003,"Try, Try Again!",2,200002,20030009,2,3,3333,3679,4488,02003_0009_00,02003_0009_01,2,b_card_0056,b_adv_0019,1,0,0,1,1
20030010,2003,Entranced by Nature,3,300002,20030010,2,3,3750,4318,3432,02003_0010_00,02003_0010_01,2,b_card_0055,b_card_0078,1,0,0,1,1
20030011,2003,Sea Breeze's Kiss,2,200004,20030011,3,4,4081,3838,5081,02003_0011_00,02003_0011_01,3,,,1,20030011,0,1,1
20030012,2003,Ring Finger,3,300003,20030012,3,4,4229,4809,3962,02003_0012_00,02003_0012_01,3,,,4,0,2005,1,1
20040001,2004,Famous Daughter,2,200001,20040001,1,2,3230,3139,3631,02004_0001_00,02004_0001_01,1,,,1,0,0,1,1
20040002,2004,Perfectionist,1,100001,20040002,1,2,3775,3236,2989,02004_0002_00,02004_0002_01,1,,,1,0,0,1,1
20040003,2004,Zero Defects Allowed,3,300001,20040003,1,2,3212,3931,2857,02004_0003_00,02004_0003_01,1,,,1,0,0,1,1
20040004,2004,Aim for the Top,2,200001,20040004,1,2,3070,3207,3723,02004_0004_00,02004_0004_01,1,,,1,0,0,1,1
20040005,2004,How Far Can We Go?,1,100001,20040005,1,2,4089,2919,2992,02004_0005_00,02004_0005_01,1,,,1,0,0,1,1
20040006,2004,Meetup at the Sluice Gate,3,300001,20040006,1,2,3177,3994,2829,02004_0006_00,02004_0006_01,1,,,1,0,0,1,1
20040007,2004,Lighting Up Uchiura,1,100001,20040007,1,2,3708,3316,2976,02004_0007_00,02004_0007_01,1,,,1,0,0,1,1
20040008,2004,The Limit Is 2 cm!,1,100002,20040008,2,3,4692,3555,3253,02004_0008_00,02004_0008_01,2,b_card_0047,b_adv_0019,1,0,0,1,1
20040009,2004,We Are Aqours!,2,200002,20040009,2,3,3476,3754,4270,02004_0009_00,02004_0009_01,2,b_card_0056,b_adv_0019,1,0,0,1,1
20040010,2004,Twist of History,3,300002,20040010,2,3,3758,4281,3461,02004_0010_00,02004_0010_01,2,b_card_0055,b_card_0078,1,0,0,1,1
20040011,2004,Sister's Routine,1,100004,20040011,3,4,5180,4072,3748,02004_0011_00,02004_0011_01,3,,,1,20040011,0,1,1
20040012,2004,Beware of Wolf,2,200003,20040012,3,4,3749,3943,5308,02004_0012_00,02004_0012_01,3,,,4,0,2006,1,1
20050001,2005,Aye Aye!,2,200001,20050001,1,2,3201,2911,3888,02005_0001_00,02005_0001_01,1,,,1,0,0,1,1
20050002,2005,Aspiring Captain,1,100001,20050002,1,2,4099,3086,2815,02005_0002_00,02005_0002_01,1,,,1,0,0,1,1
20050003,2005,Chika's Mikan Oranges,3,300001,20050003,1,2,3076,3659,3265,02005_0003_00,02005_0003_01,1,,,1,0,0,1,1
20050004,2005,Time to Set Sail,2,200001,20050004,1,2,2948,3101,3951,02005_0004_00,02005_0004_01,1,,,1,0,0,1,1
20050005,2005,All Aboard!,1,100001,20050005,1,2,4095,2776,3129,02005_0005_00,02005_0005_01,1,,,1,0,0,1,1
20050006,2005,Excuse Me!,3,300001,20050006,1,2,2952,3700,3348,02005_0006_00,02005_0006_01,1,,,1,0,0,1,1
20050007,2005,Seaside Swimming Spot,2,200001,20050007,1,2,3147,3027,3826,02005_0007_00,02005_0007_01,1,,,1,0,0,1,1
20050008,2005,Costume-Making,1,100002,20050008,2,3,4166,3829,3505,02005_0008_00,02005_0008_01,2,b_card_0048,b_adv_0019,1,0,0,1,1
20050009,2005,Come a Little Closer,2,200002,20050009,2,3,3723,3484,4293,02005_0009_00,02005_0009_01,2,b_card_0056,b_adv_0019,1,0,0,1,1
20050010,2005,The Culprit...Is You!,3,300002,20050010,2,3,3522,4718,3260,02005_0010_00,02005_0010_01,2,b_card_0060,b_st_0004,1,0,0,1,1
20050011,2005,Sparkling Water,3,300004,20050011,3,4,3886,4888,4226,02005_0011_00,02005_0011_01,3,,,1,20050011,0,1,1
20050012,2005,Bridal Countdown,1,100003,20050012,3,4,4705,3974,4321,02005_0012_00,02005_0012_01,3,,,4,0,2036,1,1
20060001,2006,Meeting Yohane!,2,200001,20060001,1,2,3166,3207,3627,02006_0001_00,02006_0001_01,1,,,1,0,0,1,1
20060002,2006,Fallen Angel Yohane,1,100001,20060002,1,2,3704,3297,2999,02006_0002_00,02006_0002_01,1,,,1,0,0,1,1
20060003,2006,A Sinful Devil,3,300001,20060003,1,2,2875,4079,3046,02006_0003_00,02006_0003_01,1,,,1,0,0,1,1
20060004,2006,Fall from Grace,2,200001,20060004,1,2,3174,3187,3639,02006_0004_00,02006_0004_01,1,,,1,0,0,1,1
20060005,2006,This Is Temporary!,1,100001,20060005,1,2,3959,3059,2982,02006_0005_00,02006_0005_01,1,,,1,0,0,1,1
20060006,2006,Descend with Me,3,300001,20060006,1,2,3192,3712,3096,02006_0006_00,02006_0006_01,1,,,1,0,0,1,1
