_unitId,_unitTypeId,_albumSeriesId,_eponym,_eponymEn,_name,_nameEn,_normalCardId,_rankMaxCardId,_rarity,_attributeId,_masterReleaseLabelId
53,5,195,,,Rin Hoshizora,Rin Hoshizora,261,262,2,1,1
54,6,195,,,Maki Nishikino,Maki Nishikino,266,267,2,1,1
55,7,195,,,Nozomi Tojo,Nozomi Tojo,271,272,2,1,1
56,8,195,,,Hanayo Koizumi,Hanayo Koizumi,276,277,2,1,1
57,9,195,,,Nico Yazawa,Nico Yazawa,281,282,2,1,1
58,1,1,Ear-to-Ear Smiles!,Full Smile!,Honoka Kosaka,Honoka Kosaka,286,287,3,1,1
59,2,1,Harasho!,Harasho,Eli Ayase,Eli Ayase,291,292,3,3,1
60,3,1,Goddess of Healing,Goddess of Healing,Kotori Minami,Kotori Minami,296,297,3,2,1
61,4,1,A Focused Mind,All Psyched Up,Umi Sonoda,Umi Sonoda,301,302,3,3,1
62,5,1,μ's Was Here,μ's Energy Seal,Rin Hoshizora,Rin Hoshizora,306,307,3,1,1
63,6,1,After-School Diva,After-School Song,Maki Nishikino,Maki Nishikino,311,312,3,3,1
64,7,1,Spiritual Power,Spiritual Power,Nozomi Tojo,Nozomi Tojo,316,317,3,2,1
65,8,1,Freshly Cooked Rice!,Piping Hot Rice,Hanayo Koizumi,Hanayo Koizumi,321,322,3,2,1
66,9,1,Nico-Nico-Ni!,With a Smile,Nico Yazawa,Nico Yazawa,326,327,3,1,1
67,1,2,Stage of Smiles,Stage of Smiles,Honoka Kosaka,Honoka Kosaka,336,337,4,1,1
68,2,2,Your Heart’s All Mine,Your Heart is Mine,Eli Ayase,Eli Ayase,341,342,4,3,1
69,8,2,Feelings About Idols,Love for an Idol,Hanayo Koizumi,Hanayo Koizumi,331,332,4,2,1
70,1,131,,,Honoka Kosaka,Honoka Kosaka,346,346,4,1,1
71,4,2,Fire My Love Arrow!,Love Arrow Shot!,Umi Sonoda,Umi Sonoda,350,351,4,3,1
72,9,2,Little Devil Girl,Little Demon Girl,Nico Yazawa,Nico Yazawa,355,356,4,1,1
73,4,131,,,Umi Sonoda,Umi Sonoda,360,360,4,3,1
74,41,384,,,Shun Kurosaki,Shun Kurosaki,364,365,1,1,1
75,42,384,,,Fumi Shitara,Fumi Shitara,369,370,1,2,1
76,45,384,,,Yuuka Kirihara,Yuuka Kirihara,374,375,1,2,1
77,43,384,,,Tsurugi Kadota,Tsurugi Kadota,379,380,1,3,1
78,1,3,Hearts Aflame,Heart of Fire,Honoka Kosaka,Honoka Kosaka,384,385,3,1,1
79,3,150,Feeling Like a Sheep,Sheep's Feelings,Kotori Minami,Kotori Minami,389,390,3,2,1
80,7,3,Cards of Destiny,Destiny Card,Nozomi Tojo,Nozomi Tojo,394,395,3,2,1
81,6,2,A Promise in a Melody,Melody of Promise,Maki Nishikino,Maki Nishikino,399,400,4,3,1
82,46,384,,,Fuu Saiki,Fuu Saiki,404,405,1,1,1
83,2,150,Glittering Foxfire,Sun Shower,Eli Ayase,Eli Ayase,409,410,3,3,1
84,4,150,Lucky White Rabbit,Good Fortune Rabbit,Umi Sonoda,Umi Sonoda,414,415,3,3,1
85,8,3,Your Order is Ready!,Here You Go!,Hanayo Koizumi,Hanayo Koizumi,419,420,3,2,1
86,8,131,,,Hanayo Koizumi,Hanayo Koizumi,424,424,4,2,1
87,3,131,,,Kotori Minami,Kotori Minami,428,428,4,2,1
88,6,3,Secret Exam Room,Secret Exam Room,Maki Nishikino,Maki Nishikino,432,433,3,3,1
89,44,348,,,Alpaca (White),Alpaca [White],437,437,2,1,1
90,47,391,,,Mikoto Fukuhara,Mikoto Fukuhara,438,439,1,1,1
91,48,391,,,Chizuko Sakamaki,Chiduko Sakamaki,443,444,1,2,1
92,49,391,,,Hitomi Shiga,Hitomi Shiga,448,449,1,3,1
93,4,3,Love's Bind,Love Bind,Umi Sonoda,Umi Sonoda,453,454,3,3,1
94,5,3,Check Out Rin!,Please Look at Rin,Rin Hoshizora,Rin Hoshizora,458,459,3,1,1
95,9,150,Nico's the Most Popular,Nico Is Popular,Nico Yazawa,Nico Yazawa,463,464,3,1,1
96,3,2,Choir of Angels,An Angel's Voice,Kotori Minami,Kotori Minami,468,469,4,2,1
97,5,131,,,Rin Hoshizora,Rin Hoshizora,473,473,4,1,1
98,6,131,,,Maki Nishikino,Maki Nishikino,477,477,4,3,1
99,50,391,,,Akira Kizaki,Akira Kizaki,481,482,1,1,1
100,3,3,Wonderful Treats,Wonderful Candy,Kotori Minami,Kotori Minami,486,487,3,2,1
101,7,4,Faking Sleep,Feigning Sleep,Nozomi Tojo,Nozomi Tojo,491,492,3,2,1
102,51,384,,,Misaki Shido,Misaki Shido,496,497,1,3,1
103,5,4,Fickle Kitten,Whimsical Girl,Rin Hoshizora,Rin Hoshizora,501,502,3,1,1
104,52,391,,,Yuka Tsukishima,Yuka Tsukishima,506,507,1,1,1
105,53,391,,,Sayuri Hyodo,Sayuri Hyodo,511,512,1,3,1
106,6,4,You're My Next Target,I'll Catch You Next,Maki Nishikino,Maki Nishikino,516,517,3,3,1
107,9,3,Let Me Teach You!,I'll Teach You,Nico Yazawa,Nico Yazawa,521,522,3,1,1
108,7,2,Fated Partner,Partner of Destiny,Nozomi Tojo,Nozomi Tojo,526,527,4,2,1
109,54,398,,,Ranpha,Ranpha,531,532,1,2,1
110,59,391,,,Sakuya Kurobane,Sakuya Kurobane,536,537,1,2,1
111,1,150,I'll Eat You Up!,I'm Gonna Eat It!,Honoka Kosaka,Honoka Kosaka,541,542,3,1,1
112,2,3,Eli's Confessional,Eli's Confessional,Eli Ayase,Eli Ayase,546,547,3,3,1
113,5,2,Legendary Ramen!,Legendary Ramen!,Rin Hoshizora,Rin Hoshizora,551,552,4,1,1
114,1,132,,,Honoka Kosaka,Honoka Kosaka,556,556,3,1,1
115,9,131,,,Nico Yazawa,Nico Yazawa,560,560,4,1,1
116,1,133,,,Honoka Kosaka,Honoka Kosaka,564,564,3,1,1
117,2,133,,,Eli Ayase,Eli Ayase,568,568,3,3,1
118,3,133,,,Kotori Minami,Kotori Minami,572,572,3,2,1
119,4,133,,,Umi Sonoda,Umi Sonoda,576,576,3,3,1
120,5,133,,,Rin Hoshizora,Rin Hoshizora,580,580,3,1,1
121,6,133,,,Maki Nishikino,Maki Nishikino,584,584,3,3,1
122,7,133,,,Nozomi Tojo,Nozomi Tojo,588,588,3,2,1
123,8,133,,,Hanayo Koizumi,Hanayo Koizumi,592,592,3,2,1
124,9,133,,,Nico Yazawa,Nico Yazawa,596,596,3,1,1
125,3,171,,,Kotori Minami,Kotori Minami,600,600,4,2,1
126,55,398,,,Rakshata,Rakshata,604,605,1,2,1
127,56,398,,,Rebecca,Rebecca,609,610,1,3,1
128,1,5,Seaside Sunshine,Sun on the Seashore,Honoka Kosaka,Honoka Kosaka,614,615,3,3,1
129,2,5,Alluring Mermaids,Bewitching Mermaid,Eli Ayase,Eli Ayase,619,620,3,1,1
130,4,5,Today Is Umi's Day!,Today is Umi's Day,Umi Sonoda,Umi Sonoda,624,625,3,2,1
131,5,5,Sunset Summer Girl,Summer Sunset Girl,Rin Hoshizora,Rin Hoshizora,629,630,3,3,1
132,9,5,Midsummer Gaze,Summer Glances,Nico Yazawa,Nico Yazawa,634,635,4,2,1
133,57,384,,,Himeno Ayanokoji,Himeno Ayanokoji,639,640,1,1,1
134,58,391,,,Sakura Kurobane,Sakura Kurobane,644,645,1,3,1
135,3,6,Sweet Marine Girl,Lovely Marine Girl,Kotori Minami,Kotori Minami,649,650,3,1,1
136,6,6,Seaside Songstress,Singing by the Shore,Maki Nishikino,Maki Nishikino,654,655,3,2,1
137,8,6,Water’s Edge Princess,Queen of the Shore,Hanayo Koizumi,Hanayo Koizumi,659,660,3,3,1
138,7,6,Midsummer Fruit ☆,Fruit of Summer,Nozomi Tojo,Nozomi Tojo,664,665,4,1,1
139,8,150,Strange Sympathy,Strange Sympathy,Hanayo Koizumi,Hanayo Koizumi,669,670,3,2,1
140,2,131,,,Eli Ayase,Eli Ayase,674,674,4,3,1
141,7,131,,,Nozomi Tojo,Nozomi Tojo,678,678,4,2,1
142,1,172,,,Honoka Kosaka,Honoka Kosaka,682,682,4,1,1
143,60,384,,,Koyuki Shirase,Koyuki Shirase,686,687,1,2,1
144,64,391,,,Mutsuki Takamagahara,Mutsuki Takamagahara,691,692,1,2,1
145,1,7,Summer Festival with Everyone,Everyone's Festival,Honoka Kosaka,Honoka Kosaka,696,697,3,2,1
146,5,7,Do the Bon Dance!,Bon Dance!,Rin Hoshizora,Rin Hoshizora,701,702,3,2,1
147,6,7,A Goldfish Savant?,Goldfish Scooper,Maki Nishikino,Maki Nishikino,706,707,3,1,1
148,7,7,Festival Girl,Festival Girl,Nozomi Tojo,Nozomi Tojo,711,712,3,3,1
149,4,7,Late Summer Yukata Beauty,Cotton Kimono Girl,Umi Sonoda,Umi Sonoda,716,717,4,1,1
150,61,384,,,Ryo Aikawa,Ryo Aikawa,724,725,1,3,1
151,7,150,Tickle-Tickle,Hug Attack,Nozomi Tojo,Nozomi Tojo,729,730,3,3,1
152,62,398,,,Isabella,Isabella,734,735,1,3,1
153,2,8,Candied Apple with You,Apple Candy and You,Eli Ayase,Eli Ayase,739,740,3,2,1
154,8,8,Night Stall Crawl ♪,Night Stall-Hopping,Hanayo Koizumi,Hanayo Koizumi,744,745,3,1,1
155,9,8,Summer Break Memories,Great Summer Break,Nico Yazawa,Nico Yazawa,749,750,3,3,1
156,3,8,Evening Breeze Girl,Cool Evening Breeze,Kotori Minami,Kotori Minami,754,755,4,3,1
157,63,398,,,Emma Verde,Emma Verde,759,760,1,1,1
158,5,150,Moon Watching Time!,View the Full Moon!,Rin Hoshizora,Rin Hoshizora,764,765,3,2,1
159,4,132,,,Umi Sonoda,Umi Sonoda,769,769,3,3,1
160,1,131,,,Honoka Kosaka,Honoka Kosaka,773,773,4,1,1
161,2,9,Great Job!,A Job Well Done,Eli Ayase,Eli Ayase,777,778,3,1,1
162,4,9,Capable Manager,Apt Manager,Umi Sonoda,Umi Sonoda,782,783,3,2,1
163,8,9,Wholehearted Cheering,Full Hearted Support,Hanayo Koizumi,Hanayo Koizumi,787,788,3,3,1
164,7,9,Charm for Victory,Victory Prayer,Nozomi Tojo,Nozomi Tojo,792,793,3,1,1
165,1,9,Yelling for You,Cheering You On,Honoka Kosaka,Honoka Kosaka,797,798,4,2,1
166,65,398,,,Jennifer,Jennifer,802,803,1,1,1
167,6,150,Allow Me to Serve You,A Service for You,Maki Nishikino,Maki Nishikino,807,808,3,1,1
168,66,398,,,Maria,Maria,812,813,1,3,1
169,3,10,Angel's Whistle,Angel's Whistle,Kotori Minami,Kotori Minami,817,818,3,1,1
170,6,10,Gold Medal Smile,A Winning Smile,Maki Nishikino,Maki Nishikino,822,823,3,2,1
171,9,10,Nico-Nico-Support,Smile Support,Nico Yazawa,Nico Yazawa,827,828,3,3,1
172,5,10,Succeeding Together,Go for the Goal!,Rin Hoshizora,Rin Hoshizora,832,833,4,3,1
173,67,398,,,Leo,Leo,837,838,1,1,1
174,2,151,Fall Time Reading,Autumn With Books,Eli Ayase,Eli Ayase,842,843,3,1,1
175,68,398,,,Yukari Saotome,Yukari Saotome,847,848,1,2,1
176,1,11,Sublime Stolen Snack,Blissful Snacks,Honoka Kosaka,Honoka Kosaka,852,853,3,3,1
177,2,11,Borscht Deluxe,Special Stew,Eli Ayase,Eli Ayase,857,858,3,2,1
178,3,11,Say Aah ♪,Open Wide!,Kotori Minami,Kotori Minami,862,863,3,1,1
179,9,11,Family-Oriented Idol,Homely Idol,Nico Yazawa,Nico Yazawa,867,868,3,2,1
180,8,11,Comfort Menu,Happy Servings,Hanayo Koizumi,Hanayo Koizumi,872,873,4,3,1
181,3,132,,,Kotori Minami,Kotori Minami,877,877,3,2,1
182,28,371,,,Kanata Konoe,Kanata Konoe,881,882,1,2,1
183,3,151,Infirmary Angel,Angel? Nurse?,Kotori Minami,Kotori Minami,886,887,3,3,1
184,17,364,,,Minami Nagayama,Minami Nagayama,891,892,1,3,1
185,4,12,Grateful for the Meal,Thankful Feast,Umi Sonoda,Umi Sonoda,896,897,3,1,1
186,5,12,Homemade Ramen,Home-made Ramen,Rin Hoshizora,Rin Hoshizora,901,902,3,2,1
187,7,12,Full Course Fortune,Full Course of Luck,Nozomi Tojo,Nozomi Tojo,906,907,3,3,1
188,6,12,Secret Home Cooking,Secret Recipes,Maki Nishikino,Maki Nishikino,911,912,4,1,1
189,11,364,,,Shizuku Osaka,Shizuku Osaka,916,917,1,3,1
190,1,151,Homura's Poster Girl,Homura's Star,Honoka Kosaka,Honoka Kosaka,921,922,3,2,1
191,32,371,,,Kasane Hasekura,Kasane Hasekura,926,927,1,2,1
192,4,13,Silent Night,Pure Night,Umi Sonoda,Umi Sonoda,931,932,3,1,1
193,5,13,Christmas Bells,Christmas Bells,Rin Hoshizora,Rin Hoshizora,936,937,3,3,1
194,6,13,Christmas Carols,Christmas Carol,Maki Nishikino,Maki Nishikino,941,942,3,1,1
195,9,13,A Good Girl for Xmas,Good Girl Christmas,Nico Yazawa,Nico Yazawa,946,947,3,2,1
196,2,13,A Present for You,Present for You,Eli Ayase,Eli Ayase,951,952,4,2,1
197,34,364,,,Akiru Shinomiya,Akiru Shinomiya,956,957,1,1,1
198,8,151,Fairy of the Rink,Elven Ties,Hanayo Koizumi,Hanayo Koizumi,961,962,3,3,1
199,48,392,,,Chizuko Sakamaki,Chiduko Sakamaki,966,967,1,1,1
200,1,14,Candle in the Night,Candle Night,Honoka Kosaka,Honoka Kosaka,971,972,3,2,1
201,3,14,White Christmas,White Christmas,Kotori Minami,Kotori Minami,976,977,3,3,1
202,8,14,Christmas Feast,My Christmas Treat,Hanayo Koizumi,Hanayo Koizumi,981,982,3,1,1
203,7,14,Your Personal Santa,Your Special Santa,Nozomi Tojo,Nozomi Tojo,986,987,4,3,1
204,3,173,Kotori’s Snowman,"Snowman, Kotori Style",Kotori Minami,Kotori Minami,991,991,4,2,1
205,54,399,,,Ranpha,Ranpha,995,996,1,3,1
206,4,151,On a Snowy Night,Snowy Night,Umi Sonoda,Umi Sonoda,1000,1001,3,2,1
207,9,173,Is the Present Me?,Can I be your Present?,Nico Yazawa,Nico Yazawa,1005,1005,3,1,1
208,21,364,,,Aya Sugisaki,Aya Sugisaki,1009,1010,1,1,1
209,3,15,"New Year, First Dream",New Year's Dream,Kotori Minami,Kotori Minami,1014,1015,3,2,1
210,5,15,Good Luck This Year!,365 Happy Days,Rin Hoshizora,Rin Hoshizora,1019,1020,3,1,1
211,7,15,New Year Lucky Charm,Lucky New Year!,Nozomi Tojo,Nozomi Tojo,1024,1025,3,1,1
212,9,15,Temp Shrine Maiden,Happiest Girl,Nico Yazawa,Nico Yazawa,1029,1030,3,3,1
213,4,15,Happy New Year,Yearly Greetings,Umi Sonoda,Umi Sonoda,1034,1035,4,2,1
214,41,385,,,Shun Kurosaki,Shun Kurosaki,1039,1040,1,2,1
215,9,151,Homemade New Year's Food,New Year's Treat,Nico Yazawa,Nico Yazawa,1044,1045,3,1,1
216,6,173,Princess on the Ice,A Princess on Ice,Maki Nishikino,Maki Nishikino,1049,1049,3,3,1
217,4,174,,,Umi Sonoda,Umi Sonoda,1053,1053,4,3,1
218,57,385,,,Himeno Ayanokoji,Himeno Ayanokoji,1057,1058,1,3,1
219,2,16,Secret New Year's Gift,Secret Gift,Eli Ayase,Eli Ayase,1062,1063,3,3,1
220,6,16,Once a Year Outfit,Finest Once a Year,Maki Nishikino,Maki Nishikino,1067,1068,3,2,1
221,8,16,Mochi Is Rice Too,Mochi is Rice Too,Hanayo Koizumi,Hanayo Koizumi,1072,1073,3,1,1
222,1,16,Happy New Year!,Happy New Year,Honoka Kosaka,Honoka Kosaka,1077,1078,4,3,1
223,43,385,,,Tsurugi Kadota,Tsurugi Kadota,1082,1083,1,1,1
224,7,151,Full of Wishes,With All My Wishes,Nozomi Tojo,Nozomi Tojo,1087,1088,3,3,1
225,5,169,,,Rin Hoshizora,Rin Hoshizora,1092,1092,2,1,1
226,1,134,,,Honoka Kosaka,Honoka Kosaka,1096,1096,3,1,1
227,2,134,,,Eli Ayase,Eli Ayase,1100,1100,3,3,1
228,3,134,,,Kotori Minami,Kotori Minami,1104,1104,3,2,1
229,4,134,,,Umi Sonoda,Umi Sonoda,1108,1108,3,3,1
230,5,134,,,Rin Hoshizora,Rin Hoshizora,1112,1112,3,1,1
231,6,134,,,Maki Nishikino,Maki Nishikino,1116,1116,3,3,1
232,7,134,,,Nozomi Tojo,Nozomi Tojo,1120,1120,3,2,1
233,8,134,,,Hanayo Koizumi,Hanayo Koizumi,1124,1124,3,2,1
234,9,134,,,Nico Yazawa,Nico Yazawa,1128,1128,3,1,1
235,1,135,,,Honoka Kosaka,Honoka Kosaka,1132,1132,3,1,1
236,2,135,,,Eli Ayase,Eli Ayase,1136,1136,3,3,1
237,3,135,,,Kotori Minami,Kotori Minami,1140,1140,3,2,1
238,4,135,,,Umi Sonoda,Umi Sonoda,1144,1144,3,3,1
239,5,135,,,Rin Hoshizora,Rin Hoshizora,1148,1148,3,1,1
240,6,135,,,Maki Nishikino,Maki Nishikino,1152,1152,3,3,1
241,7,135,,,Nozomi Tojo,Nozomi Tojo,1156,1156,3,2,1
242,8,135,,,Hanayo Koizumi,Hanayo Koizumi,1160,1160,3,2,1
243,9,135,,,Nico Yazawa,Nico Yazawa,1164,1164,3,1,1
244,23,378,,,Reine Saeki,Reine Saeki,1168,1169,1,2,1
245,1,17,So Many Animals!,Lots o' Animals,Honoka Kosaka,Honoka Kosaka,1173,1174,3,1,1
246,4,17,Hidden Feelings,Secret Desire,Umi Sonoda,Umi Sonoda,1178,1179,3,1,1
247,5,17,Rin’s Secret,Rin's Secret,Rin Hoshizora,Rin Hoshizora,1183,1184,3,3,1
248,8,17,Nervous Valentine,Romantic Valentine,Hanayo Koizumi,Hanayo Koizumi,1188,1189,3,2,1
249,9,17,Extra Rare Chocolate,Special Chocolate,Nico Yazawa,Nico Yazawa,1193,1194,4,3,1
250,3,175,,,Kotori Minami,Kotori Minami,1198,1198,4,2,1
251,36,378,,,Nagi Shiraki,Nagi Shiraki,1202,1203,1,3,1
252,5,151,Winter Memories ♪,Winter Memories,Rin Hoshizora,Rin Hoshizora,1207,1208,3,2,1
253,65,399,,,Jennifer,Jennifer,1212,1213,1,2,1
254,2,18,One Chocolate Morsel,A Piece of Chocolate,Eli Ayase,Eli Ayase,1217,1218,3,2,1
255,3,18,Melts in Your Mouth Sweets,Sweet and Smooth,Kotori Minami,Kotori Minami,1222,1223,3,3,1
256,7,18,Happy Valentine’s,Happy Valentine,Nozomi Tojo,Nozomi Tojo,1227,1228,3,1,1
257,6,18,Maki’s Secret Job,Maki's Secret,Maki Nishikino,Maki Nishikino,1232,1233,4,2,1
258,49,392,,,Hitomi Shiga,Hitomi Shiga,1237,1238,1,1,1
259,6,151,In With the Ogres,More Luck for Me!,Maki Nishikino,Maki Nishikino,1242,1243,3,1,1
260,12,371,,,Coco Miyashita,Coco Miyashita,1247,1248,1,1,1
261,1,19,Power of the Sun ☆,Sunny Power,Honoka Kosaka,Honoka Kosaka,1252,1253,3,3,1
262,2,19,Otonokizaka’s Big Sis,Girl of Otonokizaka,Eli Ayase,Eli Ayase,1257,1258,3,1,1
263,4,19,Time to Thaw Out,Snow Melt Season,Umi Sonoda,Umi Sonoda,1262,1263,3,3,1
264,7,19,A New Wind,Fresh Wind,Nozomi Tojo,Nozomi Tojo,1267,1268,3,2,1
265,8,19,Hanayo's Spring Outfit ♪,My Spring Looks,Hanayo Koizumi,Hanayo Koizumi,1272,1273,4,1,1
266,33,378,,,Ru Tatara,Ru Tatara,1277,1278,1,3,1
267,9,152,What Girls Like,What a Girl Likes,Nico Yazawa,Nico Yazawa,1282,1283,3,2,1
268,22,371,,,Yuri Mido,Yuri Mido,1287,1288,1,2,1
269,3,20,Kotori's Pillow,Kotori's Pillow,Kotori Minami,Kotori Minami,1292,1293,3,1,1
270,6,20,Desire to Grow,Growing Love,Maki Nishikino,Maki Nishikino,1297,1298,3,2,1
271,9,20,Challenger Nico,Nico the Challenger,Nico Yazawa,Nico Yazawa,1302,1303,3,3,1
272,5,20,Let’s Go Play!,Let's Go Out!,Rin Hoshizora,Rin Hoshizora,1307,1308,4,2,1
273,42,385,,,Fumi Shitara,Fumi Shitara,1312,1313,1,1,1
274,3,152,Beautiful Kotori,Pretty Bird,Kotori Minami,Kotori Minami,1317,1318,3,3,1
275,5,132,,,Rin Hoshizora,Rin Hoshizora,1322,1322,3,1,1
276,8,132,,,Hanayo Koizumi,Hanayo Koizumi,1326,1326,3,2,1
277,37,364,,,Yumi Fujishiro,Yumi Fujishiro,1330,1331,1,2,1
278,1,21,I’m Just So Happy!,I'm Happy!,Honoka Kosaka,Honoka Kosaka,1335,1336,3,2,1
279,3,21,So Much Sweetness ☆,Juicy Fruity,Kotori Minami,Kotori Minami,1340,1341,3,2,1
280,5,21,Sweet Ramen,Sweet Ramen,Rin Hoshizora,Rin Hoshizora,1345,1346,3,1,1
281,8,21,Leave it to Me!,Leave it to Me!,Hanayo Koizumi,Hanayo Koizumi,1350,1351,3,3,1
282,2,21,Alisa's With Me!,With Alisa!,Eli Ayase,Eli Ayase,1355,1356,4,1,1
283,47,392,,,Mikoto Fukuhara,Mikoto Fukuhara,1360,1361,1,2,1
284,6,152,Under the Cherry Tree,Cherry Blossoms,Maki Nishikino,Maki Nishikino,1365,1366,3,3,1
285,27,364,,,Seira Kujo,Seira Kujo,1370,1371,1,3,1
286,1,196,,,Honoka Kosaka,Honoka Kosaka,1375,1376,2,1,1
287,2,196,,,Eli Ayase,Eli Ayase,1380,1381,2,3,1
288,3,196,,,Kotori Minami,Kotori Minami,1385,1386,2,2,1
289,4,196,,,Umi Sonoda,Umi Sonoda,1390,1391,2,3,1
290,5,196,,,Rin Hoshizora,Rin Hoshizora,1395,1396,2,1,1
291,6,196,,,Maki Nishikino,Maki Nishikino,1400,1401,2,3,1
292,7,196,,,Nozomi Tojo,Nozomi Tojo,1405,1406,2,2,1
293,8,196,,,Hanayo Koizumi,Hanayo Koizumi,1410,1411,2,2,1
294,9,196,,,Nico Yazawa,Nico Yazawa,1415,1416,2,1,1
295,6,22,Fruit Girl,Fruity Girl,Maki Nishikino,Maki Nishikino,1420,1421,3,1,1
296,7,22,Nature’s Bounty ♪,Natural Goodness,Nozomi Tojo,Nozomi Tojo,1425,1426,3,3,1
297,9,22,Sweet Treat Idol,Sweet Idol,Nico Yazawa,Nico Yazawa,1430,1431,3,2,1
298,4,22,The Power of Sweets,Desserts Rule,Umi Sonoda,Umi Sonoda,1435,1436,4,3,1
299,1,136,,,Honoka Kosaka,Honoka Kosaka,1440,1440,2,1,1
300,2,136,,,Eli Ayase,Eli Ayase,1444,1444,2,3,1
301,3,136,,,Kotori Minami,Kotori Minami,1448,1448,2,2,1
302,4,136,,,Umi Sonoda,Umi Sonoda,1452,1452,2,3,1
303,5,136,,,Rin Hoshizora,Rin Hoshizora,1456,1456,2,1,1
304,6,136,,,Maki Nishikino,Maki Nishikino,1460,1460,2,3,1
305,7,136,,,Nozomi Tojo,Nozomi Tojo,1464,1464,2,2,1
306,8,136,,,Hanayo Koizumi,Hanayo Koizumi,1468,1468,2,2,1
307,9,136,,,Nico Yazawa,Nico Yazawa,1472,1472,2,1,1
308,67,399,,,Leo,Leo,1476,1477,1,3,1
309,8,152,Rice and Miso Soup,Rice and Miso Soup,Hanayo Koizumi,Hanayo Koizumi,1481,1482,3,2,1
310,60,385,,,Koyuki Shirase,Koyuki Shirase,1486,1487,1,1,1
311,4,23,Umi’s Repayment,Umi Returns the Favor,Umi Sonoda,Umi Sonoda,1491,1492,3,1,1
