_id,_name,_type,_masterEventId,_loop,_priority,_prefabName,_boardSpriteName,_masterVoiceId,_masterReleaseLabelId
30029,Mia's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_03011_01,loginbonus_birthday_03011_01,40029105,123120601
30030,Lanzhu's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_03012_01,loginbonus_birthday_03012_01,40030106,124021501
30031,Kanon's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04001_01,loginbonus_birthday_04001_01,40031095,123050101
30032,Keke's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04002_01,loginbonus_birthday_04002_01,40032096,123071701
30033,Chisato's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04003_01,loginbonus_birthday_04003_01,40033097,124022501
30034,Sumire's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04004_01,loginbonus_birthday_04004_01,40034098,123092801
30035,Ren's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04005_01,loginbonus_birthday_04005_01,40035099,123112401
30036,Kinako's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04006_01,loginbonus_birthday_04006_01,40036100,124041001
30037,Mei's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04007_01,loginbonus_birthday_04007_01,40037101,123102901
30038,Shiki's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04008_01,loginbonus_birthday_04008_01,40038102,123061701
30039,Natsumi's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04009_01,loginbonus_birthday_04009_01,40039103,123080701
30040,Riko's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_02002_01,loginbonus_birthday_02002_01,40011098,123091903
30041,Margarete's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04010_01,loginbonus_birthday_04010_01,40040104,124012001
30042,Tomari's Birthday Login Bonus,1,0,0,0,BirthdayLoginBonus_04011_01,loginbonus_birthday_04011_01,40041105,123122801
40001,Daily Login Bonus 1,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231011,0,223101102
40002,Daily Login Bonus 2,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231012,0,223101201
40003,Daily Login Bonus 3,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231013,0,223101302
40004,Daily Login Bonus 4,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231014,0,223101401
40005,Daily Login Bonus 5,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231015,0,223101511
40006,Daily Login Bonus 6,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231016,0,223101606
40007,Daily Login Bonus 7,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231017,0,223101703
40008,Daily Login Bonus 8,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231018,0,223101802
40009,Daily Login Bonus 9,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231019,0,223101901
40010,Daily Login Bonus 10,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231020,0,223102001
40011,Daily Login Bonus 11,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231021,0,223102105
40012,Daily Login Bonus 12,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231022,0,223102201
40013,Daily Login Bonus 13,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231023,0,223102301
40014,Daily Login Bonus 14,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231024,0,223102403
40015,Daily Login Bonus 15,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231025,0,223102503
40016,Daily Login Bonus 16,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231026,0,223102602
40017,Daily Login Bonus 17,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231027,0,223102701
40018,Daily Login Bonus 18,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231028,0,223102801
40019,Daily Login Bonus 19,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231029,0,223102904
40020,Daily Login Bonus 20,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231030,0,223103002
40021,Daily Login Bonus 21,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231031,0,223103110
40022,Daily Login Bonus 22,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231101,0,223110105
40023,Daily Login Bonus 23,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231102,0,223110201
40024,Daily Login Bonus 24,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231103,0,223110301
40025,Daily Login Bonus 25,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231104,0,223110401
40026,Daily Login Bonus 26,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231105,0,223110501
40027,Daily Login Bonus 27,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231106,0,223110601
40028,Daily Login Bonus 28,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231107,0,223110703
40029,Daily Login Bonus 29,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231108,0,223110802
40030,Daily Login Bonus 30,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231109,0,223110901
40031,Daily Login Bonus 31,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231110,0,223111002
40032,Daily Login Bonus 32,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231111,0,223111102
40033,Daily Login Bonus 33,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231112,0,223111201
40034,Daily Login Bonus 34,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231113,0,223111303
40035,Daily Login Bonus 35,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231114,0,223111403
40036,Daily Login Bonus 36,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231115,0,223111509
40037,Daily Login Bonus 37,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231116,0,223111601
40038,Daily Login Bonus 38,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231117,0,223111701
40039,Daily Login Bonus 39,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231118,0,223111803
40040,Daily Login Bonus 40,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231119,0,223111901
40041,Daily Login Bonus 41,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231120,0,223112001
40042,Daily Login Bonus 42,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231121,0,223112103
40043,Daily Login Bonus 43,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231122,0,223112201
40044,Daily Login Bonus 44,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231123,0,223112301
40045,Daily Login Bonus 45,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231124,0,223112403
40046,Daily Login Bonus 46,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231125,0,223112503
40047,Daily Login Bonus 47,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231126,0,223112602
40048,Daily Login Bonus 48,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231127,0,223112701
40049,Daily Login Bonus 49,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231128,0,223112803
40050,Daily Login Bonus 50,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231129,0,223112901
40051,Daily Login Bonus 51,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231130,0,223113007
40052,Daily Login Bonus 52,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231201,0,223120102
40053,Daily Login Bonus 53,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231202,0,223120201
40054,Daily Login Bonus 54,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231203,0,223120301
40055,Daily Login Bonus 55,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231204,0,223120401
40056,Daily Login Bonus 56,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231205,0,223120503
40057,Daily Login Bonus 57,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231206,0,223120603
40058,Daily Login Bonus 58,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231207,0,223120701
40059,Daily Login Bonus 59,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231208,0,223120801
40060,Daily Login Bonus 60,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231209,0,223120901
40061,Daily Login Bonus 61,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231210,0,223121001
40062,Daily Login Bonus 62,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231211,0,223121101
40063,Daily Login Bonus 63,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231212,0,223121203
40064,Daily Login Bonus 64,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231213,0,223121301
40065,Daily Login Bonus 65,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231214,0,223121401
40066,Daily Login Bonus 66,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231215,0,223121501
40067,Daily Login Bonus 67,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231216,0,223121603
40068,Daily Login Bonus 68,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231217,0,223121701
40069,Daily Login Bonus 69,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231218,0,223121801
40070,Daily Login Bonus 70,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231219,0,223121903
40071,Daily Login Bonus 71,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231220,0,223122001
40072,Daily Login Bonus 72,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231221,0,223122101
40073,Daily Login Bonus 73,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231222,0,223122201
40074,Daily Login Bonus 74,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231223,0,223122301
40075,Daily Login Bonus 75,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231224,0,223122401
40076,Daily Login Bonus 76,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231225,0,223122501
40077,Daily Login Bonus 77,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231226,0,223122601
40078,Daily Login Bonus 78,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231227,0,223122701
40079,Daily Login Bonus 79,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231228,0,223122803
40080,Daily Login Bonus 80,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231229,0,223122901
40081,Daily Login Bonus 81,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231230,0,223123001
40082,Daily Login Bonus 82,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231231,0,223123101
40083,Daily Login Bonus 83,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240101,0,224010101
40084,Daily Login Bonus 84,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240102,0,224010201
40085,Daily Login Bonus 85,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240103,0,224010301
40086,Daily Login Bonus 86,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240104,0,224010401
40087,Daily Login Bonus 87,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240105,0,224010501
