_id,_num,_masterVoiceId,_masterCharacterId,_systemVoiceType,_value,_textJa,_textEn,_masterReleaseLabelId
1,69,40001069,1001,41,0,I couldn't be happier. ♪,,1
1,70,40001070,1001,41,0,I love you♪,,1
1,71,40001071,1001,41,0,Ehehe...,,1
1,72,40001072,1001,41,0,Fantastic!,,1
1,73,40001073,1001,41,0,J-Jeez♪,,1
1,74,40001074,1001,41,0,Yaay♪,,1
1,75,40001075,1001,42,0,I love you♪,,1
1,76,40001076,1001,42,0,I'm so happy right now.,,1
1,77,40001077,1001,42,0,I hope you'll accept how I feel♪,,1
1,78,40001078,1001,42,0,I won't let you down!,,1
1,79,40001079,1001,42,0,"Don't leave me, okay♪",,1
1,80,40001080,1001,42,0,My heart starts racing whenever you're around!,,1
1,81,40001081,1001,42,0,Wh-What the?! Th-This is kinda embarrassing!,,1
1,82,40001082,1001,43,0,We've still got a long way to go!,,1
1,83,40001083,1001,44,0,I'll reach you!,,1
1,84,40001084,1001,45,0,I can feel the possibilities!,,1
1,85,40001085,1001,23,1,Happy New Year! I'm so happy that I get to spend the start of the new year with you♪,,1
1,86,40001086,1001,23,2,"Today you're meant to throw beans, but everyone looks so serious. Why don't we run away together?",,1
1,87,40001087,1001,23,3,You're supposed to eat a bunch of chocolate today♪ Let's go get some from Kotori!,,1
1,88,40001088,1001,23,4,The Emperor looks so cool. I think his outfit would suit Umi and Eri!,,1
1,89,40001089,1001,23,5,"You're supposed to eat a bunch of sweets on White Day, right? Let's go get some from Kotori♪",,1
1,90,40001090,1001,23,6,"Here, have some Kashiwamochi♪ Today's Children's Day, so we made them together.",,1
1,91,40001091,1001,23,7,"Today's Tanabata, right? I hope Orihime and Hikoboshi were able to meet safely♪ I hope everyone's wishes come true too♪",,1
1,92,40001092,1001,23,8,Today's Umi's day! We're gonna have a sleepover together. I'm super excited♪,,1
1,93,40001093,1001,23,9,"Tonight's the night of the full moon. It kinda looks like Homura's manju, doesn't it?",,1
1,94,40001094,1001,23,10,"It's Halloween, so I wanna dress up and get some treats! Let's get matching costumes♪",,1
1,95,40001095,1001,23,11,I bet Santa Claus has a warehouse full of presents. I'd love to go and see it.,,1
1,96,40001096,1001,23,12,"This year's been so much fun♪ For our last memory of this year, let's eat Toshikoshi Soba together!",,1
1,97,40001097,1001,23,13,"Every time my birthday comes around, I can't help but feel happy to be alive! Aah, I'm so happy♪",,1
1,98,40001098,1001,23,14,Today's Eli's birthday. Let's throw a surprise party for her♪,,1
1,99,40001099,1001,23,15,Happy birthday Kotori♪ We all love our cute and reliable Kotori!,,1
1,100,40001100,1001,23,16,"Umi, happy birthday! We're gonna be friends forever, won't we?!",,1
1,101,40001101,1001,23,17,"Happy birthday, Rin! I hope we get to stay together forever♪",,1
1,102,40001102,1001,23,18,"Happy birthday, Maki♪ Everyone loves your beautiful voice and piano skills.",,1
1,103,40001103,1001,23,19,Today's Nozomi's birthday! Hehehe... We made a promise to go and eat barbecue together!!!,,1
1,104,40001104,1001,23,20,"Hanayo, happy birthday!!! Let's eat a bunch at the all-you-can-eat sweets restaurant today!",,1
1,105,40001105,1001,23,21,"It's Nico's birthday, so we've gotta Nico-Nico-Ni☆ Come on, let's do it together!",,1
1,106,40001106,1001,23,52,Let's all do our best at today's event! Make sure you take some great pictures for us!,,223062402
1,107,40001107,1001,23,53,It's all thanks to you that I've made it this far. I hope I can keep on counting on you.,,223101514
2,1,40002001,1002,0,0,"I used to be called the ""smart and cute Elichika"" when I was little.",,1
2,2,40002002,1002,1,0,"You can look without holding back, you know?",,1
2,3,40002003,1002,0,0,"Being the Student Council President seems like a tough job, doesn't it? It's actually quite challenging.",,1
2,4,40002004,1002,1,0,Let's make sure everyone understands our feelings♪,,1
2,5,40002005,1002,0,0,I'm the Student Council President at Otonokizaka High School and Kotori is my Vice President.,,1
2,6,40002006,1002,1,0,"Even though we're just school idols, we take it extremely seriously♪",,1
2,7,40002007,1002,2,0,What? Have you fallen for me?,,1
2,8,40002008,1002,3,0,"As our live show approaches, the tension gets higher and higher... But I think it's a good idea to face the actual show with a little bit of nervousness.",,1
2,9,40002009,1002,4,0,"No matter what it is, you need the courage to try new things.",,1
2,10,40002010,1002,5,0,"You have to make sure to watch me closely, okay?",,1
2,11,40002011,1002,6,0,"Time seems to fly whenever I'm talking with you. I guess I really enjoy your company, huh♪",,1
2,12,40002012,1002,7,0,It's all thanks to you that μ's has come this far.,,1
2,13,40002013,1002,8,0,I'm happiest when I'm working as a school idol with you...I think...,,1
2,14,40002014,1002,9,0,Could I...hold your hand again?,,1
2,15,40002015,1002,10,0,I hope you'll understand my feelings.,,1
2,16,40002016,1002,11,0,"""re you not feeling well?"" Who, me? I'm as perfect as ever.",,1
2,17,40002017,1002,12,0,"Alright, let's begin our idol activities.",,1
2,18,40002018,1002,13,0,Good job! You did so well out there.,,1
2,19,40002019,1002,14,0,Good morning. Let's have a great day today.,,1
2,20,40002020,1002,15,0,"We've still got a long way to go, so let's go full throttle!",,1
2,21,40002021,1002,16,0,"Now then, what should we do now?",,1
2,22,40002022,1002,17,0,"It's already bedtime, you know? If you don't get a good night's sleep, it'll affect you tomorrow.",,1
2,23,40002023,1002,19,0,"It's nice and warm, isn't it?",,1
2,24,40002024,1002,20,0,"You can't just slack off just because it's hot, you know?",,1
2,25,40002025,1002,21,0,"There are a lot of school events in Autumn, aren't there?",,1
2,26,40002026,1002,22,0,"Be sure to take care of yourself, alright? Health is important.",,1
2,27,40002027,1002,18,0,Do you need help? Just let me know.,,1
2,28,40002028,1002,18,0,You rang?,,1
2,29,40002029,1002,18,0,*giggle* What is it?,,1
2,30,40002030,1002,18,0,Hey! Watch where you're touching!,,1
2,31,40002031,1002,18,0,Eek! Wh-What're you doing?!,,1
2,32,40002032,1002,18,0,Do you need something?,,1
2,33,40002033,1002,18,0,...I'm starting to lose my temper.,,1
2,34,40002034,1002,18,0,Cut that out...or else.,,1
2,35,40002035,1002,18,0,"Goodness... It wouldn't kill you to slow down, you know.",,1
2,36,40002036,1002,18,0,Eek! H-Hey! Don't scare me like that...,,1
2,37,40002037,1002,18,0,Oh my. You are quite the bold one.,,1
2,38,40002038,1002,24,0,Why don't we see what happens next?,,1
2,39,40002039,1002,25,0,Make sure to check the goals first. Then we can do our best.,,1
2,40,40002040,1002,26,0,It appears that we can do more live shows.,,1
2,41,40002041,1002,27,0,"I'm really excited for my next performance. I'm sure you are, too.",,1
2,42,40002042,1002,28,0,I would love to sing more...if you'll have me.,,1
2,43,40002043,1002,29,0,I believe I still have room for more practice. Shall we?,,1
2,44,40002044,1002,30,0,I suggest we try some special practice.,,1
2,45,40002045,1002,31,0,"Oh, look at that. You've got a present. Shall we open it?",,1
2,46,40002046,1002,32,0,"Let's Scout for new members, shall we?",,1
2,47,40002047,1002,33,0,"Oh, look. New information for you.",,1
2,48,40002048,1002,34,0,"Oh my, this event looks fun. Shall we participate?",,1
2,49,40002049,1002,35,0,How about you choose a story?,,1
2,50,40002050,1002,36,0,"Inquiring about your friends' well-being, I see.",,1
2,51,40002051,1002,37,0,It's very important to take care of your club members.,,1
2,52,40002052,1002,46,0,Welcome. My name is Eli Ayase. I'm the student council president.,,1
2,53,40002053,1002,46,0,NO ELI NO LIFE. ♡,,1
2,54,40002054,1002,46,0,My name is Eli Ayase. ♪,,1
2,55,40002055,1002,47,0,Here I go!,,1
2,56,40002056,1002,48,0,Ready. ♪,,1
2,57,40002057,1002,49,0,Prepare yourself!,,1
2,58,40002058,1002,40,0,Shall we?,,1
2,59,40002059,1002,40,0,Let's do our best!,,1
2,60,40002060,1002,40,0,Wonderful!,,1
2,61,40002061,1002,38,0,That was a stellar live show.,,1
2,62,40002062,1002,38,0,I believe we have you to thank for our success.,,1
2,63,40002063,1002,38,0,"Reap what you sow, indeed.",,1
2,64,40002064,1002,38,0,Time certainly flies when you're having fun. ♪,,1
2,65,40002065,1002,38,0,I feel fantastic!,,1
2,66,40002066,1002,39,0,...That is quite a shame.,,1
2,67,40002067,1002,39,0,It seems we have more work to do.,,1
2,68,40002068,1002,41,0,Lovely. ♪,,1
2,69,40002069,1002,41,0,Thank you. ♪,,1
2,70,40002070,1002,41,0,I think I am falling in love...,,1
2,71,40002071,1002,41,0,*giggle*,,1
2,72,40002072,1002,41,0,"Oh, I just love this.",,1
2,73,40002073,1002,41,0,Harasho! ♪,,1
2,74,40002074,1002,41,0,My heart might just burst. ♪,,1
2,75,40002075,1002,42,0,"And with that, two hearts become one...",,1
2,76,40002076,1002,42,0,You are the most wonderful person in the world. ♪,,1
2,77,40002077,1002,42,0,I never thought I'd feel so happy...,,1
2,78,40002078,1002,42,0,"You'll always be there for me, won't you?",,1
2,79,40002079,1002,42,0,"This is a life-long commitment, you know.",,1
2,80,40002080,1002,42,0,*giggle* This is so exciting. ♪,,1
2,81,40002081,1002,42,0,I knew you would understand my charm.,,1
2,82,40002082,1002,43,0,This is only the beginning!,,1
2,83,40002083,1002,44,0,I hope my feelings reach you!,,1
2,84,40002084,1002,45,0,"Harasho, indeed! ♪",,1
2,85,40002085,1002,23,1,Happy New Year! This is no time for sleeping! We must make our first shrine visit of the year! ♪,,1
2,86,40002086,1002,23,2,Throw your beans with everything you've got! Keep those bad ogres out! YOU SHALL NOT PASS! *giggle*,,1
2,87,40002087,1002,23,3,"Store windows are just full of hearts during the Valentine's season. A happy sight, isn't it? ♪",,1
2,88,40002088,1002,23,4,"Oh? The emperor costume would suit me best, you think? *giggle* Well, you just might have a point. ♪",,1
2,89,40002089,1002,23,5,"The store was selling the cutest cookies for White Day, so I bought a box. Would you like some?",,1
2,90,40002090,1002,23,6,Just because it's Children's Day doesn't mean you get to ACT like one. *giggle* But you certainly are cute.,,1
2,91,40002091,1002,23,7,...That should be everyone's prayer cards for the Star Festival. Oh! I'm sorry. I'm so used to taking charge as the student council president.,,1
2,92,40002092,1002,23,9,Tonight is the harvest moon. I know the moon is always bright...but it feels more powerful when it's like this.,,1
2,93,40002093,1002,23,10,Today is Halloween! I don't suppose anyone would be amenable to a trick?,,1
2,94,40002094,1002,23,11,Merry Christmas! Spending time with you is the only present I need. ♪,,1
2,95,40002095,1002,23,12,Another year gone by. Let's strive to make next year better than the last. ♪,,1
2,96,40002096,1002,23,13,"Happy birthday, Honoka! Your beautiful voice has been a delight, and I hope to hear more of it in the year ahead.",,1
2,97,40002097,1002,23,14,Oh my. Did you remember my birthday? I'm delighted. Would you...walk home with me after school today?,,1
2,98,40002098,1002,23,15,"Happy birthday, Kotori. You get to be a princess for a day. But first, I have so much to prepare for the party...",,1
2,99,40002099,1002,23,16,"Happy birthday, Umi! You're an invaluable member of μ's. Thank you for always being so dependable. ♪",,1
2,100,40002100,1002,23,17,"Happy birthday, Rin! Oh... What's this? A ramen plushie...?",,1
2,101,40002101,1002,23,18,"Oh, Maki. Though you may appear standoffish, there is true passion in your heart. Happy Birthday! ♪",,1
2,102,40002102,1002,23,19,"Happy birthday, Nozomi! Your help has meant more to me than you could ever know. I hope we can continue to support one another.",,1
2,103,40002103,1002,23,20,"Happy birthday, Hanayo! Your free spirit is something I truly admire. ♪",,1
2,104,40002104,1002,23,21,"Happy birthday, Nico! May you remain true to yourself, just as you are! ♪",,1
2,105,40002105,1002,23,52,Hehe. I'm excited to see what kind of story you're going to write for us. ♪ We're going to do our best!,,223062402
2,106,40002106,1002,23,53,I'm happy I met you. I'm always excited to see your articles. I'm hoping to see some good ones.,,223101514
3,1,40003001,1003,0,0,"If you hurt yourself during practice, let me know, okay? I'll patch you up. ♪",,1
3,2,40003002,1003,1,0,Don't stare at me like that... I'm starting to feel embarrassed...,,1
3,3,40003003,1003,0,0,"You know, I'm actually pretty good at arts and crafts. That's why I often make μ's' outfits myself.",,1
3,4,40003004,1003,1,0,Let's make everyone's day with our performance! ♪,,1
3,5,40003005,1003,0,0,Honoka and Umi have been glued at the hip since they were little. That's childhood friends for you. ♪,,1
3,6,40003006,1003,1,0,Lead the way! ♪,,1
3,7,40003007,1003,2,0,I hope to spread joy with my voice! ♪,,1
3,8,40003008,1003,3,0,It feels like I've hit the jackpot when the sky is sunny after school!,,1
3,9,40003009,1003,4,0,"There's a legendary maid in Akiba?! S-Sorry, I don't know a lot about maids...!",,1
3,10,40003010,1003,5,0,"During my nap, I had a dream that felt so real. Somehow...I feel like we dreamt about the same thing. ★",,1
3,11,40003011,1003,6,0,"When we're together, it seems like happiness is in the air!",,1
3,12,40003012,1003,7,0,Everything feels like it'll be okay with you by my side. It'd be nice...if things could stay like this. ★,,1
3,13,40003013,1003,8,0,Sorry to keep you. At least this'll be good practice for a future date. ♪,,1
3,14,40003014,1003,9,0,I've decided that my favorite thing in the world is you. ♪,,1
3,15,40003015,1003,10,0,You've given me so much happiness. I hope I can give some back to you. ★,,1
3,16,40003016,1003,11,0,Your smile brightens my day.,,1
3,17,40003017,1003,12,0,Let's go out there and make some people smile!,,1
3,18,40003018,1003,13,0,"Nice work! Make sure to take a break if you're feeling tired, okay?",,1
3,19,40003019,1003,14,0,Morning! Let's do our best today!,,1
3,20,40003020,1003,15,0,"Ack! Er, sorry. I wasn't daydreaming or anything, I swear!",,1
3,21,40003021,1003,16,0,"Oh no, your shirt button is falling off. Hold still. I'll fix it, okay?",,1
3,22,40003022,1003,17,0,"Don't stay up too late, okay? Early to bed early to rise is the key to good health!",,1
3,23,40003023,1003,19,0,Spring is the perfect time to slow down and relax.,,1
3,24,40003024,1003,20,0,Are you feeling hot? Let me grab a fan. ♪,,1
3,25,40003025,1003,21,0,Wanna check out the fall leaves together?,,1
3,26,40003026,1003,22,0,"Brrr, it's freezing! I hope you aren't coming down with a cold or anything.",,1
3,27,40003027,1003,18,0,"If you need help, just let me know!",,1
3,28,40003028,1003,18,0,"Oh, hey. Did you need something?",,1
3,29,40003029,1003,18,0,Huh? Did something happen?,,1
3,30,40003030,1003,18,0,Eek! That tickles!,,1
3,31,40003031,1003,18,0,*gasp* Don't scare me like that...,,1
3,32,40003032,1003,18,0,Wh-What're you doing?,,1
3,33,40003033,1003,18,0,S-Stop that!,,1
3,34,40003034,1003,18,0,...What're you trying to do exactly?,,1
3,35,40003035,1003,18,0,"Okay, that's enough! Let's leave the rest to your imagination. ♪",,1
3,36,40003036,1003,18,0,E-Eek... This is a bit too much for me...,,1
3,37,40003037,1003,18,0,H-Hey! I'd appreciate it if you could exercise some restraint here.,,1
3,38,40003038,1003,24,0,Looks like you've got some unread stories.,,1
3,39,40003039,1003,25,0,Make sure to check the goals!,,1
3,40,40003040,1003,26,0,Wanna do some more live shows?,,1
3,41,40003041,1003,27,0,Can I sing more? It's just that...I want you to listen. ♪,,1
3,42,40003042,1003,28,0,μ's performances are so fun! I think I'm addicted!,,1
3,43,40003043,1003,29,0,Do you mind practicing a little more? I'd really appreciate your company.,,1
3,44,40003044,1003,30,0,Looks like we can do some special practice.,,1
3,45,40003045,1003,31,0,"Oh, look at that! You've got a present.",,1
3,46,40003046,1003,32,0,Let's go Scouting.,,1
3,47,40003047,1003,33,0,Looks like you've got some new info.,,1
3,48,40003048,1003,34,0,I hear there's an event happening right now. Let's check it out!,,1
3,49,40003049,1003,35,0,Pick the story you wanna follow.,,1
3,50,40003050,1003,36,0,I wonder how your friends are doing?,,1
3,51,40003051,1003,37,0,Here's where you can check up on your members.,,1
3,52,40003052,1003,46,0,Hey! I'm Kotori Minami. It's great to meet you! ♪,,1
3,53,40003053,1003,46,0,"Always by your side, healing you with love. ♡",,1
3,54,40003054,1003,46,0,I'm Kotori Minami! ♪,,1
3,55,40003055,1003,47,0,Got it! ♪,,1
3,56,40003056,1003,48,0,Let's do this!,,1
3,57,40003057,1003,49,0,Now or never! ♪,,1
3,58,40003058,1003,40,0,It's go time!,,1
3,59,40003059,1003,40,0,"Rah, rah! Let's go, let's go!",,1
3,60,40003060,1003,40,0,Time to put our training to the test!,,1
3,61,40003061,1003,38,0,The live show was a success!,,1
3,62,40003062,1003,38,0,I couldn't have done it without you...,,1
3,63,40003063,1003,38,0,"Great job, everyone!",,1
3,64,40003064,1003,38,0,"Go, team, go!",,1
3,65,40003065,1003,38,0,That was so fun!,,1
3,66,40003066,1003,39,0,Urg... We messed up...,,1
3,67,40003067,1003,39,0,Come on! We're just getting started!,,1
3,68,40003068,1003,41,0,You're always there for me.,,1
3,69,40003069,1003,41,0,Thank you so much. ♪,,1
3,70,40003070,1003,41,0,I love you!,,1
3,71,40003071,1003,41,0,*giggle*,,1
3,72,40003072,1003,41,0,You're the best. ♪,,1
3,73,40003073,1003,41,0,Eek!,,1
3,74,40003074,1003,41,0,Yay!,,1
3,75,40003075,1003,42,0,I have you to thank for so much.,,1
3,76,40003076,1003,42,0,I'm so happy when I'm with you. ♪,,1
3,77,40003077,1003,42,0,It must be fate. ♪,,1
3,78,40003078,1003,42,0,I wanna be there for you.,,1
3,79,40003079,1003,42,0,I hope you'll always be there to lead the way. ♪,,1
3,80,40003080,1003,42,0,"I'll do my best for you, my love...",,1
3,81,40003081,1003,42,0,Everything feels like it'll be okay when I'm with you.,,1
3,82,40003082,1003,43,0,Practice makes perfect! I'll do my best!,,1
3,83,40003083,1003,44,0,"When you're bad at something, you just have to work twice as hard!",,1
3,84,40003084,1003,45,0,I love being a school idol!,,1
3,85,40003085,1003,23,1,Happy New Year! Let's make this year just as fun as the last!,,1
3,86,40003086,1003,23,2,Ahaha... Everyone is fighting ogres today. I think I'll just go over and eat some beans with Rin.,,1
3,87,40003087,1003,23,3,"Today's Valentine's Day. Here, I made this chocolate just for you. The secret ingredient is... Well, you'll just have to find out.",,1
3,88,40003088,1003,23,4,"Humidity is a Hina doll's worst enemy! You should only put them away on a dry, sunny day.",,1
3,89,40003089,1003,23,5,"I made lots of macarons for White Day! Take as many as you want, everyone! ♪",,1
3,90,40003090,1003,23,6,I made some oak-leaf mochi with Honoka. They taste so good! Children's Day wouldn't be the same without them. ♪,,1
3,91,40003091,1003,23,7,I'm making some decorations for the Star Festival with Hanayo. Now to make some stars...,,1
3,92,40003092,1003,23,8,"*giggle* Today is Marine Day, so I got some pajamas for our ocean-colored maiden, Umi. I think they'll suit her. ♪",,1
3,93,40003093,1003,23,9,There! All done. You gotta have moon dumplings for the harvest moon!,,1
3,94,40003094,1003,23,10,"Trick or treat! If you don't give me a treat, I'll play a trick on you! ♪",,1
3,95,40003095,1003,23,11,It's Christmas! Is your stocking ready?,,1
3,96,40003096,1003,23,12,I can't believe this year's almost over... New Year's Eve​ always makes me a little sad.,,1
3,97,40003097,1003,23,13,"Happy birthday, Honoka! Just keep being your cute, adorable self, okay? ♪",,1
3,98,40003098,1003,23,14,"*giggle* I baked an extra tasty cake. Today is Eli's birthday, after all.",,1
3,99,40003099,1003,23,15,"Happy birthday to...me! Let's have some yummy cake, everybody! ♪",,1
3,100,40003100,1003,23,16,We're throwing a birthday party for Umi later today. I hope she'll like it. *giggle* I'm smiling just thinking about it.,,1
3,101,40003101,1003,23,17,Is this...a ramen plushie? It's so cute... It'll be perfect for Rin's birthday. ♪,,1
3,102,40003102,1003,23,18,"I love how you're so good at the piano, Maki. Your fingers are so beautiful when you play... Have a wonderful birthday, Maki! ♪",,1
3,103,40003103,1003,23,19,"Happy birthday, Nozomi! I love your mischievous side. ♪",,1
3,104,40003104,1003,23,20,"Happy birthday, Hanayo! I baked you a cake that looks like a rice ball!",,1
3,105,40003105,1003,23,21,"It's Nico's birthday! Since two is ""ni"" and five is ""ko,"" I put a number two and number five candle on her cake. ♪",,1
3,106,40003106,1003,23,52,I'm so happy you came to write about us! ♪ I feel like I can perform even better knowing you'll be watching. ♪,,223062402
3,107,40003107,1003,23,53,It's so amazing to spend an anniversary with your favorite person. Will you join me for the next anniversary?,,223101514
4,1,40004001,1004,0,0,I feel at peace with a bow in my hand.,,1
4,2,40004002,1004,1,0,I have doubts about this outfit... Th-There is not much fabric...,,1
4,3,40004003,1004,0,0,"At times, I struggle to balance archery club and being a school idol, but it's certainly worth it.",,1
4,4,40004004,1004,1,0,I do hope everyone is enjoying themselves.,,1
4,5,40004005,1004,0,0,Honoka's family runs a Japanese sweets shop. Their sweet buns are simply outstanding.,,1
4,6,40004006,1004,1,0,"With you, I believe anything is possible.",,1
4,7,40004007,1004,2,0,"Together, let us aim for the pinnacle of what it means to be a school idol.",,1
4,8,40004008,1004,3,0,Early morning stretches can be quite invigorating. Care to join me sometime?,,1
4,9,40004009,1004,4,0,I still have much to learn as a school idol.,,1
4,10,40004010,1004,5,0,Would you like to go somewhere with me today?,,1
4,11,40004011,1004,6,0,*glare* I thought I told you that I didn't wish for us to be apart...,,1
4,12,40004012,1004,7,0,"Just like archery, all sports are a battle with oneself. My determination will not waver, no matter what.",,1
4,13,40004013,1004,8,0,"It lifts my spirits when I see you smile. The power of a smile must not be taken lightly, I suppose.",,1
4,14,40004014,1004,9,0,"I feel such joy when we are together. I feel it in this moment, too.",,1
4,15,40004015,1004,10,0,I had hoped you understood my desire to always be by your side. Very well. I'll wait for your return.,,1
4,16,40004016,1004,11,0,"How is everything? I'm feeling fantastic, personally.",,1
4,17,40004017,1004,12,0,Hello. There is much to do today.,,1
4,18,40004018,1004,13,0,"Well done today. Now, it is time to rest and prepare for tomorrow.",,1
4,19,40004019,1004,14,0,"Good morning. It's a lovely morning, isn't it?",,1
4,20,40004020,1004,15,0,Now is the time for perseverance.,,1
4,21,40004021,1004,16,0,"Oh, it's already so late... Time seems to vanish when I'm with you.",,1
4,22,40004022,1004,17,0,"I see you are still awake. I'm worried about you. Please don't stay up all night, okay?",,1
4,23,40004023,1004,19,0,Spring is a really pleasant time of the year.,,1
4,24,40004024,1004,20,0,Just because it's hot does not mean you are allowed to be careless.,,1
4,25,40004025,1004,21,0,"Ah, yes. Autumn, the season of many delicious flavors.",,1
4,26,40004026,1004,22,0,It's quite chilly today... Be careful to not catch a cold.,,1
4,27,40004027,1004,18,0,I would be happy to assist you.,,1
4,28,40004028,1004,18,0,"Pardon, but did you request my presence?",,1
4,29,40004029,1004,18,0,Do you require assistance?,,1
4,30,40004030,1004,18,0,C-Careful! I'm ticklish there!,,1
4,31,40004031,1004,18,0,Eek! What has gotten into you?,,1
4,32,40004032,1004,18,0,U-Um... What are you doing?,,1
4,33,40004033,1004,18,0,I've had it! You stop that right now!,,1
4,34,40004034,1004,18,0,I suggest you reconsider. This will not end well for you.,,1
4,35,40004035,1004,18,0,Honestly... You are hopeless...,,1
4,36,40004036,1004,18,0,I'm starting to feel a little embarrassed...,,1
4,37,40004037,1004,18,0,E-Everyone's watching...,,1
4,38,40004038,1004,24,0,Care to explore the rest of the story with me?,,1
4,39,40004039,1004,25,0,I am committed to completing our goals.,,1
4,40,40004040,1004,26,0,Pardon me...but would you like to do a live show?,,1
4,41,40004041,1004,27,0,I'm ready for my next performance! May we play one more song? Just one more...,,1
4,42,40004042,1004,28,0,I will be ready for another live show once I've had a chance to recover my stamina.,,1
4,43,40004043,1004,29,0,Practice is the key to success. Don't you agree?,,1
4,44,40004044,1004,30,0,It appears that we are able to do some special practice.,,1
