_id,_lengthType,_screenType,_movieName,_movieDetail,_masterCharacterIdList,_masterCharacterId,_folderPath,_fileName,_thumbnailSpriteName,_getCategory,_masterMusicIdList,_masterReleaseLabelId
30030007,0,1,私のラブソング編　かすみ1話,,,0,Scenes/StoryNichijo/,nichijo_03_0007,,0,,223090601
30030008,0,1,私のラブソング編　しずく1話,,,0,Scenes/StoryNichijo/,nichijo_03_0008,,0,,223090601
30030009,0,1,私のラブソング編　果林1話,,,0,Scenes/StoryNichijo/,nichijo_03_0009,,0,,223090601
30030010,0,1,私のラブソング編　愛1話,,,0,Scenes/StoryNichijo/,nichijo_03_0010,,0,,223090601
30030011,0,1,私のラブソング編　彼方1話,,,0,Scenes/StoryNichijo/,nichijo_03_0011,,0,,223090601
30030012,0,1,私のラブソング編　せつ菜1話,,,0,Scenes/StoryNichijo/,nichijo_03_0012,,0,,223090601
30030013,0,1,私のラブソング編　エマ1話,,,0,Scenes/StoryNichijo/,nichijo_03_0013,,0,,223090601
30030014,0,1,私のラブソング編　璃奈1話,,,0,Scenes/StoryNichijo/,nichijo_03_0014,,0,,223090601
30030015,0,1,私のラブソング編　栞子1話,,,0,Scenes/StoryNichijo/,nichijo_03_0015,,0,,223090601
30030016,0,1,私のラブソング編　ミア1話,,,0,Scenes/StoryNichijo/,nichijo_03_0016,,0,,223090601
30030017,0,1,私のラブソング編　ランジュ1話,,,0,Scenes/StoryNichijo/,nichijo_03_0017,,0,,223090601
30040001,0,1,Liella!の日常1話,,,0,Scenes/StoryNichijo/,nichijo_04_0001,,0,,1
30040002,0,1,Liella!の日常2話,,,0,Scenes/StoryNichijo/,nichijo_04_0002,,0,,1
30040003,0,1,Liella!の日常3話,,,0,Scenes/StoryNichijo/,nichijo_04_0003,,0,,1
30040004,0,1,Liella!の日常4話,,,0,Scenes/StoryNichijo/,nichijo_04_0004,,0,,1
30040005,0,1,Liella!の日常5話,,,0,Scenes/StoryNichijo/,nichijo_04_0005,,0,,1
90010001,0,1,ガチャ導入_muse_通常,,,0,Scenes/GachaScene/,gacha_c01_01muse_A,,0,,1
90010002,0,1,ガチャ導入_muse_確定,,,0,Scenes/GachaScene/,gacha_c01_01muse_B,,0,,1
90020001,0,1,ガチャ導入_aqours_通常,,,0,Scenes/GachaScene/,gacha_c01_02aqours_A,,0,,1
90020002,0,1,ガチャ導入_aqours_確定,,,0,Scenes/GachaScene/,gacha_c01_02aqours_B,,0,,1
90030001,0,1,ガチャ導入_niji_通常,,,0,Scenes/GachaScene/,gacha_c01_03niji_A,,0,,1
90030002,0,1,ガチャ導入_niji_確定,,,0,Scenes/GachaScene/,gacha_c01_03niji_B,,0,,1
90040001,0,1,ガチャ導入_liella_通常,,,0,Scenes/GachaScene/,gacha_c01_04liella_A,,0,,1
90040002,0,1,ガチャ導入_liella_確定,,,0,Scenes/GachaScene/,gacha_c01_04liella_B,,0,,1
90000101,0,1,ガチャ導入_test,,,0,Scenes/GachaScene/,gacha_c01_01muse_A,,0,,1
90000201,0,1,ガチャ演出アイリスインR,,,0,Scenes/GachaScene/,gacha_rect1_bg_01r,,0,,1
90000202,0,1,ガチャ演出アイリスインSR,,,0,Scenes/GachaScene/,gacha_rect1_bg_02sr,,0,,1
90000203,0,1,ガチャ演出アイリスインUR,,,0,Scenes/GachaScene/,gacha_rect1_bg_03ur,,0,,1
90000301,0,1,ガチャ演出セリフBG,,,0,Scenes/GachaScene/,gacha_rect2_bg_03ur,,0,,1
90000302,0,1,ガチャ演出セリフ覚醒時BG,,,0,Scenes/GachaScene/,gacha_rect2_bg_03urB,,0,,1
