_id,_masterChatId,_roomId,_hashTag,_firstLineValue,_iconPath,_appearCharaIdList,_masterReleaseLabelId
1002011,1002,11,Eli (Summer Vacation 2023),Eli: Why does everyone love scary stories in the summertime...,profile_01002_0000,1002,323080703
1002012,1002,12,Eli (September 2023),Eli: So I went to that place selling seasonal cakes with Nozomi and Nico.,profile_01002_0000,1002,323092503
1002013,1002,13,Eli (Halloween 2023),Eli is online,profile_01002_0000,1002,323103133
1002014,1002,14,Eli (November 2023),Eli: It's feeling like autumn!,profile_01002_0000,1002,323112003
1002015,1002,15,Eli (Christmas 2023),Eli is online,profile_01002_0000,1002,323122414
1002018,1002,18,Eli (White Day 2024),Eli: Thanks for the White Day gift today.,profile_01002_0000,1002,324031436
1003001,1003,1,Kotori (DM),Kotori: Hey! It's Kotori.,profile_01003_0000,1003,1
1003002,1003,2,Kotori (Birthday 2023),Kotori is online,profile_01003_0000,1003,123091202
1003003,1003,3,Kotori (Birthday 2023),Kotori sent a sticker,profile_01003_0000,1003,1
1003004,1003,16,Kotori (New Year's 2024),Kotori: Happy New Year,profile_01003_0000,1003,324010142
1003005,1003,17,Kotori Valentine 2024,Kotori: Happy Valentine's Day!,profile_01003_0000,1003,324021436
1003007,1003,7,Kotori (April 2023),Kotori is online,profile_01003_0000,1003,1
1003008,1003,8,Kotori (May 2023),Kotori sent a sticker,profile_01003_0000,1003,1
1003009,1003,9,Kotori (June 2023),Kotori: So I got a letter from somebody who came to the last live show.,profile_01003_0000,1003,323060403
1003010,1003,10,Kotori (July 2023),"Kotori: Hey, got a minute? There's something I want to ask you about.",profile_01003_0000,1003,323071203
1003011,1003,11,Kotori (Summer Vacation 2023),Kotori sent a sticker,profile_01003_0000,1003,323080704
1003012,1003,12,Kotori (September 2023),Kotori is online,profile_01003_0000,1003,323092804
1003013,1003,13,Kotori (Halloween 2023),Kotori: Hi!,profile_01003_0000,1003,323103134
1003014,1003,14,Kotori (November 2023),Kotori sent a sticker,profile_01003_0000,1003,323112603
1003015,1003,15,Kotori (Christmas 2023),Kotori: Merry Christmas!,profile_01003_0000,1003,323122526
1003018,1003,18,Kotori (White Day 2024),Kotori: Thanks for the White Day gift today!,profile_01003_0000,1003,324031437
1004001,1004,1,Umi (DM),Umi is online,profile_01004_0000,1004,1
1004003,1004,3,Umi (Birthday 2023),Umi: I apologize for sending this so late.,profile_01004_0000,1004,1
1004004,1004,16,Umi (New Year's 2024),Umi: Happy New Year to you,profile_01004_0000,1004,324010143
1004005,1004,17,Umi Valentine 2024,Umi: Thank you for the Valentine's Day chocolates today!,profile_01004_0000,1004,324021437
1004007,1004,7,Umi (April 2023),Umi: Things are finally feeling like spring.,profile_01004_0000,1004,1
1004008,1004,8,Umi (May 2023),Umi sent an image,profile_01004_0000,1004,1
1004009,1004,9,Umi (June 2023),Umi is online,profile_01004_0000,1004,323061602
1004010,1004,10,Umi (July 2023),Umi: Hello.,profile_01004_0000,1004,323072406
1004011,1004,11,Umi (Summer Vacation 2023),"Umi: Oh dear, I have distressing news!",profile_01004_0000,1004,323082403
1004012,1004,12,Umi (September 2023),Umi: Hello.,profile_01004_0000,1004,323090303
1004013,1004,13,Umi (Halloween 2023),Umi is online,profile_01004_0000,1004,323103135
1004014,1004,14,Umi (November 2023),Umi: Are you ready for our next BBQ?,profile_01004_0000,1004,323111604
1004015,1004,15,Umi (Christmas 2023),Umi is online,profile_01004_0000,1004,323122415
1004018,1004,18,Umi (White Day 2024),Umi: Thank you for the White Day gift today.,profile_01004_0000,1004,324031438
1004019,1004,19,海未 お誕生日2024,Umi is online,profile_01004_0000,1004,124031502
1005001,1005,1,Rin (DM),Rin is online,profile_01005_0000,1005,1
1005002,1005,2,Rin (Birthday 2023),Rin is online,profile_01005_0000,1005,123110103
1005003,1005,3,Rin (Birthday 2023),Rin sent a sticker,profile_01005_0000,1005,1
1005004,1005,16,Rin (New Year's 2024),Rin: Happy New Year!,profile_01005_0000,1005,324010144
1005005,1005,17,Rin Valentine 2024,Rin: The chocolate you gave me is so delicious!,profile_01005_0000,1005,324021438
1005007,1005,7,Rin (April 2023),Rin: The days are all nice and warm now!,profile_01005_0000,1005,1
1005008,1005,8,Rin (May 2023),Rin: G'morning!,profile_01005_0000,1005,1
1005009,1005,9,Rin (June 2023),Rin is online,profile_01005_0000,1005,323060203
1005010,1005,10,Rin (July 2023),"Rin: Oh, noooo!",profile_01005_0000,1005,323072303
1005011,1005,11,Rin (Summer Vacation 2023),Rin is online,profile_01005_0000,1005,323080803
1005012,1005,12,Rin (September 2023),Rin: I read the paper!,profile_01005_0000,1005,323092805
1005013,1005,13,Rin (Halloween 2023),Rin: Happy Halloween!,profile_01005_0000,1005,323103136
1005014,1005,14,Rin (November 2023),Rin: I'm excited for our next BBQ!,profile_01005_0000,1005,323112203
1005015,1005,15,Rin (Christmas 2023),Rin: Merry Christmas!,profile_01005_0000,1005,323122416
1005018,1005,18,Rin (White Day 2024),"Rin: Valentine's was awesome, but White Day is awesome too!",profile_01005_0000,1005,324031439
1006001,1006,1,Maki (DM),Maki is online,profile_01006_0000,1006,1
1006003,1006,3,Maki (Birthday 2023),Maki: Happy birthday.,profile_01006_0000,1006,1
1006004,1006,16,Maki (New Year's 2024),Maki: Happy New Year,profile_01006_0000,1006,324010145
1006005,1006,17,Maki Valentine 2024,Maki: Thanks for the Valentine's Day chocolates today!,profile_01006_0000,1006,324021439
1006007,1006,7,Maki (April 2023),Maki: I saw the prettiest row of cherry trees while I was out on a walk earlier.,profile_01006_0000,1006,1
1006008,1006,8,Maki (May 2023),Maki: Did you see the pics I sent earlier?,profile_01006_0000,1006,1
1006009,1006,9,Maki (June 2023),Maki: So did you listen to the song I sent you earlier?,profile_01006_0000,1006,323061803
1006010,1006,10,Maki (July 2023),"Maki: Summer vacation is just around the corner, huh.",profile_01006_0000,1006,323071204
1006011,1006,11,Maki (Summer Vacation 2023),"Maki: Summer vacation is almost over, huh.",profile_01006_0000,1006,323081604
1006012,1006,12,Maki (September 2023),"Maki: Hey, got a minute? I want to ask you something about the rehearsal I had you watch today.",profile_01006_0000,1006,323091903
1006013,1006,13,Maki (Halloween 2023),Maki: Today is Halloween.,profile_01006_0000,1006,323103137
1006014,1006,14,Maki (November 2023),Maki: It's getting colder these days.,profile_01006_0000,1006,323112103
1006015,1006,15,Maki (Christmas 2023),Maki is online,profile_01006_0000,1006,323122417
1006018,1006,18,Maki (White Day 2024),Maki: Morning.,profile_01006_0000,1006,324031440
1007001,1007,1,Nozomi (DM),Nozomi: Evening.,profile_01007_0000,1007,1
1007002,1007,2,Nozomi (Birthday 2023),Nozomi is online,profile_01007_0000,1007,123060902
1007003,1007,3,Nozomi (Birthday 2023),Nozomi: You awake?,profile_01007_0000,1007,1
1007004,1007,16,Nozomi (New Year's 2024),Nozomi: Happy New Year!,profile_01007_0000,1007,324010146
1007005,1007,17,Nozomi Valentine 2024,Rarity: I have a problem!,profile_01007_0000,1007,324021440
1007007,1007,7,Nozomi (April 2023),Nozomi sent an image,profile_01007_0000,1007,1
1007008,1007,8,Nozomi (May 2023),Nozomi: 'Morninnng.,profile_01007_0000,1007,1
1007009,1007,9,Nozomi (June 2023),Nozomi is online,profile_01007_0000,1007,323061403
1007010,1007,10,Nozomi (July 2023),Nozomi: Hellooo.,profile_01007_0000,1007,323072603
1007011,1007,11,Nozomi (Summer Vacation 2023),Nozomi: Good morning!,profile_01007_0000,1007,323081703
1007012,1007,12,Nozomi (September 2023),Nozomi: What'cha been up to?,profile_01007_0000,1007,323092105
1007013,1007,13,Nozomi (Halloween 2023),Nozomi: Happy Halloween!,profile_01007_0000,1007,323103138
1007014,1007,14,Nozomi (November 2023),Nozomi is online,profile_01007_0000,1007,323111803
1007015,1007,15,Nozomi (Christmas 2023),Nozomi: Merry Christmas!<br>How are you spending your Christmas Eve?,profile_01007_0000,1007,323122418
1007018,1007,18,Nozomi (White Day 2024),Nozomi: Hey!,profile_01007_0000,1007,324031441
1008001,1008,1,Hanayo (DM),Hanayo is online,profile_01008_0000,1008,1
1008002,1008,2,Hanayo Birthday  2024,Hanayo is online,profile_01008_0000,1008,124011702
1008003,1008,3,Hanayo (Birthday 2023),Hanayo sent a sticker,profile_01008_0000,1008,1
1008004,1008,16,Hanayo (New Year's 2024),Hanayo: Happy New Year!,profile_01008_0000,1008,324010147
1008005,1008,17,Hanayo Valentine 2024,Hanayo: Thanks for the Valentine's Day chocolates today!,profile_01008_0000,1008,324021441
1008007,1008,7,Hanayo (April 2023),Hanayo: I've got big news to share!,profile_01008_0000,1008,1
1008008,1008,8,Hanayo (May 2023),Hanayo: That was amazing...,profile_01008_0000,1008,1
1008009,1008,9,Hanayo (June 2023),Hanayo is online,profile_01008_0000,1008,323060703
1008010,1008,10,Hanayo (July 2023),Hanayo: It's so darn hot...,profile_01008_0000,1008,323072902
1008011,1008,11,Hanayo (Summer Vacation 2023),Hanayo: Hello.,profile_01008_0000,1008,323080804
1008012,1008,12,Hanayo (September 2023),"Hanayo: Hey, listen to this!",profile_01008_0000,1008,323092903
1008013,1008,13,Hanayo (Halloween 2023),Hanayo: Happy Halloween!,profile_01008_0000,1008,323103139
1008014,1008,14,Hanayo (November 2023),Hanayo: It's autumn harvest time!,profile_01008_0000,1008,323110803
1008015,1008,15,Hanayo (Christmas 2023),Hanayo: Merry Christmas!,profile_01008_0000,1008,323122419
1008018,1008,18,Hanayo (White Day 2024),Hanayo: Good morning!,profile_01008_0000,1008,324031442
1009001,1009,1,Nico (DM),Nico: Nico-Nico-Ni! Thanks for coming to interview us today!,profile_01009_0000,1009,1
1009002,1009,2,Nico (Birthday 2023),Nico is online,profile_01009_0000,1009,123072202
1009003,1009,3,Nico (Birthday 2023),"Nico: Hey, are you busy today?",profile_01009_0000,1009,1
1009004,1009,16,Nico (New Year's 2024),Nico: Happy New Year!,profile_01009_0000,1009,324010148
1009005,1009,17,Niko Valentine 2024,Nico is online,profile_01009_0000,1009,324021442
1009007,1009,7,Nico (April 2023),Nico: Everything going good?,profile_01009_0000,1009,1
1009008,1009,8,Nico (May 2023),Nico: Big trouble!!!,profile_01009_0000,1009,1
1009009,1009,9,Nico (June 2023),Nico is online,profile_01009_0000,1009,323061003
1009010,1009,10,Nico (July 2023),"Nico: It's scorching hot, but are you staying cool?",profile_01009_0000,1009,323072604
1009011,1009,11,Nico (Summer Vacation 2023),Nico: What are you up to?,profile_01009_0000,1009,323082904
1009012,1009,12,Nico (September 2023),Nico is online,profile_01009_0000,1009,323090603
1009013,1009,13,Nico (Halloween 2023),Nico: Thanks for today!,profile_01009_0000,1009,323103140
1009014,1009,14,Nico (November 2023),Nico: Getting ready for the next BBQ?,profile_01009_0000,1009,323110603
1009015,1009,15,Nico (Christmas 2023),Nico: Merry Christmas!,profile_01009_0000,1009,323122420
1009018,1009,18,Nico (White Day 2024),Nico: The White Day gift was super good.,profile_01009_0000,1009,324031443
1101001,1101,1,µ's,Honoka: Did everyone get added to the group?,profile_01001_0000,"1001,1007,1002,1003,1004,1005,1006,1008,1009",1
1101002,1101,2,µ's (Spring 2023),Honoka: I'm sooo sleepy!<br>I can't keep my eyes open!,profile_01001_0000,"1001,1004,1007,1009,1003,1002,1006,1008,1005",1
1101003,1101,3,Nozomi (Birthday Party 2023): Part 1,,,"1001,1003,1004,1005,1006,1008,1009",123060902
1101004,1101,4,Nozomi (Birthday Party 2023): Part 2,,,"1001,1002,1003,1004,1005,1006,1007,1008,1009",123060902
1101005,1101,5,µ's (Event Prep 2023),"Hanayo: Ooh, our event is just around the corner. I can't wait!",profile_01001_0000,"1008,1005,1003,1002,1007,1001,1004,1006,1009",323062206
1101006,1101,6,Nico (Birthday Party 2023): Part 1,,,"1002,1001,1003,1004,1005,1007,1006,1008",123072202
1101007,1101,7,Nico (Birthday Party 2023): Part 2,,,"1001,1007,1005,1006,1004,1003,1002,1008,1009",123072202
1101008,1101,8,µ's (Summer 2023),Nico: It's soooooooooooo hot... Was summer always this hot?,profile_01001_0000,"1009,1007,1006,1001,1004,1002,1003,1008,1005",323072606
1101009,1101,9,Honoka (Birthday Party 2023): Part 1,,,"1009,1002,1007,1008,1005,1006,1004,1003",123080302
1101010,1101,10,Honoka (Birthday Party 2023): Part 2,,,"1007,1002,1009,1001,1008,1005,1006,1003,1004",123080302
1101011,1101,11,μ's (August 25th),Honoka: Good! Morninnng! You all up?,profile_01001_0000,"1001,1003,1005,1007,1002,1008,1006,1004,1009",323082502
1101012,1101,12,Kotori (Birthday Party 2023): Part 1,"Hanayo: It's almost Kotori's birthday, huh.",profile_01001_0000,"1008,1007,1004,1001,1009,1006,1002,1005",123091202
1101013,1101,13,Kotori (Birthday Party 2023): Part 2,Kotori: You guys!,profile_01001_0000,"1003,1001,1002,1008,1009,1005,1004,1007,1006",123091202
1101014,1101,14,µ's (Fall 2023),Umi: The hot summer melted away just in time for fall.,profile_01001_0000,"1004,1006,1003,1001,1007,1002,1005,1008,1009",323100703
1101015,1101,15,μ's Half Anniversary,,,"1001,1009,1003,1007,1002,1005,1008,1004,1006",323101503
1101016,1101,16,Eli (Birthday Party 2023): Part 1,,,"1006,1002,1009",123102102
1101017,1101,17,Eli (Birthday Party 2023): Part 2,,,"1004,1005,1001,1002,1008,1009,1006,1007,1003",123102102
1101018,1101,18,Rin (Birthday Party 2023): Part 1,,,"1006,1008,1003,1009,1001,1004,1007,1002",123110103
1101019,1101,19,Rin (Birthday Party 2023): Part 2,,,"1005,1008,1003,1001,1007,1004,1009,1006,1002",123110103
1101020,1101,20,Hanayo Birthday Celebration 2024①,,,"1005,1006",124011702
1101021,1101,21,Hanayo Birthday Celebration 2024②,,,"1008,1005,1006",124011702
1101022,1101,22,μ's winter 2024,Rin: I'm home~!,profile_01001_0000,"1005,1008,1009,1002,1007,1001,1006,1003,1004",324020906
1101023,1101,23,µ's (Event 1 2024),,,"1001,1003,1005,1008,1006,1009,1002,1004,1007",324022202
1101024,1101,24,Umi(Birthday Party 2024)①,,,"1001,1003",124031502
1101025,1101,25,Umi(Birthday Party 2024)②,,,"1003,1004,1001",124031502
1101026,1101,26,Maki(Birthday Party 2024)①,,,"1005,1006,1008",324031601
1101027,1101,27,Maki(Birthday Party 2024)②,,,"1005,1003,1001,1002,1007,1004,1009,1006,1008",324031601
1101028,1101,28,µ's (Event 2 2024),,,"1004,1001,1003,1005,1007,1002,1006,1009,1008",324032902
2001001,2001,1,Chika (DM),Chika: Good evening!,profile_02001_0000,2001,1
2001002,2001,2,Chika (Birthday 2023),Chika is online,profile_02001_0000,2001,123080104
2001003,2001,3,Chika (Birthday 2023),Chika sent a sticker,profile_02001_0000,2001,1
2001004,2001,16,Chika (New Year's 2024),Chika: Happy New Year!,profile_02001_0000,2001,324010149
2001005,2001,17,Chika Valentine 2024,Chika: Happy Valentine's Day!,profile_02001_0000,2001,324021443
2001007,2001,7,Chika (April 2023),Chika: Goood morning!,profile_02001_0000,2001,1
2001008,2001,8,Chika (May 2023),"Chika: Agh, you'll never believe this!",profile_02001_0000,2001,1
2001009,2001,9,Chika (June 2023),Chika is online,profile_02001_0000,2001,323060603
2001010,2001,10,Chika (July 2023),Chika: What's up?,profile_02001_0000,2001,323072108
2001011,2001,11,Chika (Summer Vacation 2023),Chika: Are you finished with the summer homework yet?!,profile_02001_0000,2001,323081605
2001012,2001,12,Chika (September 2023),Chika sent a sticker,profile_02001_0000,2001,323090112
2001013,2001,13,Chika (Halloween 2023),Chika: Happy Halloween!,profile_02001_0000,2001,323103141
2001014,2001,14,Chika (November 2023),Chika: What's up?,profile_02001_0000,2001,323112104
2001015,2001,15,Chika (Christmas 2023),Chika is online,profile_02001_0000,2001,323122421
2001018,2001,18,Chika (White Day 2024),Chika: Thanks for the White Day gift today!,profile_02001_0000,2001,324031444
2002001,2002,1,Riko (DM),Riko: Good evening.,profile_02002_0000,2002,1
2002002,2002,2,Riko (Birthday 2023),Riko is online,profile_02002_0000,2002,123091902
2002003,2002,3,Riko (Birthday 2023),Riko: Are you awake?,profile_02002_0000,2002,1
2002004,2002,16,Riko (New Year's 2024),Riko: Happy New Year ♪,profile_02002_0000,2002,324010150
2002005,2002,17,Riko Valentine 2024,Riko: Thanks for the chocolate today!,profile_02002_0000,2002,324021444
2002007,2002,7,Riko (April 2023),Riko is online,profile_02002_0000,2002,1
2002008,2002,8,Riko (May 2023),Riko: Good evening.,profile_02002_0000,2002,1
2002009,2002,9,Riko (June 2023),Riko is online,profile_02002_0000,2002,323060504
2002010,2002,10,Riko (July 2023),Riko: Hello there!,profile_02002_0000,2002,323071302
2002011,2002,11,Riko (Summer Vacation 2023),Riko is online,profile_02002_0000,2002,323080103
2002012,2002,12,Riko (September 2023),Riko is online,profile_02002_0000,2002,323092904
2002013,2002,13,Riko (Halloween 2023),Riko: Do you know what October 31st is?,profile_02002_0000,2002,323103142
2002014,2002,14,Riko (November 2023),Riko: It's getting colder lately. Are you staying warm?,profile_02002_0000,2002,323111804
2002015,2002,15,Riko (Christmas 2023) ♪,Riko: Merry Christmas ♪,profile_02002_0000,2002,323122422
2002018,2002,18,Riko (White Day 2024),Riko: Thanks for the White Day gift today.,profile_02002_0000,2002,324031445
2003001,2003,1,Kanan (DM),Kanan: Evening!,profile_02003_0000,2003,1
2003002,2003,17,Kanan (Birthday 2024),Kanan is online,profile_02003_0000,2003,124021002
2003003,2003,3,Kanan (Birthday 2023),Kanan: Happy birthday!,profile_02003_0000,2003,1
2003004,2003,16,Kanan (New Year's 2024),Kanan: Happy New Year!,profile_02003_0000,2003,324010151
2003005,2003,18,Kanan Valentine 2024,Kanan: Happy Valentine's Day!,profile_02003_0000,2003,324021445
2003007,2003,7,Kanan (April 2023),Kanan: Morning!,profile_02003_0000,2003,1
2003008,2003,8,Kanan (May 2023),Kanan: Hey heyyy.,profile_02003_0000,2003,1
2003009,2003,9,Kanan (June 2023),Kanan is online,profile_02003_0000,2003,323061305
2003010,2003,10,Kanan (July 2023),Kanan: This summer heat never goes away...,profile_02003_0000,2003,323072407
2003011,2003,11,Kanan (Summer Vacation 2023),Kanan: Hey heyyy.,profile_02003_0000,2003,323081403
2003012,2003,12,Kanan (September 2023),"Kanan: Aw man, summer vacation is over already.",profile_02003_0000,2003,323091904
2003013,2003,13,Kanan (Halloween 2023),Kanan: Trick or treat!,profile_02003_0000,2003,323103143
2003014,2003,14,Kanan (November 2023),Kanan is online,profile_02003_0000,2003,323112803
2003015,2003,15,Kanan (Christmas 2023),Kanan: Merry Christmas!,profile_02003_0000,2003,323122527
2003019,2003,19,Kanan (White Day 2024),Kanan: Thanks for the gift today.,profile_02003_0000,2003,324031446
2004001,2004,1,Dia (DM),Dia: Thank you for covering the Aqours performance today.,profile_02004_0000,2004,1
2004002,2004,2,Dia (Birthday 2024),Dia is online,profile_02004_0000,2004,124010103
2004003,2004,3,Dia (Birthday 2023),Dia: Apologies for the late message.,profile_02004_0000,2004,1
2004004,2004,16,Dia (New Year's 2024),Dia is online,profile_02004_0000,2004,324010152
2004005,2004,17,Daiya Valentine 2024,Dia is online,profile_02004_0000,2004,324021446
2004007,2004,7,Dia (April 2023),Dia is online,profile_02004_0000,2004,1
2004008,2004,8,Dia (May 2023),Dia: Hello.,profile_02004_0000,2004,1
2004009,2004,9,Dia (June 2023),Dia is online,profile_02004_0000,2004,323062203
2004010,2004,10,Dia (July 2023),Dia is online,profile_02004_0000,2004,323072109
2004011,2004,11,Dia (Summer Vacation 2023),Dia is online,profile_02004_0000,2004,323082105
2004012,2004,12,Dia (September 2023),Dia: Do you have a minute?,profile_02004_0000,2004,323091403
2004013,2004,13,Dia (Halloween 2023),Dia: Thank you very much for everything today.,profile_02004_0000,2004,323103144
2004014,2004,14,Dia (November 2023),Dia is online,profile_02004_0000,2004,323111003
2004015,2004,15,Dia (Christmas 2023),Dia is online,profile_02004_0000,2004,323122528
2004018,2004,18,Dia (White Day 2024),Dia: Thank you very much for returning the favor from Valentine's...,profile_02004_0000,2004,324031447
2005001,2005,1,You (DM),You sent a sticker,profile_02005_0000,2005,1
2005003,2005,3,You (Birthday 2023),You sent a sticker,profile_02005_0000,2005,1
2005004,2005,16,You (New Year's 2024),You: Happy New Year!,profile_02005_0000,2005,324010153
2005005,2005,17,Yo Valentine 2024,Yo: thanks for the Valentine's Day chocolates today!,profile_02005_0000,2005,324021447
2005007,2005,7,You (April 2023),You is online,profile_02005_0000,2005,1
2005008,2005,8,You (May 2023),You sent a sticker,profile_02005_0000,2005,1
2005009,2005,9,You (June 2023),You is online,profile_02005_0000,2005,323061804
2005010,2005,10,You (July 2023),You is online,profile_02005_0000,2005,323072110
2005011,2005,11,You (Summer Vacation 2023),You: So hot...day after day...,profile_02005_0000,2005,323082905
2005012,2005,12,You (September 2023),You sent a sticker,profile_02005_0000,2005,323091203
2005013,2005,13,You (Halloween 2023),You: Happy Halloween!,profile_02005_0000,2005,323103145
2005014,2005,14,You (November 2023),You: Have a sec to chat?,profile_02005_0000,2005,323112703
2005015,2005,15,You (Christmas 2023),You is online,profile_02005_0000,2005,323122423
2005018,2005,18,You (White Day 2024),You: Thanks for the White Day gift!,profile_02005_0000,2005,324031448
2006001,2006,1,Yoshiko (DM),Yoshiko: Thanks for coming to check us out today.,profile_02006_0000,2006,1
2006002,2006,2,Yoshiko (Birthday 2023),,,2006,123071302
2006003,2006,3,Yoshiko (Birthday 2023),Yoshiko: (TEMP) User's birthday Yoshiko,profile_02006_0000,2006,1
2006004,2006,16,Yoshiko (New Year's 2024),Yoshiko: Genesis comes to us again this year.,profile_02006_0000,2006,324010154
2006005,2006,17,Yoshiko Valentine 2024,Yoshiko is online,profile_02006_0000,2006,324021448
2006007,2006,7,Yoshiko (April 2023),Yoshiko is online,profile_02006_0000,2006,1
2006008,2006,8,Yoshiko (May 2023),Yoshiko sent a sticker,profile_02006_0000,2006,1
2006009,2006,9,Yoshiko (June 2023),Yoshiko is online,profile_02006_0000,2006,323062003
2006010,2006,10,Yoshiko (July 2023),"Yoshiko: Hey, can I ask you a question?",profile_02006_0000,2006,323070703
2006011,2006,11,Yoshiko (Summer Vacation 2023),Yoshiko sent a sticker,profile_02006_0000,2006,323081903
2006012,2006,12,Yoshiko (September 2023),Yoshiko is online,profile_02006_0000,2006,323092504
2006013,2006,13,Yoshiko (Halloween 2023),Yoshiko is online,profile_02006_0000,2006,323103146
2006014,2006,14,Yoshiko (November 2023),Yoshiko is online,profile_02006_0000,2006,323112404
2006015,2006,15,Yoshiko (Christmas 2023),Yoshiko sent a sticker,profile_02006_0000,2006,323122529
2006018,2006,18,Yoshiko (White Day 2024),Yoshiko sent a sticker,profile_02006_0000,2006,324031449
2007001,2007,1,Hanamaru (DM),Hamanaru: Good evening.,profile_02007_0000,2007,1
2007003,2007,3,Hanamaru (Birthday 2023),Hanamaru: (TEMP) User's birthday Hanamaru,profile_02007_0000,2007,1
2007004,2007,16,Hanamaru (New Year's 2024),Hanamaru: Happy New Year!,profile_02007_0000,2007,324010155
2007005,2007,17,Hanamaru Valentine 2024,Hanamaru: Happy Valentine's Day!,profile_02007_0000,2007,324021449
2007007,2007,7,Hanamaru (April 2023),Hanamaru is online,profile_02007_0000,2007,1
2007008,2007,8,Hanamaru (May 2023),Hanamaru: Did you go somewhere for Golden Week?,profile_02007_0000,2007,1
2007009,2007,9,Hanamaru (June 2023),Hanamaru: I read the paper!,profile_02007_0000,2007,323060204
2007010,2007,10,Hanamaru (July 2023),Hanamaru: Thanks for bringing me the ice cream!,profile_02007_0000,2007,323071003
2007011,2007,11,Hanamaru (Summer Vacation 2023),"Hanamaru: It's almost time for the festival, huh.",profile_02007_0000,2007,323081704
2007012,2007,12,Hanamaru (September 2023),Hanamaru: Are you free tomorrow?,profile_02007_0000,2007,323092806
2007013,2007,13,Hanamaru (Halloween 2023),Hanamaru: Trick or treat!,profile_02007_0000,2007,323103147
2007014,2007,14,Hanamaru (November 2023),Hanamaru: The Kunikida sweet potato shop is open for business!,profile_02007_0000,2007,323111203
2007015,2007,15,Hanamaru (Christmas 2023),Hanamaru: Merry Christmas!,profile_02007_0000,2007,323122530
2007018,2007,18,Hanamaru (Birthday 2024),Hanamaru is online,profile_02007_0000,2007,124030402
2007019,2007,19,Hanamaru (White Day 2024),Hanamaru: Thanks for the White Day gift today.,profile_02007_0000,2007,324031450
2008001,2008,1,Mari (DM),Mari: Ciao!,profile_02008_0000,2008,1
2008002,2008,2,Mari (Birthday 2023),Mari: (TEMP) Mari's Birthday,profile_02008_0000,2008,123061302
2008003,2008,3,Mari (Birthday 2023),Mari: (TEMP) User's birthday Mari,profile_02008_0000,2008,1
2008004,2008,16,Mari (New Year's 2024),Mari: Happy NEW YEAR!,profile_02008_0000,2008,324010156
2008005,2008,17,Mari Valentine 2024,Mari: Ciao ♡♡♡!,profile_02008_0000,2008,324021450
2008007,2008,7,Mari (April 2023),Mari is online,profile_02008_0000,2008,1
2008008,2008,8,Mari (May 2023),Mari sent an image,profile_02008_0000,2008,1
2008009,2008,9,Mari (June 2023),Mari: Ciao!,profile_02008_0000,2008,323062004
2008010,2008,10,Mari (July 2023),Mari: Ciao♡,profile_02008_0000,2008,323070704
2008011,2008,11,Mari (Summer Vacation 2023),"Mari: Camp was so much fun, huh!",profile_02008_0000,2008,323081003
