_id,_name,_detailText,_trigger,_triggerValue,_probability,_effectiveMilliSecs,_subTarget,_targetGroupId,_targetSchoolGrade,_effectType,_effectiveValues,_masterReleaseLabelId
10010014,Rice Fruit?!,"Every {0} seconds, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",4,"8000,7800,7800,7600,7600,7400,7400,7200,7200","48000,48200,48400,48600,48800,49000,49200,49400,49600","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",1
10020001,Quarter,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"20,19,18","25000,25000,25000",,0,0,0,6,"1,1,1",1
10020002,Clearheaded,"For every {0} rhythm icons, there is a {1}% chance<br>of μ's rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,100,0,4,"111,113,115",1
10020003,Universally Popular,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10020004,Exceptional Athlete,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
10020005,Sense of Duty,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
10020006,Student Council Prez,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"24,23,23","31000,31000,31000","4000,4000,4000",0,0,0,5,"1,1,1",1
10020007,Before Falling Asleep,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
10020008,I'm Going Out!,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
10020009,Let's Be Supportive!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10020010,Harasho!,"Every time you get a {0} combo, there is a {1}% chance<br>of restoring {3} stamina.",2,"27,26,25,24,23","44000,44000,44000,44000,44000",,0,0,0,6,"2,2,2,2,3",1
10020011,Eli's Confessional,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"25,24,24,24,23","33000,33000,33000,33000,33000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
10020012,Glittering Foxfire,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"25,24,24,24,23","33000,33000,33000,33000,33000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
10020013,Evening Student Council Room,"Every {0} seconds, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",4,"7000,6800,6800,6600,6600,6400,6400,6200,6200","37000,37200,37400,37600,37800,38000,38200,38400,38600","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"122,124,126,128,130,132,134,136,138",1
10020014,Alisa's Prank?,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"119,121,123,125,127,129,131,133,135",1
10030001,Soft and Gentle,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"22,21,20","27000,27000,27000",,0,0,0,6,"1,1,1",1
10030002,Actually a Maid,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
10030003,Come Play with Kotori!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
10030004,I'm Ready to Roll!,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
10030005,Here Goes!,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"24,23,23","31000,31000,31000","4000,4000,4000",0,0,0,5,"1,1,1",1
10030006,Heart Sign,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
10030007,Sleepy Time,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
10030008,Dressing Up to Go Out,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"24,23,22","29000,29000,29000",,0,0,0,6,"1,1,1",1
10030009,Flying Down the Court,"For every {0} rhythm icons, there is a {1}% chance<br>of the score gained from PERFECTs being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
10030010,Goddess of Healing,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"25,24,24,24,23","39000,39000,39000,39000,39000","2500,2500,2500,3000,3000",0,0,0,4,"113,115,117,119,121",1
10030011,Wonderful Treats,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"20,19,18,17,16","25000,25000,25000,25000,25000",,0,0,0,6,"2,2,2,2,3",1
10030012,Feeling Like a Sheep,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
10030013,Welcome!,Has a {1}% chance of restoring<br>{3} stamina every {0}s.,4,"9000,8900,8800,8700,8600,8500,8400,8300,8200","54000,54200,54400,54600,54800,55000,55200,55400,55600",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
10030014,Don't Get It Wrong!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"25,24,24,24,23,23,23,22,22","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"113,115,117,119,121,123,125,127,129",1
10040001,The Ideal Lady,"For every {0} rhythm icons, there is a {1}% chance<br>of μ's rhythm icon score being raised by {3} for {2}s.",1,"21,20,20","29000,29000,29000","2000,2000,2000",0,100,0,4,"108,110,112",1
10040002,Dancing Master,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10040003,Dignified,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
10040004,Harsh Practice,"For every {0} rhythm icons, there is a {1}% chance<br>of μ's rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,100,0,4,"111,113,115",1
10040005,Loosening Up,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"21,20,20","28000,28000,28000","4000,4000,4000",0,0,0,5,"1,1,1",1
10040006,The Ideal Smile,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"23,22,21","28000,28000,28000",,0,0,0,6,"1,1,1",1
10040007,Goodnight Greeting,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
10040008,Hiker's Call,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
10040009,Crisp in White,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10040010,A Focused Mind,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"21,20,20,20,19","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
10040011,Love's Bind,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
10040012,Lucky White Rabbit,Has a {1}% chance of restoring<br>{3} stamina every {0}s.,4,"9000,8900,8800,8700,8600","54000,54200,54400,54600,54800",,0,0,0,6,"2,2,2,2,3",1
10040013,To Enlightenment,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"29,28,28,28,27,27,27,26,26","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"112,114,116,118,120,122,124,126,128",1
10040014,Unified Feelings,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19,19,18,18,18,17,17","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"113,115,117,119,121,123,125,127,129",1
10050001,Athletic,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10050002,Always Be Cheerful,"For every {0} rhythm icons, there is a {1}% chance<br>of the score gained from PERFECTs being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
10050003,Joyful Jump!,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
10050004,Good to Go,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"25,24,24","39000,39000,39000","2000,2000,2000",0,0,0,4,"124,126,128",1
10050005,Rooftop Practice,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10050006,Counting on Mew!,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"23,22,22","30000,30000,30000","4000,4000,4000",0,0,0,5,"1,1,1",1
10050007,Getting Ready to Rest,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
10050008,Let's Go Hiking!,"For every {0} rhythm icons, there is a {1}% chance<br>of μ's rhythm icon score being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",0,100,0,4,"112,114,116",1
10050009,Race Against Time,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"21,20,19","26000,26000,26000",,0,0,0,6,"1,1,1",1
10050010,μ's Was Here,"Every time you get a {0} combo, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",2,"25,24,24,24,23","43000,43000,43000,43000,43000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
10050011,Check Out Rin!,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"25,24,24,24,23","33000,33000,33000,33000,33000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
10050012,Fickle Kitten,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
10050013,Dazzling Rooftop,"Every time you get a {0} combo, there is a {1}% chance<br>of restoring {3} stamina.",2,"28,27,26,25,24,23,22,21,20","47000,47000,47000,47000,47000,47000,47000,47000,47000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
10050014,My 1st Homemade Chocolate,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"119,121,123,125,127,129,131,133,135",1
10060001,Hospital Heiress,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
10060002,On a High Horse,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
10060003,Hold My Head Up High,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"24,23,22","29000,29000,29000",,0,0,0,6,"1,1,1",1
10060004,Practice Confidently,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
10060005,Start with Stretching,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
10060006,Strong Opinions,"For every {0} rhythm icons, there is a {1}% chance<br>of the score gained from PERFECTs being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",1,0,0,4,"111,113,115",1
10060007,Plans for Tomorrow,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
10060008,Young Lady’s Jaunt,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
10060009,Land the Spiral,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"20,19,19","27000,27000,27000","4000,4000,4000",0,0,0,5,"1,1,1",1
10060010,After-School Diva,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
10060011,Secret Exam Room,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
10060012,You're My Next Target,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"24,23,23,23,22","37000,37000,37000,37000,37000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
10060013,Smartphone Shyness,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"27,26,26,26,25,25,25,24,24","35000,35000,35000,35000,35000,35000,35000,35000,35000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"116,118,120,122,124,126,128,130,132",1
10060014,Fruit Tea,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"21,20,19,18,17,16,15,14,13","26000,26000,26000,26000,26000,26000,26000,26000,26000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
10070001,Surprising Strategist,"Every time you get a {0} combo, there is a {1}% chance<br>of restoring {3} stamina.",2,"17,16,15","29000,29000,29000",,0,0,0,6,"1,1,1",1
10070002,I'll Pull You In!,"For every {0} rhythm icons, there is a {1}% chance<br>of μ's rhythm icon score being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",0,100,0,4,"112,114,116",1
10070003,Nonchalant,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
10070004,Blinding Light,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"22,21,21","29000,29000,29000","4000,4000,4000",0,0,0,5,"1,1,1",1
10070005,Time to Practice!,"For every {0} rhythm icons, there is a {1}% chance<br>of the score gained from PERFECTs being raised by {3} for {2}s.",1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
10070006,The Power of Fortune-Telling,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"23,22,21","28000,28000,28000",,0,0,0,6,"1,1,1",1
10070007,See You Tomorrow,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
10070008,A Good Day to Go Out,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
10070009,I'm Gonna Attack!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
10070010,Spiritual Power,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
10070011,Cards of Destiny,"Every time you get a {0} combo, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",2,"21,20,20,20,19","35000,35000,35000,35000,35000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
10070012,Faking Sleep,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"24,23,23,23,22","37000,37000,37000,37000,37000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
10070013,Rain of Light,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"27,26,26,26,25,25,25,24,24","35000,35000,35000,35000,35000,35000,35000,35000,35000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"116,118,120,122,124,126,128,130,132",1
10070014,Surprise Wish!,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"24,23,23,23,22,22,22,21,21","31000,31000,31000,31000,31000,31000,31000,31000,31000","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",1
10080001,White Rice Fanatic,"For every {0} rhythm icons, there is a {1}% chance<br>of μ's rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,100,0,4,"111,113,115",1
10080002,Not So Confident...,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
10080003,Admiration of Idols,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
10080004,I'll Give It My All!,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"23,22,22","30000,30000,30000","4000,4000,4000",0,0,0,5,"1,1,1",1
10080005,I Want to Improve,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
10080006,Shy of Strangers,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
10080007,Lonely by Myself,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10080008,Excited to Go Out!,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"21,20,19","26000,26000,26000",,0,0,0,6,"1,1,1",1
10080009,Whole Mikan Oranges,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
10080010,Freshly Cooked Rice!,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
10080011,Your Order is Ready!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"21,20,20,20,19","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
10080012,Strange Sympathy,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"25,24,24,24,23","33000,33000,33000,33000,33000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
10080013,Feelings for µ's,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"109,111,113,115,117,119,121,123,125",1
10080014,Glittering Lips,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"20,19,19,19,18,18,18,17,17","27000,27000,27000,27000,27000,27000,27000,27000,27000","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",1
10090001,Idol Otaku,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
10090002,Working Hard 24/7,"For every {0} rhythm icons, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",1,"20,19,19","28000,28000,28000","2000,2000,2000",0,0,0,4,"106,108,110",1
10090003,Cute Movement,"For every {0} PERFECTs you get, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
10090004,Nico Will Do Her Best!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
10090005,No One Works Harder,"For every {0} rhythm icons, there is a {1}% chance<br>the judgment timing for PERFECTs expands by {3} levels for {2}s.",1,"22,21,21","29000,29000,29000","4000,4000,4000",0,0,0,5,"1,1,1",1
10090006,Nico-Ni for All!,"Every time you get a {0} combo, there is a {1}% chance<br>of your rhythm icon score being raised by {3} for {2}s.",2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
10090007,Hold Me Tight,"For every {0} rhythm icons, there is a {1}% chance<br>of restoring {3} stamina.",1,"25,24,23","30000,30000,30000",,0,0,0,6,"1,1,1",1
10090008,The Wait's Over!,"For every {0} rhythm icons, there is a {1}% chance<br>of μ's rhythm icon score being raised by {3} for {2}s.",1,"23,22,22","31000,31000,31000","2000,2000,2000",0,100,0,4,"111,113,115",1
