_id,_number,_type,_giveType,_value,_level,_amount,_masterReleaseLabelId
190010902,1,1,1,0,0,200,223063004
190010902,2,3,1,16005003,0,75,223063004
190010902,3,4,1,1,0,500000,223063004
190010903,1,1,1,0,0,100,223063004
190010903,2,3,1,16005003,0,50,223063004
190010903,3,4,1,1,0,300000,223063004
190010904,1,1,1,0,0,75,223063004
190010904,2,3,1,16005003,0,30,223063004
190010904,3,4,1,1,0,200000,223063004
190010905,1,1,1,0,0,50,223063004
190010905,2,3,1,16005003,0,10,223063004
190010905,3,4,1,1,0,100000,223063004
190010906,1,1,1,0,0,40,223063004
190010907,1,1,1,0,0,30,223063004
190010908,1,1,1,0,0,20,223063004
190010909,1,1,1,0,0,10,223063004
190011301,1,1,1,0,0,300,223073104
190011301,2,3,1,16005003,0,150,223073104
190011301,3,4,1,1,0,1000000,223073104
190011302,1,1,1,0,0,200,223073104
190011302,2,3,1,16005003,0,75,223073104
190011302,3,4,1,1,0,500000,223073104
190011303,1,1,1,0,0,100,223073104
190011303,2,3,1,16005003,0,50,223073104
190011303,3,4,1,1,0,300000,223073104
190011304,1,1,1,0,0,75,223073104
190011304,2,3,1,16005003,0,30,223073104
190011304,3,4,1,1,0,200000,223073104
190011305,1,1,1,0,0,50,223073104
190011305,2,3,1,16005003,0,10,223073104
190011305,3,4,1,1,0,100000,223073104
190011306,1,1,1,0,0,40,223073104
190011307,1,1,1,0,0,30,223073104
190011308,1,1,1,0,0,20,223073104
190011309,1,1,1,0,0,10,223073104
190011701,1,1,1,0,0,300,223083104
190011701,2,3,1,16005003,0,150,223083104
190011701,3,4,1,1,0,1000000,223083104
190011702,1,1,1,0,0,200,223083104
190011702,2,3,1,16005003,0,75,223083104
190011702,3,4,1,1,0,500000,223083104
190011703,1,1,1,0,0,100,223083104
190011703,2,3,1,16005003,0,50,223083104
190011703,3,4,1,1,0,300000,223083104
190011704,1,1,1,0,0,75,223083104
190011704,2,3,1,16005003,0,30,223083104
190011704,3,4,1,1,0,200000,223083104
190011705,1,1,1,0,0,50,223083104
190011705,2,3,1,16005003,0,10,223083104
190011705,3,4,1,1,0,100000,223083104
190011706,1,1,1,0,0,40,223083104
190011707,1,1,1,0,0,30,223083104
190011708,1,1,1,0,0,20,223083104
190011709,1,1,1,0,0,10,223083104
190012101,1,1,1,0,0,300,223093004
190012101,2,3,1,16005003,0,150,223093004
190012101,3,4,1,1,0,1000000,223093004
190012102,1,1,1,0,0,200,223093004
190012102,2,3,1,16005003,0,75,223093004
190012102,3,4,1,1,0,500000,223093004
190012103,1,1,1,0,0,100,223093004
190012103,2,3,1,16005003,0,50,223093004
190012103,3,4,1,1,0,300000,223093004
190012104,1,1,1,0,0,75,223093004
190012104,2,3,1,16005003,0,30,223093004
190012104,3,4,1,1,0,200000,223093004
190012105,1,1,1,0,0,50,223093004
190012105,2,3,1,16005003,0,10,223093004
190012105,3,4,1,1,0,100000,223093004
190012106,1,1,1,0,0,40,223093004
190012107,1,1,1,0,0,30,223093004
190012108,1,1,1,0,0,20,223093004
190012109,1,1,1,0,0,10,223093004
190012301,1,1,1,0,0,300,223101508
190012301,2,3,1,16005003,0,150,223101508
190012301,3,4,1,1,0,1000000,223101508
190012302,1,1,1,0,0,200,223101508
190012302,2,3,1,16005003,0,75,223101508
190012302,3,4,1,1,0,500000,223101508
190012303,1,1,1,0,0,100,223101508
190012303,2,3,1,16005003,0,50,223101508
190012303,3,4,1,1,0,300000,223101508
190012304,1,1,1,0,0,75,223101508
190012304,2,3,1,16005003,0,30,223101508
190012304,3,4,1,1,0,200000,223101508
190012305,1,1,1,0,0,50,223101508
190012305,2,3,1,16005003,0,10,223101508
190012305,3,4,1,1,0,100000,223101508
190012306,1,1,1,0,0,40,223101508
190012307,1,1,1,0,0,30,223101508
190012308,1,1,1,0,0,20,223101508
190012309,1,1,1,0,0,10,223101508
190012501,1,1,1,0,0,300,223103104
190012501,2,3,1,16005003,0,150,223103104
190012501,3,4,1,1,0,1000000,223103104
190012502,1,1,1,0,0,200,223103104
190012502,2,3,1,16005003,0,75,223103104
190012502,3,4,1,1,0,500000,223103104
190012503,1,1,1,0,0,100,223103104
190012503,2,3,1,16005003,0,50,223103104
190012503,3,4,1,1,0,300000,223103104
190012504,1,1,1,0,0,75,223103104
190012504,2,3,1,16005003,0,30,223103104
190012504,3,4,1,1,0,200000,223103104
190012505,1,1,1,0,0,50,223103104
190012505,2,3,1,16005003,0,10,223103104
190012505,3,4,1,1,0,100000,223103104
190012506,1,1,1,0,0,40,223103104
190012507,1,1,1,0,0,30,223103104
190012508,1,1,1,0,0,20,223103104
190012509,1,1,1,0,0,10,223103104
190012901,1,1,1,0,0,300,223113004
190012901,2,3,1,16005003,0,150,223113004
190012901,3,4,1,1,0,1000000,223113004
190012902,1,1,1,0,0,200,223113004
190012902,2,3,1,16005003,0,75,223113004
190012902,3,4,1,1,0,500000,223113004
190012903,1,1,1,0,0,100,223113004
190012903,2,3,1,16005003,0,50,223113004
190012903,3,4,1,1,0,300000,223113004
190012904,1,1,1,0,0,75,223113004
190012904,2,3,1,16005003,0,30,223113004
190012904,3,4,1,1,0,200000,223113004
190012905,1,1,1,0,0,50,223113004
190012905,2,3,1,16005003,0,10,223113004
190012905,3,4,1,1,0,100000,223113004
190012906,1,1,1,0,0,40,223113004
190012907,1,1,1,0,0,30,223113004
190012908,1,1,1,0,0,20,223113004
190012909,1,1,1,0,0,10,223113004
190013301,1,1,1,0,0,300,223123104
190013301,2,3,1,16005003,0,150,223123104
190013301,3,4,1,1,0,1000000,223123104
190013302,1,1,1,0,0,200,223123104
190013302,2,3,1,16005003,0,75,223123104
190013302,3,4,1,1,0,500000,223123104
190013303,1,1,1,0,0,100,223123104
190013303,2,3,1,16005003,0,50,223123104
190013303,3,4,1,1,0,300000,223123104
190013304,1,1,1,0,0,75,223123104
190013304,2,3,1,16005003,0,30,223123104
190013304,3,4,1,1,0,200000,223123104
190013305,1,1,1,0,0,50,223123104
190013305,2,3,1,16005003,0,10,223123104
190013305,3,4,1,1,0,100000,223123104
190013306,1,1,1,0,0,40,223123104
190013307,1,1,1,0,0,30,223123104
190013308,1,1,1,0,0,20,223123104
190013309,1,1,1,0,0,10,223123104
190013701,1,1,1,0,0,300,224013104
190013701,2,3,1,16005003,0,150,224013104
190013701,3,4,1,1,0,1000000,224013104
190013702,1,1,1,0,0,200,224013104
190013702,2,3,1,16005003,0,75,224013104
190013702,3,4,1,1,0,500000,224013104
190013703,1,1,1,0,0,100,224013104
190013703,2,3,1,16005003,0,50,224013104
190013703,3,4,1,1,0,300000,224013104
190013704,1,1,1,0,0,75,224013104
190013704,2,3,1,16005003,0,30,224013104
190013704,3,4,1,1,0,200000,224013104
190013705,1,1,1,0,0,50,224013104
190013705,2,3,1,16005003,0,10,224013104
190013705,3,4,1,1,0,100000,224013104
190013706,1,1,1,0,0,40,224013104
190013707,1,1,1,0,0,30,224013104
190013708,1,1,1,0,0,20,224013104
190013709,1,1,1,0,0,10,224013104
190014101,1,1,1,0,0,300,224030104
190014101,2,3,1,16005003,0,150,224030104
190014101,3,4,1,1,0,1000000,224030104
190014102,1,1,1,0,0,200,224030104
190014102,2,3,1,16005003,0,75,224030104
190014102,3,4,1,1,0,500000,224030104
190014103,1,1,1,0,0,100,224030104
190014103,2,3,1,16005003,0,50,224030104
190014103,3,4,1,1,0,300000,224030104
190014104,1,1,1,0,0,75,224030104
190014104,2,3,1,16005003,0,30,224030104
190014104,3,4,1,1,0,200000,224030104
190014105,1,1,1,0,0,50,224030104
190014105,2,3,1,16005003,0,10,224030104
190014105,3,4,1,1,0,100000,224030104
190014106,1,1,1,0,0,40,224030104
190014107,1,1,1,0,0,30,224030104
190014108,1,1,1,0,0,20,224030104
190014109,1,1,1,0,0,10,224030104
