_cardId,_naviMoveX,_naviMoveY,_thumbnailName,_signedThumbnailName,_assetName,_signedAssetName,_isBgActive,_masterReleaseLabelId
62,0,0,u_rankup_navi_11023001_thumbnail,,u_rankup_navi_11023001,,1,1
66,0,0,u_normal_navi_12024001_thumbnail,,u_normal_navi_12024001,,1,1
67,0,0,u_rankup_navi_12024001_thumbnail,,u_rankup_navi_12024001,,1,1
71,-20,-3,u_normal_navi_13025001_thumbnail,,u_normal_navi_13025001,,1,1
72,-20,-3,u_rankup_navi_13025001_thumbnail,,u_rankup_navi_13025001,,1,1
76,0,0,u_normal_navi_11026001_thumbnail,,u_normal_navi_11026001,,1,1
77,0,0,u_rankup_navi_11026001_thumbnail,,u_rankup_navi_11026001,,1,1
81,0,0,u_normal_navi_12027001_thumbnail,,u_normal_navi_12027001,,1,1
82,0,0,u_rankup_navi_12027001_thumbnail,,u_rankup_navi_12027001,,1,1
86,-20,-28,u_normal_navi_13028001_thumbnail,,u_normal_navi_13028001,,1,1
87,-20,-28,u_rankup_navi_13028001_thumbnail,,u_rankup_navi_13028001,,1,1
91,0,0,u_normal_navi_11029001_thumbnail,,u_normal_navi_11029001,,1,1
92,0,0,u_rankup_navi_11029001_thumbnail,,u_rankup_navi_11029001,,1,1
96,0,0,u_normal_navi_12030001_thumbnail,,u_normal_navi_12030001,,1,1
97,0,0,u_rankup_navi_12030001_thumbnail,,u_rankup_navi_12030001,,1,1
101,0,0,u_normal_navi_13031001_thumbnail,,u_normal_navi_13031001,,1,1
102,0,0,u_rankup_navi_13031001_thumbnail,,u_rankup_navi_13031001,,1,1
106,0,0,u_normal_navi_11032001_thumbnail,,u_normal_navi_11032001,,1,1
107,0,0,u_rankup_navi_11032001_thumbnail,,u_rankup_navi_11032001,,1,1
111,0,0,u_normal_navi_12033001_thumbnail,,u_normal_navi_12033001,,1,1
112,0,0,u_rankup_navi_12033001_thumbnail,,u_rankup_navi_12033001,,1,1
116,0,0,u_normal_navi_13034001_thumbnail,,u_normal_navi_13034001,,1,1
117,0,0,u_rankup_navi_13034001_thumbnail,,u_rankup_navi_13034001,,1,1
121,0,0,u_normal_navi_11035001_thumbnail,,u_normal_navi_11035001,,1,1
122,0,0,u_rankup_navi_11035001_thumbnail,,u_rankup_navi_11035001,,1,1
126,0,0,u_normal_navi_12036001_thumbnail,,u_normal_navi_12036001,,1,1
127,0,0,u_rankup_navi_12036001_thumbnail,,u_rankup_navi_12036001,,1,1
131,0,0,u_normal_navi_13037001_thumbnail,,u_normal_navi_13037001,,1,1
132,0,0,u_rankup_navi_13037001_thumbnail,,u_rankup_navi_13037001,,1,1
151,0,0,u_23001001_normal_navi_thumbnail,,u_23001001_normal_navi,,1,1
152,0,0,u_23001001_rankup_navi_thumbnail,,u_23001001_rankup_navi,,1,1
156,0,0,u_23002001_normal_navi_thumbnail,,u_23002001_normal_navi,,1,1
157,0,0,u_23002001_rankup_navi_thumbnail,,u_23002001_rankup_navi,,1,1
161,0,0,u_23003001_normal_navi_thumbnail,,u_23003001_normal_navi,,1,1
162,0,0,u_23003001_rankup_navi_thumbnail,,u_23003001_rankup_navi,,1,1
166,0,0,u_23004001_normal_navi_thumbnail,,u_23004001_normal_navi,,1,1
167,0,0,u_23004001_rankup_navi_thumbnail,,u_23004001_rankup_navi,,1,1
171,0,0,u_23005001_normal_navi_thumbnail,,u_23005001_normal_navi,,1,1
172,0,0,u_23005001_rankup_navi_thumbnail,,u_23005001_rankup_navi,,1,1
176,0,0,u_23006001_normal_navi_thumbnail,,u_23006001_normal_navi,,1,1
177,0,0,u_23006001_rankup_navi_thumbnail,,u_23006001_rankup_navi,,1,1
181,0,0,u_23007001_normal_navi_thumbnail,,u_23007001_normal_navi,,1,1
182,0,0,u_23007001_rankup_navi_thumbnail,,u_23007001_rankup_navi,,1,1
186,0,0,u_23008001_normal_navi_thumbnail,,u_23008001_normal_navi,,1,1
187,0,0,u_23008001_rankup_navi_thumbnail,,u_23008001_rankup_navi,,1,1
191,0,0,u_23009001_normal_navi_thumbnail,,u_23009001_normal_navi,,1,1
192,0,0,u_23009001_rankup_navi_thumbnail,,u_23009001_rankup_navi,,1,1
196,0,0,u_22001001_normal_navi_thumbnail,,u_22001001_normal_navi,,1,1
197,0,0,u_22001001_rankup_navi_thumbnail,,u_22001001_rankup_navi,,1,1
201,0,0,u_22002001_normal_navi_thumbnail,,u_22002001_normal_navi,,1,1
202,0,0,u_22002001_rankup_navi_thumbnail,,u_22002001_rankup_navi,,1,1
206,0,0,u_22003001_normal_navi_thumbnail,,u_22003001_normal_navi,,1,1
207,0,0,u_22003001_rankup_navi_thumbnail,,u_22003001_rankup_navi,,1,1
211,0,0,u_22004001_normal_navi_thumbnail,,u_22004001_normal_navi,,1,1
212,0,0,u_22004001_rankup_navi_thumbnail,,u_22004001_rankup_navi,,1,1
216,0,0,u_22005001_normal_navi_thumbnail,,u_22005001_normal_navi,,1,1
217,0,0,u_22005001_rankup_navi_thumbnail,,u_22005001_rankup_navi,,1,1
221,0,0,u_22006001_normal_navi_thumbnail,,u_22006001_normal_navi,,1,1
222,-120,0,u_22006001_rankup_navi_thumbnail,,u_22006001_rankup_navi,,1,1
226,0,0,u_22007001_normal_navi_thumbnail,,u_22007001_normal_navi,,1,1
227,0,0,u_22007001_rankup_navi_thumbnail,,u_22007001_rankup_navi,,1,1
231,0,0,u_22008001_normal_navi_thumbnail,,u_22008001_normal_navi,,1,1
232,0,0,u_22008001_rankup_navi_thumbnail,,u_22008001_rankup_navi,,1,1
236,0,0,u_22009001_normal_navi_thumbnail,,u_22009001_normal_navi,,1,1
237,0,0,u_22009001_rankup_navi_thumbnail,,u_22009001_rankup_navi,,1,1
241,0,0,u_21001001_normal_navi_thumbnail,,u_21001001_normal_navi,,1,1
242,0,0,u_21001001_rankup_navi_thumbnail,,u_21001001_rankup_navi,,1,1
246,0,0,u_21002001_normal_navi_thumbnail,,u_21002001_normal_navi,,1,1
247,0,0,u_21002001_rankup_navi_thumbnail,,u_21002001_rankup_navi,,1,1
251,0,0,u_21003001_normal_navi_thumbnail,,u_21003001_normal_navi,,1,1
252,0,0,u_21003001_rankup_navi_thumbnail,,u_21003001_rankup_navi,,1,1
256,0,0,u_21004001_normal_navi_thumbnail,,u_21004001_normal_navi,,1,1
257,0,0,u_21004001_rankup_navi_thumbnail,,u_21004001_rankup_navi,,1,1
261,0,0,u_21005001_normal_navi_thumbnail,,u_21005001_normal_navi,,1,1
262,0,0,u_21005001_rankup_navi_thumbnail,,u_21005001_rankup_navi,,1,1
266,0,0,u_21006001_normal_navi_thumbnail,,u_21006001_normal_navi,,1,1
267,0,0,u_21006001_rankup_navi_thumbnail,,u_21006001_rankup_navi,,1,1
271,0,0,u_21007001_normal_navi_thumbnail,,u_21007001_normal_navi,,1,1
272,0,0,u_21007001_rankup_navi_thumbnail,,u_21007001_rankup_navi,,1,1
276,-20,-43,u_21008001_normal_navi_thumbnail,,u_21008001_normal_navi,,1,1
277,0,0,u_21008001_rankup_navi_thumbnail,,u_21008001_rankup_navi,,1,1
281,0,0,u_21009001_normal_navi_thumbnail,,u_21009001_normal_navi,,1,1
282,0,0,u_21009001_rankup_navi_thumbnail,,u_21009001_rankup_navi,,1,1
286,0,0,u_31001001_normal_navi_thumbnail,,u_31001001_normal_navi,,1,1
287,0,0,u_31001001_rankup_navi_thumbnail,,u_31001001_rankup_navi,,1,1
291,0,0,u_33002001_normal_navi_thumbnail,,u_33002001_normal_navi,,1,1
292,0,0,u_33002001_rankup_navi_thumbnail,,u_33002001_rankup_navi,,1,1
296,0,0,u_32003001_normal_navi_thumbnail,,u_32003001_normal_navi,,1,1
297,0,0,u_32003001_rankup_navi_thumbnail,,u_32003001_rankup_navi,,1,1
301,0,0,u_33004001_normal_navi_thumbnail,,u_33004001_normal_navi,,1,1
302,0,0,u_33004001_rankup_navi_thumbnail,,u_33004001_rankup_navi,,1,1
306,0,0,u_31005001_normal_navi_thumbnail,,u_31005001_normal_navi,,1,1
307,0,0,u_31005001_rankup_navi_thumbnail,,u_31005001_rankup_navi,,1,1
311,0,0,u_33006001_normal_navi_thumbnail,,u_33006001_normal_navi,,1,1
312,0,0,u_33006001_rankup_navi_thumbnail,,u_33006001_rankup_navi,,1,1
316,0,0,u_32007001_normal_navi_thumbnail,,u_32007001_normal_navi,,1,1
317,0,0,u_32007001_rankup_navi_thumbnail,,u_32007001_rankup_navi,,1,1
321,0,0,u_32008001_normal_navi_thumbnail,,u_32008001_normal_navi,,1,1
322,0,0,u_32008001_rankup_navi_thumbnail,,u_32008001_rankup_navi,,1,1
326,0,0,u_31009001_normal_navi_thumbnail,,u_31009001_normal_navi,,1,1
327,0,0,u_31009001_rankup_navi_thumbnail,,u_31009001_rankup_navi,,1,1
331,0,0,b_42008001_normal_thumbnail,,b_42008001_normal,,0,1
332,0,0,b_42008001_rankup_thumbnail,b_42008001_rankup_signed_thumbnail,b_42008001_rankup,b_42008001_rankup_signed,0,1
336,0,0,b_41001001_normal_thumbnail,,b_41001001_normal,,0,1
337,0,0,b_41001001_rankup_thumbnail,b_41001001_rankup_signed_thumbnail,b_41001001_rankup,b_41001001_rankup_signed,0,1
341,0,0,b_43002001_normal_thumbnail,,b_43002001_normal,,0,1
342,0,0,b_43002001_rankup_thumbnail,b_43002001_rankup_signed_thumbnail,b_43002001_rankup,b_43002001_rankup_signed,0,1
346,0,0,b_41001002_rankup_thumbnail,,b_41001002_rankup,,0,1
350,0,0,b_43004002_normal_thumbnail,,b_43004002_normal,,0,1
351,0,0,b_43004002_rankup_thumbnail,b_43004002_rankup_signed_thumbnail,b_43004002_rankup,b_43004002_rankup_signed,0,1
355,0,0,b_41009001_normal_thumbnail,,b_41009001_normal,,0,1
356,0,0,b_41009001_rankup_thumbnail,b_41009001_rankup_signed_thumbnail,b_41009001_rankup,b_41009001_rankup_signed,0,1
360,0,0,b_43004001_rankup_thumbnail,,b_43004001_rankup,,0,1
364,-20,0,u_normal_navi_11041001_thumbnail,,u_normal_navi_11041001,,1,1
365,-20,0,u_rankup_navi_11041001_thumbnail,,u_rankup_navi_11041001,,1,1
369,0,0,u_normal_navi_12042001_thumbnail,,u_normal_navi_12042001,,1,1
370,0,0,u_rankup_navi_12042001_thumbnail,,u_rankup_navi_12042001,,1,1
374,0,0,u_normal_navi_12045001_thumbnail,,u_normal_navi_12045001,,1,1
375,0,0,u_rankup_navi_12045001_thumbnail,,u_rankup_navi_12045001,,1,1
379,-20,-14,u_normal_navi_13043001_thumbnail,,u_normal_navi_13043001,,1,1
380,-20,-14,u_rankup_navi_13043001_thumbnail,,u_rankup_navi_13043001,,1,1
384,0,0,u_31001002_normal_navi_thumbnail,,u_31001002_normal_navi,,1,1
385,0,0,u_31001002_rankup_navi_thumbnail,,u_31001002_rankup_navi,,1,1
389,0,0,u_32003002_normal_navi_thumbnail,,u_32003002_normal_navi,,1,1
390,0,0,u_32003002_rankup_navi_thumbnail,,u_32003002_rankup_navi,,1,1
394,-16,0,u_32007002_normal_navi_thumbnail,,u_32007002_normal_navi,,1,1
395,0,0,u_32007002_rankup_navi_thumbnail,,u_32007002_rankup_navi,,1,1
399,0,0,b_normal_43006002_thumbnail,,b_normal_43006002,,0,1
400,0,0,b_rankup_43006002_thumbnail,b_rankup_43006002_signed_thumbnail,b_rankup_43006002,b_rankup_43006002_signed,0,1
404,0,0,u_normal_navi_11046001_thumbnail,,u_normal_navi_11046001,,1,1
405,0,0,u_rankup_navi_11046001_thumbnail,,u_rankup_navi_11046001,,1,1
409,0,0,u_normal_navi_33002002_thumbnail,,u_normal_navi_33002002,,1,1
410,0,0,u_rankup_navi_33002002_thumbnail,,u_rankup_navi_33002002,,1,1
414,0,0,u_33004002_normal_navi_thumbnail,,u_33004002_normal_navi,,1,1
415,0,0,u_33004002_rankup_navi_thumbnail,,u_33004002_rankup_navi,,1,1
419,0,0,u_32008002_normal_navi_thumbnail,,u_32008002_normal_navi,,1,1
420,0,0,u_32008002_rankup_navi_thumbnail,,u_32008002_rankup_navi,,1,1
424,0,0,b_42008002_rankup_thumbnail,,b_42008002_rankup,,0,1
428,0,0,b_42003001_rankup_thumbnail,,b_42003001_rankup,,0,1
432,0,0,u_33006002_normal_navi_thumbnail,,u_33006002_normal_navi,,1,1
433,0,0,u_33006002_rankup_navi_thumbnail,,u_33006002_rankup_navi,,1,1
437,0,0,u_21044001_normal_navi_thumbnail,,u_21044001_normal_navi,,1,1
438,0,0,u_normal_navi_11047001_thumbnail,,u_normal_navi_11047001,,1,1
439,0,0,u_rankup_navi_11047001_thumbnail,,u_rankup_navi_11047001,,1,1
443,0,0,u_normal_navi_12048001_thumbnail,,u_normal_navi_12048001,,1,1
444,0,0,u_rankup_navi_12048001_thumbnail,,u_rankup_navi_12048001,,1,1
448,-40,0,u_normal_navi_13049001_thumbnail,,u_normal_navi_13049001,,1,1
449,-40,0,u_rankup_navi_13049001_thumbnail,,u_rankup_navi_13049001,,1,1
453,0,0,u_33004003_normal_navi_thumbnail,,u_33004003_normal_navi,,1,1
454,0,0,u_33004003_rankup_navi_thumbnail,,u_33004003_rankup_navi,,1,1
458,0,0,u_31005002_normal_navi_thumbnail,,u_31005002_normal_navi,,1,1
459,0,0,u_31005002_rankup_navi_thumbnail,,u_31005002_rankup_navi,,1,1
463,0,0,u_31009002_normal_navi_thumbnail,,u_31009002_normal_navi,,1,1
464,0,0,u_31009002_rankup_navi_thumbnail,,u_31009002_rankup_navi,,1,1
468,0,0,b_42003002_normal_thumbnail,,b_42003002_normal,,0,1
469,0,0,b_42003002_rankup_thumbnail,b_42003002_rankup_signed_thumbnail,b_42003002_rankup,b_42003002_rankup_signed,0,1
473,0,0,b_41005001_rankup_thumbnail,,b_41005001_rankup,,0,1
477,0,0,b_43006001_rankup_thumbnail,,b_43006001_rankup,,0,1
481,0,0,u_normal_navi_11050001_thumbnail,,u_normal_navi_11050001,,1,1
482,0,0,u_rankup_navi_11050001_thumbnail,,u_rankup_navi_11050001,,1,1
486,0,0,u_32003003_normal_navi_thumbnail,,u_32003003_normal_navi,,1,1
487,0,0,u_32003003_rankup_navi_thumbnail,,u_32003003_rankup_navi,,1,1
491,0,0,u_32007003_normal_navi_thumbnail,,u_32007003_normal_navi,,1,1
492,0,0,u_32007003_rankup_navi_thumbnail,,u_32007003_rankup_navi,,1,1
496,0,0,u_normal_navi_13051001_thumbnail,,u_normal_navi_13051001,,1,1
497,0,0,u_rankup_navi_13051001_thumbnail,,u_rankup_navi_13051001,,1,1
501,0,0,u_31005003_normal_navi_thumbnail,,u_31005003_normal_navi,,1,1
502,0,0,u_31005003_rankup_navi_thumbnail,,u_31005003_rankup_navi,,1,1
506,0,0,u_normal_navi_11052001_thumbnail,,u_normal_navi_11052001,,1,1
507,0,0,u_rankup_navi_11052001_thumbnail,,u_rankup_navi_11052001,,1,1
511,0,0,u_normal_navi_13053001_thumbnail,,u_normal_navi_13053001,,1,1
512,0,0,u_rankup_navi_13053001_thumbnail,,u_rankup_navi_13053001,,1,1
516,-155,0,u_33006003_normal_navi_thumbnail,,u_33006003_normal_navi,,1,1
517,0,0,u_33006003_rankup_navi_thumbnail,,u_33006003_rankup_navi,,1,1
521,0,0,u_31009003_normal_navi_thumbnail,,u_31009003_normal_navi,,1,1
522,0,0,u_31009003_rankup_navi_thumbnail,,u_31009003_rankup_navi,,1,1
526,0,0,b_42007001_normal_thumbnail,,b_42007001_normal,,0,1
527,0,0,b_42007001_rankup_thumbnail,b_42007001_rankup_signed_thumbnail,b_42007001_rankup,b_42007001_rankup_signed,0,1
531,0,0,u_normal_navi_12054001_thumbnail,,u_normal_navi_12054001,,1,1
532,0,0,u_rankup_navi_12054001_thumbnail,,u_rankup_navi_12054001,,1,1
536,0,0,u_normal_navi_12059001_thumbnail,,u_normal_navi_12059001,,1,1
537,0,0,u_rankup_navi_12059001_thumbnail,,u_rankup_navi_12059001,,1,1
541,0,0,u_31001003_normal_navi_thumbnail,,u_31001003_normal_navi,,1,1
542,0,0,u_31001003_rankup_navi_thumbnail,,u_31001003_rankup_navi,,1,1
546,0,0,u_33002003_normal_navi_thumbnail,,u_33002003_normal_navi,,1,1
547,0,0,u_33002003_rankup_navi_thumbnail,,u_33002003_rankup_navi,,1,1
551,0,0,b_41005002_normal_thumbnail,,b_41005002_normal,,0,1
552,0,0,b_41005002_rankup_thumbnail,b_41005002_rankup_signed_thumbnail,b_41005002_rankup,b_41005002_rankup_signed,0,1
556,0,0,u_31001005_rankup_navi_thumbnail,,u_31001005_rankup_navi,,1,1
560,0,0,b_41009002_rankup_thumbnail,,b_41009002_rankup,,0,1
564,0,0,u_31001004_rankup_navi_thumbnail,,u_31001004_rankup_navi,,1,1
568,0,0,u_33002004_rankup_navi_thumbnail,,u_33002004_rankup_navi,,1,1
572,0,0,u_32003004_rankup_navi_thumbnail,,u_32003004_rankup_navi,,1,1
576,0,0,u_33004004_rankup_navi_thumbnail,,u_33004004_rankup_navi,,1,1
580,0,0,u_31005004_rankup_navi_thumbnail,,u_31005004_rankup_navi,,1,1
584,0,0,u_33006004_rankup_navi_thumbnail,,u_33006004_rankup_navi,,1,1
588,0,0,u_32007004_rankup_navi_thumbnail,,u_32007004_rankup_navi,,1,1
592,0,0,u_32008004_rankup_navi_thumbnail,,u_32008004_rankup_navi,,1,1
596,0,0,u_31009004_rankup_navi_thumbnail,,u_31009004_rankup_navi,,1,1
600,0,0,b_42003003_rankup_thumbnail,,b_42003003_rankup,,0,1
604,0,0,u_normal_navi_12055001_thumbnail,,u_normal_navi_12055001,,1,1
605,0,0,u_rankup_navi_12055001_thumbnail,,u_rankup_navi_12055001,,1,1
609,0,0,u_normal_navi_13056001_thumbnail,,u_normal_navi_13056001,,1,1
610,0,0,u_rankup_navi_13056001_thumbnail,,u_rankup_navi_13056001,,1,1
614,0,0,u_normal_navi_33001001_thumbnail,,u_normal_navi_33001001,,1,1
615,0,0,u_rankup_navi_33001001_thumbnail,,u_rankup_navi_33001001,,1,1
619,0,0,u_normal_navi_31002001_thumbnail,,u_normal_navi_31002001,,1,1
620,0,0,u_rankup_navi_31002001_thumbnail,,u_rankup_navi_31002001,,1,1
624,0,0,u_normal_navi_32004001_thumbnail,,u_normal_navi_32004001,,1,1
625,0,0,u_rankup_navi_32004001_thumbnail,,u_rankup_navi_32004001,,1,1
629,0,0,u_normal_navi_33005001_thumbnail,,u_normal_navi_33005001,,1,1
630,0,0,u_rankup_navi_33005001_thumbnail,,u_rankup_navi_33005001,,1,1
634,0,0,b_normal_42009001_thumbnail,,b_normal_42009001,,0,1
635,0,0,b_rankup_42009001_thumbnail,b_rankup_42009001_signed_thumbnail,b_rankup_42009001,b_rankup_42009001_signed,0,1
639,0,0,u_normal_navi_11057001_thumbnail,,u_normal_navi_11057001,,1,1
640,0,0,u_rankup_navi_11057001_thumbnail,,u_rankup_navi_11057001,,1,1
644,0,0,u_normal_navi_13058001_thumbnail,,u_normal_navi_13058001,,1,1
645,0,0,u_rankup_navi_13058001_thumbnail,,u_rankup_navi_13058001,,1,1
649,0,0,u_normal_navi_31003001_thumbnail,,u_normal_navi_31003001,,1,1
650,0,0,u_rankup_navi_31003001_thumbnail,,u_rankup_navi_31003001,,1,1
654,0,0,u_normal_navi_32006001_thumbnail,,u_normal_navi_32006001,,1,1
655,0,0,u_rankup_navi_32006001_thumbnail,,u_rankup_navi_32006001,,1,1
659,0,0,u_normal_navi_33008001_thumbnail,,u_normal_navi_33008001,,1,1
660,0,0,u_rankup_navi_33008001_thumbnail,,u_rankup_navi_33008001,,1,1
664,0,0,b_normal_41007001_thumbnail,,b_normal_41007001,,0,1
665,0,0,b_rankup_41007001_thumbnail,b_rankup_41007001_signed_thumbnail,b_rankup_41007001,b_rankup_41007001_signed,0,1
669,0,0,u_normal_navi_32008003_thumbnail,,u_normal_navi_32008003,,1,1
670,0,0,u_rankup_navi_32008003_thumbnail,,u_rankup_navi_32008003,,1,1
674,0,0,b_rankup_43002002_thumbnail,,b_rankup_43002002,,0,1
678,0,0,b_rankup_42007002_thumbnail,,b_rankup_42007002,,0,1
682,0,0,b_rankup_41001003_thumbnail,,b_rankup_41001003,,0,1
686,0,0,u_normal_navi_12060001_thumbnail,,u_normal_navi_12060001,,1,1
687,0,0,u_rankup_navi_12060001_thumbnail,,u_rankup_navi_12060001,,1,1
691,0,0,u_normal_navi_12064001_thumbnail,,u_normal_navi_12064001,,1,1
692,0,0,u_rankup_navi_12064001_thumbnail,,u_rankup_navi_12064001,,1,1
696,0,0,u_normal_navi_32001001_thumbnail,,u_normal_navi_32001001,,1,1
697,0,0,u_rankup_navi_32001001_thumbnail,,u_rankup_navi_32001001,,1,1
701,0,0,u_normal_navi_32005001_thumbnail,,u_normal_navi_32005001,,1,1
702,0,0,u_rankup_navi_32005001_thumbnail,,u_rankup_navi_32005001,,1,1
706,0,0,u_normal_navi_31006001_thumbnail,,u_normal_navi_31006001,,1,1
707,0,0,u_rankup_navi_31006001_thumbnail,,u_rankup_navi_31006001,,1,1
711,0,0,u_normal_navi_33007001_thumbnail,,u_normal_navi_33007001,,1,1
712,0,0,u_rankup_navi_33007001_thumbnail,,u_rankup_navi_33007001,,1,1
716,0,0,b_normal_41004001_thumbnail,,b_normal_41004001,,0,1
717,0,0,b_rankup_41004001_thumbnail,b_rankup_41004001_signed_thumbnail,b_rankup_41004001,b_rankup_41004001_signed,0,1
721,0,0,u_normal_navi_21038001_thumbnail,,u_normal_navi_21038001,,1,1
722,0,0,u_normal_navi_22039001_thumbnail,,u_normal_navi_22039001,,1,1
723,0,0,u_normal_navi_23040001_thumbnail,,u_normal_navi_23040001,,1,1
724,0,0,u_normal_navi_13061001_thumbnail,,u_normal_navi_13061001,,1,1
725,0,0,u_rankup_navi_13061001_thumbnail,,u_rankup_navi_13061001,,1,1
729,0,0,u_normal_navi_33007002_thumbnail,,u_normal_navi_33007002,,1,1
730,0,0,u_rankup_navi_33007002_thumbnail,,u_rankup_navi_33007002,,1,1
734,0,0,u_normal_navi_13062001_thumbnail,,u_normal_navi_13062001,,1,1
735,0,0,u_rankup_navi_13062001_thumbnail,,u_rankup_navi_13062001,,1,1
739,0,0,u_normal_navi_32002001_thumbnail,,u_normal_navi_32002001,,1,1
740,0,0,u_rankup_navi_32002001_thumbnail,,u_rankup_navi_32002001,,1,1
744,0,0,u_normal_navi_31008001_thumbnail,,u_normal_navi_31008001,,1,1
745,0,0,u_rankup_navi_31008001_thumbnail,,u_rankup_navi_31008001,,1,1
749,0,0,u_normal_navi_33009001_thumbnail,,u_normal_navi_33009001,,1,1
750,0,0,u_rankup_navi_33009001_thumbnail,,u_rankup_navi_33009001,,1,1
754,0,0,b_normal_43003001_thumbnail,,b_normal_43003001,,0,1
755,0,0,b_rankup_43003001_thumbnail,b_rankup_43003001_signed_thumbnail,b_rankup_43003001,b_rankup_43003001_signed,0,1
759,0,0,u_normal_navi_11063001_thumbnail,,u_normal_navi_11063001,,1,1
760,0,0,u_rankup_navi_11063001_thumbnail,,u_rankup_navi_11063001,,1,1
764,0,0,u_normal_navi_32005002_thumbnail,,u_normal_navi_32005002,,1,1
765,0,0,u_rankup_navi_32005002_thumbnail,,u_rankup_navi_32005002,,1,1
769,0,0,u_rankup_navi_33004005_thumbnail,,u_rankup_navi_33004005,,1,1
773,0,0,b_rankup_41001004_thumbnail,,b_rankup_41001004,,0,1
777,0,0,u_normal_navi_31002002_thumbnail,,u_normal_navi_31002002,,1,1
778,0,0,u_rankup_navi_31002002_thumbnail,,u_rankup_navi_31002002,,1,1
782,0,0,u_normal_navi_32004002_thumbnail,,u_normal_navi_32004002,,1,1
783,0,0,u_rankup_navi_32004002_thumbnail,,u_rankup_navi_32004002,,1,1
787,0,0,u_normal_navi_33008002_thumbnail,,u_normal_navi_33008002,,1,1
788,0,0,u_rankup_navi_33008002_thumbnail,,u_rankup_navi_33008002,,1,1
792,0,0,u_normal_navi_31007001_thumbnail,,u_normal_navi_31007001,,1,1
793,0,0,u_rankup_navi_31007001_thumbnail,,u_rankup_navi_31007001,,1,1
797,0,0,b_normal_42001001_thumbnail,,b_normal_42001001,,0,1
798,0,0,b_rankup_42001001_thumbnail,b_rankup_42001001_signed_thumbnail,b_rankup_42001001,b_rankup_42001001_signed,0,1
802,0,0,u_normal_navi_11065001_thumbnail,,u_normal_navi_11065001,,1,1
803,0,0,u_rankup_navi_11065001_thumbnail,,u_rankup_navi_11065001,,1,1
807,0,0,u_normal_navi_31006002_thumbnail,,u_normal_navi_31006002,,1,1
808,0,0,u_rankup_navi_31006002_thumbnail,,u_rankup_navi_31006002,,1,1
812,0,0,u_normal_navi_13066001_thumbnail,,u_normal_navi_13066001,,1,1
813,0,0,u_rankup_navi_13066001_thumbnail,,u_rankup_navi_13066001,,1,1
817,0,0,u_normal_navi_31003002_thumbnail,,u_normal_navi_31003002,,1,1
818,0,0,u_rankup_navi_31003002_thumbnail,,u_rankup_navi_31003002,,1,1
822,0,0,u_normal_navi_32006002_thumbnail,,u_normal_navi_32006002,,1,1
823,0,0,u_rankup_navi_32006002_thumbnail,,u_rankup_navi_32006002,,1,1
827,0,0,u_normal_navi_33009002_thumbnail,,u_normal_navi_33009002,,1,1
828,0,0,u_rankup_navi_33009002_thumbnail,,u_rankup_navi_33009002,,1,1
832,0,0,b_normal_43005001_thumbnail,,b_normal_43005001,,0,1
