_id,_consumeType,_value,_amount,_masterExchangeItemRewardId,_exchangeLimit,_timeResetType,_recommendMarkClosedAt,_masterEventId,_priority,_masterReleaseLabelId
111000138,4,15500001,250,111000138,0,0,2030/03/31 23:59:59,0,1,223041501
111000139,4,15500001,250,111000139,0,0,2030/03/31 23:59:59,0,1,223041501
111000140,4,15500001,250,111000140,0,0,2030/03/31 23:59:59,0,1,223041501
111000141,4,15500001,250,111000141,0,0,2030/03/31 23:59:59,0,1,223041501
111000301,4,15500002,250,111000301,0,0,2030/03/31 23:59:59,0,1,223041901
111000302,4,15500002,250,111000302,0,0,2030/03/31 23:59:59,0,1,223041901
111000303,4,15500002,250,111000303,0,0,0,0,1,223041901
111000304,4,15500002,5,111000304,0,0,0,0,1,223041901
111000305,4,15500002,250,111000305,0,0,0,0,1,223041901
111000306,4,15500002,250,111000306,0,0,0,0,1,223041901
111000307,4,15500002,250,111000307,0,0,0,0,1,223041901
111000308,4,15500002,250,111000308,0,0,0,0,1,223041901
111000309,4,15500002,250,111000309,0,0,0,0,1,223041901
111000310,4,15500002,250,111000310,0,0,0,0,1,223041901
111000311,4,15500002,250,111000311,0,0,0,0,1,223041901
111000312,4,15500002,250,111000312,0,0,0,0,1,223041901
111000313,4,15500002,250,111000313,0,0,0,0,1,223041901
111000314,4,15500002,250,111000314,0,0,0,0,1,223041901
111000315,4,15500002,250,111000315,0,0,0,0,1,223041901
111000316,4,15500002,250,111000316,0,0,0,0,1,223041901
111000317,4,15500002,250,111000317,0,0,0,0,1,223041901
111000318,4,15500002,250,111000318,0,0,0,0,1,223041901
111000319,4,15500002,250,111000319,0,0,0,0,1,223041901
111000320,4,15500002,250,111000320,0,0,0,0,1,223041901
111000321,4,15500002,250,111000321,0,0,0,0,1,223041901
111000322,4,15500002,250,111000322,0,0,0,0,1,223041901
111000323,4,15500002,250,111000323,0,0,0,0,1,223041901
111000324,4,15500002,250,111000324,0,0,0,0,1,223041901
111000325,4,15500002,250,111000325,0,0,0,0,1,223041901
111000326,4,15500002,250,111000326,0,0,0,0,1,223041901
111000327,4,15500002,250,111000327,0,0,0,0,1,223041901
111000328,4,15500002,250,111000328,0,0,0,0,1,223041901
111000329,4,15500002,250,111000329,0,0,0,0,1,223041901
111000330,4,15500002,250,111000330,0,0,0,0,1,223041901
111000331,4,15500002,250,111000331,0,0,0,0,1,223041901
111000332,4,15500002,250,111000332,0,0,0,0,1,223041901
111000333,4,15500002,250,111000333,0,0,0,0,1,223041901
111000334,4,15500002,250,111000334,0,0,0,0,1,223041901
111000335,4,15500002,250,111000335,0,0,0,0,1,223041901
111000336,4,15500002,250,111000336,0,0,0,0,1,223041901
111000337,4,15500002,250,111000337,0,0,0,0,1,223041901
111000338,4,15500002,250,111000338,0,0,0,0,1,223041901
111000339,4,15500002,250,111000339,0,0,0,0,1,223041901
111000340,4,15500002,250,111000340,0,0,0,0,1,223041901
111000341,4,15500002,250,111000341,0,0,0,0,1,223041901
111000342,4,15500002,250,111000342,0,0,0,0,1,223041901
111000343,4,15500002,250,111000343,0,0,0,0,1,223041901
211000101,4,15520001,250,211000101,0,0,2030/03/31 23:59:59,0,1,223043002
211000102,4,15520001,250,211000102,0,0,2030/03/31 23:59:59,0,1,223043002
211000103,4,15520001,250,211000103,0,0,0,0,1,223043002
211000104,4,15520001,5,211000104,0,0,0,0,1,223043002
211000105,4,15520001,250,211000105,0,0,0,0,1,223043002
211000106,4,15520001,250,211000106,0,0,0,0,1,223043002
211000107,4,15520001,250,211000107,0,0,0,0,1,223043002
211000108,4,15520001,250,211000108,0,0,0,0,1,223043002
211000109,4,15520001,250,211000109,0,0,0,0,1,223043002
211000110,4,15520001,250,211000110,0,0,0,0,1,223043002
211000111,4,15520001,250,211000111,0,0,0,0,1,223043002
211000112,4,15520001,250,211000112,0,0,0,0,1,223043002
211000113,4,15520001,250,211000113,0,0,0,0,1,223043002
211000114,4,15520001,250,211000114,0,0,0,0,1,223043002
211000115,4,15520001,250,211000115,0,0,0,0,1,223043002
211000116,4,15520001,250,211000116,0,0,0,0,1,223043002
211000117,4,15520001,250,211000117,0,0,0,0,1,223043002
211000118,4,15520001,250,211000118,0,0,0,0,1,223043002
211000119,4,15520001,250,211000119,0,0,0,0,1,223043002
211000120,4,15520001,250,211000120,0,0,0,0,1,223043002
211000121,4,15520001,250,211000121,0,0,0,0,1,223043002
211000122,4,15520001,250,211000122,0,0,0,0,1,223043002
211000123,4,15520001,250,211000123,0,0,0,0,1,223043002
211000124,4,15520001,250,211000124,0,0,0,0,1,223043002
211000125,4,15520001,250,211000125,0,0,0,0,1,223043002
211000126,4,15520001,250,211000126,0,0,0,0,1,223043002
211000127,4,15520001,250,211000127,0,0,0,0,1,223043002
211000128,4,15520001,250,211000128,0,0,0,0,1,223043002
211000129,4,15520001,250,211000129,0,0,0,0,1,223043002
211000130,4,15520001,250,211000130,0,0,0,0,1,223043002
211000131,4,15520001,250,211000131,0,0,0,0,1,223043002
211000132,4,15520001,250,211000132,0,0,0,0,1,223043002
211000133,4,15520001,250,211000133,0,0,0,0,1,223043002
211000134,4,15520001,250,211000134,0,0,0,0,1,223043002
211000135,4,15520001,250,211000135,0,0,0,0,1,223043002
211000136,4,15520001,250,211000136,0,0,0,0,1,223043002
211000137,4,15520001,250,211000137,0,0,0,0,1,223043002
211000138,4,15520001,250,211000138,0,0,0,0,1,223043002
211000139,4,15520001,250,211000139,0,0,0,0,1,223043002
211000140,4,15520001,250,211000140,0,0,0,0,1,223043002
211000141,4,15520001,250,211000141,0,0,0,0,1,223043002
211000142,4,15520001,250,211000142,0,0,0,0,1,223043002
211000143,4,15520001,250,211000143,0,0,0,0,1,223043002
211000144,4,15520001,250,211000144,0,0,0,0,1,223043002
211000145,4,15520001,250,211000145,0,0,0,0,1,223043002
211000201,4,15520002,250,211000201,0,0,2030/03/31 23:59:59,0,1,223051502
211000202,4,15520002,250,211000202,0,0,2030/03/31 23:59:59,0,1,223051502
211000203,4,15520002,250,211000203,0,0,0,0,1,223051502
211000204,4,15520002,5,211000204,0,0,0,0,1,223051502
211000205,4,15520002,250,211000205,0,0,0,0,1,223051502
211000206,4,15520002,250,211000206,0,0,0,0,1,223051502
211000207,4,15520002,250,211000207,0,0,0,0,1,223051502
211000208,4,15520002,250,211000208,0,0,0,0,1,223051502
211000209,4,15520002,250,211000209,0,0,0,0,1,223051502
211000210,4,15520002,250,211000210,0,0,0,0,1,223051502
211000211,4,15520002,250,211000211,0,0,0,0,1,223051502
211000212,4,15520002,250,211000212,0,0,0,0,1,223051502
211000213,4,15520002,250,211000213,0,0,0,0,1,223051502
211000214,4,15520002,250,211000214,0,0,0,0,1,223051502
211000215,4,15520002,250,211000215,0,0,0,0,1,223051502
211000216,4,15520002,250,211000216,0,0,0,0,1,223051502
211000217,4,15520002,250,211000217,0,0,0,0,1,223051502
211000218,4,15520002,250,211000218,0,0,0,0,1,223051502
211000219,4,15520002,250,211000219,0,0,0,0,1,223051502
211000220,4,15520002,250,211000220,0,0,0,0,1,223051502
211000221,4,15520002,250,211000221,0,0,0,0,1,223051502
211000222,4,15520002,250,211000222,0,0,0,0,1,223051502
211000223,4,15520002,250,211000223,0,0,0,0,1,223051502
211000224,4,15520002,250,211000224,0,0,0,0,1,223051502
211000225,4,15520002,250,211000225,0,0,0,0,1,223051502
211000226,4,15520002,250,211000226,0,0,0,0,1,223051502
211000227,4,15520002,250,211000227,0,0,0,0,1,223051502
211000228,4,15520002,250,211000228,0,0,0,0,1,223051502
211000229,4,15520002,250,211000229,0,0,0,0,1,223051502
211000230,4,15520002,250,211000230,0,0,0,0,1,223051502
211000231,4,15520002,250,211000231,0,0,0,0,1,223051502
211000232,4,15520002,250,211000232,0,0,0,0,1,223051502
211000233,4,15520002,250,211000233,0,0,0,0,1,223051502
211000234,4,15520002,250,211000234,0,0,0,0,1,223051502
211000235,4,15520002,250,211000235,0,0,0,0,1,223051502
211000236,4,15520002,250,211000236,0,0,0,0,1,223051502
211000237,4,15520002,250,211000237,0,0,0,0,1,223051502
211000238,4,15520002,250,211000238,0,0,0,0,1,223051502
211000239,4,15520002,250,211000239,0,0,0,0,1,223051502
211000240,4,15520002,250,211000240,0,0,0,0,1,223051502
211000241,4,15520002,250,211000241,0,0,0,0,1,223051502
211000242,4,15520002,250,211000242,0,0,0,0,1,223051502
211000243,4,15520002,250,211000243,0,0,0,0,1,223051502
211000244,4,15520002,250,211000244,0,0,0,0,1,223051502
211000245,4,15520002,250,211000245,0,0,0,0,1,223051502
211000246,4,15520002,250,211000246,0,0,0,0,1,223051502
211000247,4,15520002,250,211000247,0,0,0,0,1,223051502
211000301,4,15520003,250,211000301,0,0,2030/03/31 23:59:59,0,1,223053102
211000302,4,15520003,250,211000302,0,0,2030/03/31 23:59:59,0,1,223053102
211000303,4,15520003,250,211000303,0,0,0,0,1,223053102
211000304,4,15520003,5,211000304,0,0,0,0,1,223053102
211000305,4,15520003,250,211000305,0,0,0,0,1,223053102
211000306,4,15520003,250,211000306,0,0,0,0,1,223053102
211000307,4,15520003,250,211000307,0,0,0,0,1,223053102
211000308,4,15520003,250,211000308,0,0,0,0,1,223053102
211000309,4,15520003,250,211000309,0,0,0,0,1,223053102
211000310,4,15520003,250,211000310,0,0,0,0,1,223053102
211000311,4,15520003,250,211000311,0,0,0,0,1,223053102
211000312,4,15520003,250,211000312,0,0,0,0,1,223053102
211000313,4,15520003,250,211000313,0,0,0,0,1,223053102
211000314,4,15520003,250,211000314,0,0,0,0,1,223053102
211000315,4,15520003,250,211000315,0,0,0,0,1,223053102
211000316,4,15520003,250,211000316,0,0,0,0,1,223053102
211000317,4,15520003,250,211000317,0,0,0,0,1,223053102
211000318,4,15520003,250,211000318,0,0,0,0,1,223053102
211000319,4,15520003,250,211000319,0,0,0,0,1,223053102
211000320,4,15520003,250,211000320,0,0,0,0,1,223053102
211000321,4,15520003,250,211000321,0,0,0,0,1,223053102
211000322,4,15520003,250,211000322,0,0,0,0,1,223053102
211000323,4,15520003,250,211000323,0,0,0,0,1,223053102
211000324,4,15520003,250,211000324,0,0,0,0,1,223053102
211000325,4,15520003,250,211000325,0,0,0,0,1,223053102
211000326,4,15520003,250,211000326,0,0,0,0,1,223053102
211000327,4,15520003,250,211000327,0,0,0,0,1,223053102
211000328,4,15520003,250,211000328,0,0,0,0,1,223053102
211000329,4,15520003,250,211000329,0,0,0,0,1,223053102
211000330,4,15520003,250,211000330,0,0,0,0,1,223053102
211000331,4,15520003,250,211000331,0,0,0,0,1,223053102
211000332,4,15520003,250,211000332,0,0,0,0,1,223053102
211000333,4,15520003,250,211000333,0,0,0,0,1,223053102
211000334,4,15520003,250,211000334,0,0,0,0,1,223053102
211000335,4,15520003,250,211000335,0,0,0,0,1,223053102
211000336,4,15520003,250,211000336,0,0,0,0,1,223053102
211000337,4,15520003,250,211000337,0,0,0,0,1,223053102
211000338,4,15520003,250,211000338,0,0,0,0,1,223053102
211000339,4,15520003,250,211000339,0,0,0,0,1,223053102
211000340,4,15520003,250,211000340,0,0,0,0,1,223053102
211000341,4,15520003,250,211000341,0,0,0,0,1,223053102
211000342,4,15520003,250,211000342,0,0,0,0,1,223053102
211000343,4,15520003,250,211000343,0,0,0,0,1,223053102
211000344,4,15520003,250,211000344,0,0,0,0,1,223053102
211000345,4,15520003,250,211000345,0,0,0,0,1,223053102
211000346,4,15520003,250,211000346,0,0,0,0,1,223053102
211000347,4,15520003,250,211000347,0,0,0,0,1,223053102
211000348,4,15520003,250,211000348,0,0,0,0,1,223053102
211000349,4,15520003,250,211000349,0,0,0,0,1,223053102
211000401,4,15520004,250,211000401,0,0,2030/03/31 23:59:59,0,1,223061502
211000402,4,15520004,250,211000402,0,0,2030/03/31 23:59:59,0,1,223061502
211000403,4,15520004,250,211000403,0,0,0,0,1,223061502
211000404,4,15520004,5,211000404,0,0,0,0,1,223061502
211000405,4,15520004,250,211000405,0,0,0,0,1,223061502
211000406,4,15520004,250,211000406,0,0,0,0,1,223061502
211000407,4,15520004,250,211000407,0,0,0,0,1,223061502
211000408,4,15520004,250,211000408,0,0,0,0,1,223061502
211000409,4,15520004,250,211000409,0,0,0,0,1,223061502
211000410,4,15520004,250,211000410,0,0,0,0,1,223061502
211000411,4,15520004,250,211000411,0,0,0,0,1,223061502
211000412,4,15520004,250,211000412,0,0,0,0,1,223061502
211000413,4,15520004,250,211000413,0,0,0,0,1,223061502
211000414,4,15520004,250,211000414,0,0,0,0,1,223061502
211000415,4,15520004,250,211000415,0,0,0,0,1,223061502
211000416,4,15520004,250,211000416,0,0,0,0,1,223061502
211000417,4,15520004,250,211000417,0,0,0,0,1,223061502
211000418,4,15520004,250,211000418,0,0,0,0,1,223061502
211000419,4,15520004,250,211000419,0,0,0,0,1,223061502
211000420,4,15520004,250,211000420,0,0,0,0,1,223061502
211000421,4,15520004,250,211000421,0,0,0,0,1,223061502
211000422,4,15520004,250,211000422,0,0,0,0,1,223061502
211000423,4,15520004,250,211000423,0,0,0,0,1,223061502
211000424,4,15520004,250,211000424,0,0,0,0,1,223061502
211000425,4,15520004,250,211000425,0,0,0,0,1,223061502
211000426,4,15520004,250,211000426,0,0,0,0,1,223061502
211000427,4,15520004,250,211000427,0,0,0,0,1,223061502
211000428,4,15520004,250,211000428,0,0,0,0,1,223061502
211000429,4,15520004,250,211000429,0,0,0,0,1,223061502
211000430,4,15520004,250,211000430,0,0,0,0,1,223061502
211000431,4,15520004,250,211000431,0,0,0,0,1,223061502
211000432,4,15520004,250,211000432,0,0,0,0,1,223061502
211000433,4,15520004,250,211000433,0,0,0,0,1,223061502
211000434,4,15520004,250,211000434,0,0,0,0,1,223061502
211000435,4,15520004,250,211000435,0,0,0,0,1,223061502
211000436,4,15520004,250,211000436,0,0,0,0,1,223061502
211000437,4,15520004,250,211000437,0,0,0,0,1,223061502
211000438,4,15520004,250,211000438,0,0,0,0,1,223061502
211000439,4,15520004,250,211000439,0,0,0,0,1,223061502
211000440,4,15520004,250,211000440,0,0,0,0,1,223061502
211000441,4,15520004,250,211000441,0,0,0,0,1,223061502
211000442,4,15520004,250,211000442,0,0,0,0,1,223061502
211000443,4,15520004,250,211000443,0,0,0,0,1,223061502
211000444,4,15520004,250,211000444,0,0,0,0,1,223061502
211000445,4,15520004,250,211000445,0,0,0,0,1,223061502
211000446,4,15520004,250,211000446,0,0,0,0,1,223061502
211000447,4,15520004,250,211000447,0,0,0,0,1,223061502
211000448,4,15520004,250,211000448,0,0,0,0,1,223061502
211000449,4,15520004,250,211000449,0,0,0,0,1,223061502
211000450,4,15520004,250,211000450,0,0,0,0,1,223061502
211000451,4,15520004,250,211000451,0,0,0,0,1,223061502
211000601,4,15520005,250,211000601,0,0,2030/03/31 23:59:59,0,1,223063002
211000602,4,15520005,250,211000602,0,0,2030/03/31 23:59:59,0,1,223063002
211000603,4,15520005,250,211000603,0,0,0,0,1,223063002
211000604,4,15520005,5,211000604,0,0,0,0,1,223063002
211000605,4,15520005,250,211000605,0,0,0,0,1,223063002
211000606,4,15520005,250,211000606,0,0,0,0,1,223063002
211000607,4,15520005,250,211000607,0,0,0,0,1,223063002
211000608,4,15520005,250,211000608,0,0,0,0,1,223063002
211000609,4,15520005,250,211000609,0,0,0,0,1,223063002
211000610,4,15520005,250,211000610,0,0,0,0,1,223063002
211000611,4,15520005,250,211000611,0,0,0,0,1,223063002
211000612,4,15520005,250,211000612,0,0,0,0,1,223063002
211000613,4,15520005,250,211000613,0,0,0,0,1,223063002
211000614,4,15520005,250,211000614,0,0,0,0,1,223063002
211000615,4,15520005,250,211000615,0,0,0,0,1,223063002
211000616,4,15520005,250,211000616,0,0,0,0,1,223063002
211000617,4,15520005,250,211000617,0,0,0,0,1,223063002
211000618,4,15520005,250,211000618,0,0,0,0,1,223063002
211000619,4,15520005,250,211000619,0,0,0,0,1,223063002
211000620,4,15520005,250,211000620,0,0,0,0,1,223063002
211000621,4,15520005,250,211000621,0,0,0,0,1,223063002
211000622,4,15520005,250,211000622,0,0,0,0,1,223063002
211000623,4,15520005,250,211000623,0,0,0,0,1,223063002
211000624,4,15520005,250,211000624,0,0,0,0,1,223063002
211000625,4,15520005,250,211000625,0,0,0,0,1,223063002
211000626,4,15520005,250,211000626,0,0,0,0,1,223063002
211000627,4,15520005,250,211000627,0,0,0,0,1,223063002
211000628,4,15520005,250,211000628,0,0,0,0,1,223063002
211000629,4,15520005,250,211000629,0,0,0,0,1,223063002
211000630,4,15520005,250,211000630,0,0,0,0,1,223063002
211000631,4,15520005,250,211000631,0,0,0,0,1,223063002
211000632,4,15520005,250,211000632,0,0,0,0,1,223063002
211000633,4,15520005,250,211000633,0,0,0,0,1,223063002
211000634,4,15520005,250,211000634,0,0,0,0,1,223063002
211000635,4,15520005,250,211000635,0,0,0,0,1,223063002
211000636,4,15520005,250,211000636,0,0,0,0,1,223063002
211000637,4,15520005,250,211000637,0,0,0,0,1,223063002
211000638,4,15520005,250,211000638,0,0,0,0,1,223063002
211000639,4,15520005,250,211000639,0,0,0,0,1,223063002
211000640,4,15520005,250,211000640,0,0,0,0,1,223063002
211000641,4,15520005,250,211000641,0,0,0,0,1,223063002
211000642,4,15520005,250,211000642,0,0,0,0,1,223063002
211000643,4,15520005,250,211000643,0,0,0,0,1,223063002
211000644,4,15520005,250,211000644,0,0,0,0,1,223063002
211000645,4,15520005,250,211000645,0,0,0,0,1,223063002
211000646,4,15520005,250,211000646,0,0,0,0,1,223063002
211000647,4,15520005,250,211000647,0,0,0,0,1,223063002
211000648,4,15520005,250,211000648,0,0,0,0,1,223063002
211000649,4,15520005,250,211000649,0,0,0,0,1,223063002
211000650,4,15520005,250,211000650,0,0,0,0,1,223063002
211000651,4,15520005,250,211000651,0,0,0,0,1,223063002
211000652,4,15520005,250,211000652,0,0,0,0,1,223063002
211000653,4,15520005,250,211000653,0,0,0,0,1,223063002
211000801,4,15520006,250,211000801,0,0,2030/03/31 23:59:59,0,1,223071503
211000802,4,15520006,250,211000802,0,0,2030/03/31 23:59:59,0,1,223071503
211000803,4,15520006,250,211000803,0,0,0,0,1,223071503
211000804,4,15520006,5,211000804,0,0,0,0,1,223071503
211000805,4,15520006,250,211000805,0,0,0,0,1,223071503
211000806,4,15520006,250,211000806,0,0,0,0,1,223071503
211000807,4,15520006,250,211000807,0,0,0,0,1,223071503
211000808,4,15520006,250,211000808,0,0,0,0,1,223071503
211000809,4,15520006,250,211000809,0,0,0,0,1,223071503
211000810,4,15520006,250,211000810,0,0,0,0,1,223071503
211000811,4,15520006,250,211000811,0,0,0,0,1,223071503
211000812,4,15520006,250,211000812,0,0,0,0,1,223071503
211000813,4,15520006,250,211000813,0,0,0,0,1,223071503
211000814,4,15520006,250,211000814,0,0,0,0,1,223071503
211000815,4,15520006,250,211000815,0,0,0,0,1,223071503
211000816,4,15520006,250,211000816,0,0,0,0,1,223071503
211000817,4,15520006,250,211000817,0,0,0,0,1,223071503
211000818,4,15520006,250,211000818,0,0,0,0,1,223071503
211000819,4,15520006,250,211000819,0,0,0,0,1,223071503
211000820,4,15520006,250,211000820,0,0,0,0,1,223071503
211000821,4,15520006,250,211000821,0,0,0,0,1,223071503
211000822,4,15520006,250,211000822,0,0,0,0,1,223071503
211000823,4,15520006,250,211000823,0,0,0,0,1,223071503
211000824,4,15520006,250,211000824,0,0,0,0,1,223071503
211000825,4,15520006,250,211000825,0,0,0,0,1,223071503
211000826,4,15520006,250,211000826,0,0,0,0,1,223071503
211000827,4,15520006,250,211000827,0,0,0,0,1,223071503
211000828,4,15520006,250,211000828,0,0,0,0,1,223071503
211000829,4,15520006,250,211000829,0,0,0,0,1,223071503
211000830,4,15520006,250,211000830,0,0,0,0,1,223071503
211000831,4,15520006,250,211000831,0,0,0,0,1,223071503
211000832,4,15520006,250,211000832,0,0,0,0,1,223071503
211000833,4,15520006,250,211000833,0,0,0,0,1,223071503
211000834,4,15520006,250,211000834,0,0,0,0,1,223071503
211000835,4,15520006,250,211000835,0,0,0,0,1,223071503
211000836,4,15520006,250,211000836,0,0,0,0,1,223071503
211000837,4,15520006,250,211000837,0,0,0,0,1,223071503
211000838,4,15520006,250,211000838,0,0,0,0,1,223071503
211000839,4,15520006,250,211000839,0,0,0,0,1,223071503
211000840,4,15520006,250,211000840,0,0,0,0,1,223071503
211000841,4,15520006,250,211000841,0,0,0,0,1,223071503
211000842,4,15520006,250,211000842,0,0,0,0,1,223071503
211000843,4,15520006,250,211000843,0,0,0,0,1,223071503
211000844,4,15520006,250,211000844,0,0,0,0,1,223071503
211000845,4,15520006,250,211000845,0,0,0,0,1,223071503
211000846,4,15520006,250,211000846,0,0,0,0,1,223071503
211000847,4,15520006,250,211000847,0,0,0,0,1,223071503
211000848,4,15520006,250,211000848,0,0,0,0,1,223071503
211000849,4,15520006,250,211000849,0,0,0,0,1,223071503
211000850,4,15520006,250,211000850,0,0,0,0,1,223071503
211000851,4,15520006,250,211000851,0,0,0,0,1,223071503
211000852,4,15520006,250,211000852,0,0,0,0,1,223071503
211000853,4,15520006,250,211000853,0,0,0,0,1,223071503
211000854,4,15520006,250,211000854,0,0,0,0,1,223071503
211000855,4,15520006,250,211000855,0,0,0,0,1,223071503
211001001,4,15520007,250,211001001,0,0,2030/03/31 23:59:59,0,1,223073102
211001002,4,15520007,250,211001002,0,0,2030/03/31 23:59:59,0,1,223073102
211001003,4,15520007,250,211001003,0,0,0,0,1,223073102
211001004,4,15520007,5,211001004,0,0,0,0,1,223073102
211001005,4,15520007,250,211001005,0,0,0,0,1,223073102
211001006,4,15520007,250,211001006,0,0,0,0,1,223073102
211001007,4,15520007,250,211001007,0,0,0,0,1,223073102
211001008,4,15520007,250,211001008,0,0,0,0,1,223073102
211001009,4,15520007,250,211001009,0,0,0,0,1,223073102
211001010,4,15520007,250,211001010,0,0,0,0,1,223073102
211001011,4,15520007,250,211001011,0,0,0,0,1,223073102
211001012,4,15520007,250,211001012,0,0,0,0,1,223073102
211001013,4,15520007,250,211001013,0,0,0,0,1,223073102
211001014,4,15520007,250,211001014,0,0,0,0,1,223073102
211001015,4,15520007,250,211001015,0,0,0,0,1,223073102
211001016,4,15520007,250,211001016,0,0,0,0,1,223073102
211001017,4,15520007,250,211001017,0,0,0,0,1,223073102
211001018,4,15520007,250,211001018,0,0,0,0,1,223073102
211001019,4,15520007,250,211001019,0,0,0,0,1,223073102
211001020,4,15520007,250,211001020,0,0,0,0,1,223073102
211001021,4,15520007,250,211001021,0,0,0,0,1,223073102
211001022,4,15520007,250,211001022,0,0,0,0,1,223073102
211001023,4,15520007,250,211001023,0,0,0,0,1,223073102
211001024,4,15520007,250,211001024,0,0,0,0,1,223073102
211001025,4,15520007,250,211001025,0,0,0,0,1,223073102
211001026,4,15520007,250,211001026,0,0,0,0,1,223073102
211001027,4,15520007,250,211001027,0,0,0,0,1,223073102
211001028,4,15520007,250,211001028,0,0,0,0,1,223073102
211001029,4,15520007,250,211001029,0,0,0,0,1,223073102
211001030,4,15520007,250,211001030,0,0,0,0,1,223073102
211001031,4,15520007,250,211001031,0,0,0,0,1,223073102
211001032,4,15520007,250,211001032,0,0,0,0,1,223073102
211001033,4,15520007,250,211001033,0,0,0,0,1,223073102
211001034,4,15520007,250,211001034,0,0,0,0,1,223073102
211001035,4,15520007,250,211001035,0,0,0,0,1,223073102
211001036,4,15520007,250,211001036,0,0,0,0,1,223073102
211001037,4,15520007,250,211001037,0,0,0,0,1,223073102
211001038,4,15520007,250,211001038,0,0,0,0,1,223073102
211001039,4,15520007,250,211001039,0,0,0,0,1,223073102
211001040,4,15520007,250,211001040,0,0,0,0,1,223073102
211001041,4,15520007,250,211001041,0,0,0,0,1,223073102
211001042,4,15520007,250,211001042,0,0,0,0,1,223073102
211001043,4,15520007,250,211001043,0,0,0,0,1,223073102
211001044,4,15520007,250,211001044,0,0,0,0,1,223073102
211001045,4,15520007,250,211001045,0,0,0,0,1,223073102
211001046,4,15520007,250,211001046,0,0,0,0,1,223073102
211001047,4,15520007,250,211001047,0,0,0,0,1,223073102
211001048,4,15520007,250,211001048,0,0,0,0,1,223073102
211001049,4,15520007,250,211001049,0,0,0,0,1,223073102
211001050,4,15520007,250,211001050,0,0,0,0,1,223073102
211001051,4,15520007,250,211001051,0,0,0,0,1,223073102
211001052,4,15520007,250,211001052,0,0,0,0,1,223073102
211001053,4,15520007,250,211001053,0,0,0,0,1,223073102
211001054,4,15520007,250,211001054,0,0,0,0,1,223073102
211001055,4,15520007,250,211001055,0,0,0,0,1,223073102
211001056,4,15520007,250,211001056,0,0,0,0,1,223073102
211001057,4,15520007,250,211001057,0,0,0,0,1,223073102
