_id,_masterChatId,_roomId,_chapterId,_scriptKey,_title,_firstLineValue,_noticeValue,_appearStampIdList,_masterReleaseLabelId
100200107,1002,1,100200107,1002_1_7,絵里 DM,絵里: ちょっといいかしら？,絵里: ちょっといいかしら？,"stamp_00_00000_0004,stamp_00_00000_0022,stamp_00_00000_0024,stamp_00_00000_0037,stamp_00_00000_0045,stamp_00_00000_0049,stamp_00_00000_0052,stamp_00_00000_0081,stamp_00_00000_0082,stamp_00_00000_0090,stamp_00_00000_0094,stamp_01_01002_0005",1
100200108,1002,1,100200108,1002_1_8,絵里 DM,絵里さんがログインしました,絵里さんがログインしました,"stamp_00_00000_0001,stamp_00_00000_0008,stamp_00_00000_0011,stamp_00_00000_0053,stamp_00_00000_0055,stamp_00_00000_0059",1
100200109,1002,1,100200109,1002_1_9,絵里 DM,絵里さんがログインしました,絵里さんがログインしました,"stamp_00_00000_0008,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0092,stamp_00_00000_0094,stamp_00_00000_0095",1
100200110,1002,1,100200110,1002_1_10,絵里 DM,絵里さんがログインしました,絵里さんがログインしました,"stamp_00_00000_0001,stamp_00_00000_0014,stamp_00_00000_0015,stamp_00_00000_0016,stamp_00_00000_0017,stamp_00_00000_0034,stamp_00_00000_0055,stamp_00_00000_0082,stamp_00_00000_0085,stamp_00_00000_0093,stamp_00_00000_0094",1
100200111,1002,1,100200111,1002_1_11,絵里 DM,絵里さんがスタンプを送信しました,絵里さんがスタンプを送信しました,"stamp_00_00000_0009,stamp_00_00000_0020,stamp_00_00000_0025,stamp_00_00000_0037,stamp_00_00000_0051,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0090,stamp_00_00000_0094",1
100200112,1002,1,100200112,1002_1_12,絵里 DM,絵里: ちょっといいかしら,絵里: ちょっといいかしら,"stamp_00_00000_0005,stamp_00_00000_0050,stamp_00_00000_0052,stamp_00_00000_0078,stamp_00_00000_0091",1
100200113,1002,1,100200113,1002_1_13,絵里 DM,絵里: 聞いて！！,絵里: 聞いて！！,"stamp_00_00000_0011,stamp_00_00000_0021,stamp_00_00000_0048,stamp_00_00000_0053,stamp_00_00000_0055,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0090",1
100200114,1002,1,100200114,1002_1_14,絵里 DM,絵里さんがログインしました,絵里さんがログインしました,"stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0026,stamp_00_00000_0087,stamp_00_00000_0088,stamp_00_00000_0092,stamp_00_00000_0095",1
100200115,1002,1,100200115,1002_1_15,絵里 DM,絵里さんがログインしました,絵里さんがログインしました,"stamp_00_00000_0003,stamp_00_00000_0022,stamp_00_00000_0037,stamp_00_00000_0048,stamp_00_00000_0050,stamp_00_00000_0057,stamp_00_00000_0071,stamp_00_00000_0081,stamp_00_00000_0082,stamp_00_00000_0088",1
100200201,1002,2,100200201,1002_2_1,絵里 お誕生日2023,絵里さんがログインしました,絵里さんがログインしました,"stamp_00_00000_0009,stamp_00_00000_0021,stamp_00_00000_0025,stamp_00_00000_0037,stamp_00_00000_0053,stamp_00_00000_0079",123102102
100200301,1002,3,100200301,1002_3_1,絵里 お祝い2023,絵里: お誕生日おめでとう,絵里: お誕生日おめでとう,"stamp_00_00000_0019,stamp_00_00000_0059,stamp_00_00000_0079,stamp_00_00000_0088",1
100200401,1002,16,100200401,1002_16_1,絵里 新年2024,絵里: あけましておめでとう,絵里: あけましておめでとう,,324010141
100200501,1002,17,100200501,1002_17_1,絵里 バレンタイン2024,絵里: 今日はバレンタインデーのチョコレートをありがとう,絵里: 今日はバレンタインデーのチョコレートをありがとう,"stamp_00_00000_0005,stamp_00_00000_0038,stamp_00_00000_0057,stamp_00_00000_0079,stamp_00_00000_0088",324021435
100201801,1002,18,100201801,1002_18_1,絵里 ホワイトデー2024,絵里: 今日はバレンタインデーのお返しをありがとう,絵里: 今日はバレンタインデーのお返しをありがとう,stamp_00_00000_0009,324031436
100200701,1002,7,100200701,1002_7_1,絵里 4月2023,絵里さんがログインしました,絵里さんがログインしました,"stamp_00_00000_0010,stamp_00_00000_0048,stamp_00_00000_0060,stamp_00_00000_0094",1
100200801,1002,8,100200801,1002_8_1,絵里 5月2023,絵里: 聞いてちょうだい！,絵里: 聞いてちょうだい！,"stamp_00_00000_0088,stamp_00_00000_0091",1
100200901,1002,9,100200901,1002_9_1,絵里 6月2023,絵里さんがログインしました,絵里さんがログインしました,"stamp_00_00000_0029,stamp_00_00000_0057",323060804
100201001,1002,10,100201001,1002_10_1,絵里 7月2023,絵里: 毎日暑いけど体調をくずしたりしていない？,絵里: 毎日暑いけど体調をくずしたりしていない？,"stamp_00_00000_0048,stamp_00_00000_0083,stamp_00_00000_0092,stamp_01_01001_0003",323072405
100201101,1002,11,100201101,1002_11_1,絵里 夏休み2023,絵里: どうして夏になるとみんな怖い話をしたがるのかしらね……,絵里: どうして夏になるとみんな怖い話をしたがるのかしらね……,stamp_00_00000_0016,323080703
100201201,1002,12,100201201,1002_12_1,絵里 9月2023,絵里: この前、希とにこと一緒に期間限定のケーキを食べに行ってきたの,絵里: この前、希とにこと一緒に期間限定のケーキを食べに行ってきたの,stamp_00_00000_0020,323092503
100201301,1002,13,100201301,1002_13_1,絵里 2023ハロウィン,絵里さんがログインしました,絵里さんがログインしました,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0048,stamp_00_00000_0050,stamp_00_00000_0088",323103133
100201401,1002,14,100201401,1002_14_1,絵里 11月2023,絵里: もうすっかり秋ね,絵里: もうすっかり秋ね,"stamp_00_00000_0037,stamp_00_00000_0056",323112003
100201501,1002,15,100201501,1002_15_1,絵里 Xmas2023,絵里さんがログインしました,絵里さんがログインしました,"stamp_00_00000_0048,stamp_00_00000_0050,stamp_00_00000_0088",323122414
100300101,1003,1,100300101,1003_1_1,ことり DM,ことり: こんばんは、南ことりです,ことり: こんばんは、南ことりです,"stamp_00_00000_0077,stamp_00_00000_0079,stamp_00_00000_0088",1
100300102,1003,1,100300102,1003_1_2,ことり DM,ことりさんがログインしました,ことりさんがログインしました,"stamp_00_00000_0005,stamp_00_00000_0008,stamp_00_00000_0037,stamp_00_00000_0059,stamp_00_00000_0077,stamp_00_00000_0093",1
100300103,1003,1,100300103,1003_1_3,ことり DM,ことりさんがスタンプを送信しました,ことりさんがスタンプを送信しました,"stamp_00_00000_0025,stamp_00_00000_0059,stamp_00_00000_0088,stamp_00_00000_0094",1
100300104,1003,1,100300104,1003_1_4,ことり DM,ことりさんが画像を送信しました,ことりさんが画像を送信しました,"stamp_00_00000_0009,stamp_00_00000_0068,stamp_00_00000_0077,stamp_00_00000_0089",1
100300105,1003,1,100300105,1003_1_5,ことり DM,ことりさんがスタンプを送信しました,ことりさんがスタンプを送信しました,"stamp_00_00000_0001,stamp_00_00000_0017,stamp_00_00000_0025,stamp_00_00000_0027,stamp_00_00000_0061,stamp_00_00000_0078,stamp_00_00000_0079,stamp_00_00000_0080,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0091,stamp_00_00000_0093",1
100300106,1003,1,100300106,1003_1_6,ことり DM,ことりさんがログインしました,ことりさんがログインしました,"stamp_00_00000_0003,stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0017,stamp_00_00000_0029,stamp_00_00000_0059,stamp_00_00000_0077,stamp_00_00000_0079,stamp_01_01003_0001",1
100300107,1003,1,100300107,1003_1_7,ことり DM,ことり: こんばんは,ことり: こんばんは,"stamp_00_00000_0001,stamp_00_00000_0009,stamp_00_00000_0019,stamp_00_00000_0037,stamp_00_00000_0049,stamp_00_00000_0077",1
100300108,1003,1,100300108,1003_1_8,ことり DM,ことりさんがログインしました,ことりさんがログインしました,"stamp_00_00000_0009,stamp_00_00000_0059,stamp_00_00000_0091",1
100300109,1003,1,100300109,1003_1_9,ことり DM,ことりさんがログインしました,ことりさんがログインしました,"stamp_00_00000_0014,stamp_00_00000_0015,stamp_00_00000_0017,stamp_00_00000_0049,stamp_00_00000_0079,stamp_00_00000_0082,stamp_00_00000_0088",1
100300110,1003,1,100300110,1003_1_10,ことり DM,ことりさんがスタンプを送信しました,ことりさんがスタンプを送信しました,"stamp_00_00000_0059,stamp_00_00000_0088",1
100300111,1003,1,100300111,1003_1_11,ことり DM,ことりさんがスタンプを送信しました,ことりさんがスタンプを送信しました,"stamp_00_00000_0005,stamp_00_00000_0069,stamp_00_00000_0077,stamp_00_00000_0080,stamp_00_00000_0094,stamp_01_01003_0001",1
100300112,1003,1,100300112,1003_1_12,ことり DM,ことり: どうしよう,ことり: どうしよう,,1
100300113,1003,1,100300113,1003_1_13,ことり DM,ことり: さっきは恥ずかしいところ見せちゃってゴメンね,ことり: さっきは恥ずかしいところ見せちゃってゴメンね,"stamp_00_00000_0075,stamp_00_00000_0080",1
100300114,1003,1,100300114,1003_1_14,ことり DM,ことりさんがログインしました,ことりさんがログインしました,"stamp_00_00000_0085,stamp_00_00000_0095",1
100300115,1003,1,100300115,1003_1_15,ことり DM,ことりさんがログインしました,ことりさんがログインしました,"stamp_00_00000_0016,stamp_00_00000_0027,stamp_00_00000_0029,stamp_00_00000_0050,stamp_00_00000_0077,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0090",1
100300201,1003,2,100300201,1003_2_1,ことり お誕生日2023,ことりさんがログインしました,ことりさんがログインしました,"stamp_00_00000_0009,stamp_00_00000_0021,stamp_00_00000_0037,stamp_00_00000_0038,stamp_00_00000_0060,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0088",123091202
100300301,1003,3,100300301,1003_3_1,ことり お祝い2023,ことりさんがスタンプを送信しました,ことりさんがスタンプを送信しました,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0021,stamp_00_00000_0029,stamp_00_00000_0048,stamp_00_00000_0059,stamp_00_00000_0061,stamp_00_00000_0077,stamp_00_00000_0084,stamp_00_00000_0094",1
100300401,1003,16,100300401,1003_16_1,ことり 新年2024,ことり: あけましておめでとう,ことり: あけましておめでとう,"stamp_00_00000_0008,stamp_00_00000_0057",324010142
100300501,1003,17,100300501,1003_17_1,ことり バレンタイン2024,ことり: ハッピーバレンタイン！,ことり: ハッピーバレンタイン！,"stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0079",324021436
100301801,1003,18,100301801,1003_18_1,ことり ホワイトデー2024,ことり: 今日はバレンタインデーのお返しありがとう！,ことり: 今日はバレンタインデーのお返しありがとう！,"stamp_00_00000_0038,stamp_00_00000_0050,stamp_00_00000_0056",324031437
100300701,1003,7,100300701,1003_7_1,ことり 4月2023,ことりさんがログインしました,ことりさんがログインしました,"stamp_00_00000_0009,stamp_00_00000_0057,stamp_00_00000_0095",1
100300801,1003,8,100300801,1003_8_1,ことり 5月2023,ことりさんがスタンプを送信しました,ことりさんがスタンプを送信しました,stamp_01_01003_0001,1
100300901,1003,9,100300901,1003_9_1,ことり 6月2023,ことり: この前ライブを見に来てくれた子からお手紙をもらったんだ,ことり: この前ライブを見に来てくれた子からお手紙をもらったんだ,,323060403
100301001,1003,10,100301001,1003_10_1,ことり 7月2023,ことり: ちょっと相談したいことがあるんだけど、いいかな？,ことり: ちょっと相談したいことがあるんだけど、いいかな？,,323071203
100301101,1003,11,100301101,1003_11_1,ことり 夏休み2023,ことりさんがスタンプを送信しました,ことりさんがスタンプを送信しました,"stamp_00_00000_0079,stamp_01_01003_0001",323080704
100301201,1003,12,100301201,1003_12_1,ことり 9月2023,ことりさんがログインしました,ことりさんがログインしました,"stamp_00_00000_0052,stamp_00_00000_0053,stamp_00_00000_0060,stamp_01_01001_0003",323092804
100301301,1003,13,100301301,1003_13_1,ことり 2023ハロウィン,ことり: こんにちは！,ことり: こんにちは！,stamp_00_00000_0092,323103134
100301401,1003,14,100301401,1003_14_1,ことり 11月2023,ことりさんがスタンプを送信しました,ことりさんがスタンプを送信しました,"stamp_00_00000_0010,stamp_00_00000_0088,stamp_01_01003_0001",323112603
100301501,1003,15,100301501,1003_15_1,ことり Xmas2023,ことり: メリークリスマス！,ことり: メリークリスマス！,"stamp_00_00000_0021,stamp_00_00000_0038,stamp_00_00000_0079",323122526
100400101,1004,1,100400101,1004_1_1,海未 DM,海未さんがログインしました,海未さんがログインしました,,1
100400102,1004,1,100400102,1004_1_2,海未 DM,海未さんがログインしました,海未さんがログインしました,stamp_00_00000_0034,1
100400103,1004,1,100400103,1004_1_3,海未 DM,海未: 今、よろしいでしょうか,海未: 今、よろしいでしょうか,stamp_00_00000_0048,1
100400104,1004,1,100400104,1004_1_4,海未 DM,海未さんがログインしました,海未さんがログインしました,"stamp_00_00000_0059,stamp_00_00000_0090",1
100400105,1004,1,100400105,1004_1_5,海未 DM,海未: お待たせしました,海未: お待たせしました,"stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0037",1
100400106,1004,1,100400106,1004_1_6,海未 DM,海未さんがスタンプを送信しました,海未さんがスタンプを送信しました,"stamp_00_00000_0001,stamp_00_00000_0006,stamp_00_00000_0008,stamp_00_00000_0011,stamp_00_00000_0025,stamp_00_00000_0040,stamp_00_00000_0059,stamp_01_01004_0002",1
100400107,1004,1,100400107,1004_1_7,海未 DM,海未さんがログインしました,海未さんがログインしました,"stamp_00_00000_0059,stamp_00_00000_0093",1
100400108,1004,1,100400108,1004_1_8,海未 DM,海未: そういえば自分にもできそうなスポーツを探すと言っていましたが…,海未: そういえば自分にもできそうなスポーツを探すと言っていましたが…,"stamp_00_00000_0017,stamp_00_00000_0080",1
100400109,1004,1,100400109,1004_1_9,海未 DM,海未さんがスタンプを送信しました,海未さんがスタンプを送信しました,"stamp_00_00000_0059,stamp_00_00000_0084",1
100400110,1004,1,100400110,1004_1_10,海未 DM,海未さんがログインしました,海未さんがログインしました,"stamp_00_00000_0001,stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0037,stamp_00_00000_0054",1
100400111,1004,1,100400111,1004_1_11,海未 DM,海未: できました！,海未: できました！,"stamp_00_00000_0001,stamp_00_00000_0005,stamp_00_00000_0048,stamp_00_00000_0078",1
100400112,1004,1,100400112,1004_1_12,海未 DM,海未: すみません、こんな時間に,海未: すみません、こんな時間に,"stamp_00_00000_0001,stamp_00_00000_0003,stamp_00_00000_0008,stamp_00_00000_0059,stamp_00_00000_0092",1
100400113,1004,1,100400113,1004_1_13,海未 DM,海未: いよいよ、明日ライブ当日です,海未: いよいよ、明日ライブ当日です,stamp_00_00000_0049,1
100400114,1004,1,100400114,1004_1_14,海未 DM,海未さんがログインしました,海未さんがログインしました,stamp_00_00000_0009,1
100400115,1004,1,100400115,1004_1_15,海未 DM,海未さんがログインしました,海未さんがログインしました,"stamp_00_00000_0001,stamp_00_00000_0009,stamp_00_00000_0011,stamp_00_00000_0017,stamp_00_00000_0029,stamp_00_00000_0037,stamp_00_00000_0060,stamp_00_00000_0090",1
100400301,1004,3,100400301,1004_3_1,海未 お祝い2023,海未: 夜分に申し訳ありません,海未: 夜分に申し訳ありません,stamp_00_00000_0005,1
100400401,1004,16,100400401,1004_16_1,海未 新年2024,海未: あけましておめでとうございます,海未: あけましておめでとうございます,"stamp_00_00000_0009,stamp_00_00000_0095",324010143
100400501,1004,17,100400501,1004_17_1,海未 バレンタイン2024,海未: 今日はバレンタインチョコをありがとうございました,海未: 今日はバレンタインチョコをありがとうございました,"stamp_00_00000_0048,stamp_00_00000_0089",324021437
100401801,1004,18,100401801,1004_18_1,海未 ホワイトデー2024,海未: 本日はバレンタインデーのお返しをありがとうございました,海未: 本日はバレンタインデーのお返しをありがとうございました,stamp_00_00000_0054,324031438
100400701,1004,7,100400701,1004_7_1,海未 4月2023,海未: もうすっかり春ですね,海未: もうすっかり春ですね,,1
100400801,1004,8,100400801,1004_8_1,海未 5月2023,海未さんが画像を送信しました,海未さんが画像を送信しました,,1
100400901,1004,9,100400901,1004_9_1,海未 6月2023,海未さんがログインしました,海未さんがログインしました,,323061602
100401001,1004,10,100401001,1004_10_1,海未 7月2023,海未: こんにちは,海未: こんにちは,"stamp_00_00000_0056,stamp_00_00000_0093",323072406
100401101,1004,11,100401101,1004_11_1,海未 夏休み2023,海未: 聞いてください！,海未: 聞いてください！,,323082403
100401201,1004,12,100401201,1004_12_1,海未 9月2023,海未: こんにちは,海未: こんにちは,"stamp_00_00000_0004,stamp_00_00000_0095",323090303
100401301,1004,13,100401301,1004_13_1,海未 2023ハロウィン,海未さんがログインしました,海未さんがログインしました,stamp_00_00000_0008,323103135
100401401,1004,14,100401401,1004_14_1,海未 11月2023,海未: 今度のバーベキューの準備進んでいますか？,海未: 今度のバーベキューの準備進んでいますか？,,323111604
100401501,1004,15,100401501,1004_15_1,海未 Xmas2023,海未さんがログインしました,海未さんがログインしました,stamp_00_00000_0009,323122415
100401901,1004,19,100401901,1004_19_1,海未 お誕生日2024,海未さんがログインしました,海未さんがログインしました,"stamp_00_00000_0001,stamp_00_00000_0019,stamp_00_00000_0021,stamp_00_00000_0054",124031502
100500101,1005,1,100500101,1005_1_1,凛 DM,凛さんがログインしました,凛さんがログインしました,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0049,stamp_00_00000_0061,stamp_00_00000_0088,stamp_00_00000_0090",1
100500102,1005,1,100500102,1005_1_2,凛 DM,凛さんがスタンプを送信しました,凛さんがスタンプを送信しました,"stamp_00_00000_0046,stamp_00_00000_0049,stamp_00_00000_0093",1
100500103,1005,1,100500103,1005_1_3,凛 DM,凛さんがログインしました,凛さんがログインしました,"stamp_00_00000_0006,stamp_00_00000_0007,stamp_00_00000_0010,stamp_00_00000_0017,stamp_00_00000_0019,stamp_00_00000_0046,stamp_00_00000_0088",1
100500104,1005,1,100500104,1005_1_4,凛 DM,凛さんがログインしました,凛さんがログインしました,"stamp_00_00000_0004,stamp_00_00000_0012,stamp_00_00000_0036,stamp_00_00000_0037,stamp_00_00000_0039,stamp_00_00000_0048,stamp_00_00000_0053,stamp_00_00000_0060,stamp_00_00000_0084,stamp_00_00000_0093,stamp_01_01005_0007",1
100500105,1005,1,100500105,1005_1_5,凛 DM,凛さんがログインしました,凛さんがログインしました,"stamp_00_00000_0004,stamp_00_00000_0015,stamp_00_00000_0037,stamp_00_00000_0038,stamp_00_00000_0053,stamp_00_00000_0056,stamp_00_00000_0059,stamp_00_00000_0060",1
100500106,1005,1,100500106,1005_1_6,凛 DM,凛さんがスタンプを送信しました,凛さんがスタンプを送信しました,"stamp_00_00000_0007,stamp_00_00000_0059",1
100500107,1005,1,100500107,1005_1_7,凛 DM,凛さんがログインしました,凛さんがログインしました,"stamp_00_00000_0006,stamp_00_00000_0036,stamp_00_00000_0037,stamp_00_00000_0049,stamp_00_00000_0080,stamp_00_00000_0084,stamp_00_00000_0093",1
