_id,_number,_type,_value,_amount,_priority,_pickup,_show,_boxCount,_masterReleaseLabelId
111000301,3,2,10030013,1,0,0,0,0,223041901
111000301,4,2,10040013,1,0,0,0,0,223041901
111000301,5,2,10050013,1,0,0,0,0,223041901
111000301,6,2,10060013,1,0,0,0,0,223041901
111000301,7,2,10070013,1,0,0,0,0,223041901
111000301,8,2,10080013,1,0,0,0,0,223041901
111000301,9,2,10090013,1,0,0,0,0,223041901
111000301,10,2,20010011,1,0,0,0,0,223041901
111000301,11,2,20020011,1,0,0,0,0,223041901
111000301,12,2,20030011,1,0,0,0,0,223041901
111000301,13,2,20040011,1,0,0,0,0,223041901
111000301,14,2,20050011,1,0,0,0,0,223041901
111000301,15,2,20060011,1,0,0,0,0,223041901
111000301,16,2,20070011,1,0,0,0,0,223041901
111000301,17,2,20080011,1,0,0,0,0,223041901
111000301,18,2,20090011,1,0,0,0,0,223041901
111000301,19,2,30010007,1,0,0,0,0,223041901
111000301,20,2,30020007,1,0,0,0,0,223041901
111000301,21,2,30030007,1,0,0,0,0,223041901
111000301,22,2,30040007,1,0,0,0,0,223041901
111000301,23,2,30050007,1,0,0,0,0,223041901
111000301,24,2,30060007,1,0,0,0,0,223041901
111000301,25,2,30070007,1,0,0,0,0,223041901
111000301,26,2,30080007,1,0,0,0,0,223041901
111000301,27,2,30090007,1,0,0,0,0,223041901
111000301,28,2,30100007,1,0,0,0,0,223041901
111000301,29,2,30110007,1,0,0,0,0,223041901
111000301,30,2,30120007,1,0,0,0,0,223041901
111000301,31,2,40010007,1,0,0,0,0,223041901
111000301,32,2,40020007,1,0,0,0,0,223041901
111000301,33,2,40030007,1,0,0,0,0,223041901
111000301,34,2,40040007,1,0,0,0,0,223041901
111000301,35,2,40050007,1,0,0,0,0,223041901
111000301,36,2,40060007,1,0,0,0,0,223041901
111000301,37,2,40070007,1,0,0,0,0,223041901
111000301,38,2,40080007,1,0,0,0,0,223041901
111000301,39,2,40090007,1,0,0,0,0,223041901
111000301,40,2,40090009,1,0,1,1,0,223041901
111000301,41,2,40020009,1,0,1,1,0,223041901
111000401,1,2,10010013,1,0,0,1,0,223043001
111000401,2,2,10020013,1,0,0,0,0,223043001
111000401,3,2,10030013,1,0,0,0,0,223043001
111000401,4,2,10040013,1,0,0,0,0,223043001
111000401,5,2,10050013,1,0,0,0,0,223043001
111000401,6,2,10060013,1,0,0,0,0,223043001
111000401,7,2,10070013,1,0,0,0,0,223043001
111000401,8,2,10080013,1,0,0,0,0,223043001
111000401,9,2,10090013,1,0,0,0,0,223043001
111000401,10,2,20010011,1,0,0,1,0,223043001
111000401,11,2,20020011,1,0,0,0,0,223043001
111000401,12,2,20030011,1,0,0,0,0,223043001
111000401,13,2,20040011,1,0,0,0,0,223043001
111000401,14,2,20050011,1,0,0,0,0,223043001
111000401,15,2,20060011,1,0,0,0,0,223043001
111000401,16,2,20070011,1,0,0,0,0,223043001
111000401,17,2,20080011,1,0,0,0,0,223043001
111000401,18,2,20090011,1,0,0,0,0,223043001
111000401,19,2,30010007,1,0,0,1,0,223043001
111000401,20,2,30020007,1,0,0,0,0,223043001
111000401,21,2,30030007,1,0,0,0,0,223043001
111000401,22,2,30040007,1,0,0,0,0,223043001
111000401,23,2,30050007,1,0,0,0,0,223043001
111000401,24,2,30060007,1,0,0,0,0,223043001
111000401,25,2,30070007,1,0,0,0,0,223043001
111000401,26,2,30080007,1,0,0,0,0,223043001
111000401,27,2,30090007,1,0,0,0,0,223043001
111000401,28,2,30100007,1,0,0,0,0,223043001
111000401,29,2,30110007,1,0,0,0,0,223043001
111000401,30,2,30120007,1,0,0,0,0,223043001
111000401,31,2,40010007,1,0,0,1,0,223043001
111000401,32,2,40020007,1,0,0,0,0,223043001
111000401,33,2,40030007,1,0,0,0,0,223043001
111000401,34,2,40040007,1,0,0,0,0,223043001
111000401,35,2,40050007,1,0,0,0,0,223043001
111000401,36,2,40060007,1,0,0,0,0,223043001
111000401,37,2,40070007,1,0,0,0,0,223043001
111000401,38,2,40080007,1,0,0,0,0,223043001
111000401,39,2,40090007,1,0,0,0,0,223043001
111000401,40,2,40020009,1,0,0,1,0,223043001
111000401,41,2,40090009,1,0,0,1,0,223043001
111000501,1,2,10010013,1,0,0,0,0,223051501
111000501,2,2,10020013,1,0,0,0,0,223051501
111000501,3,2,10030013,1,0,0,0,0,223051501
111000501,4,2,10040013,1,0,0,0,0,223051501
111000501,5,2,10050013,1,0,0,0,0,223051501
111000501,6,2,10060013,1,0,0,0,0,223051501
111000501,7,2,10070013,1,0,0,0,0,223051501
111000501,8,2,10080013,1,0,0,0,0,223051501
111000501,9,2,10090013,1,0,0,0,0,223051501
111000501,10,2,20010011,1,0,0,0,0,223051501
111000501,11,2,20020011,1,0,0,0,0,223051501
111000501,12,2,20030011,1,0,0,0,0,223051501
111000501,13,2,20040011,1,0,0,0,0,223051501
111000501,14,2,20050011,1,0,0,0,0,223051501
111000501,15,2,20060011,1,0,0,0,0,223051501
111000501,16,2,20070011,1,0,0,0,0,223051501
111000501,17,2,20080011,1,0,0,0,0,223051501
111000501,18,2,20090011,1,0,0,0,0,223051501
111000501,19,2,30010007,1,0,0,0,0,223051501
111000501,20,2,30020007,1,0,0,0,0,223051501
111000501,21,2,30030007,1,0,0,0,0,223051501
111000501,22,2,30040007,1,0,0,0,0,223051501
111000501,23,2,30050007,1,0,0,0,0,223051501
111000501,24,2,30060007,1,0,0,0,0,223051501
111000501,25,2,30070007,1,0,0,0,0,223051501
111000501,26,2,30080007,1,0,0,0,0,223051501
111000501,27,2,30090007,1,0,0,0,0,223051501
111000501,28,2,30100007,1,0,0,0,0,223051501
111000501,29,2,30110007,1,0,0,0,0,223051501
111000501,30,2,30120007,1,0,0,0,0,223051501
111000501,31,2,40010007,1,0,0,0,0,223051501
111000501,32,2,40020007,1,0,0,0,0,223051501
111000501,33,2,40030007,1,0,0,0,0,223051501
111000501,34,2,40040007,1,0,0,0,0,223051501
111000501,35,2,40050007,1,0,0,0,0,223051501
111000501,36,2,40060007,1,0,0,0,0,223051501
111000501,37,2,40070007,1,0,0,0,0,223051501
111000501,38,2,40080007,1,0,0,0,0,223051501
111000501,39,2,40090007,1,0,0,0,0,223051501
111000501,40,2,40020009,1,0,0,1,0,223051501
111000501,41,2,40090009,1,0,0,1,0,223051501
111000501,42,2,10010016,1,0,0,1,0,223051501
111000501,43,2,10020015,1,0,0,1,0,223051501
111000601,1,2,10010013,1,0,0,0,0,223053101
111000601,2,2,10020013,1,0,0,0,0,223053101
111000601,3,2,10030013,1,0,0,0,0,223053101
111000601,4,2,10040013,1,0,0,0,0,223053101
111000601,5,2,10050013,1,0,0,0,0,223053101
111000601,6,2,10060013,1,0,0,0,0,223053101
111000601,7,2,10070013,1,0,0,0,0,223053101
111000601,8,2,10080013,1,0,0,0,0,223053101
111000601,9,2,10090013,1,0,0,0,0,223053101
111000601,10,2,20010011,1,0,0,0,0,223053101
111000601,11,2,20020011,1,0,0,0,0,223053101
111000601,12,2,20030011,1,0,0,0,0,223053101
111000601,13,2,20040011,1,0,0,0,0,223053101
111000601,14,2,20050011,1,0,0,0,0,223053101
111000601,15,2,20060011,1,0,0,0,0,223053101
111000601,16,2,20070011,1,0,0,0,0,223053101
111000601,17,2,20080011,1,0,0,0,0,223053101
111000601,18,2,20090011,1,0,0,0,0,223053101
111000601,19,2,30010007,1,0,0,0,0,223053101
111000601,20,2,30020007,1,0,0,0,0,223053101
111000601,21,2,30030007,1,0,0,0,0,223053101
111000601,22,2,30040007,1,0,0,0,0,223053101
111000601,23,2,30050007,1,0,0,0,0,223053101
111000601,24,2,30060007,1,0,0,0,0,223053101
111000601,25,2,30070007,1,0,0,0,0,223053101
111000601,26,2,30080007,1,0,0,0,0,223053101
111000601,27,2,30090007,1,0,0,0,0,223053101
111000601,28,2,30100007,1,0,0,0,0,223053101
111000601,29,2,30110007,1,0,0,0,0,223053101
111000601,30,2,30120007,1,0,0,0,0,223053101
111000601,31,2,40010007,1,0,0,0,0,223053101
111000601,32,2,40020007,1,0,0,0,0,223053101
111000601,33,2,40030007,1,0,0,0,0,223053101
111000601,34,2,40040007,1,0,0,0,0,223053101
111000601,35,2,40050007,1,0,0,0,0,223053101
111000601,36,2,40060007,1,0,0,0,0,223053101
111000601,37,2,40070007,1,0,0,0,0,223053101
111000601,38,2,40080007,1,0,0,0,0,223053101
111000601,39,2,40090007,1,0,0,0,0,223053101
111000601,40,2,40020009,1,0,0,1,0,223053101
111000601,41,2,40090009,1,0,0,1,0,223053101
111000601,42,2,10010016,1,0,0,1,0,223053101
111000601,43,2,10020015,1,0,0,1,0,223053101
111000601,44,2,20010014,1,0,0,1,0,223053101
111000601,45,2,20020013,1,0,0,1,0,223053101
111000701,1,2,10010013,1,0,0,0,0,223061501
111000701,2,2,10020013,1,0,0,0,0,223061501
111000701,3,2,10030013,1,0,0,0,0,223061501
111000701,4,2,10040013,1,0,0,0,0,223061501
111000701,5,2,10050013,1,0,0,0,0,223061501
111000701,6,2,10060013,1,0,0,0,0,223061501
111000701,7,2,10070013,1,0,0,0,0,223061501
111000701,8,2,10080013,1,0,0,0,0,223061501
111000701,9,2,10090013,1,0,0,0,0,223061501
111000701,10,2,20010011,1,0,0,0,0,223061501
111000701,11,2,20020011,1,0,0,0,0,223061501
111000701,12,2,20030011,1,0,0,0,0,223061501
111000701,13,2,20040011,1,0,0,0,0,223061501
111000701,14,2,20050011,1,0,0,0,0,223061501
111000701,15,2,20060011,1,0,0,0,0,223061501
111000701,16,2,20070011,1,0,0,0,0,223061501
111000701,17,2,20080011,1,0,0,0,0,223061501
111000701,18,2,20090011,1,0,0,0,0,223061501
111000701,19,2,30010007,1,0,0,0,0,223061501
111000701,20,2,30020007,1,0,0,0,0,223061501
111000701,21,2,30030007,1,0,0,0,0,223061501
111000701,22,2,30040007,1,0,0,0,0,223061501
111000701,23,2,30050007,1,0,0,0,0,223061501
111000701,24,2,30060007,1,0,0,0,0,223061501
111000701,25,2,30070007,1,0,0,0,0,223061501
111000701,26,2,30080007,1,0,0,0,0,223061501
111000701,27,2,30090007,1,0,0,0,0,223061501
111000701,28,2,30100007,1,0,0,0,0,223061501
111000701,29,2,30110007,1,0,0,0,0,223061501
111000701,30,2,30120007,1,0,0,0,0,223061501
111000701,31,2,40010007,1,0,0,0,0,223061501
111000701,32,2,40020007,1,0,0,0,0,223061501
111000701,33,2,40030007,1,0,0,0,0,223061501
111000701,34,2,40040007,1,0,0,0,0,223061501
111000701,35,2,40050007,1,0,0,0,0,223061501
111000701,36,2,40060007,1,0,0,0,0,223061501
111000701,37,2,40070007,1,0,0,0,0,223061501
111000701,38,2,40080007,1,0,0,0,0,223061501
111000701,39,2,40090007,1,0,0,0,0,223061501
111000701,40,2,40020009,1,0,0,0,0,223061501
111000701,41,2,40090009,1,0,0,0,0,223061501
111000701,42,2,10010016,1,0,0,1,0,223061501
111000701,43,2,10020015,1,0,0,1,0,223061501
111000701,44,2,20010014,1,0,0,1,0,223061501
111000701,45,2,20020013,1,0,0,1,0,223061501
111000701,46,2,30060009,1,0,0,1,0,223061501
111000701,47,2,30080009,1,0,0,1,0,223061501
111000801,1,2,10010013,1,0,0,0,0,223063001
111000801,2,2,10020013,1,0,0,0,0,223063001
111000801,3,2,10030013,1,0,0,0,0,223063001
111000801,4,2,10040013,1,0,0,0,0,223063001
111000801,5,2,10050013,1,0,0,0,0,223063001
111000801,6,2,10060013,1,0,0,0,0,223063001
111000801,7,2,10070013,1,0,0,0,0,223063001
111000801,8,2,10080013,1,0,0,0,0,223063001
111000801,9,2,10090013,1,0,0,0,0,223063001
111000801,10,2,20010011,1,0,0,0,0,223063001
111000801,11,2,20020011,1,0,0,0,0,223063001
111000801,12,2,20030011,1,0,0,0,0,223063001
111000801,13,2,20040011,1,0,0,0,0,223063001
111000801,14,2,20050011,1,0,0,0,0,223063001
111000801,15,2,20060011,1,0,0,0,0,223063001
111000801,16,2,20070011,1,0,0,0,0,223063001
111000801,17,2,20080011,1,0,0,0,0,223063001
111000801,18,2,20090011,1,0,0,0,0,223063001
111000801,19,2,30010007,1,0,0,0,0,223063001
111000801,20,2,30020007,1,0,0,0,0,223063001
111000801,21,2,30030007,1,0,0,0,0,223063001
111000801,22,2,30040007,1,0,0,0,0,223063001
111000801,23,2,30050007,1,0,0,0,0,223063001
111000801,24,2,30060007,1,0,0,0,0,223063001
111000801,25,2,30070007,1,0,0,0,0,223063001
111000801,26,2,30080007,1,0,0,0,0,223063001
111000801,27,2,30090007,1,0,0,0,0,223063001
111000801,28,2,30100007,1,0,0,0,0,223063001
111000801,29,2,30110007,1,0,0,0,0,223063001
111000801,30,2,30120007,1,0,0,0,0,223063001
111000801,31,2,40010007,1,0,0,0,0,223063001
111000801,32,2,40020007,1,0,0,0,0,223063001
111000801,33,2,40030007,1,0,0,0,0,223063001
111000801,34,2,40040007,1,0,0,0,0,223063001
111000801,35,2,40050007,1,0,0,0,0,223063001
111000801,36,2,40060007,1,0,0,0,0,223063001
111000801,37,2,40070007,1,0,0,0,0,223063001
111000801,38,2,40080007,1,0,0,0,0,223063001
111000801,39,2,40090007,1,0,0,0,0,223063001
111000801,40,2,40020009,1,0,0,0,0,223063001
111000801,41,2,40090009,1,0,0,0,0,223063001
111000801,42,2,10010016,1,0,0,0,0,223063001
111000801,43,2,10020015,1,0,0,0,0,223063001
111000801,44,2,20010014,1,0,0,0,0,223063001
111000801,45,2,20020013,1,0,0,0,0,223063001
111000801,46,2,30060009,1,0,0,1,0,223063001
111000801,47,2,30080009,1,0,0,1,0,223063001
111000801,48,2,20030013,1,0,0,1,0,223063001
111000801,49,2,20040013,1,0,0,1,0,223063001
111000901,1,2,10010013,1,0,0,0,0,223071502
111000901,2,2,10020013,1,0,0,0,0,223071502
111000901,3,2,10030013,1,0,0,0,0,223071502
111000901,4,2,10040013,1,0,0,0,0,223071502
111000901,5,2,10050013,1,0,0,0,0,223071502
111000901,6,2,10060013,1,0,0,0,0,223071502
111000901,7,2,10070013,1,0,0,0,0,223071502
111000901,8,2,10080013,1,0,0,0,0,223071502
111000901,9,2,10090013,1,0,0,0,0,223071502
111000901,10,2,20010011,1,0,0,0,0,223071502
111000901,11,2,20020011,1,0,0,0,0,223071502
111000901,12,2,20030011,1,0,0,0,0,223071502
111000901,13,2,20040011,1,0,0,0,0,223071502
111000901,14,2,20050011,1,0,0,0,0,223071502
111000901,15,2,20060011,1,0,0,0,0,223071502
111000901,16,2,20070011,1,0,0,0,0,223071502
111000901,17,2,20080011,1,0,0,0,0,223071502
111000901,18,2,20090011,1,0,0,0,0,223071502
111000901,19,2,30010007,1,0,0,0,0,223071502
111000901,20,2,30020007,1,0,0,0,0,223071502
111000901,21,2,30030007,1,0,0,0,0,223071502
111000901,22,2,30040007,1,0,0,0,0,223071502
111000901,23,2,30050007,1,0,0,0,0,223071502
111000901,24,2,30060007,1,0,0,0,0,223071502
111000901,25,2,30070007,1,0,0,0,0,223071502
111000901,26,2,30080007,1,0,0,0,0,223071502
111000901,27,2,30090007,1,0,0,0,0,223071502
111000901,28,2,30100007,1,0,0,0,0,223071502
111000901,29,2,30110007,1,0,0,0,0,223071502
111000901,30,2,30120007,1,0,0,0,0,223071502
111000901,31,2,40010007,1,0,0,0,0,223071502
111000901,32,2,40020007,1,0,0,0,0,223071502
111000901,33,2,40030007,1,0,0,0,0,223071502
111000901,34,2,40040007,1,0,0,0,0,223071502
111000901,35,2,40050007,1,0,0,0,0,223071502
111000901,36,2,40060007,1,0,0,0,0,223071502
111000901,37,2,40070007,1,0,0,0,0,223071502
111000901,38,2,40080007,1,0,0,0,0,223071502
111000901,39,2,40090007,1,0,0,0,0,223071502
111000901,40,2,40020009,1,0,0,0,0,223071502
111000901,41,2,40090009,1,0,0,0,0,223071502
111000901,42,2,10010016,1,0,0,0,0,223071502
111000901,43,2,10020015,1,0,0,0,0,223071502
111000901,44,2,20010014,1,0,0,0,0,223071502
111000901,45,2,20020013,1,0,0,0,0,223071502
111000901,46,2,30060009,1,0,0,0,0,223071502
111000901,47,2,30080009,1,0,0,0,0,223071502
111000901,48,2,20030013,1,0,0,1,0,223071502
111000901,49,2,20040013,1,0,0,1,0,223071502
111000901,50,2,40040009,1,0,0,1,0,223071502
111000901,51,2,40050009,1,0,0,1,0,223071502
111001001,1,2,10010013,1,0,0,0,0,223073101
111001001,2,2,10020013,1,0,0,0,0,223073101
111001001,3,2,10030013,1,0,0,0,0,223073101
111001001,4,2,10040013,1,0,0,0,0,223073101
111001001,5,2,10050013,1,0,0,0,0,223073101
111001001,6,2,10060013,1,0,0,0,0,223073101
111001001,7,2,10070013,1,0,0,0,0,223073101
111001001,8,2,10080013,1,0,0,0,0,223073101
111001001,9,2,10090013,1,0,0,0,0,223073101
111001001,10,2,20010011,1,0,0,0,0,223073101
111001001,11,2,20020011,1,0,0,0,0,223073101
111001001,12,2,20030011,1,0,0,0,0,223073101
111001001,13,2,20040011,1,0,0,0,0,223073101
111001001,14,2,20050011,1,0,0,0,0,223073101
111001001,15,2,20060011,1,0,0,0,0,223073101
111001001,16,2,20070011,1,0,0,0,0,223073101
111001001,17,2,20080011,1,0,0,0,0,223073101
111001001,18,2,20090011,1,0,0,0,0,223073101
111001001,19,2,30010007,1,0,0,0,0,223073101
111001001,20,2,30020007,1,0,0,0,0,223073101
111001001,21,2,30030007,1,0,0,0,0,223073101
111001001,22,2,30040007,1,0,0,0,0,223073101
111001001,23,2,30050007,1,0,0,0,0,223073101
111001001,24,2,30060007,1,0,0,0,0,223073101
111001001,25,2,30070007,1,0,0,0,0,223073101
111001001,26,2,30080007,1,0,0,0,0,223073101
111001001,27,2,30090007,1,0,0,0,0,223073101
111001001,28,2,30100007,1,0,0,0,0,223073101
111001001,29,2,30110007,1,0,0,0,0,223073101
111001001,30,2,30120007,1,0,0,0,0,223073101
111001001,31,2,40010007,1,0,0,0,0,223073101
111001001,32,2,40020007,1,0,0,0,0,223073101
111001001,33,2,40030007,1,0,0,0,0,223073101
111001001,34,2,40040007,1,0,0,0,0,223073101
111001001,35,2,40050007,1,0,0,0,0,223073101
111001001,36,2,40060007,1,0,0,0,0,223073101
111001001,37,2,40070007,1,0,0,0,0,223073101
111001001,38,2,40080007,1,0,0,0,0,223073101
111001001,39,2,40090007,1,0,0,0,0,223073101
111001001,40,2,40020009,1,0,0,0,0,223073101
111001001,41,2,40090009,1,0,0,0,0,223073101
111001001,42,2,10010016,1,0,0,0,0,223073101
111001001,43,2,10020015,1,0,0,0,0,223073101
111001001,44,2,20010014,1,0,0,0,0,223073101
111001001,45,2,20020013,1,0,0,0,0,223073101
111001001,46,2,30060009,1,0,0,0,0,223073101
111001001,47,2,30080009,1,0,0,0,0,223073101
111001001,48,2,20030013,1,0,0,0,0,223073101
111001001,49,2,20040013,1,0,0,0,0,223073101
111001001,50,2,40040009,1,0,0,1,0,223073101
111001001,51,2,40050009,1,0,0,1,0,223073101
111001001,52,2,30010010,1,0,0,1,0,223073101
111001001,53,2,30100009,1,0,0,1,0,223073101
111001101,1,2,10010013,1,0,0,0,0,223081501
111001101,2,2,10020013,1,0,0,0,0,223081501
111001101,3,2,10030013,1,0,0,0,0,223081501
111001101,4,2,10040013,1,0,0,0,0,223081501
111001101,5,2,10050013,1,0,0,0,0,223081501
111001101,6,2,10060013,1,0,0,0,0,223081501
111001101,7,2,10070013,1,0,0,0,0,223081501
111001101,8,2,10080013,1,0,0,0,0,223081501
111001101,9,2,10090013,1,0,0,0,0,223081501
111001101,10,2,20010011,1,0,0,0,0,223081501
111001101,11,2,20020011,1,0,0,0,0,223081501
111001101,12,2,20030011,1,0,0,0,0,223081501
111001101,13,2,20040011,1,0,0,0,0,223081501
111001101,14,2,20050011,1,0,0,0,0,223081501
111001101,15,2,20060011,1,0,0,0,0,223081501
111001101,16,2,20070011,1,0,0,0,0,223081501
111001101,17,2,20080011,1,0,0,0,0,223081501
111001101,18,2,20090011,1,0,0,0,0,223081501
111001101,19,2,30010007,1,0,0,0,0,223081501
111001101,20,2,30020007,1,0,0,0,0,223081501
111001101,21,2,30030007,1,0,0,0,0,223081501
111001101,22,2,30040007,1,0,0,0,0,223081501
111001101,23,2,30050007,1,0,0,0,0,223081501
111001101,24,2,30060007,1,0,0,0,0,223081501
111001101,25,2,30070007,1,0,0,0,0,223081501
111001101,26,2,30080007,1,0,0,0,0,223081501
111001101,27,2,30090007,1,0,0,0,0,223081501
111001101,28,2,30100007,1,0,0,0,0,223081501
111001101,29,2,30110007,1,0,0,0,0,223081501
111001101,30,2,30120007,1,0,0,0,0,223081501
111001101,31,2,40010007,1,0,0,0,0,223081501
111001101,32,2,40020007,1,0,0,0,0,223081501
111001101,33,2,40030007,1,0,0,0,0,223081501
111001101,34,2,40040007,1,0,0,0,0,223081501
111001101,35,2,40050007,1,0,0,0,0,223081501
111001101,36,2,40060007,1,0,0,0,0,223081501
111001101,37,2,40070007,1,0,0,0,0,223081501
111001101,38,2,40080007,1,0,0,0,0,223081501
111001101,39,2,40090007,1,0,0,0,0,223081501
111001101,40,2,40020009,1,0,0,0,0,223081501
111001101,41,2,40090009,1,0,0,0,0,223081501
111001101,42,2,10010016,1,0,0,0,0,223081501
111001101,43,2,10020015,1,0,0,0,0,223081501
111001101,44,2,20010014,1,0,0,0,0,223081501
111001101,45,2,20020013,1,0,0,0,0,223081501
111001101,46,2,30060009,1,0,0,0,0,223081501
111001101,47,2,30080009,1,0,0,0,0,223081501
111001101,48,2,20030013,1,0,0,0,0,223081501
111001101,49,2,20040013,1,0,0,0,0,223081501
111001101,50,2,40040009,1,0,0,0,0,223081501
111001101,51,2,40050009,1,0,0,0,0,223081501
111001101,52,2,30010010,1,0,0,1,0,223081501
111001101,53,2,30100009,1,0,0,1,0,223081501
111001101,54,2,10030016,1,0,0,1,0,223081501
111001101,55,2,10050015,1,0,0,1,0,223081501
111001201,1,2,10010013,1,0,0,0,0,223083107
111001201,2,2,10020013,1,0,0,0,0,223083107
111001201,3,2,10030013,1,0,0,0,0,223083107
111001201,4,2,10040013,1,0,0,0,0,223083107
111001201,5,2,10050013,1,0,0,0,0,223083107
111001201,6,2,10060013,1,0,0,0,0,223083107
111001201,7,2,10070013,1,0,0,0,0,223083107
111001201,8,2,10080013,1,0,0,0,0,223083107
111001201,9,2,10090013,1,0,0,0,0,223083107
111001201,10,2,20010011,1,0,0,0,0,223083107
111001201,11,2,20020011,1,0,0,0,0,223083107
111001201,12,2,20030011,1,0,0,0,0,223083107
111001201,13,2,20040011,1,0,0,0,0,223083107
111001201,14,2,20050011,1,0,0,0,0,223083107
111001201,15,2,20060011,1,0,0,0,0,223083107
111001201,16,2,20070011,1,0,0,0,0,223083107
111001201,17,2,20080011,1,0,0,0,0,223083107
111001201,18,2,20090011,1,0,0,0,0,223083107
111001201,19,2,30010007,1,0,0,0,0,223083107
111001201,20,2,30020007,1,0,0,0,0,223083107
111001201,21,2,30030007,1,0,0,0,0,223083107
111001201,22,2,30040007,1,0,0,0,0,223083107
111001201,23,2,30050007,1,0,0,0,0,223083107
111001201,24,2,30060007,1,0,0,0,0,223083107
111001201,25,2,30070007,1,0,0,0,0,223083107
111001201,26,2,30080007,1,0,0,0,0,223083107
111001201,27,2,30090007,1,0,0,0,0,223083107
111001201,28,2,30100007,1,0,0,0,0,223083107
111001201,29,2,30110007,1,0,0,0,0,223083107
111001201,30,2,30120007,1,0,0,0,0,223083107
111001201,31,2,40010007,1,0,0,0,0,223083107
111001201,32,2,40020007,1,0,0,0,0,223083107
111001201,33,2,40030007,1,0,0,0,0,223083107
111001201,34,2,40040007,1,0,0,0,0,223083107
111001201,35,2,40050007,1,0,0,0,0,223083107
111001201,36,2,40060007,1,0,0,0,0,223083107
111001201,37,2,40070007,1,0,0,0,0,223083107
111001201,38,2,40080007,1,0,0,0,0,223083107
111001201,39,2,40090007,1,0,0,0,0,223083107
111001201,40,2,40020009,1,0,0,0,0,223083107
111001201,41,2,40090009,1,0,0,0,0,223083107
111001201,42,2,10010016,1,0,0,0,0,223083107
111001201,43,2,10020015,1,0,0,0,0,223083107
111001201,44,2,20010014,1,0,0,0,0,223083107
111001201,45,2,20020013,1,0,0,0,0,223083107
111001201,46,2,30060009,1,0,0,0,0,223083107
111001201,47,2,30080009,1,0,0,0,0,223083107
111001201,48,2,20030013,1,0,0,0,0,223083107
111001201,49,2,20040013,1,0,0,0,0,223083107
111001201,50,2,40040009,1,0,0,0,0,223083107
111001201,51,2,40050009,1,0,0,0,0,223083107
111001201,52,2,30010010,1,0,0,0,0,223083107
111001201,53,2,30100009,1,0,0,0,0,223083107
111001201,54,2,10030016,1,0,0,1,0,223083107
111001201,55,2,10050015,1,0,0,1,0,223083107
111001201,56,2,40070010,1,0,0,1,0,223083107
111001201,57,2,40080010,1,0,0,1,0,223083107
111001301,1,2,10010013,1,0,0,0,0,223091501
111001301,2,2,10020013,1,0,0,0,0,223091501
111001301,3,2,10030013,1,0,0,0,0,223091501
111001301,4,2,10040013,1,0,0,0,0,223091501
111001301,5,2,10050013,1,0,0,0,0,223091501
111001301,6,2,10060013,1,0,0,0,0,223091501
111001301,7,2,10070013,1,0,0,0,0,223091501
111001301,8,2,10080013,1,0,0,0,0,223091501
111001301,9,2,10090013,1,0,0,0,0,223091501
111001301,10,2,20010011,1,0,0,0,0,223091501
111001301,11,2,20020011,1,0,0,0,0,223091501
111001301,12,2,20030011,1,0,0,0,0,223091501
111001301,13,2,20040011,1,0,0,0,0,223091501
