_masterEventId,_spriteName,_message,_category,_masterReleaseLabelId
113,SubTutorial_miraclecollection_01,ミラクルコレクションでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインすると<br>さらに豪華報酬をゲット！,,223073104
113,SubTutorial_miraclecollection_02,通常曲をプレイして、ミラクルスターを集めよう！<br>集めたミラクルスターを使って、イベント曲に挑戦！<br>イベント楽曲では通常曲と比べてイベントptを大量にゲットできるよ！,,223073104
113,SubTutorial_miraclecollection_03,イベントごとに選ばれる選抜メンバーを加入・編成して<br>イベントを有利に進めよう！,,223073104
113,SubTutorial_miraclecollection_04,ボーナス効果「イベントptボーナス」の選抜メンバーを<br>編成してライブをプレイするとイベントpt獲得量がアップ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223073104
113,SubTutorial_miraclecollection_05,選抜メンバーの「ミラクルスター獲得ボーナス」は<br>イベントログインボーナスのミラクルスター獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223073104
113,SubTutorial_miraclecollection_06,イベント課題をクリアすると様々な報酬をゲットできるよ！<br>また獲得したイベントptに応じて、イベントストーリーが解放！,,223073104
115,SubTutorial_multievent_01,きょうりょくライブでは最大4人まで協力して同時にライブをプレイ！<br>合計スコアが高いほど、獲得できるイベントptが多くなるよ！,,223081504
115,SubTutorial_multievent_02,きょうりょくライブでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインすると<br>さらに豪華報酬をゲット！,,223081504
115,SubTutorial_multievent_03,選抜メンバーを編成に加えてライブをプレイするとスコアがアップ！<br>覚醒すると、ボーナス効果がさらに上昇するよ！,,223081504
115,SubTutorial_multievent_06,選抜メンバーの「ログインアイテム獲得ボーナス」は<br>イベントログインボーナスの期限付きLPキャンディ[小]獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223081504
115,SubTutorial_multievent_04,イベント毎に選ばれる選抜メンバーを編成に加えて<br>イベントを有利に進めよう！,,223081504
115,SubTutorial_multievent_05,きょうりょくライブでは、一定の条件を満たすと<br>おたすけメンバーとして他のプレイヤーのライブを手助けできるよ！<br>おたすけメンバーで参加したライブ回数に応じて、課題から報酬を獲得できるよ！,,223081504
114,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,223081101
114,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,223081101
116,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,223082601
116,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,223082601
117,SubTutorial_miraclecollection_01,ミラクルコレクションでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインすると<br>さらに豪華報酬をゲット！,,223083104
117,SubTutorial_miraclecollection_02,通常曲をプレイして、ミラクルスターを集めよう！<br>集めたミラクルスターを使って、イベント曲に挑戦！<br>イベント楽曲では通常曲と比べてイベントptを大量にゲットできるよ！,,223083104
117,SubTutorial_miraclecollection_03,イベントごとに選ばれる選抜メンバーを加入・編成して<br>イベントを有利に進めよう！,,223083104
117,SubTutorial_miraclecollection_04,ボーナス効果「イベントptボーナス」の選抜メンバーを<br>編成してライブをプレイするとイベントpt獲得量がアップ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223083104
117,SubTutorial_miraclecollection_05,選抜メンバーの「ミラクルスター獲得ボーナス」は<br>イベントログインボーナスのミラクルスター獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223083104
117,SubTutorial_miraclecollection_06,イベント課題をクリアすると様々な報酬をゲットできるよ！<br>また獲得したイベントptに応じて、イベントストーリーが解放！,,223083104
118,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,223091101
118,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,223091101
119,SubTutorial_multievent_01,きょうりょくライブでは最大4人まで協力して同時にライブをプレイ！<br>合計スコアが高いほど、獲得できるイベントptが多くなるよ！,,223091504
119,SubTutorial_multievent_02,きょうりょくライブでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインすると<br>さらに豪華報酬をゲット！,,223091504
119,SubTutorial_multievent_03,選抜メンバーを編成に加えてライブをプレイするとスコアがアップ！<br>覚醒すると、ボーナス効果がさらに上昇するよ！,,223091504
119,SubTutorial_multievent_06,選抜メンバーの「ログインアイテム獲得ボーナス」は<br>イベントログインボーナスの期限付きLPキャンディ[小]獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223091504
119,SubTutorial_multievent_04,イベント毎に選ばれる選抜メンバーを編成に加えて<br>イベントを有利に進めよう！,,223091504
119,SubTutorial_multievent_05,きょうりょくライブでは、一定の条件を満たすと<br>おたすけメンバーとして他のプレイヤーのライブを手助けできるよ！<br>おたすけメンバーで参加したライブ回数に応じて、課題から報酬を獲得できるよ！,,223091504
120,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,223092601
120,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,223092601
121,SubTutorial_miraclecollection_01,ミラクルコレクションでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインすると<br>さらに豪華報酬をゲット！,,223093004
121,SubTutorial_miraclecollection_02,通常曲をプレイして、ミラクルスターを集めよう！<br>集めたミラクルスターを使って、イベント曲に挑戦！<br>イベント楽曲では通常曲と比べてイベントptを大量にゲットできるよ！,,223093004
121,SubTutorial_miraclecollection_03,イベントごとに選ばれる選抜メンバーを加入・編成して<br>イベントを有利に進めよう！,,223093004
121,SubTutorial_miraclecollection_04,ボーナス効果「イベントptボーナス」の選抜メンバーを<br>編成してライブをプレイするとイベントpt獲得量がアップ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223093004
121,SubTutorial_miraclecollection_05,選抜メンバーの「ミラクルスター獲得ボーナス」は<br>イベントログインボーナスのミラクルスター獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223093004
121,SubTutorial_miraclecollection_06,イベント課題をクリアすると様々な報酬をゲットできるよ！<br>また獲得したイベントptに応じて、イベントストーリーが解放！,,223093004
122,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,223101101
122,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,223101101
123,SubTutorial_miraclecollection_01,ミラクルコレクションでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインすると<br>さらに豪華報酬をゲット！,,223101508
123,SubTutorial_miraclecollection_02,通常曲をプレイして、ミラクルスターを集めよう！<br>集めたミラクルスターを使って、イベント曲に挑戦！<br>イベント楽曲では通常曲と比べてイベントptを大量にゲットできるよ！,,223101508
123,SubTutorial_miraclecollection_03,イベントごとに選ばれる選抜メンバーを加入・編成して<br>イベントを有利に進めよう！,,223101508
123,SubTutorial_miraclecollection_04,ボーナス効果「イベントptボーナス」の選抜メンバーを<br>編成してライブをプレイするとイベントpt獲得量がアップ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223101508
123,SubTutorial_miraclecollection_05,選抜メンバーの「ミラクルスター獲得ボーナス」は<br>イベントログインボーナスのミラクルスター獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223101508
123,SubTutorial_miraclecollection_07,イベント課題をクリアすると豪華アイテムをゲットできるよ！,,223101508
124,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,223102601
124,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,223102601
125,SubTutorial_miraclecollection_01,ミラクルコレクションでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインすると<br>さらに豪華報酬をゲット！,,223103104
125,SubTutorial_miraclecollection_02,通常曲をプレイして、ミラクルスターを集めよう！<br>集めたミラクルスターを使って、イベント曲に挑戦！<br>イベント楽曲では通常曲と比べてイベントptを大量にゲットできるよ！,,223103104
125,SubTutorial_miraclecollection_03,イベントごとに選ばれる選抜メンバーを加入・編成して<br>イベントを有利に進めよう！,,223103104
125,SubTutorial_miraclecollection_04,ボーナス効果「イベントptボーナス」の選抜メンバーを<br>編成してライブをプレイするとイベントpt獲得量がアップ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223103104
125,SubTutorial_miraclecollection_05,選抜メンバーの「ミラクルスター獲得ボーナス」は<br>イベントログインボーナスのミラクルスター獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223103104
125,SubTutorial_miraclecollection_06,イベント課題をクリアすると様々な報酬をゲットできるよ！<br>また獲得したイベントptに応じて、イベントストーリーが解放！,,223103104
126,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,223111101
126,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,223111101
127,SubTutorial_starevent_01,スターチャレンジは腕前・メンバーの育成など<br>あらゆるスクフェス2のプレイが試される総合イベント！<br>実力を見せつけてより高みを目指そう！,,223111504
127,SubTutorial_starevent_02,ランダムな課題曲の目標スコアを全てクリアするとスターLvがアップ！<br>スターLvがアップすると豪華報酬がゲットできるよ！,,223111504
127,SubTutorial_starevent_03,スターチャレンジ専用のシステム「スターアシスト」を使うと<br>HP無限・特技発動率アップなど様々な効果を発揮！<br>普段出せない超ハイスコアを狙おう！,,223111504
127,SubTutorial_starevent_11,さらに「スターアシスト」を使うと、加入している部員のレベルや特技レベルに応じてスコアにボーナス！<br>いろんな部員を育成してボーナススコアをアップしよう！<br>※ユニット編成していない部員も含めて、全ての部員が対象になります,,223111504
127,SubTutorial_starevent_04,スターチャレンジでは、スターLvをアップしたり<br>イベントptを貯めることで様々な報酬がゲットできるよ！<br>またイベントランキングにランクインするとさらに豪華報酬をゲット！,,223111504
127,SubTutorial_starevent_05,選ばれた課題曲の目標スコアをすべてクリアするとスターLvがアップ！<br>スターLvがアップすると豪華報酬がゲットできるよ！,,223111504
127,SubTutorial_starevent_06,スターチャレンジのランキングはスターLvが高いほど上位に！<br>スターLvが同じ場合、イベントpt数で上位が決まるよ！<br>スターLvをアップして目指せ、上位ランクイン！,,223111504
127,SubTutorial_starevent_07,イベントごとに選ばれる選抜メンバーを加入して<br>イベントを有利に進めよう！,,223111504
127,SubTutorial_starevent_08,選抜メンバーが加入するとイベント楽曲のスコアがアップ！<br>スターチャレンジでは編成しなくてもボーナス効果を発揮！<br>覚醒すると、ボーナス効果がさらに上昇するよ！,,223111504
127,SubTutorial_starevent_09,選抜メンバーの「ログインアイテム獲得ボーナス」は<br>イベントログインボーナスのスターアシストチケットの獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223111504
127,SubTutorial_starevent_10,イベント中、毎日5回までライブをクリアするごとに追加される「継続ボーナス」や<br>ライブをクリアする毎にスコアにボーナスが増えていく「プレイボーナス」を活用して<br>目標スコアの限界を突破しよう！,,223111504
128,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,223112601
128,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,223112601
129,SubTutorial_miraclecollection_01,ミラクルコレクションでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインすると<br>さらに豪華報酬をゲット！,,223113004
129,SubTutorial_miraclecollection_02,通常曲をプレイして、ミラクルスターを集めよう！<br>集めたミラクルスターを使って、イベント曲に挑戦！<br>イベント楽曲では通常曲と比べてイベントptを大量にゲットできるよ！,,223113004
129,SubTutorial_miraclecollection_03,イベントごとに選ばれる選抜メンバーを加入・編成して<br>イベントを有利に進めよう！,,223113004
129,SubTutorial_miraclecollection_04,ボーナス効果「イベントptボーナス」の選抜メンバーを<br>編成してライブをプレイするとイベントpt獲得量がアップ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223113004
129,SubTutorial_miraclecollection_05,選抜メンバーの「ミラクルスター獲得ボーナス」は<br>イベントログインボーナスのミラクルスター獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223113004
129,SubTutorial_miraclecollection_06,イベント課題をクリアすると様々な報酬をゲットできるよ！<br>また獲得したイベントptに応じて、イベントストーリーが解放！,,223113004
130,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,223121102
130,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,223121102
131,SubTutorial_multievent_01,きょうりょくライブでは最大4人まで協力して同時にライブをプレイ！<br>合計スコアが高いほど、獲得できるイベントptが多くなるよ！,,223121507
131,SubTutorial_multievent_02,きょうりょくライブでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインすると<br>さらに豪華報酬をゲット！,,223121507
131,SubTutorial_multievent_03,選抜メンバーを編成に加えてライブをプレイするとスコアがアップ！<br>覚醒すると、ボーナス効果がさらに上昇するよ！,,223121507
131,SubTutorial_multievent_06,選抜メンバーの「ログインアイテム獲得ボーナス」は<br>イベントログインボーナスの期限付きLPキャンディ[小]獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223121507
131,SubTutorial_multievent_04,イベント毎に選ばれる選抜メンバーを編成に加えて<br>イベントを有利に進めよう！,,223121507
131,SubTutorial_multievent_05,きょうりょくライブでは、一定の条件を満たすと<br>おたすけメンバーとして他のプレイヤーのライブを手助けできるよ！<br>おたすけメンバーで参加したライブ回数に応じて、課題から報酬を獲得できるよ！,,223121507
132,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,223122603
132,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,223122603
133,SubTutorial_miraclecollection_01,ミラクルコレクションでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインすると<br>さらに豪華報酬をゲット！,,223123104
133,SubTutorial_miraclecollection_02,通常曲をプレイして、ミラクルスターを集めよう！<br>集めたミラクルスターを使って、イベント曲に挑戦！<br>イベント楽曲では通常曲と比べてイベントptを大量にゲットできるよ！,,223123104
133,SubTutorial_miraclecollection_03,イベントごとに選ばれる選抜メンバーを加入・編成して<br>イベントを有利に進めよう！,,223123104
133,SubTutorial_miraclecollection_04,ボーナス効果「イベントptボーナス」の選抜メンバーを<br>編成してライブをプレイするとイベントpt獲得量がアップ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223123104
133,SubTutorial_miraclecollection_05,選抜メンバーの「ミラクルスター獲得ボーナス」は<br>イベントログインボーナスのミラクルスター獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,223123104
133,SubTutorial_miraclecollection_06,イベント課題をクリアすると様々な報酬をゲットできるよ！<br>また獲得したイベントptに応じて、イベントストーリーが解放！,,223123104
134,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,224011106
134,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,224011106
135,SubTutorial_starevent_01,スターチャレンジは腕前・メンバーの育成など<br>あらゆるスクフェス2のプレイが試される総合イベント！<br>実力を見せつけてより高みを目指そう！,,224011504
135,SubTutorial_starevent_02,ランダムな課題曲の目標スコアを全てクリアするとスターLvがアップ！<br>スターLvがアップすると豪華報酬がゲットできるよ！,,224011504
135,SubTutorial_starevent_03,スターチャレンジ専用のシステム「スターアシスト」を使うと<br>HP無限・特技発動率アップなど様々な効果を発揮！<br>普段出せない超ハイスコアを狙おう！,,224011504
135,SubTutorial_starevent_11,さらに「スターアシスト」を使うと、加入している部員のレベルや特技レベルに応じてスコアにボーナス！<br>いろんな部員を育成してボーナススコアをアップしよう！<br>※ユニット編成していない部員も含めて、全ての部員が対象になります,,224011504
135,SubTutorial_starevent_04,スターチャレンジでは、スターLvをアップしたり<br>イベントptを貯めることで様々な報酬がゲットできるよ！<br>またイベントランキングにランクインするとさらに豪華報酬をゲット！,,224011504
135,SubTutorial_starevent_05,選ばれた課題曲の目標スコアをすべてクリアするとスターLvがアップ！<br>スターLvがアップすると豪華報酬がゲットできるよ！,,224011504
135,SubTutorial_starevent_06,スターチャレンジのランキングはスターLvが高いほど上位に！<br>スターLvが同じ場合、イベントpt数で上位が決まるよ！<br>スターLvをアップして目指せ、上位ランクイン！,,224011504
135,SubTutorial_starevent_07,イベントごとに選ばれる選抜メンバーを加入して<br>イベントを有利に進めよう！,,224011504
135,SubTutorial_starevent_08,選抜メンバーが加入するとイベント楽曲のスコアがアップ！<br>スターチャレンジでは編成しなくてもボーナス効果を発揮！<br>覚醒すると、ボーナス効果がさらに上昇するよ！,,224011504
135,SubTutorial_starevent_09,選抜メンバーの「ログインアイテム獲得ボーナス」は<br>イベントログインボーナスのスターアシストチケットの獲得量がアップするよ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,224011504
135,SubTutorial_starevent_10,イベント中、毎日5回までライブをクリアするごとに追加される「継続ボーナス」や<br>ライブをクリアする毎にスコアにボーナスが増えていく「プレイボーナス」を活用して<br>目標スコアの限界を突破しよう！,,224011504
136,SubTutorial_freetour_01,イベントptを集めることで、累計イベントpt報酬が入手できます。<br>イベントptはライブをクリアすることで入手できます。,,224012702
136,SubTutorial_freetour_02,イベント課題をクリアすると豪華アイテムをゲットできます。,,224012702
137,SubTutorial_miraclecollection_08,ミラクルコレクションでは、イベントptを集めると様々な報酬をゲットできるよ！<br>またイベント内のランキングにランクインするとさらに豪華報酬をゲット！<br>※今回、イチ推しランキングはありません,,224013104
137,SubTutorial_miraclecollection_02,通常曲をプレイして、ミラクルスターを集めよう！<br>集めたミラクルスターを使って、イベント曲に挑戦！<br>イベント楽曲では通常曲と比べてイベントptを大量にゲットできるよ！,,224013104
137,SubTutorial_miraclecollection_03,イベントごとに選ばれる選抜メンバーを加入・編成して<br>イベントを有利に進めよう！,,224013104
137,SubTutorial_miraclecollection_04,ボーナス効果「イベントptボーナス」の選抜メンバーを<br>編成してライブをプレイするとイベントpt獲得量がアップ！<br>選抜メンバーを覚醒させると、ボーナス効果がさらに上昇するよ！,,224013104
