_id,_textJa,_textEn,_masterReleaseLabelId
Common_Filter,絞り込み,Narrow down,1
Common_Sort,並べ替え,Sorting,1
Common_AllSelect,すべて,all,1
Common_AllRelease,全解除,All cancellation,1
Common_Sunday,日曜日,Sunday,1
Common_Monday,月曜日,Monday,1
Common_Tuesday,火曜日,Tuesday,1
Common_Wednesday,水曜日,Wednesday,1
Common_Thursday,木曜日,Thursday,1
Common_Friday,金曜日,Friday,1
Common_Saturday,土曜日,Saturday,1
Common_Daily,デイリー,daily,1
Common_Weekly,ウィークリー,Weekly,1
Common_MusicArtistLabel,歌,song,1
Common_MusicLyricistLabel,作詞,Lyrics,1
Common_MusicComposerLabel,作曲,Composition,1
Common_MusicArrangerLabel,編曲,Arrangement,1
Common_MusicArtistFormat,歌：{0},Song: {0},1
Common_MusicLyricistFormat,作詞：{0},Lyrics: {0},1
Common_MusicComposerFormat,作曲：{0},Composition: {0},1
Common_MusicArrangerFormat,編曲：{0},Arrangement: {0},1
Common_MusicDetail,作詞：{0}<br>作曲：{1},Lyrics: {0}<br>Composition: {1},1
Common_CardFullName,[{0}]{1},[{0}] {1},1
Common_CardFullName2Line,[{0}]<br>{1},[{0}] <br> {1},1
Common_Rare1,R,R,1
Common_Rare2,SR,Sr,1
Common_Rare3,UR,UR,1
Common_Rare4,UR,UR,1
Common_Present,プレゼント,present,1
Common_Reward,報酬,Reward,1
Common_Receive,{0}を受け取りました,I received {0},1
Common_Nothing,なし,none,1
Common_RoleVocal,ボーカル,vocal,1
Common_RoleGuitar,ボーカル,vocal,1
Common_RoleBass,ベース,base,1
Common_RoleDrum,ドラム,drum,1
Common_RoleKeyboard,キーボード,keyboard,1
Common_RoleSupport,サポート,support,1
Common_TypeHeart,スマイル,Smile,1
Common_TypeDiamond,ピュア,pure,1
Common_TypeClover,,#VALUE!,1
Common_TypeSpade,クール,cool,1
Common_MainStory,メインストーリー,Main story,1
Common_SubStory,サブストーリー,Substory,1
Common_EventStory,イベントストーリー,Event story,1
Common_EventPoint,{0}pt,{0} pt,1
Common_EventCurrency_ChallengeLive,{0}個,{0} pieces,1
Common_EventCurrency_LiveTry,{0}個,{0} pieces,1
Common_EventCurrency_VsLive,{0}人,{0} person,1
Common_EventCurrency_MultiLive,{0}人,{0} person,1
Common_RankingRank,{0}位,{0} position,1
Common_RankingRankOut,圏外,Outside the area,1
Common_CountBadge,{0},{0},1
Common_CountBadgeOverLimit,{0}+,{0}+,1
Common_SkipUntilNextDay_Zero,翌日0時まで、このウィンドウを表示しない,Do not display this window until 0:00 the next day,1
Common_SkipUntilNextDay_Login,翌日4時まで、このウィンドウを表示しない,Do not display this window until 4:00 the next day,1
Common_DoNotDisplayAfter,今後は、このウィンドウを表示しない,"In the future, this window will not be displayed",1
Common_Percent,{0}%,{0}%,1
Common_Piece,{0}個,{0} pieces,1
Common_All,ALL,All,1
Common_Other,Liella!,Liella!,1
Common_XJAPAN,μ’s,μ's,1
Common_LUNASEA,Aqours,Aqours,1
Common_GLAY,虹ヶ咲,Rainbowzaki,1
Common_GroupOther,その他,others,1
Common_Grade,{0}年生,{0} grade,1
Common_DifficultyNormal,NORMAL,NORMAL,1
Common_DifficultyHard,HARD,Hard,1
Common_DifficultyExpert,EXPERT,Expert,1
Common_DifficultyMaster,MASTER,Master,1
Common_StatusOfAchievement,達成状況,Progress,1
Common_Achieved,達成済み,Already achieved,1
Common_NotAchieved,未達成,Not Achieved,1
Common_ExpirationDate,有効期限,date of expiry,1
Button_Close,閉じる,close,1
Button_Ok,OK,OK,1
Button_Next,次へ,to the next,1
Button_Cancel,キャンセル,cancel,1
Button_Decide,決定,Decision,1
Button_Update,アップデートする,Update,1
Button_Retry,リトライ,retry,1
Button_Return,戻る,return,1
Button_VoiceOn,ボイスあり,There is voice,1
Button_VoiceOff,ボイスなし,No voice,1
Button_Resume,ライブを再開,Resume live,1
Button_Suspend,ライブを終了,End the live,1
Button_Skip,スキップ,skip,1
Button_Restart,ライブをリスタート,Restart live,1
Button_Shop,ショップ,shop,1
Button_Home,ホームへ,home,1
Button_BuyGem,ラブカ購入へ,To the purchase of Loveka,1
Button_PresentBox,プレゼントへ,To the present,1
Button_Chat,チャットへ,To the chat,1
Button_Release,解放,release,1
Button_Apply,適用,Application,1
Button_Edit,編集,edit,1
DueDate_DialogTitle_PresentBox,受け取り期限,Deadline for receipt,1
DueDate_DialogCaution_PresentBox,※受け取れない場合、アイテムは消失します,"* If you cannot receive it, the items will disappear",1
DueDate_Dialog_ItemNum,個数：{0},Number: {0},1
DueDate_DialogTitle_Item,使用期限の近いアイテム,Items near the expiration date,1
GachaTop_PeriodTime,{0} {1}まで,Until {0} {1},1
GachaTop_PriceTitle,{0}回勧誘する,{0} Solicow,1
GachaTop_PriceTitleChargeGem,{0}回勧誘する(有償),{0} Solicow (paid),1
GachaTop_PriceTitleFree,無料で{0}回勧誘する,Free {0} recruitment for free,1
GachaTop_Price_Free,無料,free,1
GachaTop_BuyButton_Balloon_Daily,<color=#f93981>1日{0}回</color><br>毎日0時更新,<color =#f93981> 1 day {0} times </color> <br> Updated every day,1
GachaTop_BuyButton_Balloon_ReritySR,<color=#f93981>SR以上</color><br>1人確定！,<COLOR =#f93981> SR or more </color> <br> One person is confirmed!,1
GachaTop_BuyButton_Balloon_RerityUR,<color=#f93981>UR 1人確定！</color>,<color =#f93981> UR one person is confirmed! </color>,1
GachaTop_BuyButton_Balloon_BonusItem,アイテム<br>おまけつき！,Items <br> With bonus!,1
GachaTop_BuyButton_Balloon_Free,{0}連無料！,{0} free!,1
GachaTop_BuyButton_Balloon_Limit,期間中{0}回のみ！,Only during the period {0} times!,1
GachaTop_LimitDailyOnce,1日1回限定,Limited once a day,1
GachaTop_LimitDailyAny,<color=#FD8E18>1日{0}回</color><br>毎日0時更新,<color =#fd8e18> 1 day {0} times </color> <br> Updated every day,1
GachaTop_LimitCountOnce,1回限定,One -time limited,1
GachaTop_LimitCountAny,あと{0}回,And {0} times,1
GachaTop_LimitDailyOnceCountAny,あと{0}回<br><color=#FD8E18>(1日1回限定)</color>,And {0} times <br> <color =#fd8e18> (only once a day) </color>,1
GachaTop_LimitDailyAnyCountAny,あと{0}回<br><color=#FD8E18>(本日あと{1}回)</color>,And {0} times <br> <color =#fd8e18> (today and {1} times </color>,1
GachaTop_EnsureRareOnly,{0} {1}人確定！,{0} {1}},1
GachaTop_EnsureRareOverContains,{0}以上 {1}人確定！,{0} or more {1} person confirmed!,1
GachaTop_LimitOver,上限回数に達しています,The upper limit has reached,1
GachaTop_LimitOverDailyRepeat,0時に更新<br>されます,It will be updated <br>,1
GachaTop_LimitEnd,引き終わっています,It's over,1
GachaTop_LimitStepup,ステップ上限回数に達しています,The number of steps is reached,1
GachaTop_MemberDetailCaution,※各ステータスは最大覚醒・レベル最大時の値を表示しています<br>※特技は特技レベル最大時の効果を表示しています,* Each status shows the maximum awakening and the maximum level value.<br>* Special skills indicate the maximum effects of the special skill level.,1
GachaTop_GachaDetailCaution,,,1
GachaTop_MemberDetailPhotoButtonEvolveBefore,覚醒前に変更,Change before awakening,1
GachaTop_MemberDetailPhotoButtonEvolveAfter,覚醒後に変更,Change after awakening,1
GachaTop_BannerRemainTimeFormat,<size=85%>あと<size=100%>{0},<Size = 85%> And <size = 100%> {0},1
GachaTop_RateFormat,{0}%,{0}%,1
GachaTop_MemberRateFormat,f4,f4,1
GachaTop_RarityRateFormat,f2,f2,1
GachaTop_Step,STEP {0},STEP {0},1
GachaTop_StepCount,<size=59><color=#f93981>{0}</color><size=32>/{1},<size = 59> <color =#f93981> {0} </color> <size = 32>/{1},1
GachaTop_BonusCount,<size=35><color=#f93981>{0}</color>,<size = 35> <color =#f93981> {0} </color>,1
GachaTop_BonusCount_Dialog,<size=40><color=#f93981>{0}</color>,<size = 40> <color =#f93981> {0} </color>,1
GachaTop_HasAmount,(所持 {0}),(Possession {0}),1
GachaTop_LimitDailyOnceChargeGem,有償ラブカ限定！毎日0時に更新,Paid Loveka Limited! Updated every day at midnight,1
GachaTop_BonusReward,{0}おまけつき！,{0} with bonus!,1
GachaTop_RunButtonText,<size=50>{0}<size=32>回勧誘,<size = 50> {0} <size = 32> recruitment,1
GachaTop_RunButtonDialog_Title,勧誘チケット,Solicitation ticket,1
GachaTop_RunButtonDialog_TopButton,チケット,ticket,1
GachaTop_RunButtonDialog_Caution,※チケットの有効期限が切れた場合には、勧誘を行うことはできません<br>※現在選択している勧誘を行うことができます<br>※ラブカを使用して勧誘する場合と同じ内容で勧誘を行えます（10回勧誘チケットの場合、10回勧誘と同じ内容が適用されます）,"* If the ticket expires, solicitation cannot be made.<br>* You can make a solicitation you are currently selecting<br>* You can solicit it with the same content as when you use Labka (10 times solicitation tickets are applied to the same as 10 times).",1
GachaPlay_DialogOk,OK,OK,1
GachaPlay_DialogInfomation,※所持上限を超えて獲得したアイテムはプレゼントに送られます,* The items acquired beyond the upper limit of the possession will be sent to the gift.,1
GachaConfirm_DialogTitle,確認,confirmation,1
GachaConfirm_Period,開催期間：,Holding period:,1
GachaConfirm_Count,{0}回,{0} times,1
GachaConfirm_TicketText,「{0}」{1}枚を消費して<br>{2}で{3}回勧誘しますか？,Do you want to solicit {{0} '{1} sheets and recruit {3} times with {2}?,1
GachaConfirm_GemText,{0}ラブカを使用して<br>{1}で{2}回勧誘しますか？,Do you use {0} Loveka to solicit {2} times with {1}?,1
GachaConfirm_InfoText,{1}{0}を使用して<br>{2}回勧誘しますか？,Do you use {1} {0} to solicit {2} times?,1
GachaConfirm_ConsumeLackText,{0}が不足しています。,{0} is insufficient.,1
GachaConfirm_Buy,購入しますか？,Do you want to buy?,1
GachaConfirm_Gem,ラブカ,Labka,1
GachaConfirm_ChargeGem,有償ラブカ,Paid Loveka,1
GachaConfirm_BuyButton,購入する,Purchase,1
GachaConfirm_GachaButton,勧誘する,Solicit,1
GachaResult_RemainingAny,あと　 回,After a while,1
GachaResult_RemainingDailyAny,本日あと　 回,Today's left,1
GachaResult_TutorialSelectPhoto,好きな部員をタッチしてください,Please touch your favorite members,1
GachaResult_GetPoint,"{0}pt<font=""FOT-TsukuGoPr5-M SDF"">獲得</font>",{0} pt <font = 'fot-tsukugopr5-m SDF'> acquisition </font>,1
GachaResult_ResultPoint,{0} → {1},{0} → {1},1
GachaResult_Exchange,交換所,Exchange,1
GachaResult_GetOverMemberMessage,すでに加入している部員の場合、<br>部員の代わりにペンライトが獲得できます,If the members have already joined<br>You can get a penlight instead of a member,1
GachaResult_LimitBreakNoteText,※新しい部員が加入しました！,* A new member has joined!,1
GachaDetail_TabTitle,勧誘詳細,Solicitation details,1
GachaDetail_DialogTitle,勧誘詳細,Solicitation details,1
GachaDetail_Help,注意事項,Notes,1
GachaDetail_GachaInfo,勧誘概要,Solicitation outline,1
GachaDetail_Terms,開催期間,Period,1
GachaDetail_NewMember,新部員紹介,Introducing new members,1
GachaDetail_Step,STEP {0},STEP {0},1
GachaRateDetail_TabTitle,登場割合,Appearance ratio,1
GachaRateDetail_DialogTitle,勧誘詳細,Solicitation details,1
GachaRateDetail_Help,注意事項,Notes,1
GachaRateDetail_RarityRate,レアリティ別登場割合,Appearance by rarity,1
GachaRateDetail_RarityRateUnensure,登場割合{0},Appearance ratio {0},1
GachaRateDetail_RarityRateEnsure,確定登場割合{0},Confirmed appearance ratio {0},1
GachaRateDetail_Main,ライブ担当,Live in charge,1
GachaRateDetail_Support,サポート担当,Support charge,1
GachaRateDetail_RarityRateMember,登場部員一覧,List of appear members,1
GachaRateDetail_RarityRateUnensureMember,登場部員一覧{0},List of appear members {0},1
GachaRateDetail_RarityRateEnsureMember,登場部員一覧{0},List of appear members {0},1
GachaFixedRateDetail_TabTitle,10回勧誘の10枠目登場割合,10th frame appearance ratio of 10 times,1
GachaFixedRateDetail_TabTitleStepup,10回勧誘の10枠目登場割合,10th frame appearance ratio of 10 times,1
GachaPickUpMemberDetail_TabTitle,部員詳細,Details of the members,1
GachaPickUpMemberDetail_DialogTitle,ピックアップ部員詳細,Pickup member details,1
Consume_HasConsumeName,所持数,The number of possession,1
Consume_UseConsumeName,必要数,Required number,1
Consume_PriceTitleChargeGem,{0}回引く<br>(有償のみ),{0} deducted <br> (paid only),1
Consume_InfoOnConsumeMedal ,※無償ラブカから優先的に消費されます,* Preliminary consumed from Loveka free of charge,1
WaitingMemberList_SealNumWordText,勧誘ポイント所持,Having a solicitation point,1
WaitingMemberList_SealReplacementShopButton,交換所,Exchange,1
WaitingMemberList_AllSelectButton,全選択,Select all,1
WaitingMemberList_SelectCharaNumWord,選択中,choosing,1
WaitingMemberList_SealChangeButton,転部,Portion,1
WaitingMemberList_EmptyChara,転部できる部員がいません,There is no member who can switch,1
WaitingMemberList_ItemGetNum,獲得数,Number of acquisitions,1
WaitingMemberList_CanGetItem,獲得できるアイテム,Items that can be acquired,1
WaitingMemberList_ChangeResultShortMessage,ペンライトを{0}個獲得しました,I got the penlight {0} individual,1
WaitingMemberList_ChangeDialogTitle,確認,confirmation,1
WaitingMemberList_ChangeDialogConfirm,控え室の部員を{0}人転部して、ペンライトを{1}個獲得します,The reception room member is {0} and the penlight is acquired by {1},1
WaitingMemberList_ChangeDialogCharaNumWord,枚,Sheet,1
WaitingMemberList_ChangeDialogSealNumWord,個,Individual,1
WaitingMemberList_ChangeDialogTotalSealWord,♪シール,♪ Seal,1
CardIcon_LvWord,Lv.,Lv.,1
CardIcon_NumWord,x,x,1
CardIcon_SkillLvWord,Skill Lv.,Skill Lv.,1
CardIcon_HpWord,HP:,HP:,1
CardIcon_EventBonusWord,ボーナス:,Bonus:,1
CardIcon_EventBonusParam,+{0}%,+{0}%,1
CardIcon_BonusParam,<size=20>+</size>{0}%,<size = 20>+</size> {0}%,1
CardIcon_UnlockNotJoin,未加入,Not joining,1
Practice_EmptyItem,レッスンノートを<br>所持していません,Lesson notes<br>I don't have it,1
Practice_ExpWord,あと,After,1
Practice_ResetButton,リセット,reset,1
Practice_RecommendButton,おまかせ,Random,1
Practice_Max,MAX,MAX,1
Practice_Gold,{0},{0},1
Practice_ItemSelect,アイテム選択,Item selection,1
Practice_NeedItem,必要アイテム,Required item,1
Practice_ItemShortageAlert,必要アイテムが不足しています,There is a shortage of items,1
Practice_LevelMaxAlert,レベルが最大になっています,The level is the maximum,1
SkillPractice_EmptyChara,控え室の部員{0}人と<br>ペンライト{1}枚を交換します<br>よろしいですか？,The waiting room member {0} will be replaced with a person <br> Penlight {1} sheet <br> Are you sure?,1
SkillPractice_EmptyItem,スキルブックを<br>所持していません,Skill book<br>I don't have it,1
SkillPractice_SamePhotoBonus,同部員ボーナス,The same department bonus,1
SkillPractice_SameItemBonus,一致ボーナス,A matching bonus,1
SkillPractice_PhotoTab,控え室,waiting room,1
SkillPractice_ItemTab,券,ticket,1
SkillPractice_HavingTextLavel,所持：{0},Possession: {0},1
Training_ConfirmDialogTitle,確認,confirmation,1
Training_ItemConfirmDialogMessage,選択したペンライトを使用して覚醒をします<br>よろしいですか？,Wake up using the selected penlight <br> Are you sure?,1
Training_CardConfirmDialogMessage,選択したペンライトを使用して覚醒をします<br>よろしいですか？,Wake up using the selected penlight <br> Are you sure?,1
Training_LackCoinConfirmDialogMessage,[{0}]{1}の覚醒には<br><color=#D73C55>ゴールドが足りません</color>,[{0}] {1} awakening <br> <color =#d73C55> Gold is not enough </color>,1
Training_ItemSettingDialogTitle,消費アイテム設定,Consumer item setting,1
Training_ItemSettingDialogMessage,必要アイテムの消費数を設定してください,Set the number of consumption of the required items,1
Training_NeedCount,必要数,Required number,1
Training_NeedItem,必要なアイテム,Necessary items,1
Training_NoSetting,未設定,Unanimed,1
Training_MaxLevelAndStatus,最大レベルとステータス値,Maximum level and status value,1
Training_EmptyChara,覚醒可能な部員はいません,There is no member who can awaken,1
Training_ItemConfirmDialogLimitNumNote,※覚醒できるのは{0}回までです,* You can awaken until {0} times,1
Training_ItemAmount,{0},{0},1
Training_ItemAmountOverLimit,{0}+,{0}+,1
Training_SelectThisWay,この方法を選択,Select this method,1
Training_GoldLack,ゴールドが不足しています,Lack of gold,1
Training_LevelLack,レベルが最大ではありません,Level is not the largest,1
Training_AwakeningBefore,覚醒前,Before awakening,1
Training_AwakeningAfter,覚醒後,After awakening,1
Training_MaxLv,MAX Lv,Max Lv,1
Training_AwakenedMaxShortMessage,最大まで覚醒されています,Awakened to the maximum,1
Training_CardEvolveItem,ペンライト,Penlight,1
Training_CardEvolveItemSub1,覚醒アイテム,Awakening item,1
Training_CardEvolveItemSub2,覚醒アイテム,Awakening item,1
Training_CardEvolveItemSub3,覚醒アイテム,Awakening item,1
TrainingResult_TrainingTitle,覚醒完了,Awakening completion,1
TrainingResult_TrainingMessage,覚醒が完了しました,Awakening has been completed,1
TrainingResult_EpisodeTitle,ストーリー達成ボーナス,Story achievement bonus,1
TrainingResult_EpisodeMessage,[{0}]{1}の<br>ストーリー解放に成功しました,[{0}] I succeeded in releasing the story of {1},1
TrainingResult_ReleaseMovieTitle,,,1
TrainingResult_ReleaseMovieMessage,,,1
StatusUpResult_EpisodeTitle,ストーリー達成ボーナス,Story achievement bonus,1
StatusUpResult_Message,{0}の<br>ステータスがアップしました,The status of {0} has been uploaded,1
CardDetail_EpisodeUnlockConfirm,以下のアイテムを消費して、ストーリー「{0}」を解放しますか？,Do you use the following items and release the story '{0}'?,1
CardDetail_EpisodeUnlockLevel,解放条件：部員Lv{0}以上,Liberation Conditions: Member Lv {0} or higher,1
CardDetail_EpisodeUnlockNeedNum,必要数：{0},Necessary number: {0},1
CardDetail_EpisodeUnlockHaveNum,所持数：{0},Number of possession: {0},1
CardDetail_EpisodeUnlockLackMaterial,<color=#D73C55>素材アイテムが不足しております</color>,<color =#d73C55> Lack of material items </color>,1
CardDetail_EpisodeUnlockLackLevel,<color=#D73C55>部員レベルが足りません<br>現在 Lv.{0} / 必要 Lv.{1}</color>,<color =#d73C55> The level level is not enough <br> Currently lv. {0} / Required Lv. {1} < / color>,1
CardDetail_EpisodeUnlockLackGold,<color=#D73C55>必要ゴールドが不足しております</color>,<color =#d73C55> There is a lack of necessary gold </color>,1
CardDetail_UnlockEpisodePlayConfirmDialogTitle,ストーリー解放完了,Story release is completed,1
CardDetail_UnlockEpisodePlayConfirmDialogMessage,ストーリー「{0}」を<br>解放しました<br>このまま読みますか？,The story '{0}' has been released <br> <br> Do you read as it is?,1
CardDetail_EpisodePlayConfirmDialogTitle,ストーリー,story,1
CardDetail_EpisodePlayConfirmDialogMessage,ストーリー「{0}」を<br>読みますか？,Do you read the story '{0}'?,1
CardDetail_ChangeIllustButton,イラスト変更,Illustration change,1
CardDetail_ExpansionButton,拡大,expansion,1
CardDetail_LevelWord,レベル,level,1
CardDetail_ExpWord,あと,After,1
CardDetail_Max,MAX,MAX,1
CardDetail_MemberDetailButton,部員詳細,Details of the members,1
CardDetail_PracticeButton,レッスン,lesson,1
CardDetail_TrainingButton,覚醒,Awakening,1
CardDetail_SkillPracticeButton,スキルレッスン,Skill lesson,1
CardDetail_CardNormal,通常,usually,1
CardDetail_Favorite,お気に入り,favorite,1
CardDetail_Animation,アニメ,anime,1
CardDetail_Effect,演出,Directing,1
CardDetail_Status,ステータス,status,1
CardDetail_Profile,プロフィール,profile,1
CardDetail_LevelStatus,レベルステータス値,Level status value,1
CardDetail_CenterSkill,センタースキル,Center skill,1
CardDetail_Skill,特技,Special skill,1
CardDetail_SkillLv,特技Lv,Special skill Lv,1
CardDetail_GachaButton,勧誘へ,To solicit,1
CardDetail_SchoolYear,学年,School year,1
CardDetail_Birthday,誕生日,birthday,1
CardDetail_BloodType,血液型,blood type,1
CardDetail_Height,身長,height,1
CardDetail_CharaVoice,CV,CV,1
CardDetail_SchoolYearInput,{0}年生,,1
CardDetail_EpisodeUnlockConfirmDialogTitle,ストーリー解放確認,Story release confirmation,1
CardDetail_EpisodeRewardDialogTitle,ストーリー報酬,Story reward,1
CardDetail_SpecialEpisodeRewardDialogTitle,スペシャルストーリー報酬,Special story reward,1
CardDetail_EpisodeRewardDialogMessage,報酬を獲得しました！<br><color=#D73C55>報酬はプレゼントから受け取れます</color>,I got a reward! <color =#d73C55> Rewards can be received from the present </color>,1
CardDetail_EpisodePlayDialogUseVoiceButton,ボイスあり,There is voice,1
CardDetail_EpisodePlayDialogNoVoiceButton,ボイスなし,No voice,1
CardDetail_CharacterEpisodeLevel,ストーリーLv.{0},Story Lv. {0},1
CardDetail_CardGetCategoryGacha,勧誘,Solicitation,1
CardDetail_CardGetCategoryEvent,イベント,event,1
CardDetail_CardGetCategoryExchange,交換所,Exchange,1
CardDetail_CardGetCategoryStory,ストーリー,story,1
CardDetail_CardGetCategoryMission,ミッション,Mission,1
CardDetail_CardGetDetailGacha,勧誘『{0}』で入手可能！,Available with solicitation '{0}'!,1
CardDetail_CardGetDetailEvent,イベント『{0}』で入手可能！,Available at the event '{0}'!,1
CardDetail_CardGetDetailExchange,交換所『{0}』で入手可能！,Available at the exchange '{0}'!,1
CardDetail_CardGetDetailStory,ストーリー『{0}』で入手可能！,Available in the story '{0}'!,1
CardDetail_CardGetDetailMission,ミッションで入手可能！,Available in mission!,1
CardDetail_NoticeLevelMaxDisplay,覚醒段階・レベルが最大時のステータスが表示されています,The status at the maximum of the awakening stage / level is displayed,1
Album_NotCanGet,現在は加入できません,I can't join now,1
Album_GachaCanGet,<color=#DF4444>勧誘</color>で加入可能な部員です,<COLOR =#DF4444> A member who can join by solicitation </color>,1
Album_EventCanGet,<color=#DF4444>イベント</color>で加入可能な部員です,<COLOR =#DF4444> A member who can join at the event </color>,1
Album_ExchangeCanGet,<color=#DF4444>交換所</color>で加入可能な部員です,<COLOR =#df4444> A member who can join with an exchange </color>,1
Album_CampaignCanGet,,#VALUE!,1
Album_LoginbonusCanGet,<color=#DF4444>ログインボーナス</color>で加入可能な部員です,<COLOR =#DF4444> Login bonus </color>.,1
Album_StoryCanGet,<color=#DF4444>ストーリー</color>で加入可能な部員です,<Color =#df4444> Story </color> is a member who can join,1
Album_TrainingCanGet,,#VALUE!,1
Album_MissionCanGet,<color=#DF4444>ミッション</color>で加入可能な部員です,<Color =#df4444> Mission </color>.,1
Album_BeginnerMissionCanGet,<color=#DF4444>初心者ミッション</color>で加入可能な部員です,<COLOR =#DF4444> A member who can join with a beginner mission </color>,1
Album_GachaCanNotGet,「{0}」の新部員です<br>現在開催中の勧誘では加入できません,It is a new member of '{0}' <br> I can not join with a solicitation currently being held.,1
Album_EventCanNotGet,イベント「{0}」の新部員です<br>現在、開催中のイベント、及び交換所では加入できません,It is a new member of the event '{0}'.,1
Album_CampaignCanNotGet,「{0}」のキャンペーン部員です<br>現在は加入できません,I'm a campaign member of '{0}' <br> I can't join now,1
Album_GachaOkButton,勧誘へ,To solicit,1
Album_EventOkButton,イベントTOPへ,To the event TOP,1
Album_ExchangeOkButton,交換所へ,To the exchange,1
Album_StoryOkButton,ストーリーへ,To the story,1
Album_TrainingOkButton,部員詳細へ,To the details of the member,1
Album_MissionOkButton,ミッションへ,To the mission,1
Album_DefaultOkButton,OK,OK,1
Album_Empty,アルバムがありません,No album,1
Album_DialogTitle,アルバム並べ替え,Album sorting,1
Album_DialogGetTypeWord,加入状態,Status of joining,1
Album_DialogTrainingTypeWord,覚醒状態,Awakening state,1
Album_DialogGetTypeAll,すべて,all,1
Album_DialogGetTypeTitle,所持,Possession,1
Album_DialogGetTypeUnlock,所持,Possession,1
Album_DialogGetTypeLock,未所持,Unpalated,1
Album_DialogMovieTypeTitle,動画,movie,1
Album_DialogMovieTypeHas,動画付き,With a video,1
Album_DialogMovieTypeNot,動画なし,No video,1
Album_DialogEpisodeTypeTitle,ストーリー,story,1
Album_DialogEpisodeTypeHas,ストーリー付き,With a story,1
Album_DialogEpisodeTypeNot,ストーリーなし,No story,1
Album_DialogSpPhotoTypeTitle,SPフォト,SP photo,1
Album_DialogSpPhotoTypeHas,SPフォト付き,With SP photo,1
Album_DialogSpPhotoTypeNot,SPフォトなし,No SP photo,1
Album_DialogEvolveTypeAll,すべて,all,1
Album_DialogEvolveTypeNotEvolved,覚醒前,Before awakening,1
Album_DialogEvolveTypeEvolved,覚醒後,After awakening,1
Album_DialogSortTypeId,デフォルト,Default,1
Album_DialogSortTypeUnlock,入手順,Obtaining procedure,1
Album_DialogSortTypeRarity,レアリティ,Rarity,1
Album_SIF1_CardSeries,シリーズ,series,1
Album_SIF1_CardOther,その他,others,1
Album_SIF1_CardTypeNormal,通常,usually,1
Album_SIF1_CardTypeAwakening,覚醒,Awakening,1
