_id,_name,_shortName,_kana,_artist,_detailInfo,_dictionaryReference,_dictionaryComment,_bandCategory,_masterGroupId,_jacketImageName,_masterBgmId,_previewMasterBgmId,_locked,_obtainType,_isAcLevelMusic,_releaseDateTime,_masterReleaseLabelId
1015,Daring!!,Daring!!,タアリン,西木野真姫(CV.Pile),作詞：畑 亜貴<br>作曲・編曲：近藤圭一,,大胆不敵という意味の「Daring」という曲名通り、気高いバラのような真姫が大胆に相手に迫っていくようなクールな曲調。K-POPを彷彿とさせるEDMサウンドとキレキレのダンスが相まって一気に魅了されたファンも多いはず。<br>,1,190,jacket_1049,31001015,32001015,0,0,0,2012/07/25,1
1016,Dreamin' Go! Go!!,Dreamin' Go! Go!!,トリイミンコオコオ,μ's,作詞：畑 亜貴<br>作曲：TSUKASA<br>編曲：Kon-K,,ライブが終わったら日常が始まる。その気持ちを持って帰って自分の夢を本気の行動でつかんでほしい、そんなメッセージが力強く投げかけられるファンファーレ的な楽曲。全員がライブでかいた汗をぬぐったタオルを回していたのが印象的だった。,1,100,jacket_1016,31001016,32001016,0,0,0,2015/01/31,1
1017,ENDLESS PARADE,ENDLESS PARADE,エントレスハレエト,μ's,作詞：畑 亜貴<br>作曲：矢吹香那<br>編曲：前口 渉,,第一音からラブライブ！らしさの集大成のような楽曲。ライブが終わりに近づくといつも感じる、「帰りたくない」「もっと歌って踊っていたい」という気持ちを描いている。ライブ表題曲にはなっているが、ライブでは未披露。,1,100,jacket_1017,31001017,32001017,0,0,0,2014/02/08,1
1019,Future style,Future style,フユウチヤアスタイル,"高坂穂乃果(CV.新田恵海) , 南ことり(CV.内田 彩) , 園田海未(CV.三森すずこ)",作詞：畑 亜貴<br>作曲・編曲：本田光史郎,劇場版『ラブライブ！The School Idol Movie』挿入歌,劇中で「世界で一番楽しいライブ」の実現に向けて奔走する穂乃果たちをミュージカル調に歌った楽曲。未来のスクールアイドルのスタイルを示すかのように、力強く未来を描く言葉が歌詞に並ぶ。,1,199,jacket_1123,31001019,32001019,0,0,0,2015/07/15,1
1020,Happy maker!,Happy maker!,ハツヒイメイカア,μ's,作詞：畑亜貴<br>作曲・編曲：前口渉,,全てをやり遂げた達成感が包み込むような、まさに「Happy」な一曲。多幸感を倍増させるアップテンポなリズムとμ'sの持つパワーに引っ張られて体が動き出し、ついつい笑顔になってしまうようなエネルギーを感じる。<br>,1,100,jacket_1023,31001020,32001020,0,0,0,2014/07/09,1
1021,HEART to HEART!,HEART to HEART!,ハアトトウハアト,μ's,作詞：畑 亜貴<br>作曲・編曲：西岡和哉,スマートフォンゲーム『ラブライブ！スクールアイドルフェスティバル』コラボシングル,裏打ちのリズムパターンが縦乗りのロックフェスを彷彿とさせるパワフルなポジティブソング。あなたはきっと叶えられるよ、ではなく、一緒に叫んで一緒に叶えていこうよ、というのが実にμ'sらしいメッセージだ。<br>,1,100,jacket_1021,31001021,32001021,0,0,0,2015/10/28,1
1022,"Hello,星を数えて","Hello,星を数えて",ハロオホシヲカソエテ,"星空 凛(CV.飯田里穂) , 西木野真姫(CV.Pile) , 小泉花陽(CV.久保ユリカ)",作詞：畑 亜貴<br>作曲・編曲：山口朗彦,劇場版『ラブライブ！The School Idol Movie』挿入歌,劇場版「ラブライブ！The School Idol Movie」挿入歌。一年生組(まきりんぱな)の可愛らしさが全面にあらわれた楽曲。目の前の不安を吹き飛ばす前向きな歌詞とジャジーで可愛らしい音色の相性も際立っている。,1,199,jacket_1007,31001022,32001022,0,0,0,2015/07/01,1
1023,KiRa-KiRa Sensation!,KiRa-KiRa Sensation!,キラキラセンセエシヨン,μ's,作詞：畑亜貴<br>作曲・編曲：本田光史郎,,μ'sの原点である『START:DASH!!』を思わせる衣装、これまでの楽曲を取り入れた振り付け、ファンへの感謝など、集大成と感じさせる曲であるにも関わらず、「夢は夢は終わらない」と更に高みを目指していくμ'sの大きさを強く感じさせる一曲。<br>,1,100,jacket_1023,31001023,32001023,0,0,0,2014/07/09,1
1024,Listen to my heart!!,Listen to my heart!!,リツスントウウマイハアト,"矢澤にこ( CV.徳井青空) , 星空凛( CV.飯田里穂) , 小泉花陽( CV.久保ユリカ)",作詞：畑 亜貴<br>作曲・編曲：河原嶺旭,,インターネットラジオ「ラブライ部 ラジオ課外活動 にこりんぱな」テーマソング。ラジオ番組をそのまま歌ったような楽しい曲で、メンバーの名前や担当キャストの名前を歌詞に入れるなど、随所に遊び心を感じる構成になっている。にこりんぱながジャケットで着ているのは音ノ木坂学院の指定ジャージ。,1,199,jacket_1024,31001024,32001024,0,0,0,2012/10/17,1
1025,LONELIEST BABY,LONELIEST BABY,ロンリエストヘイヒイ,μ's,作詞：畑 亜貴<br>作曲・編曲：倉内達矢,,TVアニメ「ラブライブ！」Blu-ray特典曲。ミドルテンポのFunk/Discoサウンド気持ちよいダンスチューン。サビでは「ダイスキ」のストレートなフレーズでリスナーを惹きつける。,1,100,jacket_1025,31001025,32001025,0,0,0,2013/09/25,1
1026,Love marginal,Love marginal,ラフマアシナル,Printemps,"作詞：畑 亜貴<br>作曲：藤末 樹<br>編曲：藤末 樹 , 松坂 康司",,Printemps デビューシングル。学生時代ならではの切実な恋愛の心境についての歌詞が心を打つラブソング。90年代J-POPへのリスペクトも感じさせる楽曲展開とシンセサイザーの音色も必聴。,1,101,jacket_1026,31001026,32001026,0,0,0,2011/05/25,1
1027,Love wing bell,Love wing bell,ラフウインクヘル,"星空 凛(CV.飯田里穂) , 西木野真姫(CV.Pile) , 小泉花陽(CV.久保ユリカ) , 絢瀬絵里(CV.南條愛乃) , 東條 希(CV.楠田亜衣奈) , 矢澤にこ(CV.徳井青空)",作詞：畑 亜貴<br>作曲・編曲：森慎太郎,TVアニメ『ラブライブ！』2期　第5話挿入歌,『ラブライブ！』TVアニメ2期でウェディングドレスのモデルとして立った凛に合わせた結婚式風の楽曲。かわいくなりたいが自分には無理と否定してきた凛が「さぁ明日はどんな私？」と歌う成長した姿が印象的。<br>,1,199,jacket_1027,31001027,32001027,0,0,0,2014/06/11,1
1028,LOVELESS WORLD,LOVELESS WORLD,ラフレスワアルト,μ's,作詞：畑亜貴<br>作曲：山田高弘<br>編曲：河田貴央,,複雑な気持ちが激しくぶつかりあい、すべてが焼き尽くされそうな歌詞が心に残る一曲。刻むようなギターとツーバスの響くゴシックメタルの重厚なサウンドで、ライブでも激しい炎の演出が印象的だった。,1,100,jacket_1033,31001028,32001028,0,0,0,2013/11/27,1
1029,Mermaid festa vol.1,Mermaid festa vol.1,マアメイトフエスタホリユウムワン,μ's,作詞：畑 亜貴<br>作曲：俊龍<br>編曲：渡辺和紀,,μ's 3rdシングルカップリング曲。大人びた情熱的なフラメンコ調の曲にあわせ、サビのゆらゆら揺れる手の振り付けが人魚を思わせる。大人ぶって誘ってみても「裸足で書いた砂の記号／さかさまにすれば I love you」と、自分の気持ちがあふれ出してしまうのが愛らしい。,1,100,jacket_1029,31001029,32001029,0,0,0,2011/08/24,1
1030,Mermaid festa vol.2 ～Passionate～,Mermaid festa vol.2 ～Passionate～,マアメイトフエスタホリユウムトウ,"高坂穂乃果(CV.新田恵海) , 星空 凛(CV.飯田里穂)",作詞：畑 亜貴<br>作曲：山崎真吾<br>編曲：松井 望,,穂乃果＆凛によるデュオシングル第1弾。μ'sの中では見た目が幼い穂乃果と凛が自らを果実に例えて背伸びした歌詞と、元気いっぱいな二人のダンスのギャップにやられてしまう。,1,199,jacket_1030,31001030,32001030,0,0,0,2012/04/25,1
1031,MOMENT RING,MOMENT RING,モオメントリンク,μ's,作詞：畑 亜貴<br>作曲・編曲：高田 暁,,μ's 最後のシングル。μ’sの活動の締めくくりとなる集大成的楽曲。原点回帰とも言える王道のラブライブ！らしさを中心におきながらもラップパートなど新しい要素も打ち出している。,1,100,jacket_1031,31001031,32001031,0,0,0,2016/03/02,1
1032,MUSEUMでどうしたい？,MUSEUMでどうしたい？,ミユウシアムテトウシタイ,Printemps,作詞：畑亜貴<br>作曲・編曲：増田武史,,始まったばかりの二人が少しすれ違ってしまったのだろうか、心へそっと素直なメッセージを送るエレクトロポップ。いまはまだ何も並んでいない二人のミュージアムに、優しく甘い未来を感じさせる楽曲。,1,101,jacket_1032,31001032,32001032,0,0,0,2015/05/23,1
1033,Music S.T.A.R.T!!,Music S.T.A.R.T!!,ミユウシツクスタアト,μ's,作詞：畑 亜貴<br>作曲・編曲：山口朗彦,,μ'sがステージに上がる前の掛け声を想起する曲名の楽曲。みんなで踊れるサビの振り付けにハマった人も多いはず。PVのパジャマは実はTVアニメ『ラブライブ！』2期12話にも登場している。<br>,1,100,jacket_1033,31001033,32001033,0,0,0,2013/11/27,1
1035,No brand girls,No brand girls,ノオフラントカアルス,μ's,作詞：畑 亜貴<br>作曲・編曲：河田貴央,TVアニメ『ラブライブ！』1話　第11話挿入歌,TVアニメ「ラブライブ！」1期11話挿入歌。TVアニメにて雨の中でのライブシーンも強烈な印象を残した。ライブ衣装とともに曲調もハードロックテイスト「ハイハイハイ！」の掛け声でライブでの盛り上がりも最高潮に達する。,1,100,jacket_1035,31001035,32001035,0,0,0,2013/04/03,1
1037,NO EXIT ORION,NO EXIT ORION,ノオエクシツトオリオン,Printemps,作詞：畑 亜貴<br>作曲・編曲：山田竜平,,いつも元気なPrintempsには珍しく、ゴシック調のパイプオルガンやギターが響くシリアスなロックチューン。オリオン座が光る冬の空に、想いの熱さと空気の寒さの対比して表現している歌詞が秀逸。,1,101,jacket_1061,31001037,32001037,0,0,0,2015/11/25,1
1038,"Oh,Love＆Peace!","Oh,Love＆Peace!",オオラフアントヒイス,μ's,作詞：畑 亜貴<br>作曲・編曲：黒須克彦,,μ's 5thシングルカップリング曲。TVアニメ2期第13話のエンディングの印象が強く、卒業してもひとりじゃない、一人で活動したとしてもひとりぼっちじゃないというμ'sの強い絆を感じる。μ's曲の中で唯一の花陽センター曲でもある。ライブでは最後に歌われることが多かったが、指を3本立てて「Love＆Peace!」として手を振ろう！,1,100,jacket_1038,31001038,32001038,0,0,0,2012/09/05,1
1039,Paradise Live,Paradise Live,ハラタイスライフ,μ's,作詞：畑 亜貴<br>作曲・編曲：倉内達矢,スマートフォンゲーム『ラブライブ！スクールアイドルフェスティバル』コラボシングル,スクフェスを起動したらこの曲、というイメージの方も多いはず。ライブの終盤、もうすぐライブが終わるけど終わっても次の夢を叶えるために次のライブで出会うまでお互いに頑張ろうねという9人からのメッセージが力強い。,1,100,jacket_1081,31001039,32001039,0,0,0,2014/01/29,1
1040,Private Wars,Private Wars,フライヘエトウオオス,A-RISE,作詞：畑 亜貴<br>作曲・編曲：板垣祐介,,個としての強さをベースにして、他者を挑発するように自らを鼓舞する歌詞とK-POP風の楽曲が凛々しく力強い。『ラブライブ！』TVアニメ1期1話でそんな姿に衝撃を受けた穂乃果は、スクールアイドル活動を始めることとなる。<br>,1,104,jacket_1040,31001040,32001040,0,0,0,2013/04/10,1
1041,PSYCHIC FIRE,PSYCHIC FIRE,サイキツクフアイヤ,BiBi,作詞：畑 亜貴<br>作曲・編曲：森慎太郎,スマートフォンゲーム『ラブライブ！スクールアイドルフェスティバル』コラボシングル,「にこ、真姫、エリーチカ！」、BiBiパワーパート、にこによるBiBiコールなど、これまでのライブで行われてきたあらゆるBiBi要素の詰まった集大成的な曲。ライブでもBiBiの３人がはしゃいで会場中を巻き込んで盛り上がった。,1,103,jacket_1110,31001041,32001041,0,0,0,2016/01/20,1
1042,Pure girls project,Pure girls project,ヒユアカアルスフロシエクト,Printemps,作詞：畑 亜貴<br>作曲・編曲：倉内達矢,,性格や意見が違っても一緒に冒険していく仲間として認めあってお互いの友情を確かめ合う、Printempsらしさ全開の前向きな楽曲。リミックスであるSuper-Mondo Mixとの聴き比べも楽しい。<br>,1,101,jacket_1042,31001042,32001042,0,0,0,2013/08/21,1
1044,SENTIMENTAL StepS,SENTIMENTAL StepS,センチメンタルステツフス,μ's,作詞：畑 亜貴<br>作曲：高阪昌至<br>編曲：清水哲平,,時計の音から始まるイントロが印象的な、時の移ろいと周りの人達に思いを馳せたちょっぴりセンチメンタルな曲。聴いている人にとっても当時から時が経つに従って、静かに心を打つような曲に育っていくはず。<br>,1,100,jacket_1095,31001044,32001044,0,0,0,2014/05/28,1
1045,Shangri-La Shower,Shangri-La Shower,シヤンクリラシヤワア,μ's,作詞：畑 亜貴<br>作曲・編曲：倉内達矢,PSVita『ラブライブ！School idol paradise』主題歌,夏のライブステージを朝から晩まで一緒に歌って踊って楽しもうね！というライブの喜びを楽しい振り付けとともに届ける楽曲。ライブでは冒頭から特徴的な振り付けをしながら会場中が跳ねて歌う、一体感が最高。,1,100,jacket_1045,31001045,32001045,0,0,0,2014/10/01,1
1046,Shocking Party,Shocking Party,シヨツキンクハアテイイ,A-RISE,作詞：畑 亜貴<br>作曲・編曲：板垣祐介,,あなたは自由だ、あなたの人生の主役はあなただ、他人任せじゃなく自分の責任で強気でどんどん進んでゆけ、という力強いメッセージをスタイリッシュに投げかける楽曲。道を開拓してきた第一人者・A-RISEの強さを感じる。,1,104,jacket_1046,31001046,32001046,0,0,0,2014/08/27,1
1047,Silent tonight,Silent tonight,サイレントトウナイト,BiBi,作詞：畑亜貴<br>作曲・編曲：佐々木裕,,いつもは賑やかなBiBiがいつになくしっとり歌い上げる本格バラード。頑張るひとをそばで支えたい気持ち、深い優しさが染み渡る楽曲。歌詞の「ふたり」を祝福するかのような多幸感の溢れる音色が心地よい。,1,103,jacket_1047,31001047,32001047,0,0,0,2014/12/25,1
1048,Snow halation,Snow halation,スノオハレエシヨン,μ's,作詞：畑 亜貴<br>作曲：山田高弘<br>編曲：中西亮輔,TVアニメ『ラブライブ！』2期　第9話挿入歌,アーティスト「μ's」として初めて発売された2ndシングル。TVアニメ『ラブライブ！』2期 第9話ではメンバーの「大好き」を歌に乗せたように、ライブでは大サビで一斉にラブライブレードの色をオレンジに変えるのが定番になっている。,1,100,jacket_1048,31001048,32001048,0,0,0,2010/12/22,1
1049,soldier game,soldier game,ソルシヤアケエム,"西木野真姫( CV.Pile) , 園田海未( CV.三森すずこ) , 絢瀬絵里( CV.南條愛乃)",作詞：畑 亜貴<br>作曲・編曲：若林 充,,トリオシングル。意外な組み合わせの３人のハーモニーが新鮮。ファンキーなカッティングやラテンチックなパーカッションから感じるパッションが心地よいディスコダンスチューン。,1,199,jacket_1049,31001049,32001049,0,0,0,2012/07/25,1
1050,Someday of my life,Someday of my life,サムテイオフマイライフ,高坂穂乃果(CV.新田恵海),作詞：畑 亜貴<br>作曲・編曲：八重樫ゆう一,,離れ離れになってしまった相手とこれからももっと一緒に夢を追いかけていきたい、という思いと、向き合わなければならない別れの予感の間に挟まれる心情が切ない歌詞。ドラムマシンの響くエレクトロポップの上で真っ直ぐと歌い上げる力強さが勇気をもらえる一曲。<br>,1,190,jacket_1030,31001050,32001050,0,0,0,2012/04/25,1
1054,START:DASH!!,START:DASH!!,スタアトタツシユキユウニンハン,μ's,作詞：畑 亜貴<br>作曲・編曲：佐々木裕,TVアニメ『ラブライブ！』1期　第13話挿入歌,TVアニメ「ラブライブ！」1期挿入歌。ポジティブな歌詞でありながら、サビで感じるノスタルジックさが印象的。TVアニメ1期3話(2年生3人でのμ's初ライブVer.)とTVアニメ1期13話(μ's 9人での歌唱Ver.)で歌われるμ'sの歩みを感じることができるTVアニメ1期の集大成的な楽曲。											,1,100,jacket_1035,31001054,32001054,0,0,0,2013/04/03,1
1055,Storm in Lover,Storm in Lover,ストオムインラハア,"園田海未(CV.三森すずこ) , 絢瀬絵里(CV.南條愛乃)",作詞：畑 亜貴<br>作曲・編曲：増田武史,,恋に気づいてしまった夕暮れの浜辺の情熱的な情景が目に浮かぶような夏真っ盛りのラテンソング。パート分けが交互に掛け合い式になっているところが往年の歌謡曲を彷彿とさせる大人のデュエットソング。<br>,1,199,jacket_1055,31001055,32001055,0,0,0,2014/09/24,1
1057,Super LOVE=Super LIVE!,Super LOVE=Super LIVE!,スウハアラフスウハアライフ,μ's,作詞：畑 亜貴<br>作曲・編曲：河田 貴央,,盛り上がる曲調が楽しい楽曲だが、「生きる」「愛する」をお互いに表現してひとつになることを中心としている。「μ's Final LoveLive!」では、落ちサビ前に会場全体5万人のラブライブレードが一糸乱れぬ色変えで美しく盛り上げた。<br>,1,100,jacket_1091,31001057,32001057,0,0,0,2015/04/22,1
1058,sweet&sweet holiday,sweet&sweet holiday,スウイイトアントスウイイトホリテイ,Printemps,作詞：畑 亜貴<br>作曲・編曲：山口朗彦,,「Love merginal」カップリング曲。Printempsの3人が休みの日にそれぞれの恋バナを持ち寄っておしゃべりしている光景が目に浮かぶよう。,1,101,jacket_1026,31001058,32001058,0,0,0,2011/05/25,1
1059,Trouble Busters,Trouble Busters,トラフルハスタアス,BiBi,作詞：畑亜貴<br>作曲：佐々倉有吾<br>編曲：倉内達矢,スマートフォンゲーム『ラブライブ！スクールアイドルフェスティバル』コラボシングル,失恋した友達をBiBiの3人が明るく励ましてくれる、コミカルユニット(?)の一面もあるBiBiの真骨頂とも言える楽しい元気ソング。ライブではトロッコの上からバズーカ型のスモークマシンで会場を混乱と笑いの渦に巻き込んだ。<br>,1,103,jacket_1119,31001059,32001059,0,0,0,2014/12/24,1
1060,UNBALANCED LOVE,UNBALANCED LOVE,アンハランストラフ,Printemps,作詞：畑 亜貴<br>作曲・編曲：佐伯高志,,Printempsの持つ女の子らしさが前面に出ている切ない恋愛ソング。歌詞のリアルな葛藤が聴く者の胸を締め付ける。キラキラとしたユーロビートベースの楽曲は懐かしくもあり、リバイバルポップスとしての新鮮さもある。<br>,1,101,jacket_1042,31001060,32001060,0,0,0,2013/08/21,1
1061,WAO-WAO Powerful day!,WAO-WAO Powerful day!,ワオワオハワフルテイ,Printemps,作詞：畑 亜貴<br>作曲・編曲：佐々木裕,,起床即全力ダッシュの元気いっぱいパワフルソング。桜の花溢れるジャケット通りの爽やかなスピード感が魅力。ライブの振り付けも手が前後左右に忙しく動き回り、何でもやりたいという歌詞とマッチしている。<br>,1,101,jacket_1061,31001061,32001061,0,0,0,2015/11/25,1
1062,WILD STARS,WILD STARS,ワイルトスタアス,μ's,作詞：畑 亜貴<br>作曲・編曲：高田 暁,,「僕らは今のなかで」カップリング。大人の恋愛をテーマとしてお互いの関係性を夜空の星になぞっている。ライブではペアを想定した振り付けがある。いつもより大人びた歌い方のそれぞれのソロパートにも注目。,1,100,jacket_1124,31001062,32001062,0,0,0,2013/01/23,1
1063,Wonder zone,Wonder zone,ワンタアソオン,μ's,作詞：畑 亜貴<br>作曲・編曲：佐々倉有吾,TVアニメ『ラブライブ！』1期　第9話挿入歌,TVアニメ『ラブライブ！』1期 第9話挿入歌。自信を持てなかったμ'sとしての自分と、自信を持てるミナリンスキーとしての自分をどちらも受け入れてくれる秋葉原という街を歌った曲。ことりの成長を感じる一曲。,1,100,jacket_1072,31001063,32001063,0,0,0,2013/03/06,1
1064,Wonderful Rush,Wonderful Rush,ワンタフルラツシユ,μ's,作詞：畑 亜貴<br>作曲・編曲：河田貴央,,μ's 5th シングル曲。前向きな歌詞、躍動感のあるダンスが以降大きく展開していったμ'sにぴったり。空港に集まったメンバーの衣装はTVアニメ１期第10話に、衝撃を与えたことりの忘れ物の枕は「ラブライブ！The School Idol Movie」でも登場する。,1,100,jacket_1064,31001064,32001064,0,0,0,2012/09/05,1
1066,あ・の・ね・が・ん・ば・れ！,あ・の・ね・が・ん・ば・れ！,アノネカンハレ,lily white,作詞：畑 亜貴<br>作曲・編曲：青木多果,,lily white 1stシングルカップリング曲。lily white節とも言える昭和歌謡テイストの海未センター曲で、真面目でついひとりで解決してしまいそうになる海未を、そばに仲間がいるよ、笑顔で楽しくやろうね、と凛と希がやさしく伴走するような曲になっている。,1,102,jacket_1118,31001066,32001066,0,0,0,2011/07/27,1
1067,ありふれた悲しみの果て,ありふれた悲しみの果て,アリフレタカナシミノハテ,絢瀬絵里(CV.南條愛乃),作詞：畑 亜貴<br>作曲・編曲：佐伯高志,,失恋をテーマにした絵里のソロ曲。切ない心情をリアルに綴った歌詞と、サビ前のギターノイズ、真っ直ぐ歌い上げる歌唱がかっこよさを際立たせる。そんな楽曲の凛々しさに失恋のつらさも吹き飛んでしまうはず。<br>,1,190,jacket_1049,31001067,32001067,0,0,0,2012/07/25,1
1068,きっと青春が聞こえる,きっと青春が聞こえる,キツトセイシユンカキコエル,μ's,作詞：畑 亜貴<br>作曲・編曲：高田 暁,TVアニメ『ラブライブ！』1期　ED主題歌,TVアニメ『ラブライブ！』1期 ED主題歌。アコースティックな曲調に合わせた歌割りは基本的に学年ごとになっていて、夢を叶えるためにともに未来へ向かって歩む同世代の仲間である各学年の絆を強く感じられる曲。,1,100,jacket_1068,31001068,32001068,0,0,0,2013/02/06,1
1069,キミのくせに！,キミのくせに！,キミノクセニ,lily white,作詞：畑 亜貴<br>作曲：杉森 舞<br>編曲：山元祐介,,てっきり友達だと思っていた幼なじみに対する気持ちが、いつの間にか関係性に変化が出て恋になってしまいそうなことに気づいて戸惑いを感じる甘く切ない歌詞が印象的。2000年台のJ-POPを彷彿とさせるミディアムチューンで珍しいlily whiteの表情が垣間見える。<br>,1,102,jacket_1121,31001069,32001069,0,0,0,2013/06/26,1
