_id,_title,_detail,_type,_parentMasterMissionId,_conditionType,_conditionValues,_conditionNumber,_masterMissionRewardId,_priority,_masterReleaseLabelId
1114011,11人の部員をレベル20以上にしよう,11人の部員をレベル20以上にしよう,1,1114010,14,20,11,131114011,99923,1
1114012,12人の部員をレベル20以上にしよう,12人の部員をレベル20以上にしよう,1,1114011,14,20,12,131114012,99922,1
1114013,13人の部員をレベル20以上にしよう,13人の部員をレベル20以上にしよう,1,1114012,14,20,13,131114013,99921,1
1114014,14人の部員をレベル20以上にしよう,14人の部員をレベル20以上にしよう,1,1114013,14,20,14,131114014,99920,1
1114015,15人の部員をレベル20以上にしよう,15人の部員をレベル20以上にしよう,1,1114014,14,20,15,131114015,99919,1
1114016,16人の部員をレベル20以上にしよう,16人の部員をレベル20以上にしよう,1,1114015,14,20,16,131114016,99918,1
1114017,17人の部員をレベル20以上にしよう,17人の部員をレベル20以上にしよう,1,1114016,14,20,17,131114017,99917,1
1114018,18人の部員をレベル20以上にしよう,18人の部員をレベル20以上にしよう,1,1114017,14,20,18,131114018,99916,1
1114019,19人の部員をレベル20以上にしよう,19人の部員をレベル20以上にしよう,1,1114018,14,20,19,131114019,99915,1
1114020,20人の部員をレベル20以上にしよう,20人の部員をレベル20以上にしよう,1,1114019,14,20,20,131114020,99914,1
1114021,21人の部員をレベル20以上にしよう,21人の部員をレベル20以上にしよう,1,1114020,14,20,21,131114021,99913,1
1114022,22人の部員をレベル20以上にしよう,22人の部員をレベル20以上にしよう,1,1114021,14,20,22,131114022,99912,1
1114023,23人の部員をレベル20以上にしよう,23人の部員をレベル20以上にしよう,1,1114022,14,20,23,131114023,99911,1
1114024,24人の部員をレベル20以上にしよう,24人の部員をレベル20以上にしよう,1,1114023,14,20,24,131114024,99910,1
1114025,25人の部員をレベル20以上にしよう,25人の部員をレベル20以上にしよう,1,1114024,14,20,25,131114025,99909,1
1114026,26人の部員をレベル20以上にしよう,26人の部員をレベル20以上にしよう,1,1114025,14,20,26,131114026,99908,1
1114027,27人の部員をレベル20以上にしよう,27人の部員をレベル20以上にしよう,1,1114026,14,20,27,131114027,99907,1
1114028,部員をレベル40以上にしよう,部員をレベル40以上にしよう,1,1114001,14,40,1,131114028,99906,1
1114029,2人の部員をレベル40以上にしよう,2人の部員をレベル40以上にしよう,1,1114028,14,40,2,131114029,99905,1
1114030,3人の部員をレベル40以上にしよう,3人の部員をレベル40以上にしよう,1,1114029,14,40,3,131114030,99904,1
1114031,4人の部員をレベル40以上にしよう,4人の部員をレベル40以上にしよう,1,1114030,14,40,4,131114031,99903,1
1114032,5人の部員をレベル40以上にしよう,5人の部員をレベル40以上にしよう,1,1114031,14,40,5,131114032,99902,1
1114033,6人の部員をレベル40以上にしよう,6人の部員をレベル40以上にしよう,1,1114032,14,40,6,131114033,99901,1
1114034,7人の部員をレベル40以上にしよう,7人の部員をレベル40以上にしよう,1,1114033,14,40,7,131114034,99900,1
1114035,8人の部員をレベル40以上にしよう,8人の部員をレベル40以上にしよう,1,1114034,14,40,8,131114035,99899,1
1114036,9人の部員をレベル40以上にしよう,9人の部員をレベル40以上にしよう,1,1114035,14,40,9,131114036,99898,1
1114037,10人の部員をレベル40以上にしよう,10人の部員をレベル40以上にしよう,1,1114036,14,40,10,131114037,99897,1
1114038,11人の部員をレベル40以上にしよう,11人の部員をレベル40以上にしよう,1,1114037,14,40,11,131114038,99896,1
1114039,12人の部員をレベル40以上にしよう,12人の部員をレベル40以上にしよう,1,1114038,14,40,12,131114039,99895,1
1114040,13人の部員をレベル40以上にしよう,13人の部員をレベル40以上にしよう,1,1114039,14,40,13,131114040,99894,1
1114041,14人の部員をレベル40以上にしよう,14人の部員をレベル40以上にしよう,1,1114040,14,40,14,131114041,99893,1
1114042,15人の部員をレベル40以上にしよう,15人の部員をレベル40以上にしよう,1,1114041,14,40,15,131114042,99892,1
1114043,16人の部員をレベル40以上にしよう,16人の部員をレベル40以上にしよう,1,1114042,14,40,16,131114043,99891,1
1114044,17人の部員をレベル40以上にしよう,17人の部員をレベル40以上にしよう,1,1114043,14,40,17,131114044,99890,1
1114045,18人の部員をレベル40以上にしよう,18人の部員をレベル40以上にしよう,1,1114044,14,40,18,131114045,99889,1
1114046,19人の部員をレベル40以上にしよう,19人の部員をレベル40以上にしよう,1,1114045,14,40,19,131114046,99888,1
1114047,20人の部員をレベル40以上にしよう,20人の部員をレベル40以上にしよう,1,1114046,14,40,20,131114047,99887,1
1114048,21人の部員をレベル40以上にしよう,21人の部員をレベル40以上にしよう,1,1114047,14,40,21,131114048,99886,1
1114049,22人の部員をレベル40以上にしよう,22人の部員をレベル40以上にしよう,1,1114048,14,40,22,131114049,99885,1
1114050,23人の部員をレベル40以上にしよう,23人の部員をレベル40以上にしよう,1,1114049,14,40,23,131114050,99884,1
1114051,24人の部員をレベル40以上にしよう,24人の部員をレベル40以上にしよう,1,1114050,14,40,24,131114051,99883,1
1114052,25人の部員をレベル40以上にしよう,25人の部員をレベル40以上にしよう,1,1114051,14,40,25,131114052,99882,1
1114053,26人の部員をレベル40以上にしよう,26人の部員をレベル40以上にしよう,1,1114052,14,40,26,131114053,99881,1
1114054,27人の部員をレベル40以上にしよう,27人の部員をレベル40以上にしよう,1,1114053,14,40,27,131114054,99880,1
1114055,部員をレベル60以上にしよう,部員をレベル60以上にしよう,1,1114028,14,60,1,131114055,99879,1
1114056,2人の部員をレベル60以上にしよう,2人の部員をレベル60以上にしよう,1,1114055,14,60,2,131114056,99878,1
1114057,3人の部員をレベル60以上にしよう,3人の部員をレベル60以上にしよう,1,1114056,14,60,3,131114057,99877,1
1114058,4人の部員をレベル60以上にしよう,4人の部員をレベル60以上にしよう,1,1114057,14,60,4,131114058,99876,1
1114059,5人の部員をレベル60以上にしよう,5人の部員をレベル60以上にしよう,1,1114058,14,60,5,131114059,99875,1
1114060,6人の部員をレベル60以上にしよう,6人の部員をレベル60以上にしよう,1,1114059,14,60,6,131114060,99874,1
1114061,7人の部員をレベル60以上にしよう,7人の部員をレベル60以上にしよう,1,1114060,14,60,7,131114061,99873,1
1114062,8人の部員をレベル60以上にしよう,8人の部員をレベル60以上にしよう,1,1114061,14,60,8,131114062,99872,1
1114063,9人の部員をレベル60以上にしよう,9人の部員をレベル60以上にしよう,1,1114062,14,60,9,131114063,99871,1
1114064,10人の部員をレベル60以上にしよう,10人の部員をレベル60以上にしよう,1,1114063,14,60,10,131114064,99870,1
1114065,11人の部員をレベル60以上にしよう,11人の部員をレベル60以上にしよう,1,1114064,14,60,11,131114065,99869,1
1114066,12人の部員をレベル60以上にしよう,12人の部員をレベル60以上にしよう,1,1114065,14,60,12,131114066,99868,1
1114067,13人の部員をレベル60以上にしよう,13人の部員をレベル60以上にしよう,1,1114066,14,60,13,131114067,99867,1
1114068,14人の部員をレベル60以上にしよう,14人の部員をレベル60以上にしよう,1,1114067,14,60,14,131114068,99866,1
1114069,15人の部員をレベル60以上にしよう,15人の部員をレベル60以上にしよう,1,1114068,14,60,15,131114069,99865,1
1114070,16人の部員をレベル60以上にしよう,16人の部員をレベル60以上にしよう,1,1114069,14,60,16,131114070,99864,1
1114071,17人の部員をレベル60以上にしよう,17人の部員をレベル60以上にしよう,1,1114070,14,60,17,131114071,99863,1
1114072,18人の部員をレベル60以上にしよう,18人の部員をレベル60以上にしよう,1,1114071,14,60,18,131114072,99862,1
1114073,19人の部員をレベル60以上にしよう,19人の部員をレベル60以上にしよう,1,1114072,14,60,19,131114073,99861,1
1114074,20人の部員をレベル60以上にしよう,20人の部員をレベル60以上にしよう,1,1114073,14,60,20,131114074,99860,1
1114075,21人の部員をレベル60以上にしよう,21人の部員をレベル60以上にしよう,1,1114074,14,60,21,131114075,99859,1
1114076,22人の部員をレベル60以上にしよう,22人の部員をレベル60以上にしよう,1,1114075,14,60,22,131114076,99858,1
1114077,23人の部員をレベル60以上にしよう,23人の部員をレベル60以上にしよう,1,1114076,14,60,23,131114077,99857,1
1114078,24人の部員をレベル60以上にしよう,24人の部員をレベル60以上にしよう,1,1114077,14,60,24,131114078,99856,1
1114079,25人の部員をレベル60以上にしよう,25人の部員をレベル60以上にしよう,1,1114078,14,60,25,131114079,99855,1
1114080,26人の部員をレベル60以上にしよう,26人の部員をレベル60以上にしよう,1,1114079,14,60,26,131114080,99854,1
1114081,27人の部員をレベル60以上にしよう,27人の部員をレベル60以上にしよう,1,1114080,14,60,27,131114081,99853,1
1114082,部員をレベル80以上にしよう,部員をレベル80以上にしよう,1,1114055,14,80,1,131114082,99852,1
1114083,2人の部員をレベル80以上にしよう,2人の部員をレベル80以上にしよう,1,1114082,14,80,2,131114083,99851,1
1114084,3人の部員をレベル80以上にしよう,3人の部員をレベル80以上にしよう,1,1114083,14,80,3,131114084,99850,1
1114085,4人の部員をレベル80以上にしよう,4人の部員をレベル80以上にしよう,1,1114084,14,80,4,131114085,99849,1
1114086,5人の部員をレベル80以上にしよう,5人の部員をレベル80以上にしよう,1,1114085,14,80,5,131114086,99848,1
1114087,6人の部員をレベル80以上にしよう,6人の部員をレベル80以上にしよう,1,1114086,14,80,6,131114087,99847,1
1114088,7人の部員をレベル80以上にしよう,7人の部員をレベル80以上にしよう,1,1114087,14,80,7,131114088,99846,1
1114089,8人の部員をレベル80以上にしよう,8人の部員をレベル80以上にしよう,1,1114088,14,80,8,131114089,99845,1
1114090,9人の部員をレベル80以上にしよう,9人の部員をレベル80以上にしよう,1,1114089,14,80,9,131114090,99844,1
1114091,10人の部員をレベル80以上にしよう,10人の部員をレベル80以上にしよう,1,1114090,14,80,10,131114091,99843,1
1114092,11人の部員をレベル80以上にしよう,11人の部員をレベル80以上にしよう,1,1114091,14,80,11,131114092,99842,1
1114093,12人の部員をレベル80以上にしよう,12人の部員をレベル80以上にしよう,1,1114092,14,80,12,131114093,99841,1
1114094,13人の部員をレベル80以上にしよう,13人の部員をレベル80以上にしよう,1,1114093,14,80,13,131114094,99840,1
1114095,14人の部員をレベル80以上にしよう,14人の部員をレベル80以上にしよう,1,1114094,14,80,14,131114095,99839,1
1114096,15人の部員をレベル80以上にしよう,15人の部員をレベル80以上にしよう,1,1114095,14,80,15,131114096,99838,1
1114097,16人の部員をレベル80以上にしよう,16人の部員をレベル80以上にしよう,1,1114096,14,80,16,131114097,99837,1
1114098,17人の部員をレベル80以上にしよう,17人の部員をレベル80以上にしよう,1,1114097,14,80,17,131114098,99836,1
1114099,18人の部員をレベル80以上にしよう,18人の部員をレベル80以上にしよう,1,1114098,14,80,18,131114099,99835,1
1114100,19人の部員をレベル80以上にしよう,19人の部員をレベル80以上にしよう,1,1114099,14,80,19,131114100,99834,1
1114101,20人の部員をレベル80以上にしよう,20人の部員をレベル80以上にしよう,1,1114100,14,80,20,131114101,99833,1
1114102,21人の部員をレベル80以上にしよう,21人の部員をレベル80以上にしよう,1,1114101,14,80,21,131114102,99832,1
1114103,22人の部員をレベル80以上にしよう,22人の部員をレベル80以上にしよう,1,1114102,14,80,22,131114103,99831,1
1114104,23人の部員をレベル80以上にしよう,23人の部員をレベル80以上にしよう,1,1114103,14,80,23,131114104,99830,1
1114105,24人の部員をレベル80以上にしよう,24人の部員をレベル80以上にしよう,1,1114104,14,80,24,131114105,99829,1
1114106,25人の部員をレベル80以上にしよう,25人の部員をレベル80以上にしよう,1,1114105,14,80,25,131114106,99828,1
1114107,26人の部員をレベル80以上にしよう,26人の部員をレベル80以上にしよう,1,1114106,14,80,26,131114107,99827,1
1114108,27人の部員をレベル80以上にしよう,27人の部員をレベル80以上にしよう,1,1114107,14,80,27,131114108,99826,1
1114109,部員をレベル100以上にしよう,部員をレベル100以上にしよう,1,1114082,14,100,1,131114109,99825,1
1114110,2人の部員をレベル100以上にしよう,2人の部員をレベル100以上にしよう,1,1114109,14,100,2,131114110,99824,1
1114111,3人の部員をレベル100以上にしよう,3人の部員をレベル100以上にしよう,1,1114110,14,100,3,131114111,99823,1
1114112,4人の部員をレベル100以上にしよう,4人の部員をレベル100以上にしよう,1,1114111,14,100,4,131114112,99822,1
1114113,5人の部員をレベル100以上にしよう,5人の部員をレベル100以上にしよう,1,1114112,14,100,5,131114113,99821,1
1114114,6人の部員をレベル100以上にしよう,6人の部員をレベル100以上にしよう,1,1114113,14,100,6,131114114,99820,1
1114115,7人の部員をレベル100以上にしよう,7人の部員をレベル100以上にしよう,1,1114114,14,100,7,131114115,99819,1
1114116,8人の部員をレベル100以上にしよう,8人の部員をレベル100以上にしよう,1,1114115,14,100,8,131114116,99818,1
1114117,9人の部員をレベル100以上にしよう,9人の部員をレベル100以上にしよう,1,1114116,14,100,9,131114117,99817,1
1114118,10人の部員をレベル100以上にしよう,10人の部員をレベル100以上にしよう,1,1114117,14,100,10,131114118,99816,1
1114119,11人の部員をレベル100以上にしよう,11人の部員をレベル100以上にしよう,1,1114118,14,100,11,131114119,99815,1
1114120,12人の部員をレベル100以上にしよう,12人の部員をレベル100以上にしよう,1,1114119,14,100,12,131114120,99814,1
1114121,13人の部員をレベル100以上にしよう,13人の部員をレベル100以上にしよう,1,1114120,14,100,13,131114121,99813,1
1114122,14人の部員をレベル100以上にしよう,14人の部員をレベル100以上にしよう,1,1114121,14,100,14,131114122,99812,1
1114123,15人の部員をレベル100以上にしよう,15人の部員をレベル100以上にしよう,1,1114122,14,100,15,131114123,99811,1
1114124,16人の部員をレベル100以上にしよう,16人の部員をレベル100以上にしよう,1,1114123,14,100,16,131114124,99810,1
1114125,17人の部員をレベル100以上にしよう,17人の部員をレベル100以上にしよう,1,1114124,14,100,17,131114125,99809,1
1114126,18人の部員をレベル100以上にしよう,18人の部員をレベル100以上にしよう,1,1114125,14,100,18,131114126,99808,1
1114127,19人の部員をレベル100以上にしよう,19人の部員をレベル100以上にしよう,1,1114126,14,100,19,131114127,99807,1
1114128,20人の部員をレベル100以上にしよう,20人の部員をレベル100以上にしよう,1,1114127,14,100,20,131114128,99806,1
1114129,21人の部員をレベル100以上にしよう,21人の部員をレベル100以上にしよう,1,1114128,14,100,21,131114129,99805,1
1114130,22人の部員をレベル100以上にしよう,22人の部員をレベル100以上にしよう,1,1114129,14,100,22,131114130,99804,1
1114131,23人の部員をレベル100以上にしよう,23人の部員をレベル100以上にしよう,1,1114130,14,100,23,131114131,99803,1
1114132,24人の部員をレベル100以上にしよう,24人の部員をレベル100以上にしよう,1,1114131,14,100,24,131114132,99802,1
1114133,25人の部員をレベル100以上にしよう,25人の部員をレベル100以上にしよう,1,1114132,14,100,25,131114133,99801,1
1114134,26人の部員をレベル100以上にしよう,26人の部員をレベル100以上にしよう,1,1114133,14,100,26,131114134,99800,1
1114135,27人の部員をレベル100以上にしよう,27人の部員をレベル100以上にしよう,1,1114134,14,100,27,131114135,99799,1
1112001,部員を30人集めよう,部員を30人集めよう,1,0,12,,30,131112001,99798,1
1112002,部員を40人集めよう,部員を40人集めよう,1,1112001,12,,40,131112002,99797,1
1112003,部員を50人集めよう,部員を50人集めよう,1,1112002,12,,50,131112003,99796,1
1112004,部員を60人集めよう,部員を60人集めよう,1,1112003,12,,60,131112004,99795,1
1112005,部員を70人集めよう,部員を70人集めよう,1,1112004,12,,70,131112005,99794,1
1112006,部員を80人集めよう,部員を80人集めよう,1,1112005,12,,80,131112006,99793,1
1112007,部員を90人集めよう,部員を90人集めよう,1,1112006,12,,90,131112007,99792,1
1112008,部員を100人集めよう,部員を100人集めよう,1,1112007,12,,100,131112008,99791,1
1112009,部員を110人集めよう,部員を110人集めよう,1,1112008,12,,110,131112009,99790,1
1112010,部員を120人集めよう,部員を120人集めよう,1,1112009,12,,120,131112010,99789,1
1112011,部員を130人集めよう,部員を130人集めよう,1,1112010,12,,130,131112011,99788,1
1112012,部員を140人集めよう,部員を140人集めよう,1,1112011,12,,140,131112012,99787,1
1112013,部員を150人集めよう,部員を150人集めよう,1,1112012,12,,150,131112013,99786,1
1112014,部員を160人集めよう,部員を160人集めよう,1,1112013,12,,160,131112014,99785,1
1112015,部員を170人集めよう,部員を170人集めよう,1,1112014,12,,170,131112015,99784,1
1112016,部員を180人集めよう,部員を180人集めよう,1,1112015,12,,180,131112016,99783,1
1112017,部員を190人集めよう,部員を190人集めよう,1,1112016,12,,190,131112017,99782,1
1112018,部員を200人集めよう,部員を200人集めよう,1,1112017,12,,200,131112018,99781,1
1112019,部員を210人集めよう,部員を210人集めよう,1,1112018,12,,210,131112019,99780,1
1112020,部員を220人集めよう,部員を220人集めよう,1,1112019,12,,220,131112020,99779,1
1112021,部員を230人集めよう,部員を230人集めよう,1,1112020,12,,230,131112021,99778,1
1112022,部員を240人集めよう,部員を240人集めよう,1,1112021,12,,240,131112022,99777,1
1112023,部員を250人集めよう,部員を250人集めよう,1,1112022,12,,250,131112023,99776,1
1112024,部員を260人集めよう,部員を260人集めよう,1,1112023,12,,260,131112024,99775,1
1112025,部員を270人集めよう,部員を270人集めよう,1,1112024,12,,270,131112025,99774,1
1112026,部員を280人集めよう,部員を280人集めよう,1,1112025,12,,280,131112026,99773,1
1112027,部員を290人集めよう,部員を290人集めよう,1,1112026,12,,290,131112027,99772,1
1112028,部員を300人集めよう,部員を300人集めよう,1,1112027,12,,300,131112028,99771,1
1112029,部員を310人集めよう,部員を310人集めよう,1,1112028,12,,310,131112029,99770,1
1112030,部員を320人集めよう,部員を320人集めよう,1,1112029,12,,320,131112030,99769,1
1112031,部員を330人集めよう,部員を330人集めよう,1,1112030,12,,330,131112031,99768,1
1112032,部員を340人集めよう,部員を340人集めよう,1,1112031,12,,340,131112032,99767,1
1112033,部員を350人集めよう,部員を350人集めよう,1,1112032,12,,350,131112033,99766,1
1121001,累計500000Gを手に入れよう,累計500000Gを手に入れよう,1,0,21,,500000,131121001,99765,1
1121002,累計1000000Gを手に入れよう,累計1000000Gを手に入れよう,1,1121001,21,,1000000,131121002,99764,1
1121003,累計2000000Gを手に入れよう,累計2000000Gを手に入れよう,1,1121002,21,,2000000,131121003,99763,1
1121004,累計3000000Gを手に入れよう,累計3000000Gを手に入れよう,1,1121003,21,,3000000,131121004,99762,1
1121005,累計4000000Gを手に入れよう,累計4000000Gを手に入れよう,1,1121004,21,,4000000,131121005,99761,1
1121006,累計5000000Gを手に入れよう,累計5000000Gを手に入れよう,1,1121005,21,,5000000,131121006,99760,1
1121007,累計6000000Gを手に入れよう,累計6000000Gを手に入れよう,1,1121006,21,,6000000,131121007,99759,1
1121008,累計7000000Gを手に入れよう,累計7000000Gを手に入れよう,1,1121007,21,,7000000,131121008,99758,1
1121009,累計8000000Gを手に入れよう,累計8000000Gを手に入れよう,1,1121008,21,,8000000,131121009,99757,1
1121010,累計9000000Gを手に入れよう,累計9000000Gを手に入れよう,1,1121009,21,,9000000,131121010,99756,1
1121011,累計10000000Gを手に入れよう,累計10000000Gを手に入れよう,1,1121010,21,,10000000,131121011,99755,1
1121012,累計20000000Gを手に入れよう,累計20000000Gを手に入れよう,1,1121011,21,,20000000,131121012,99754,1
1121013,累計30000000Gを手に入れよう,累計30000000Gを手に入れよう,1,1121012,21,,30000000,131121013,99753,1
1121014,累計40000000Gを手に入れよう,累計40000000Gを手に入れよう,1,1121013,21,,40000000,131121014,99752,1
1121015,累計50000000Gを手に入れよう,累計50000000Gを手に入れよう,1,1121014,21,,50000000,131121015,99751,1
1121016,累計60000000Gを手に入れよう,累計60000000Gを手に入れよう,1,1121015,21,,60000000,131121016,99750,1
1121017,累計70000000Gを手に入れよう,累計70000000Gを手に入れよう,1,1121016,21,,70000000,131121017,99749,1
1121018,累計85000000Gを手に入れよう,累計85000000Gを手に入れよう,1,1121017,21,,85000000,131121018,99748,1
1121019,累計100000000Gを手に入れよう,累計100000000Gを手に入れよう,1,1121018,21,,100000000,131121019,99747,1
1158001,高坂 穂乃果とのキズナを1500以上にしよう,『N』のキズナを1500以上にしよう,1,0,58,1001,1500,131158001,99746,1
