_id,_masterChatId,_roomId,_hashTag,_firstLineValue,_iconPath,_appearCharaIdList,_masterReleaseLabelId
1002007,1002,7,絵里 4月2023,絵里さんがログインしました,profile_01002_0000,1002,1
1002008,1002,8,絵里 5月2023,絵里: 聞いてちょうだい！,profile_01002_0000,1002,1
1002009,1002,9,絵里 6月2023,絵里さんがログインしました,profile_01002_0000,1002,323060804
1002010,1002,10,絵里 7月2023,絵里: 毎日暑いけど体調をくずしたりしていない？,profile_01002_0000,1002,323072405
1002011,1002,11,絵里 夏休み2023,絵里: どうして夏になるとみんな怖い話をしたがるのかしらね……,profile_01002_0000,1002,323080703
1002012,1002,12,絵里 9月2023,絵里: この前、希とにこと一緒に期間限定のケーキを食べに行ってきたの,profile_01002_0000,1002,323092503
1002013,1002,13,絵里 2023ハロウィン,絵里さんがログインしました,profile_01002_0000,1002,323103133
1002014,1002,14,絵里 11月2023,絵里: もうすっかり秋ね,profile_01002_0000,1002,323112003
1002015,1002,15,絵里 Xmas2023,絵里さんがログインしました,profile_01002_0000,1002,323122414
1003001,1003,1,ことり DM,ことり: こんばんは、南ことりです,profile_01003_0000,1003,1
1003002,1003,2,ことり お誕生日2023,ことりさんがログインしました,profile_01003_0000,1003,123091202
1003003,1003,3,ことり お祝い2023,ことり: スタンプを送信しました,profile_01003_0000,1003,1
1003004,1003,16,ことり 新年2024,ことり: あけましておめでとう,profile_01003_0000,1003,324010142
1003005,1003,17,ことり バレンタイン2024,ことり: ハッピーバレンタイン！,profile_01003_0000,1003,324021436
1003018,1003,18,ことり ホワイトデー2024,ことり: 今日はバレンタインデーのお返しありがとう！,profile_01003_0000,1003,324031437
1003007,1003,7,ことり 4月2023,ことりさんがログインしました,profile_01003_0000,1003,1
1003008,1003,8,ことり 5月2023,ことり: スタンプを送信しました,profile_01003_0000,1003,1
1003009,1003,9,ことり 6月2023,ことり: この前ライブを見に来てくれた子からお手紙をもらったんだ,profile_01003_0000,1003,323060403
1003010,1003,10,ことり 7月2023,ことり: ちょっと相談したいことがあるんだけど、いいかな？,profile_01003_0000,1003,323071203
1003011,1003,11,ことり 夏休み2023,ことり: スタンプを送信しました,profile_01003_0000,1003,323080704
1003012,1003,12,ことり 9月2023,ことりさんがログインしました,profile_01003_0000,1003,323092804
1003013,1003,13,ことり 2023ハロウィン,ことり: こんにちは！,profile_01003_0000,1003,323103134
1003014,1003,14,ことり 11月2023,ことり: スタンプを送信しました,profile_01003_0000,1003,323112603
1003015,1003,15,ことり Xmas2023,ことり: メリークリスマス！,profile_01003_0000,1003,323122526
1004001,1004,1,海未 DM,海未さんがログインしました,profile_01004_0000,1004,1
1004003,1004,3,海未 お祝い2023,海未: 夜分に申し訳ありません,profile_01004_0000,1004,1
1004004,1004,16,海未 新年2024,海未: あけましておめでとうございます,profile_01004_0000,1004,324010143
1004005,1004,17,海未 バレンタイン2024,海未: 今日はバレンタインチョコをありがとうございました,profile_01004_0000,1004,324021437
1004018,1004,18,海未 ホワイトデー2024,海未: 本日はバレンタインデーのお返しをありがとうございました,profile_01004_0000,1004,324031438
1004007,1004,7,海未 4月2023,海未: もうすっかり春ですね,profile_01004_0000,1004,1
1004008,1004,8,海未 5月2023,海未: 画像を送信しました,profile_01004_0000,1004,1
1004009,1004,9,海未 6月2023,海未さんがログインしました,profile_01004_0000,1004,323061602
1004010,1004,10,海未 7月2023,海未: こんにちは,profile_01004_0000,1004,323072406
1004011,1004,11,海未 夏休み2023,海未: 聞いてください！,profile_01004_0000,1004,323082403
1004012,1004,12,海未 9月2023,海未: こんにちは,profile_01004_0000,1004,323090303
1004013,1004,13,海未 2023ハロウィン,海未さんがログインしました,profile_01004_0000,1004,323103135
1004014,1004,14,海未 11月2023,海未: 今度のバーベキューの準備進んでいますか？,profile_01004_0000,1004,323111604
1004015,1004,15,海未 Xmas2023,海未さんがログインしました,profile_01004_0000,1004,323122415
1004019,1004,19,海未 お誕生日2024,海未さんがログインしました,profile_01004_0000,1004,124031502
1005001,1005,1,凛 DM,凛さんがログインしました,profile_01005_0000,1005,1
1005002,1005,2,凛 お誕生日2023,凛さんがログインしました,profile_01005_0000,1005,123110103
1005003,1005,3,凛 お祝い2023,凛: スタンプを送信しました,profile_01005_0000,1005,1
1005004,1005,16,凛 新年2024,凛: あけましておめでとう！,profile_01005_0000,1005,324010144
1005005,1005,17,凛 バレンタイン2024,凛: あなたからもらったチョコ、すっごくおいしいにゃ～～～,profile_01005_0000,1005,324021438
1005018,1005,18,凛 ホワイトデー2024,凛: バレンタインも最高だったけど、ホワイトデーも最高だにゃ！,profile_01005_0000,1005,324031439
1005007,1005,7,凛 4月2023,凛: 毎日ぽかぽかして気持ちいいにゃ～,profile_01005_0000,1005,1
1005008,1005,8,凛 5月2023,凛: おはよう！,profile_01005_0000,1005,1
1005009,1005,9,凛 6月2023,凛さんがログインしました,profile_01005_0000,1005,323060203
1005010,1005,10,凛 7月2023,凛: どうしよう～～～！,profile_01005_0000,1005,323072303
1005011,1005,11,凛 夏休み2023,凛さんがログインしました,profile_01005_0000,1005,323080803
1005012,1005,12,凛 9月2023,凛: 新聞読んだよ！,profile_01005_0000,1005,323092805
1005013,1005,13,凛 2023ハロウィン,凛: ハッピーハロウィン！,profile_01005_0000,1005,323103136
1005014,1005,14,凛 11月2023,凛: 今度のバーベキュー楽しみだね,profile_01005_0000,1005,323112203
1005015,1005,15,凛 Xmas2023,凛: メリークリスマス！,profile_01005_0000,1005,323122416
1006001,1006,1,真姫 DM,真姫さんがログインしました,profile_01006_0000,1006,1
1006003,1006,3,真姫 お祝い2023,真姫: お誕生日おめでとう,profile_01006_0000,1006,1
1006004,1006,16,真姫 新年2024,真姫: あけましておめでとう,profile_01006_0000,1006,324010145
1006005,1006,17,真姫 バレンタイン2024,真姫: 今日はバレンタインチョコをありがとう,profile_01006_0000,1006,324021439
1006018,1006,18,真姫 ホワイトデー2024,真姫: おはよう,profile_01006_0000,1006,324031440
1006007,1006,7,真姫 4月2023,真姫: さっき散歩をしていたら素敵な桜並木を見かけたの,profile_01006_0000,1006,1
1006008,1006,8,真姫 5月2023,真姫: さっき送った写真見てくれた？,profile_01006_0000,1006,1
1006009,1006,9,真姫 6月2023,真姫: さっきメールで送った曲、もう聴いてくれた？,profile_01006_0000,1006,323061803
1006010,1006,10,真姫 7月2023,真姫: もうすぐ夏休みね,profile_01006_0000,1006,323071204
1006011,1006,11,真姫 夏休み2023,真姫: もう少しで夏休みも終わりね,profile_01006_0000,1006,323081604
1006012,1006,12,真姫 9月2023,真姫: 今日見てもらった練習のことで聞きたいことがあるんだけどいい？,profile_01006_0000,1006,323091903
1006013,1006,13,真姫 2023ハロウィン,真姫: 今日はハロウィンね,profile_01006_0000,1006,323103137
1006014,1006,14,真姫 11月2023,真姫: 最近寒くなってきたわね,profile_01006_0000,1006,323112103
1006015,1006,15,真姫 Xmas2023,真姫さんがログインしました,profile_01006_0000,1006,323122417
1007001,1007,1,希 DM,希: こんばんは,profile_01007_0000,1007,1
1007002,1007,2,希 お誕生日2023,希さんがログインしました,profile_01007_0000,1007,123060902
1007003,1007,3,希 お祝い2023,希: 起きてる？,profile_01007_0000,1007,1
1007004,1007,16,希 新年2024,希: あけましておめでとう！,profile_01007_0000,1007,324010146
1007005,1007,17,希 バレンタイン2024,希: 問題です,profile_01007_0000,1007,324021440
1007018,1007,18,希 ホワイトデー2024,希: ねえ！,profile_01007_0000,1007,324031441
1007007,1007,7,希 4月2023,希: 画像を送信しました,profile_01007_0000,1007,1
1007008,1007,8,希 5月2023,希: おはよう～,profile_01007_0000,1007,1
1007009,1007,9,希 6月2023,希さんがログインしました,profile_01007_0000,1007,323061403
1007010,1007,10,希 7月2023,希: こんにちはー,profile_01007_0000,1007,323072603
1007011,1007,11,希 夏休み2023,希: おはよう！,profile_01007_0000,1007,323081703
1007012,1007,12,希 9月2023,希: 今何してる？,profile_01007_0000,1007,323092105
1007013,1007,13,希 2023ハロウィン,希: ハッピーハロウィーン！,profile_01007_0000,1007,323103138
1007014,1007,14,希 11月2023,希さんがログインしました,profile_01007_0000,1007,323111803
1007015,1007,15,希 Xmas2023,希: メリークリスマス！<br>すてきなクリスマスイブ、過ごしてる？,profile_01007_0000,1007,323122418
1008001,1008,1,花陽 DM,花陽さんがログインしました,profile_01008_0000,1008,1
1008002,1008,2,花陽 お誕生日2024,花陽さんがログインしました,profile_01008_0000,1008,124011702
1008003,1008,3,花陽 お祝い2023,花陽: スタンプを送信しました,profile_01008_0000,1008,1
1008004,1008,16,花陽 新年2024,花陽: あけましておめでとう！,profile_01008_0000,1008,324010147
1008005,1008,17,花陽 バレンタイン2024,花陽: 今日はバレンタインチョコありがとう！,profile_01008_0000,1008,324021441
1008018,1008,18,花陽 ホワイトデー2024,花陽: おはよう！,profile_01008_0000,1008,324031442
1008007,1008,7,花陽 4月2023,花陽: ビッグニュースだよ！,profile_01008_0000,1008,1
1008008,1008,8,花陽 5月2023,花陽: すごかった……,profile_01008_0000,1008,1
1008009,1008,9,花陽 6月2023,花陽さんがログインしました,profile_01008_0000,1008,323060703
1008010,1008,10,花陽 7月2023,花陽: 毎日暑いね～,profile_01008_0000,1008,323072902
1008011,1008,11,花陽 夏休み2023,花陽: こんにちは,profile_01008_0000,1008,323080804
1008012,1008,12,花陽 9月2023,花陽: 聞いて～,profile_01008_0000,1008,323092903
1008013,1008,13,花陽 2023ハロウィン,花陽: ハッピーハロウィン！,profile_01008_0000,1008,323103139
1008014,1008,14,花陽 11月2023,花陽: 秋と言えば「実りの秋」だね！,profile_01008_0000,1008,323110803
1008015,1008,15,花陽 Xmas2023,花陽: メリークリスマス！,profile_01008_0000,1008,323122419
1009001,1009,1,にこ DM,にこ: にっこにっこにー！ 今日は取材ありがとね！,profile_01009_0000,1009,1
1009002,1009,2,にこ お誕生日2023,にこさんがログインしました,profile_01009_0000,1009,123072202
1009003,1009,3,にこ お祝い2023,にこ: ねえ、今日って時間空いてる？,profile_01009_0000,1009,1
1009004,1009,16,にこ 新年2024,にこ: あけましておめでとう！,profile_01009_0000,1009,324010148
1009005,1009,17,にこ バレンタイン2024,にこさんがログインしました,profile_01009_0000,1009,324021442
1009018,1009,18,にこ ホワイトデー2024,にこ: バレンタインデーのお返しすごくおいしかったわ,profile_01009_0000,1009,324031443
1009007,1009,7,にこ 4月2023,にこ: 元気？,profile_01009_0000,1009,1
1009008,1009,8,にこ 5月2023,にこ: 大変よ！！,profile_01009_0000,1009,1
1009009,1009,9,にこ 6月2023,にこさんがログインしました,profile_01009_0000,1009,323061003
1009010,1009,10,にこ 7月2023,にこ: 暑いけど元気にしてる？,profile_01009_0000,1009,323072604
1009011,1009,11,にこ 夏休み2023,にこ: 今何してる？,profile_01009_0000,1009,323082904
1009012,1009,12,にこ 9月2023,にこさんがログインしました,profile_01009_0000,1009,323090603
1009013,1009,13,にこ 2023ハロウィン,にこ: 今日はありがとね,profile_01009_0000,1009,323103140
1009014,1009,14,にこ 11月2023,にこ: 今度のバーベキューの準備進んでる？,profile_01009_0000,1009,323110603
1009015,1009,15,にこ Xmas2023,にこ: メリークリスマス！,profile_01009_0000,1009,323122420
1101001,1101,1,µ's,穂乃果: これで全員、グループに入ったかな？,profile_01001_0000,"1001,1007,1002,1003,1004,1005,1006,1008,1009",1
1101002,1101,2,µ's 春2023,穂乃果: 眠い～！<br>眠いったら眠い！,profile_01001_0000,"1001,1004,1007,1009,1003,1002,1006,1008,1005",1
1101003,1101,3,希 誕生日お祝い 2023①,,,"1001,1003,1004,1005,1006,1008,1009",123060902
1101004,1101,4,希 誕生日お祝い 2023②,,,"1001,1002,1003,1004,1005,1006,1007,1008,1009",123060902
1101005,1101,5,µ's イベント準備2023,花陽: もうすぐイベントだね<br>楽しみだなあ……！,profile_01001_0000,"1008,1005,1003,1002,1007,1001,1004,1006,1009",323062206
1101006,1101,6,にこ 誕生日お祝い 2023①,,,"1002,1001,1003,1004,1005,1007,1006,1008",123072202
1101007,1101,7,にこ 誕生日お祝い 2023②,,,"1001,1007,1005,1006,1004,1003,1002,1008,1009",123072202
1101008,1101,8,µ's 夏2023,にこ: あつーーーーい……<br>夏ってこんなに暑かったかしら,profile_01001_0000,"1009,1007,1006,1001,1004,1002,1003,1008,1005",323072606
1101009,1101,9,穂乃果 誕生日お祝い 2023①,,,"1009,1002,1007,1008,1005,1006,1004,1003",123080302
1101010,1101,10,穂乃果 誕生日お祝い 2023②,,,"1007,1002,1009,1001,1008,1005,1006,1003,1004",123080302
1101011,1101,11,μ's 0825,穂乃果: おはよー！<br>みんな起きてる？,profile_01001_0000,"1001,1003,1005,1007,1002,1008,1006,1004,1009",323082502
1101012,1101,12,ことり 誕生日お祝い 2023①,花陽: もうすぐことりちゃんのお誕生日だね～,profile_01001_0000,"1008,1007,1004,1001,1009,1006,1002,1005",123091202
1101013,1101,13,ことり 誕生日お祝い 2023②,ことり: みんな～！,profile_01001_0000,"1003,1001,1002,1008,1009,1005,1004,1007,1006",123091202
1101014,1101,14,μ's 秋2023,海未: 暑かった夏も終わって、秋になってきましたね,profile_01001_0000,"1004,1006,1003,1001,1007,1002,1005,1008,1009",323100703
1101015,1101,15,μ's Half Anniversary,,,"1001,1009,1003,1007,1002,1005,1008,1004,1006",323101503
1101016,1101,16,絵里 誕生日お祝い 2023①,,,"1006,1002,1009",123102102
1101017,1101,17,絵里 誕生日お祝い 2023②,,,"1004,1005,1001,1002,1008,1009,1006,1007,1003",123102102
1101018,1101,18,凛 誕生日お祝い 2023①,,,"1006,1008,1003,1009,1001,1004,1007,1002",123110103
1101019,1101,19,凛 誕生日お祝い 2023②,,,"1005,1008,1003,1001,1007,1004,1009,1006,1002",123110103
1101020,1101,20,花陽 誕生日お祝い 2024①,,,"1005,1006",124011702
1101021,1101,21,花陽 誕生日お祝い 2024②,,,"1008,1005,1006",124011702
1101022,1101,22,μ's 冬2024,凛: ただいま～！,profile_01001_0000,"1005,1008,1009,1002,1007,1001,1006,1003,1004",324020906
1101023,1101,23,μ's イベント① 2024,,,"1001,1003,1005,1008,1006,1009,1002,1004,1007",324022202
1101024,1101,24,海未 誕生日お祝い 2024①,,,"1001,1003",124031502
1101025,1101,25,海未 誕生日お祝い 2024②,,,"1003,1004,1001",124031502
1101026,1101,26,真姫 誕生日お祝い 2024①,,,"1005,1006,1008",324031601
1101027,1101,27,真姫 誕生日お祝い 2024②,,,"1005,1003,1001,1002,1007,1004,1009,1006,1008",324031601
1101028,1101,28,μ's イベント② 2024,,,"1004,1001,1003,1005,1007,1002,1006,1009,1008",324032902
2001001,2001,1,千歌 DM,千歌: こんばんはー,profile_02001_0000,2001,1
2001002,2001,2,千歌 お誕生日2023,千歌さんがログインしました,profile_02001_0000,2001,123080104
2001003,2001,3,千歌 お祝い2023,千歌: スタンプを送信しました,profile_02001_0000,2001,1
2001004,2001,16,千歌 新年2024,千歌: あけましておめでと～！,profile_02001_0000,2001,324010149
2001005,2001,17,千歌 バレンタイン2024,千歌: ハッピーバレンタイン！,profile_02001_0000,2001,324021443
2001018,2001,18,千歌 ホワイトデー2024,千歌: 今日はホワイトデーのお返しありがとう！,profile_02001_0000,2001,324031444
2001007,2001,7,千歌 4月2023,千歌: おはよ～！,profile_02001_0000,2001,1
2001008,2001,8,千歌 5月2023,千歌: 聞いてよ～！,profile_02001_0000,2001,1
2001009,2001,9,千歌 6月2023,千歌さんがログインしました,profile_02001_0000,2001,323060603
2001010,2001,10,千歌 7月2023,千歌: やっほー！,profile_02001_0000,2001,323072108
2001011,2001,11,千歌 夏休み2023,千歌: 夏休みの宿題ってもう終わった！！？？,profile_02001_0000,2001,323081605
2001012,2001,12,千歌 9月2023,千歌: スタンプを送信しました,profile_02001_0000,2001,323090112
2001013,2001,13,千歌 2023ハロウィン,千歌: ハッピーハロウィン！,profile_02001_0000,2001,323103141
2001014,2001,14,千歌 11月2023,千歌: やっほー,profile_02001_0000,2001,323112104
2001015,2001,15,千歌 Xmas2023,千歌さんがログインしました,profile_02001_0000,2001,323122421
2002001,2002,1,梨子 DM,梨子: こんばんは,profile_02002_0000,2002,1
2002002,2002,2,梨子 お誕生日2023,梨子さんがログインしました,profile_02002_0000,2002,123091902
2002003,2002,3,梨子 お祝い2023,梨子: 起きてる？,profile_02002_0000,2002,1
2002004,2002,16,梨子 新年2024,梨子: あけましておめでとう♪,profile_02002_0000,2002,324010150
2002005,2002,17,梨子 バレンタイン2024,梨子: 今日はチョコありがとう,profile_02002_0000,2002,324021444
2002018,2002,18,梨子 ホワイトデー2024,梨子: 今日はバレンタインデーのお返しありがとう,profile_02002_0000,2002,324031445
2002007,2002,7,梨子 4月2023,梨子さんがログインしました,profile_02002_0000,2002,1
2002008,2002,8,梨子 5月2023,梨子: こんばんは,profile_02002_0000,2002,1
2002009,2002,9,梨子 6月2023,梨子さんがログインしました,profile_02002_0000,2002,323060504
2002010,2002,10,梨子 7月2023,梨子: こんにちは,profile_02002_0000,2002,323071302
2002011,2002,11,梨子 夏休み2023,梨子さんがログインしました,profile_02002_0000,2002,323080103
2002012,2002,12,梨子 9月2023,梨子さんがログインしました,profile_02002_0000,2002,323092904
2002013,2002,13,梨子 2023ハロウィン,梨子: 10月31日って何の日か知ってる？,profile_02002_0000,2002,323103142
2002014,2002,14,梨子 11月2023,梨子: 最近寒くなってきたけど大丈夫？,profile_02002_0000,2002,323111804
2002015,2002,15,梨子 Xmas2023,梨子: メリークリスマス♪,profile_02002_0000,2002,323122422
2003001,2003,1,果南 DM,果南: こんばんは,profile_02003_0000,2003,1
2003002,2003,17,果南 お誕生日2024,果南さんがログインしました,profile_02003_0000,2003,124021002
2003003,2003,3,果南 お祝い2023,果南: お誕生日おめでとう～！,profile_02003_0000,2003,1
2003004,2003,16,果南 新年2024,果南: あけましておめでとう！,profile_02003_0000,2003,324010151
2003005,2003,18,果南 バレンタイン2024,果南: ハッピーバレンタイン,profile_02003_0000,2003,324021445
2003019,2003,19,果南 ホワイトデー2024,果南: 今日はお返しありがとう,profile_02003_0000,2003,324031446
2003007,2003,7,果南 4月2023,果南: おはよ～！,profile_02003_0000,2003,1
2003008,2003,8,果南 5月2023,果南: やっほー,profile_02003_0000,2003,1
2003009,2003,9,果南 6月2023,果南さんがログインしました,profile_02003_0000,2003,323061305
2003010,2003,10,果南 7月2023,果南: 毎日暑いねー,profile_02003_0000,2003,323072407
2003011,2003,11,果南 夏休み2023,果南: やっほー,profile_02003_0000,2003,323081403
2003012,2003,12,果南 9月2023,果南: 夏休み終わっちゃったねー,profile_02003_0000,2003,323091904
2003013,2003,13,果南 2023ハロウィン,果南: トリック・オア・トリート！,profile_02003_0000,2003,323103143
2003014,2003,14,果南 11月2023,果南さんがログインしました,profile_02003_0000,2003,323112803
2003015,2003,15,果南 Xmas2023,果南: メリークリスマス!,profile_02003_0000,2003,323122527
2004001,2004,1,ダイヤ DM,ダイヤ: 本日はAqoursのライブの取材、ありがとうございます,profile_02004_0000,2004,1
2004002,2004,2,ダイヤ お誕生日2024,ダイヤさんがログインしました,profile_02004_0000,2004,124010103
2004003,2004,3,ダイヤ お祝い2023,ダイヤ: 夜分遅くにすみません,profile_02004_0000,2004,1
2004004,2004,16,ダイヤ 新年2024,ダイヤさんがログインしました,profile_02004_0000,2004,324010152
2004005,2004,17,ダイヤ バレンタイン2024,ダイヤさんがログインしました,profile_02004_0000,2004,324021446
2004018,2004,18,ダイヤ ホワイトデー2024,ダイヤ: 今日はバレンタインデーのお返しをくださりありがとうございました,profile_02004_0000,2004,324031447
2004007,2004,7,ダイヤ 4月2023,ダイヤさんがログインしました,profile_02004_0000,2004,1
2004008,2004,8,ダイヤ 5月2023,ダイヤ: こんにちは,profile_02004_0000,2004,1
2004009,2004,9,ダイヤ 6月2023,ダイヤさんがログインしました,profile_02004_0000,2004,323062203
2004010,2004,10,ダイヤ 7月2023,ダイヤさんがログインしました,profile_02004_0000,2004,323072109
2004011,2004,11,ダイヤ 夏休み2023,ダイヤさんがログインしました,profile_02004_0000,2004,323082105
2004012,2004,12,ダイヤ 9月2023,ダイヤ: いま少しよろしいですか？,profile_02004_0000,2004,323091403
2004013,2004,13,ダイヤ 2023ハロウィン,ダイヤ: 今日はありがとうございました,profile_02004_0000,2004,323103144
2004014,2004,14,ダイヤ 11月2023,ダイヤさんがログインしました,profile_02004_0000,2004,323111003
2004015,2004,15,ダイヤ Xmas2023,ダイヤさんがログインしました,profile_02004_0000,2004,323122528
2005001,2005,1,曜 DM,曜: スタンプを送信しました,profile_02005_0000,2005,1
2005003,2005,3,曜 お祝い2023,曜: スタンプを送信しました,profile_02005_0000,2005,1
2005004,2005,16,曜 新年2024,曜: あけましておめでとう！,profile_02005_0000,2005,324010153
2005005,2005,17,曜 バレンタイン2024,曜: 今日はバレンタインチョコありがとう！,profile_02005_0000,2005,324021447
2005018,2005,18,曜 ホワイトデー2024,曜: バレンタインデーのお返しありがとう～！,profile_02005_0000,2005,324031448
2005007,2005,7,曜 4月2023,曜さんがログインしました,profile_02005_0000,2005,1
2005008,2005,8,曜 5月2023,曜: スタンプを送信しました,profile_02005_0000,2005,1
2005009,2005,9,曜 6月2023,曜さんがログインしました,profile_02005_0000,2005,323061804
2005010,2005,10,曜 7月2023,曜さんがログインしました,profile_02005_0000,2005,323072110
2005011,2005,11,曜 夏休み2023,曜: 毎日暑いね～,profile_02005_0000,2005,323082905
2005012,2005,12,曜 9月2023,曜: スタンプを送信しました,profile_02005_0000,2005,323091203
2005013,2005,13,曜 2023ハロウィン,曜: ハッピーハロウィン！,profile_02005_0000,2005,323103145
2005014,2005,14,曜 11月2023,曜: ちょっと今いいかな？,profile_02005_0000,2005,323112703
2005015,2005,15,曜 Xmas2023,曜さんがログインしました,profile_02005_0000,2005,323122423
2006001,2006,1,善子 DM,善子: 今日は取材に来てくれてありがとう,profile_02006_0000,2006,1
2006002,2006,2,善子 お誕生日2023,,,2006,123071302
2006003,2006,3,善子 お祝い2023,善子: （仮）ユーザ誕生日　善子,profile_02006_0000,2006,1
2006004,2006,16,善子 新年2024,善子: 今年もまたジェネシスが訪れたようね,profile_02006_0000,2006,324010154
2006005,2006,17,善子 バレンタイン2024,善子さんがログインしました,profile_02006_0000,2006,324021448
2006018,2006,18,善子 ホワイトデー2024,善子: スタンプを送信しました,profile_02006_0000,2006,324031449
2006007,2006,7,善子 4月2023,善子さんがログインしました,profile_02006_0000,2006,1
2006008,2006,8,善子 5月2023,善子: スタンプを送信しました,profile_02006_0000,2006,1
2006009,2006,9,善子 6月2023,善子さんがログインしました,profile_02006_0000,2006,323062003
2006010,2006,10,善子 7月2023,善子: ちょっと相談があるんだけどいい？,profile_02006_0000,2006,323070703
2006011,2006,11,善子 夏休み2023,善子: スタンプを送信しました,profile_02006_0000,2006,323081903
2006012,2006,12,善子 9月2023,善子さんがログインしました,profile_02006_0000,2006,323092504
2006013,2006,13,善子 2023ハロウィン,善子さんがログインしました,profile_02006_0000,2006,323103146
2006014,2006,14,善子 11月2023,善子さんがログインしました,profile_02006_0000,2006,323112404
2006015,2006,15,善子 Xmas2023,善子: スタンプを送信しました,profile_02006_0000,2006,323122529
2007001,2007,1,花丸 DM,花丸: こんばんは,profile_02007_0000,2007,1
2007003,2007,3,花丸 お祝い2023,花丸: （仮）ユーザ誕生日　花丸,profile_02007_0000,2007,1
2007004,2007,16,花丸 新年2024,花丸: あけましておめでとう！,profile_02007_0000,2007,324010155
2007005,2007,17,花丸 バレンタイン2024,花丸: ハッピーバレンタイン！,profile_02007_0000,2007,324021449
2007019,2007,19,花丸 ホワイトデー2024,花丸: 今日はホワイトデーのお返しありがとう,profile_02007_0000,2007,324031450
2007007,2007,7,花丸 4月2023,花丸さんがログインしました,profile_02007_0000,2007,1
2007008,2007,8,花丸 5月2023,花丸: ゴールデンウィーク、もうどこか遊びに行った？,profile_02007_0000,2007,1
2007009,2007,9,花丸 6月2023,花丸: 新聞読んだよ！,profile_02007_0000,2007,323060204
2007010,2007,10,花丸 7月2023,花丸: 今日はアイスの差し入れありがとう！,profile_02007_0000,2007,323071003
2007011,2007,11,花丸 夏休み2023,花丸: もうちょっとでお祭りの日になるね,profile_02007_0000,2007,323081704
2007012,2007,12,花丸 9月2023,花丸: 明日って時間あるかな？,profile_02007_0000,2007,323092806
2007013,2007,13,花丸 2023ハロウィン,花丸: トリック・オア・トリート！,profile_02007_0000,2007,323103147
2007014,2007,14,花丸 11月2023,花丸: 国木田焼きいも店がオープンしました！,profile_02007_0000,2007,323111203
2007015,2007,15,花丸 Xmas2023,花丸: メリークリスマス！,profile_02007_0000,2007,323122530
2007018,2007,18,花丸 お誕生日2024,花丸さんがログインしました,profile_02007_0000,2007,124030402
2008001,2008,1,鞠莉 DM,鞠莉: チャオ～,profile_02008_0000,2008,1
2008002,2008,2,鞠莉 お誕生日2023,鞠莉: （仮）鞠莉誕生日,profile_02008_0000,2008,123061302
2008003,2008,3,鞠莉 お祝い2023,鞠莉: （仮）ユーザ誕生日　鞠莉,profile_02008_0000,2008,1
2008004,2008,16,鞠莉 新年2024,鞠莉: ハッピーニューイヤー！,profile_02008_0000,2008,324010156
2008005,2008,17,鞠莉 バレンタイン2024,鞠莉: チャオ♡,profile_02008_0000,2008,324021450
2008018,2008,18,鞠莉 ホワイトデー2024,鞠莉: 今日はバレンタインデーのお返しありがとう！,profile_02008_0000,2008,324031451
2008007,2008,7,鞠莉 4月2023,鞠莉さんがログインしました,profile_02008_0000,2008,1
