_id,_title,_message,_buttonId,_masterReleaseLabelId
GachaSelectedExpired,開催終了,こちらは開催終了しました,CloseOkButton,1
DeckResetConfirm,リセット,現在選択中のユニットをリセットします<br>本当によろしいですか？,"CancelButton,OkButton",1
RecommendSuccess,おすすめユニット,おすすめユニットを編成しました,CloseButton,1
NoticePlayerRankUp,ランクアップ,LPが{0}回復しました,CloseOkButton,1
NoticePlayerRankAndFriendMaxUp,ランクアップ,LPが{0}回復しました<br>友達の上限数がアップしました　{1}　→　{2},CloseOkButton,1
NoticeGroupRankUp,グループランクアップ,,CloseButton,1
NoticeGroupRankMax,グループランクアップ,<color=#D73C55><b>グループランクがMAXになりました</b></color>,CloseButton,1
DeckMemberChangeConfirm,入れ替え確認,既に同じメンバーが編成されています<br>編成している「{0}」と入れ替えますが、<br>よろしいですか？,"CancelButton,OkButton",1
StoryRelease,ストーリー解放,{0}{1}が解放されました,CloseButton,1
FriendSearchError,検索エラー,プレイヤーが見つかりません<br><br>入力したIDが間違っているか、<br>相手側の友達申請設定が拒否となっています,CloseButton,1
FriendDeleteConfirm,確認,この友達を解除しますか？,"CancelButton,OkButton",1
FriendDeleteSuccess,友達解除完了,友達解除しました,CloseButton,1
FriendDeleteError,友達解除失敗,友達解除できませんでした,CloseButton,1
FriendRequestCancelConfirm,確認,この友達申請を取り消しますか？,"CancelButton,OkButton",1
FriendRequestCancelSuccess,友達申請取り消し完了,友達申請を取り消しました,CloseButton,1
FriendRequestCancelError,友達申請取り消し失敗,友達申請を取り消せませんでした,CloseButton,1
FriendPendingConfirm,確認,友達申請を承認します<br>よろしいですか？,"CancelButton,OkButton",1
FriendPendingSuccess,友達申請承認完了,友達申請を承認しました,CloseButton,1
FriendPendingError,友達申請承認失敗,友達申請を承認できませんでした,CloseButton,1
FriendRejectConfirm,確認,この友達申請を拒否しますか？,"CancelButton,OkButton",1
FriendRejectSuccess,友達申請拒否完了,友達申請を拒否しました,CloseButton,1
FriendRejectError,友達申請拒否失敗,友達申請を拒否できませんでした,CloseButton,1
FriendRequestSuccess,友達申請完了,友達申請しました,CloseButton,1
FriendRequestError,友達申請失敗,友達申請できませんでした,CloseButton,1
FriendCanNotRequest,申請不可,相手が友達申請の設定を<br>拒否にしています,CloseButton,1
OptionSettingChangeCancelConfirm,確認,オプションの変更をキャンセルし、<br>変更前の状態に戻しますか？,"CancelButton,OkButton",1
OptionTestLivePauseDialog,一時停止中,テストライブを中断して<br>オプション設定に戻りますか？,"SuspendButton,ResumeButton",1
LiveContinue,ライブ再開,ラブカを{0}消費し、<br>HPを全回復しライブを再開しますか？<br>※ラブカは無償分から消費されます<br><br>ラブカ {1} → {2},"CancelButton,OkButton",1
LiveContinueGemShortage,ラブカ不足,ラブカが足りないため、<br>ライブを再開することができません,SuspendButton,1
LiveFailure,ライブ失敗,HPがなくなってしまいました<br>ラブカを{0}消費することで、<br>HPを全回復して再開できます,"SuspendButton,ResumeButton",1
LivePause,一時停止,ライブを中断して楽曲選択に戻りますか？<br>※中断した場合には、LPは消費しません,"SuspendButton,ResumeButton",1
LiveRetireConfirm,ライブ中断,ライブを中断すると<br>ライブ報酬を獲得できません<br>よろしいですか？<br>※中断した場合には、LPは消費しません,"OkButton,CancelButton",1
LiveRestartConfirm,リスタート,リスタートします<br>よろしいですか？<br>※LP、スキップチケットは消費しません,"CancelButton,OkButton",1
TeacherPointDetail,ハイスコアランクとは？,ハイスコアランクはライブでの<br>ハイスコアから算出される値です<br><br>ハイスコアを出すためには<br>部員を強化してみましょう！,CloseButton,1
GemPackBuyComplete,購入完了,{0}を購入しました,CloseOkButton,1
GemBuyCancel,キャンセル,購入をキャンセルしました,CloseOkButton,1
GemBuyComplete,購入完了,{0}を購入しました,CloseOkButton,1
GemBuyStamina,確認,{0}を{1}消費して<br>LPを{3}回復します<br>よろしいですか？,"CancelButton,OkButton",1
GemBuyItem,確認,{0}を{1}消費して<br>LPを{3}回復します<br>よろしいですか？,"CancelButton,OkButton",1
GemBuyItemPack,確認,{0}を{1}消費して購入します<br>よろしいですか？,"CancelButton,OkButton",1
GemInsufficientMedal,ラブカ所持不足,ラブカの所持数が足りません,CloseButton,1
GemAgeError,エラー,生年月日が正しくありません,CloseButton,1
GemAgeComplete,入力完了,年齢を確認しました<br>{0},CloseButton,1
GemAgeConfirm,確認,一度設定するとアプリを削除するまで変更することはできませんが本当に問題ないでしょうか？,"CancelButton,OkButton",1
GemAskToBuy,確認,アプリ専用通貨を買うには、<br>親権者の同意が必要です<br>親権者の同意を貰っていますか？,"CancelButton,OkButton",1
GemBuyLimitError,利用額上限,今月の利用額の上限を超えてしまう為、購入できません<br>{0},CloseOkButton,1
GemBuyLimitAlert,確認,{0}<br>購入しますか？,"CancelButton,OkButton",1
GemBuyLimitAlertConfirm,購入上限超過確認,"今月の購入金額が100,000円を超えます<br>購入を続けてもよろしいでしょうか？<br><br>アラートをOFFにする場合は、以下の設定より変更できます<br><color=#D73C55>設定 > システム設定 > アラート設定 > 利用額アラート</color>","CancelButton,OkButton",1
GemBuyError,エラー,購入に失敗しました,CloseOkButton,1
GemShopError,エラー,ショップ情報の取得に失敗しました,CloseOkButton,1
GemShopTicketInfo,{0},▼注意事項<color=#D73C55>※必読※</color><br>※購入した有償ラブカは直接、所持ラブカへ加算されます<br>※ラブカ以外のアイテムはプレゼントへ送られます<br>※ログインしなかった日はラブカを受け取れません<br>※ログインボーナスはログイン時に配布され、所持ラブカへ加算されます<br>※ログインボーナスは購入日の翌日0:00から受け取れます<br>※ログインボーナスは無償ラブカとなります<br>※購入の翌日から{1}日間、ログインボーナスとしてラブカを{2}受け取れます<br><br>▼セット内容<br>{3}<br>ラブカ{4}x{5}日 合計{6}<br><br>値段{7},"CancelButton,OkButton",1
GemBuyErrorExpired,販売期間外,販売期間を終了していた為、購入できませんでした,CloseOkButton,1
SingleReward_OrnamentGet,アイテム（仮）獲得,,CloseOkButton,1
SingleReward_OrnamentGetTeaSet,備品解放,獲得しました！<br>※物置から変更できるようになりました,CloseOkButton,1
SingleReward_OrnamentLevelUp,報酬獲得,レベルアップしました！,CloseOkButton,1
SingleReward_OrnamentLevelUpTeaSet,報酬獲得,レベルアップしました！,CloseOkButton,1
SingleReward_OrnamentRelease,アイテム（仮）解放,カスタムショップに入荷しました,CloseOkButton,1
SingleReward_OrnamentReleaseTeaSet,備品解放,{0}のショップに<br>{1}が入荷しました！,CloseOkButton,1
SingleReward_CommonDirectly,報酬獲得,獲得しました！,CloseOkButton,1
SingleReward_CommonPresentBox,報酬獲得,<color=#C12424>報酬はプレゼントから受け取れます</color>,CloseOkButton,1
SingleReward_CommonView,達成報酬,,CloseOkButton,1
SingleReward_EventDirectly,報酬獲得,累計{0}達成報酬を獲得しました！,CloseOkButton,1
SingleReward_EventPresentBox,報酬獲得,<color=#C12424>累計{0}達成報酬はプレゼントから受け取れます</color>,CloseOkButton,1
SingleReward_Costume,衣装獲得,新しい衣装を入手しました！,CloseOkButton,1
SingleReward_Music,楽曲解放,新しい楽曲が解放されました！,CloseOkButton,1
SingleReward_Title,称号獲得,称号を獲得しました！,CloseOkButton,1
SingleReward_IntoPresentBox,所持上限,<color=#C12424>所持上限に達しているためプレゼントに送られました</color>,CloseOkButton,1
MultiReward_CommonDirectly,報酬獲得,獲得しました！,CloseOkButton,1
MultiReward_CommonPresentBox,報酬獲得,<color=#C12424>報酬はプレゼントから受け取れます</color>,CloseOkButton,1
MultiReward_EventDirectly,報酬獲得,累計{0}達成報酬を獲得しました！,CloseOkButton,1
MultiReward_EventPresentBox,報酬獲得,<color=#C12424>累計{0}達成報酬はプレゼントから受け取れます</color>,CloseOkButton,1
MultiReward_CommonView,達成報酬,,CloseOkButton,1
MultiReward_IntoPresentBox,所持上限,<color=#C12424>所持上限に達しているためプレゼントに送られました</color>,CloseOkButton,1
Multi_Private_MasterRoomLeave,ライブ解散,{0}さんがライブを解散しました<br>ライブ選択画面へ戻ります,CloseButton,1
LiveResult_ContinueMultiRoom,継続確認,同じライブでもう一度ライブしますか？,"HomeButton,OkButton",1
LoginBonus_Check,日付更新,日付が更新されたので<br>再ログインします,CloseButton,1
LoginBonus_Common,ログインボーナス,{0}×{1}<br><color=#D73C55>報酬はプレゼントから受け取れます</color>,CloseOkButton,1
LoginBonus_Multi,ログインボーナス,{0}×{1}<br><color=#D73C55>報酬はプレゼントから受け取れます</color>,CloseOkButton,1
MultiRoomType,ライブ報酬,「曜日」ライブでは曜日毎に決まった報酬を        獲得しやすくなります<br>※「通常」ライブでは通常の報酬になります<br><br>月　報酬A<br>火　報酬B<br>水　報酬C<br>木　報酬D<br>金　報酬E<br>土　報酬F<br>日　報酬G<br><br>※報酬アップ対象のアイテム以外は獲得量を調整しています,CloseButton,1
VoiceDownloadConfirm,ボイスダウンロード,ストーリーボイスを除くボイスを<br>事前にダウンロードしますか？<br><br><color=#D73C55>ダウンロードサイズ：<br>{0:0.00} MB<br><br>※Wi-Fi環境での<br>ダウンロードをおすすめします</color>,"CancelButton,OkButton",1
LiveProductionDownloadConfirm,ライブ中メンバー演出ダウンロード,ライブ中の演出に必要なデータを<br>事前にダウンロードしますか？<br>ライブ開始前の読み込み時間が<br>短縮される場合があります<br><br><color=#D73C55>ダウンロードサイズ：<br>{0:0.00} MB<br><br>※Wi-Fi環境での<br>ダウンロードをおすすめします</color>,"ReturnButton,DownloadButton",1
GameLibErrorCode_1,エラー,入力した引数が正しくありません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_14,エラー,ユーザーが無効になっています<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_20,エラー,引き継ぎ済みの端末のため使用できません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_1000,エラー,通信エラーが発生しました<br>エラーコード : {0},"CloseButton,RetryButton",1
GameLibErrorCode_17219,エラー,すでに処理中です<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_10001,エラー,入力した引数が正しくありません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_10006,エラー,課金システムがメンテナンス中です<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_10007,エラー,ユーザーが無効になっています<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_7002,エラー,引き継ぎコードが登録されていません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_7003,エラー,引き継ぎパスワードが登録されていません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_7004,エラー,引き継ぎコードとパスワードの検証に失敗しました<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_7005,エラー,引き継ぎコードとパスワードの検証失敗が規定回数に達しました<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_7012,エラー,アカウントまたはパスワードが一致しません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_7013,エラー,アカウントとパスワードの検証失敗が規定回数に達しました<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_8004,エラー,引き継ぎがロックされています<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_8022,エラー,アカウントのフォーマットが不正です<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_16002,エラー,課金上限を超過するため、購入できません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_16005,エラー,ラブカ残高を超過するため、購入できません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_16007,エラー,サポートされていない国または通貨です<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_16008,エラー,チケットは同一の特典権のチケットがまだ有効な為、購入できません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_16009,エラー,通算のチケット有効期間が180日を超えてしまう為、購入できません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_17002,エラー,そのラブカはすでに付与済みです<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_17007,エラー,その課金は保護者ユーザーの許可待ちの状態です<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_17100,エラー,決済がキャンセルされました<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_17214,エラー,端末の課金機能が利用できません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_20001,エラー,指定した年齢帯と誕生日が合っていません<br>エラーコード : {0},CloseButton,1
GameLibErrorCode_21001,エラー,指定した年齢帯と誕生日が合っていません<br>エラーコード : {0},CloseButton,1
CanNotAutoPlayWithoutStamina,LP不足,LPが0のため、<br>オートができません,CloseButton,1
Migration_CheckDeviceChanged,端末引き継ぎ,端末が変更されました<br>ゲームデータを復元しますか？<br><br>※この端末にゲームデータが復元されると<br>古い端末ではプレイできなくなります,"CancelButton,OkButton",1
Migration_ErrorRegisterNewDevice,エラー,ゲームデータの復元に失敗しました<br>引き継ぎIDとパスワードを使用した<br>データ引き継ぎをお試しください,CloseButton,1
Migration_IdCopy,コピー完了,引き継ぎIDをコピーしました,CloseButton,1
Migration_Complet,データ引き継ぎ完了,ゲームデータが引き継がれました<br>引き続き「スクールアイドルフェスティバル2」をお楽しみください,CloseOkButton,1
Migration_Completed,データ引き継ぎ完了済み,本端末のゲームデータは別の端末に引き継ぎが完了しております<br>最初からゲームを開始しますか？<br><br>※データ引き継ぎに心当たりがない場合は【キャンセル】を選択し、<br>タイトル画面の【MENU】＞【ヘルプ】より<br>お問い合わせください,"CancelButton,OkButton",1
Migration_RetryPassword,入力エラー,引き継ぎIDもしくは<br>パスワードが正しくありません,CloseButton,1
Migration_InputPasswordError,入力エラー,設定可能なパスワードは<br>8文字から32文字の半角英数字になります,CloseButton,1
Error_Maintenance,メンテナンス中,{0}<br><br>※メンテナンス期間は、予告なく変更される場合が御座います予めご了承ください<br><br>※最新情報は公式サイトをご確認ください<br><br><u><link={1}><color=blue>公式サイト</color></link></u>,CloseOkButton,1
Error_ResultCodeMaintenance,メンテナンス中,{0},CloseOkButton,1
Error_Game_Version_Updated,アップデート,アプリのアップデートが必要です<br>ストアから最新バージョンをインストールしてください,"CloseButton,UpdateButton",1
Tutorial_CardSelectConfirm,確認,{0}★{1}でよろしいですか？<br><br>※後から変更することは出来ません,"CancelButton,OkButton",1
Tutorial_DeleteGameDataConfirm,データ削除確認,ゲームデータ削除を行うことでデータを初期化し、初期状態からゲームを始めることができます<br><br>削除されたゲームデータは元に戻すことができませんのでご注意ください<br><br>ゲームデータ削除を実行しますか？,"CancelButton,OkButton",1
Tutorial_DeleteGameDataReconfirm,データ削除最終確認,削除されたゲームデータは元に戻すことができません<br><br>本当にゲームデータ削除を実行しますか？,"CancelButton,OkButton",1
Tutorial_DeleteGameDataComplete,データ削除完了,ゲームデータ削除が完了しました,CloseOkButton,1
Tutorial_SkipFirstHalf,確認,ゲームの基本説明（チュートリアル）前半をスキップしますか？<br><br>スキップするとお試しライブは自動的にクリアされます,"CancelButton,OkButton",1
Tutorial_SkipLatterHalf,確認,後半のゲーム説明（チュートリアル）もスキップしますか？,"CancelButton,OkButton",1
DownloadConfirm,ダウンロード確認,<color=#D73C55>{0} MB</color> のデータをダウンロードします<br>よろしいですか？<br><br>※通信環境によっては時間が掛かる場合が<br>ございます<br><color=#D73C55>Wi-Fi環境下でのダウンロードを推奨します</color>,"CancelButton,OkButton",1
DownloadNotEnoughFreeSpace,空き容量不足,端末の空き容量が不足しています<br><br>端末の空き容量を確保してから再度ダウンロードを行ってください,CloseOkButton,1
GooglePlayLogined,確認,GooglePlayにログイン済みです,CloseOkButton,1
AdditionalDownloadConfirm,追加ダウンロード確認,追加データをダウンロードします<br><br><color=#D73C55>ダウンロードサイズ：{0:0.00} MB<br><br>※Wi-Fi環境での<br>ダウンロードをおすすめします</color>,"CancelButton,OkButton",1
StoryDownloadConfirm,ボイス再生,ボイスデータをダウンロードして<br>ストーリーを再生しますか？<br><br><color=#D73C55>ダウンロードサイズ：{0:0.00} MB<br><br>※Wi-Fi環境での<br>ダウンロードをおすすめします</color>,"CancelButton,VoiceOffButton,VoiceOnButton",1
AdditionalMovieDownloadConfirm,データダウンロード,ムービーをダウンロードします<br><br><color=#D73C55>ダウンロードサイズ：{0:0.00} MB<br><br>※Wi-Fi環境での<br>ダウンロードをおすすめします</color>,"CancelButton,OkButton",1
AllAdditionalStoryMovieDownloadConfirm,データダウンロード,ムービーを一括でダウンロードします<br><br><color=#D73C55>ダウンロードサイズ：{0:0.00} MB</color><br><br>※キャンセルを選択しても1話ずつダウンロード可能です<br>※後ほどストーリー内の「一括DL」でダウンロード可能です<br>※データ量が多いため通信環境の良いところで実行を行ってください<br><color=#D73C55>※Wi-Fi環境でのダウンロードをおすすめします</color>,"CancelButton,OkButton",1
AllOpendCollectionMovieDownloadConfirm,データダウンロード,ムービーを一括でダウンロードします<br><br><color=#D73C55>ダウンロードサイズ：{0:0.00} MB</color><br><br>※キャンセルを選択しても1本ずつダウンロード可能です<br>※後ほどコレクション内の「一括DL」でダウンロード可能です<br>※データ量が多いため通信環境の良いところで実行を行ってください<br><color=#D73C55>※Wi-Fi環境でのダウンロードをおすすめします</color>,"CancelButton,OkButton",1
NoNeedAdditionalMovieDownload,データダウンロード,現在ダウンロードするデータはありません,OkButton,1
DownloadComplete_Restart,確認,データのダウンロードが完了しました<br>アプリを再起動します,CloseButton,1
AlbumDownloadNoticeOnce,確認,思い出アルバム閲覧時には画像データがダウンロードされます<br>端末に十分な空き容量を確保して御覧ください,CloseButton,1
PresentBox_ReceiveSingleSuccess,受け取り完了,プレゼントを受け取りました！,CloseOkButton,1
PresentBox_ReceiveMultiSuccess,受け取り完了,プレゼントを受け取りました！,CloseOkButton,1
PresentBox_ReceiveSingleFailure,所持上限,所持上限に達しているため受け取れませんでした,CloseOkButton,1
PresentBox_ReceiveMultiFailure,所持上限,所持上限に達しているため受け取れませんでした,CloseOkButton,1
PresentBox_ReceiveOutOfTerm,受け取り期間外,受け取り期間が終了しているため受け取れませんでした,CloseButton,1
PresentBox_ReceiveSingleOutOfTerm,受け取り期間外,受け取り期間が終了しているため受け取れませんでした,CloseOkButton,1
PresentBox_ReceiveMultiOutOfTerm,受け取り期間外,受け取り期間が終了しているため受け取れませんでした,CloseOkButton,1
PresentBox_ReceiveSingleExpireReward,有効期限切れ,有効期限が切れているため受け取れませんでした,CloseOkButton,1
PresentBox_ReceiveMultiExpireReward,有効期限切れ,有効期限が切れているため受け取れませんでした,CloseOkButton,1
Multi_StampReset,スタンプリセット,現在設定しているスタンプを全てはずしますか？,"CancelButton,OkButton",1
Multi_PrivateRoom_Done,ライブ作成失敗,同一IDのライブが存在しているため、再度ライブを作成してください,CloseOkButton,1
Multi_Room_Failed,ライブ作成失敗,ライブを作成できませんでした,CloseOkButton,1
Multi_Disconnect_Scene_2,確認,通信が切断されました<br>きょうりょくライブを終了し、ホーム画面へ戻ります,CloseOkButton,1
Multi_Disconnect_Warning,確認,通信が切断されました<br>きょうりょくライブを終了し、ホーム画面へ戻ります,CloseOkButton,1
Multi_Result_Playing_Caution,確認,PERFECT・GREATが少ない場合、獲得するイベントptが減少します。<br>自身の腕前にあった難易度を選択しましょう。,CloseOkButton,1
Function_Lock_Multi,確認,きょうりょくライブにおいて、他のお客様へ迷惑のかかる行為が確認されました<br>一時的に機能を制限させて頂いております<br>解除されるまでお待ちください,CloseOkButton,1
NgWord,エラー,適切でない言葉が含まれています<br>再度入力してください,CloseButton,1
AndroidPermission,パーミッション確認,プレイを行うには、ストレージの使用を許可してください,"CancelButton,OkButton",1
AndroidPermissionDetail,パーミッション確認,プレイを行うには、ストレージの使用を許可してください<br>アプリ詳細画面を開きます,OkButton,1
Adventure_Skip,スキップ,このストーリーをスキップして終了しますか？,"CancelButton,OkButton",1
DeviceCompromised,エラー,端末がRoot化されているためプレイすることができません,CloseButton,1
CanNotMainDeckReset,リセット不可,メインユニットは<br>リセットできません,CloseOkButton,1
CanNotAutoPlayNotClear,オート不可,ライブをクリアしていないため、<br>スキップができません,CloseButton,1
Error_Friend_Max_Self,友達上限,友達が上限数に達しています<br><br>他の友達を解除してください,CloseButton,1
Error_Friend_Max_Other,友達上限,相手側の友達が上限数に達しています,CloseButton,1
Error_Friend_Request_Max_Self,友達申請不可,自分の友達申請数が上限に達しているため、<br><br>申請できませんでした,CloseButton,1
Error_Friend_Request_Max_Other,友達申請不可,相手の友達申請数に空きがありません,CloseButton,1
Error_Friend_Pending_Max_Self,友達申請不可,自分の友達承認待ちが上限に達しています,CloseButton,1
Error_Friend_Pending_Max_Other,友達申請不可,相手の友達承認待ち数に空きがありません,CloseButton,1
Error_Friend_Already_Request,友達申請不可,既に申請中のため申請できませんでした,CloseButton,1
Error_Friend_Already_Pending,友達申請不可,既に相手からの友達申請を承認待ち状態です,CloseButton,1
Error_Friend_Already_Friend,友達申請不可,既に友達です,CloseButton,1
Error_Friend_Request_Reject,友達申請不可,相手が友達申請の設定を<br><br>拒否にしているため、<br><br>申請できませんでした,CloseButton,1
PrivateEnter_NotJoin,ライブ参加失敗,ライブに参加できませんでした,CloseButton,1
PrivateEnter_HostPreparation,ライブ参加失敗,ホストプレイヤーが準備中のためライブ参加できませんでした,CloseButton,1
PrivateEnter_NotCondition,ライブ参加失敗,このライブの参加条件を満たしていません<br><br>ライブ参加条件<br>{0},CloseButton,1
PrivateEnter_NotRoom,ライブID確認,ライブIDに一致するライブが見つかりませんでした <br>入力したライブIDを確認してください,CloseButton,1
PrivateEnter_NotTotalPower,ライブ参加失敗,メインユニット総合力が不足しているため、ライブに参加できませんでした,CloseButton,1
Photo_Box_Change_Result,交換完了,交換を完了しました,CloseButton,1
ChipsterErrorCode_0,読み込みエラー,読み込みエラーが発生しました<br>タイトルに戻ります,CloseButton,1
ChipsterErrorCode_100000,通信エラー,ファイルの読み込みに失敗しました<br>タイトルに戻ります,CloseButton,1
ChipsterErrorCode_100404,通信エラー,接続先が見つかりませんでした<br>タイトルに戻ります,CloseButton,1
ChipsterErrorCode_100408,読み込みエラー,接続に失敗しました<br>タイトルに戻ります,CloseButton,1
ChipsterErrorCode_100500,読み込みエラー,接続先で問題が起きています<br>タイトルに戻ります,CloseButton,1
ChipsterErrorCode_200000,読み込みエラー,データの読み込みに失敗しました<br>タイトルに戻ります,CloseButton,1
ChipsterErrorCode_200100,読み込みエラー,通信に一定時間応答がありませんでした<br>タイトルに戻ります,CloseButton,1
ChipsterErrorCode_200200,読み込みエラー,データの読み込みに失敗しました<br>タイトルに戻ります,CloseButton,1
ChipsterErrorCode_999999,読み込みエラー,データの読み込み時に問題が発生しました<br>タイトルに戻ります,CloseButton,1
Error_Forbidden,エラー,停止されているアカウントです<br>お心当たりがない場合はタイトル>メニュー>ヘルプ>その他のお問い合わせよりお問い合わせください,CloseButton,1
Event_ErrorNotSession,開催期間外,現在イベントが開催されていません,CloseButton,1
Event_ErrorEnded,開催終了,イベントが終了しました<br>ホームに戻ります,CloseButton,1
Event_ErrorEndedNotPolicy,開催終了,イベント利用規約に同意していないため、<br>イベントTOPを表示することができません,HomeButton,1
Event_ResultAnnouncement,イベント結果発表のお知らせ,「{0}」へのご参加ありがとうございました！<br>プレゼントにランキング報酬を送りましたので、忘れずにお受け取りください<br>ランキング結果はイベントページで確認できます,PresentBoxButton,1
ShopLackMedal,{0}不足,{0}が不足しています。ラブカを購入しますか？,"CancelButton,BuyGemButton",1
Mission_ErrorEnded,開催期間外,課題の開催期間が終了しています,CloseButton,1
BoxGacha_NextBoxConfirm,確認,現在のボックスは破棄して、<br>次のボックスへ移ります<br>よろしいですか？,"CancelButton,OkButton",1
Error_Gift_Expired,受け取り期間外,プレゼントの受け取り期間が終了しています,CloseButton,1
Error_Mission_Expired,受け取り期間外,課題の報酬受け取り期間が終了しています<br>受け取れなかった報酬はプレゼントボックスに送られます,CloseButton,1
Error_Item_Expired,期限切れ,アイテムの使用期限が切れています,CloseButton,1
Function_Lock_Gacha,機能制限,現在勧誘機能は<br>制限がかかっており<br>遊べません<br><br>開始予定時間 : {0}<br>終了予定時間 : {1}<br><br><color=#D73C55></color>,CloseOkButton,1
Function_Lock_Shop,機能制限,現在ショップ機能は<br>制限がかかっており<br>遊べません<br><br>開始予定時間 : {0}<br>終了予定時間 : {1}<br><br><color=#D73C55></color>,CloseOkButton,1
Function_Lock_Exchange,機能制限,現在交換所機能は<br>制限がかかっており<br>遊べません<br><br>開始予定時間 : {0}<br>終了予定時間 : {1}<br><br><color=#D73C55></color>,CloseOkButton,1
RecommendConfirm,(仮)お知らせ,(仮)新しいお知らせがあります,CloseButton,1
LiveCannotPlay_NotSatisfyCondition,ライブ参加失敗,ライブ参加条件を満たしていないため開始できません<br><br>ライブ参加条件<br>{0},CloseButton,1
