_id,_infoText,_detailText,_infoTextEn,_detailTextEn,_masterReleaseLabelId
2110022,ピックアップ勧誘～ひだまりのマーチングバンド～,「ピックアップ勧誘～ひだまりのマーチングバンド～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [ひだまりのマーチングバンド]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Sunny Marching Band,"Spotlight Scout: Sunlit Marching Band always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Sunlit Marching Band] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223103108
2110023,ピックアップ勧誘～ひだまりのマーチングバンド～,「ピックアップ勧誘～ひだまりのマーチングバンド～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [ひだまりのマーチングバンド]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Sunny Marching Band,"Spotlight Scout: Sunlit Marching Band always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Sunlit Marching Band] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223103108
2110024,ピックアップ勧誘～にゃんにゃん🐾メイドさん～,「ピックアップ勧誘～にゃんにゃん🐾メイドさん～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [にゃんにゃん🐾メイドさん]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Nya-Nya 🐾 Maids,"Spotlight Scout: Nyan-Nyan🐾 Maids always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Nyan-Nyan🐾 Maids] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223111502
2110025,ピックアップ勧誘～にゃんにゃん🐾メイドさん～,「ピックアップ勧誘～にゃんにゃん🐾メイドさん～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [にゃんにゃん🐾メイドさん]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Nya-Nya 🐾 Maids,"Spotlight Scout: Nyan-Nyan🐾 Maids always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Nyan-Nyan🐾 Maids] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223111502
2110026,ピックアップ勧誘～みんなでMerryChristmas！～,「ピックアップ勧誘～みんなでMerryChristmas！～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [みんなでMerryChristmas！]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,"Spotlight Scout: Merry Christmas, Everyone!","Spotlight Scout: Merry Christmas Together! always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Merry Christmas Together!] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223113009
2110027,ピックアップ勧誘～みんなでMerryChristmas！～,「ピックアップ勧誘～みんなでMerryChristmas！～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [みんなでMerryChristmas！]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,"Spotlight Scout: Merry Christmas, Everyone!","Spotlight Scout: Merry Christmas Together! always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Merry Christmas Together!] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223113009
2110028,ピックアップ勧誘～雪まつりのサンタクロース～,「ピックアップ勧誘～雪まつりのサンタクロース～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [雪まつりのサンタクロース]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Santa Claus at the Snow Festival,"Spotlight Scout: Santa Claus at the Snow Festival always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Santa Claus at the Snow Festival] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223121505
2110029,ピックアップ勧誘～雪まつりのサンタクロース～,「ピックアップ勧誘～雪まつりのサンタクロース～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [雪まつりのサンタクロース]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Santa Claus at the Snow Festival,"Spotlight Scout: Santa Claus at the Snow Festival always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Santa Claus at the Snow Festival] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223121505
2110030,ピックアップ勧誘～みんなへのあけましておめでとう～,「ピックアップ勧誘～みんなへのあけましておめでとう～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [みんなへのあけましておめでとう]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Happy New Year to Everyone!,"Spotlight Scout: Happy New Year to Everyone always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Happy New Year to Everyone] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223123102
2110031,ピックアップ勧誘～みんなへのあけましておめでとう～,「ピックアップ勧誘～みんなへのあけましておめでとう～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [みんなへのあけましておめでとう]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Happy New Year to Everyone!,"Spotlight Scout: Happy New Year to Everyone always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Happy New Year to Everyone] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",223123102
2110032,ピックアップ勧誘～氷上のフェアリー～,「ピックアップ勧誘～氷上のフェアリー～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [氷上のフェアリー]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Fairy on Ice,"Spotlight Scout: Fairy on the Ice always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Fairy on the Ice] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",224011502
2110033,ピックアップ勧誘～氷上のフェアリー～,「ピックアップ勧誘～氷上のフェアリー～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [氷上のフェアリー]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Fairy on Ice,"Spotlight Scout: Fairy on the Ice always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Fairy on the Ice] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",224011502
2110034,ピックアップ勧誘～恋に囚われし乙女～,「ピックアップ勧誘～恋に囚われし乙女～」は、R以上の部員が必ず登場します。<br>「1回勧誘」は、ラブカ300個で実施できます。<br>「10回勧誘」は、ラブカ3000個で実施でき、SR以上の部員が1人以上必ず加入します。<br>「有償1回勧誘」は、有償ラブカ150個で毎日1回だけ実施できます。<br><br>すでに加入している部員が登場した場合、自動で「ペンライト」に変換されます。<br>※変換されたペンライトは、プレゼントを経由せず直接加算されます<br>※ペンライトの所持上限に達している場合は、プレゼントに贈られます<br>※ペンライトの獲得量は、部員のレアリティに応じて異なります<br>・UR：500個<br>・SR：50個<br>・R ：20個<br><br>また、登場した部員の人数に応じて「勧誘ポイント [恋に囚われし乙女]」を入手します。<br>獲得した「勧誘ポイント」は交換所にて部員やアイテム等と交換できます。<br><br>交換されなかった「勧誘ポイント」は、本勧誘の終了時に自動的に「スキルブック（中）」に変換されます。<br>※変換されたスキルブック（中）は、プレゼントを経由せず直接加算されます<br>※スキルブック（中）の所持上限に達している場合は、プレゼントに贈られます,Spotlight Scout: Maidens Captivated by Love,"Spotlight Scout: Maiden Captivated by Love always features Members of rarity R or higher.<br>A 1x Scout costs 300 Loveca.<br>A 10x Scout costs 3,000 Loveca and guarantees at least one Member of rarity SR or higher.<br>A 1x Paid Scout costs 150 Paid Loveca and can be performed once per day.<br><br>If you Scout a Member you already have, they will automatically be converted into Penlights.<br>*Converted Penlights are added directly to your inventory, bypassing the present box.<br>*If your Penlight inventory is full, they will be sent to the present box.<br>*The number of Penlights received depends on the Member's rarity:<br>- UR: 500<br>- SR: 50<br>- R: 20<br><br>You'll also earn Scout Points [Maiden Captivated by Love] based on the number of Members you Scout.<br>Earned Scout Points can be exchanged for Members, items, and more at the Exchange.<br><br>Any unused Scout Points will automatically be converted into Skill Books (M) when this Scout ends.<br>*Converted Skill Books (M) are added directly to your inventory, bypassing the present box.<br>*If your Skill Book (M) inventory is full, they will be sent to the present box.",224013102
