_masterEventId,_number,_amount,_masterEventPointRewardId,_repeatInterval,_repeatCount,_masterReleaseLabelId
101,61,96000,200001061,0,0,223041903
101,62,98000,200001062,0,0,223041903
101,63,100000,200001063,0,0,223041903
101,64,105000,200001064,0,0,223041903
101,65,110000,200001065,0,0,223041903
101,66,115000,200001066,0,0,223041903
101,67,120000,200001067,0,0,223041903
101,68,125000,200001068,0,0,223041903
101,69,130000,200001069,0,0,223041903
101,70,135000,200001070,0,0,223041903
101,71,140000,200001071,0,0,223041903
101,72,150000,200001072,0,0,223041903
101,73,160000,200001073,0,0,223041903
101,74,170000,200001074,0,0,223041903
101,75,180000,200001075,0,0,223041903
101,76,190000,200001076,0,0,223041903
101,77,200000,200001077,0,0,223041903
101,78,210000,200001078,0,0,223041903
101,79,220000,200001079,0,0,223041903
101,80,230000,200001080,0,0,223041903
101,81,240000,200001081,0,0,223041903
101,82,250000,200001082,0,0,223041903
101,83,260000,200001083,0,0,223041903
101,84,270000,200001084,0,0,223041903
101,85,280000,200001085,0,0,223041903
101,86,290000,200001086,0,0,223041903
101,87,300000,200001087,0,0,223041903
101,88,325000,200001088,0,0,223041903
101,89,350000,200001089,0,0,223041903
101,90,375000,200001090,0,0,223041903
101,91,400000,200001091,0,0,223041903
101,92,425000,200001092,0,0,223041903
101,93,450000,200001093,0,0,223041903
101,94,475000,200001094,0,0,223041903
101,95,500000,200001095,0,0,223041903
101,96,525000,200001096,0,0,223041903
101,97,550000,200001097,0,0,223041903
101,98,575000,200001098,0,0,223041903
101,99,600000,200001099,0,0,223041903
101,100,625000,200001100,0,0,223041903
101,101,650000,200001101,0,0,223041903
101,102,675000,200001102,0,0,223041903
101,103,700000,200001103,0,0,223041903
101,104,725000,200001104,0,0,223041903
101,105,750000,200001105,0,0,223041903
101,106,775000,200001106,0,0,223041903
101,107,800000,200001107,0,0,223041903
101,108,825000,200001108,0,0,223041903
101,109,850000,200001109,0,0,223041903
101,110,875000,200001110,0,0,223041903
101,111,900000,200001111,0,0,223041903
101,112,925000,200001112,0,0,223041903
101,113,950000,200001113,0,0,223041903
101,114,975000,200001114,0,0,223041903
101,115,1000000,200001115,0,0,223041903
102,1,10,200002001,0,0,223043004
102,2,50,200002002,0,0,223043004
102,3,100,200002003,0,0,223043004
102,4,250,200002004,0,0,223043004
102,5,500,200002005,0,0,223043004
102,6,750,200002006,0,0,223043004
102,7,1000,200002007,0,0,223043004
102,8,1500,200002008,0,0,223043004
102,9,2000,200002009,0,0,223043004
102,10,2500,200002010,0,0,223043004
102,11,3000,200002011,0,0,223043004
102,12,4000,200002012,0,0,223043004
102,13,5000,200002013,0,0,223043004
102,14,6000,200002014,0,0,223043004
102,15,7000,200002015,0,0,223043004
102,16,8000,200002016,0,0,223043004
102,17,9000,200002017,0,0,223043004
102,18,10000,200002018,0,0,223043004
102,19,12000,200002019,0,0,223043004
102,20,14000,200002020,0,0,223043004
102,21,16000,200002021,0,0,223043004
102,22,18000,200002022,0,0,223043004
102,23,20000,200002023,0,0,223043004
102,24,22000,200002024,0,0,223043004
102,25,24000,200002025,0,0,223043004
102,26,26000,200002026,0,0,223043004
102,27,28000,200002027,0,0,223043004
102,28,30000,200002028,0,0,223043004
102,29,32000,200002029,0,0,223043004
102,30,34000,200002030,0,0,223043004
102,31,36000,200002031,0,0,223043004
102,32,38000,200002032,0,0,223043004
102,33,40000,200002033,0,0,223043004
102,34,42000,200002034,0,0,223043004
102,35,44000,200002035,0,0,223043004
102,36,46000,200002036,0,0,223043004
102,37,48000,200002037,0,0,223043004
102,38,50000,200002038,0,0,223043004
102,39,52000,200002039,0,0,223043004
102,40,54000,200002040,0,0,223043004
102,41,56000,200002041,0,0,223043004
102,42,58000,200002042,0,0,223043004
102,43,60000,200002043,0,0,223043004
102,44,62000,200002044,0,0,223043004
102,45,64000,200002045,0,0,223043004
102,46,66000,200002046,0,0,223043004
102,47,68000,200002047,0,0,223043004
102,48,70000,200002048,0,0,223043004
102,49,72000,200002049,0,0,223043004
102,50,74000,200002050,0,0,223043004
102,51,76000,200002051,0,0,223043004
102,52,78000,200002052,0,0,223043004
102,53,80000,200002053,0,0,223043004
102,54,82000,200002054,0,0,223043004
102,55,84000,200002055,0,0,223043004
102,56,86000,200002056,0,0,223043004
102,57,88000,200002057,0,0,223043004
102,58,90000,200002058,0,0,223043004
102,59,92000,200002059,0,0,223043004
102,60,94000,200002060,0,0,223043004
102,61,96000,200002061,0,0,223043004
102,62,98000,200002062,0,0,223043004
102,63,100000,200002063,0,0,223043004
102,64,105000,200002064,0,0,223043004
102,65,110000,200002065,0,0,223043004
102,66,115000,200002066,0,0,223043004
102,67,120000,200002067,0,0,223043004
102,68,125000,200002068,0,0,223043004
102,69,130000,200002069,0,0,223043004
102,70,135000,200002070,0,0,223043004
102,71,140000,200002071,0,0,223043004
102,72,150000,200002072,0,0,223043004
102,73,160000,200002073,0,0,223043004
102,74,170000,200002074,0,0,223043004
102,75,180000,200002075,0,0,223043004
102,76,190000,200002076,0,0,223043004
102,77,200000,200002077,0,0,223043004
102,78,210000,200002078,0,0,223043004
102,79,220000,200002079,0,0,223043004
102,80,230000,200002080,0,0,223043004
102,81,240000,200002081,0,0,223043004
102,82,250000,200002082,0,0,223043004
102,83,260000,200002083,0,0,223043004
102,84,270000,200002084,0,0,223043004
102,85,280000,200002085,0,0,223043004
102,86,290000,200002086,0,0,223043004
102,87,300000,200002087,0,0,223043004
102,88,325000,200002088,0,0,223043004
102,89,350000,200002089,0,0,223043004
102,90,375000,200002090,0,0,223043004
102,91,400000,200002091,0,0,223043004
102,92,425000,200002092,0,0,223043004
102,93,450000,200002093,0,0,223043004
102,94,475000,200002094,0,0,223043004
102,95,500000,200002095,0,0,223043004
102,96,525000,200002096,0,0,223043004
102,97,550000,200002097,0,0,223043004
102,98,575000,200002098,0,0,223043004
102,99,600000,200002099,0,0,223043004
102,100,625000,200002100,0,0,223043004
102,101,650000,200002101,0,0,223043004
102,102,675000,200002102,0,0,223043004
102,103,700000,200002103,0,0,223043004
102,104,725000,200002104,0,0,223043004
102,105,750000,200002105,0,0,223043004
102,106,775000,200002106,0,0,223043004
102,107,800000,200002107,0,0,223043004
102,108,825000,200002108,0,0,223043004
102,109,850000,200002109,0,0,223043004
102,110,875000,200002110,0,0,223043004
102,111,900000,200002111,0,0,223043004
102,112,925000,200002112,0,0,223043004
102,113,950000,200002113,0,0,223043004
102,114,975000,200002114,0,0,223043004
102,115,1000000,200002115,0,0,223043004
103,1,10,200003001,0,0,223051101
103,2,100,200003002,0,0,223051101
103,3,200,200003003,0,0,223051101
103,4,500,200003004,0,0,223051101
103,5,1000,200003005,0,0,223051101
103,6,1500,200003006,0,0,223051101
103,7,2000,200003007,0,0,223051101
103,8,3000,200003008,0,0,223051101
103,9,4000,200003009,0,0,223051101
103,10,6000,200003010,0,0,223051101
103,11,8000,200003011,0,0,223051101
103,12,10000,200003012,0,0,223051101
103,13,12000,200003013,0,0,223051101
103,14,14000,200003014,0,0,223051101
103,15,16000,200003015,0,0,223051101
103,16,18000,200003016,0,0,223051101
103,17,20000,200003017,0,0,223051101
103,18,24000,200003018,0,0,223051101
103,19,28000,200003019,0,0,223051101
103,20,32000,200003020,0,0,223051101
104,1,10,200004001,0,0,223051504
104,2,50,200004002,0,0,223051504
104,3,100,200004003,0,0,223051504
104,4,250,200004004,0,0,223051504
104,5,500,200004005,0,0,223051504
104,6,750,200004006,0,0,223051504
104,7,1000,200004007,0,0,223051504
104,8,1500,200004008,0,0,223051504
104,9,2000,200004009,0,0,223051504
104,10,2500,200004010,0,0,223051504
104,11,3000,200004011,0,0,223051504
104,12,4000,200004012,0,0,223051504
104,13,5000,200004013,0,0,223051504
104,14,6000,200004014,0,0,223051504
104,15,7000,200004015,0,0,223051504
104,16,8000,200004016,0,0,223051504
104,17,9000,200004017,0,0,223051504
104,18,10000,200004018,0,0,223051504
104,19,12000,200004019,0,0,223051504
104,20,14000,200004020,0,0,223051504
104,21,16000,200004021,0,0,223051504
104,22,18000,200004022,0,0,223051504
104,23,20000,200004023,0,0,223051504
104,24,22000,200004024,0,0,223051504
104,25,24000,200004025,0,0,223051504
104,26,26000,200004026,0,0,223051504
104,27,28000,200004027,0,0,223051504
104,28,30000,200004028,0,0,223051504
104,29,32000,200004029,0,0,223051504
104,30,34000,200004030,0,0,223051504
104,31,36000,200004031,0,0,223051504
104,32,38000,200004032,0,0,223051504
104,33,40000,200004033,0,0,223051504
104,34,42000,200004034,0,0,223051504
104,35,44000,200004035,0,0,223051504
104,36,46000,200004036,0,0,223051504
104,37,48000,200004037,0,0,223051504
104,38,50000,200004038,0,0,223051504
104,39,52000,200004039,0,0,223051504
104,40,54000,200004040,0,0,223051504
104,41,56000,200004041,0,0,223051504
104,42,58000,200004042,0,0,223051504
104,43,60000,200004043,0,0,223051504
104,44,62000,200004044,0,0,223051504
104,45,64000,200004045,0,0,223051504
104,46,66000,200004046,0,0,223051504
104,47,68000,200004047,0,0,223051504
104,48,70000,200004048,0,0,223051504
104,49,72000,200004049,0,0,223051504
104,50,74000,200004050,0,0,223051504
104,51,76000,200004051,0,0,223051504
104,52,78000,200004052,0,0,223051504
104,53,80000,200004053,0,0,223051504
104,54,82000,200004054,0,0,223051504
104,55,84000,200004055,0,0,223051504
104,56,86000,200004056,0,0,223051504
104,57,88000,200004057,0,0,223051504
104,58,90000,200004058,0,0,223051504
104,59,92000,200004059,0,0,223051504
104,60,94000,200004060,0,0,223051504
104,61,96000,200004061,0,0,223051504
104,62,98000,200004062,0,0,223051504
104,63,100000,200004063,0,0,223051504
104,64,105000,200004064,0,0,223051504
104,65,110000,200004065,0,0,223051504
104,66,115000,200004066,0,0,223051504
104,67,120000,200004067,0,0,223051504
104,68,125000,200004068,0,0,223051504
104,69,130000,200004069,0,0,223051504
104,70,135000,200004070,0,0,223051504
104,71,140000,200004071,0,0,223051504
104,72,150000,200004072,0,0,223051504
104,73,160000,200004073,0,0,223051504
104,74,170000,200004074,0,0,223051504
104,75,180000,200004075,0,0,223051504
104,76,190000,200004076,0,0,223051504
104,77,200000,200004077,0,0,223051504
104,78,210000,200004078,0,0,223051504
104,79,220000,200004079,0,0,223051504
104,80,230000,200004080,0,0,223051504
104,81,240000,200004081,0,0,223051504
104,82,250000,200004082,0,0,223051504
104,83,260000,200004083,0,0,223051504
104,84,270000,200004084,0,0,223051504
104,85,280000,200004085,0,0,223051504
104,86,290000,200004086,0,0,223051504
104,87,300000,200004087,0,0,223051504
104,88,325000,200004088,0,0,223051504
104,89,350000,200004089,0,0,223051504
104,90,375000,200004090,0,0,223051504
104,91,400000,200004091,0,0,223051504
104,92,425000,200004092,0,0,223051504
104,93,450000,200004093,0,0,223051504
104,94,475000,200004094,0,0,223051504
104,95,500000,200004095,0,0,223051504
104,96,525000,200004096,0,0,223051504
104,97,550000,200004097,0,0,223051504
104,98,575000,200004098,0,0,223051504
104,99,600000,200004099,0,0,223051504
104,100,625000,200004100,0,0,223051504
104,101,650000,200004101,0,0,223051504
104,102,675000,200004102,0,0,223051504
104,103,700000,200004103,0,0,223051504
104,104,725000,200004104,0,0,223051504
104,105,750000,200004105,0,0,223051504
104,106,775000,200004106,0,0,223051504
104,107,800000,200004107,0,0,223051504
104,108,825000,200004108,0,0,223051504
104,109,850000,200004109,0,0,223051504
104,110,875000,200004110,0,0,223051504
104,111,900000,200004111,0,0,223051504
104,112,925000,200004112,0,0,223051504
104,113,950000,200004113,0,0,223051504
104,114,975000,200004114,0,0,223051504
104,115,1000000,200004115,0,0,223051504
105,1,10,200005001,0,0,223052601
105,2,100,200005002,0,0,223052601
105,3,200,200005003,0,0,223052601
105,4,500,200005004,0,0,223052601
105,5,1000,200005005,0,0,223052601
105,6,1500,200005006,0,0,223052601
105,7,2000,200005007,0,0,223052601
105,8,3000,200005008,0,0,223052601
105,9,4000,200005009,0,0,223052601
105,10,6000,200005010,0,0,223052601
105,11,8000,200005011,0,0,223052601
105,12,10000,200005012,0,0,223052601
105,13,12000,200005013,0,0,223052601
105,14,14000,200005014,0,0,223052601
105,15,16000,200005015,0,0,223052601
105,16,18000,200005016,0,0,223052601
105,17,20000,200005017,0,0,223052601
105,18,24000,200005018,0,0,223052601
105,19,28000,200005019,0,0,223052601
105,20,32000,200005020,0,0,223052601
106,1,10,200006001,0,0,223053104
106,2,50,200006002,0,0,223053104
106,3,100,200006003,0,0,223053104
106,4,250,200006004,0,0,223053104
106,5,500,200006005,0,0,223053104
106,6,750,200006006,0,0,223053104
106,7,1000,200006007,0,0,223053104
106,8,1500,200006008,0,0,223053104
106,9,2000,200006009,0,0,223053104
106,10,2500,200006010,0,0,223053104
106,11,3000,200006011,0,0,223053104
106,12,4000,200006012,0,0,223053104
106,13,5000,200006013,0,0,223053104
106,14,6000,200006014,0,0,223053104
106,15,7000,200006015,0,0,223053104
106,16,8000,200006016,0,0,223053104
106,17,9000,200006017,0,0,223053104
106,18,10000,200006018,0,0,223053104
106,19,12000,200006019,0,0,223053104
106,20,14000,200006020,0,0,223053104
106,21,16000,200006021,0,0,223053104
106,22,18000,200006022,0,0,223053104
106,23,20000,200006023,0,0,223053104
106,24,22000,200006024,0,0,223053104
106,25,24000,200006025,0,0,223053104
106,26,26000,200006026,0,0,223053104
106,27,28000,200006027,0,0,223053104
106,28,30000,200006028,0,0,223053104
106,29,32000,200006029,0,0,223053104
106,30,34000,200006030,0,0,223053104
106,31,36000,200006031,0,0,223053104
106,32,38000,200006032,0,0,223053104
106,33,40000,200006033,0,0,223053104
106,34,42000,200006034,0,0,223053104
106,35,44000,200006035,0,0,223053104
106,36,46000,200006036,0,0,223053104
106,37,48000,200006037,0,0,223053104
106,38,50000,200006038,0,0,223053104
106,39,52000,200006039,0,0,223053104
106,40,54000,200006040,0,0,223053104
106,41,56000,200006041,0,0,223053104
106,42,58000,200006042,0,0,223053104
106,43,60000,200006043,0,0,223053104
106,44,62000,200006044,0,0,223053104
106,45,64000,200006045,0,0,223053104
106,46,66000,200006046,0,0,223053104
106,47,68000,200006047,0,0,223053104
106,48,70000,200006048,0,0,223053104
106,49,72000,200006049,0,0,223053104
106,50,74000,200006050,0,0,223053104
106,51,76000,200006051,0,0,223053104
106,52,78000,200006052,0,0,223053104
106,53,80000,200006053,0,0,223053104
106,54,82000,200006054,0,0,223053104
106,55,84000,200006055,0,0,223053104
106,56,86000,200006056,0,0,223053104
106,57,88000,200006057,0,0,223053104
106,58,90000,200006058,0,0,223053104
106,59,92000,200006059,0,0,223053104
106,60,94000,200006060,0,0,223053104
106,61,96000,200006061,0,0,223053104
106,62,98000,200006062,0,0,223053104
106,63,100000,200006063,0,0,223053104
106,64,105000,200006064,0,0,223053104
106,65,110000,200006065,0,0,223053104
106,66,115000,200006066,0,0,223053104
106,67,120000,200006067,0,0,223053104
106,68,125000,200006068,0,0,223053104
106,69,130000,200006069,0,0,223053104
106,70,135000,200006070,0,0,223053104
106,71,140000,200006071,0,0,223053104
106,72,150000,200006072,0,0,223053104
106,73,160000,200006073,0,0,223053104
106,74,170000,200006074,0,0,223053104
106,75,180000,200006075,0,0,223053104
106,76,190000,200006076,0,0,223053104
106,77,200000,200006077,0,0,223053104
106,78,210000,200006078,0,0,223053104
106,79,220000,200006079,0,0,223053104
106,80,230000,200006080,0,0,223053104
106,81,240000,200006081,0,0,223053104
106,82,250000,200006082,0,0,223053104
106,83,260000,200006083,0,0,223053104
106,84,270000,200006084,0,0,223053104
106,85,280000,200006085,0,0,223053104
106,86,290000,200006086,0,0,223053104
106,87,300000,200006087,0,0,223053104
106,88,325000,200006088,0,0,223053104
106,89,350000,200006089,0,0,223053104
106,90,375000,200006090,0,0,223053104
106,91,400000,200006091,0,0,223053104
106,92,425000,200006092,0,0,223053104
106,93,450000,200006093,0,0,223053104
106,94,475000,200006094,0,0,223053104
106,95,500000,200006095,0,0,223053104
106,96,525000,200006096,0,0,223053104
106,97,550000,200006097,0,0,223053104
106,98,575000,200006098,0,0,223053104
106,99,600000,200006099,0,0,223053104
106,100,625000,200006100,0,0,223053104
106,101,650000,200006101,0,0,223053104
106,102,675000,200006102,0,0,223053104
106,103,700000,200006103,0,0,223053104
106,104,725000,200006104,0,0,223053104
106,105,750000,200006105,0,0,223053104
106,106,775000,200006106,0,0,223053104
106,107,800000,200006107,0,0,223053104
106,108,825000,200006108,0,0,223053104
106,109,850000,200006109,0,0,223053104
106,110,875000,200006110,0,0,223053104
106,111,900000,200006111,0,0,223053104
106,112,925000,200006112,0,0,223053104
106,113,950000,200006113,0,0,223053104
106,114,975000,200006114,0,0,223053104
106,115,1000000,200006115,0,0,223053104
107,1,10,200007001,0,0,223061101
107,2,100,200007002,0,0,223061101
107,3,200,200007003,0,0,223061101
107,4,500,200007004,0,0,223061101
107,5,1000,200007005,0,0,223061101
107,6,1500,200007006,0,0,223061101
107,7,2000,200007007,0,0,223061101
107,8,3000,200007008,0,0,223061101
107,9,4000,200007009,0,0,223061101
107,10,6000,200007010,0,0,223061101
107,11,8000,200007011,0,0,223061101
107,12,10000,200007012,0,0,223061101
107,13,12000,200007013,0,0,223061101
107,14,14000,200007014,0,0,223061101
107,15,16000,200007015,0,0,223061101
107,16,18000,200007016,0,0,223061101
107,17,20000,200007017,0,0,223061101
107,18,24000,200007018,0,0,223061101
107,19,28000,200007019,0,0,223061101
107,20,32000,200007020,0,0,223061101
107,21,36000,200007021,0,0,223061101
107,22,40000,200007022,0,0,223061101
107,23,44000,200007023,0,0,223061101
107,24,48000,200007024,0,0,223061101
107,25,52000,200007025,0,0,223061101
107,26,56000,200007026,0,0,223061101
107,27,60000,200007027,0,0,223061101
107,28,64000,200007028,0,0,223061101
109,1,10,200009001,0,0,223063004
109,2,50,200009002,0,0,223063004
109,3,100,200009003,0,0,223063004
109,4,250,200009004,0,0,223063004
109,5,500,200009005,0,0,223063004
109,6,750,200009006,0,0,223063004
109,7,1000,200009007,0,0,223063004
109,8,1500,200009008,0,0,223063004
109,9,2000,200009009,0,0,223063004
109,10,2500,200009010,0,0,223063004
109,11,3000,200009011,0,0,223063004
109,12,4000,200009012,0,0,223063004
109,13,5000,200009013,0,0,223063004
109,14,6000,200009014,0,0,223063004
109,15,7000,200009015,0,0,223063004
109,16,8000,200009016,0,0,223063004
109,17,9000,200009017,0,0,223063004
109,18,10000,200009018,0,0,223063004
109,19,12000,200009019,0,0,223063004
109,20,14000,200009020,0,0,223063004
109,21,16000,200009021,0,0,223063004
109,22,18000,200009022,0,0,223063004
109,23,20000,200009023,0,0,223063004
109,24,22000,200009024,0,0,223063004
109,25,24000,200009025,0,0,223063004
109,26,26000,200009026,0,0,223063004
109,27,28000,200009027,0,0,223063004
109,28,30000,200009028,0,0,223063004
109,29,32000,200009029,0,0,223063004
109,30,34000,200009030,0,0,223063004
109,31,36000,200009031,0,0,223063004
109,32,38000,200009032,0,0,223063004
109,33,40000,200009033,0,0,223063004
109,34,42000,200009034,0,0,223063004
109,35,44000,200009035,0,0,223063004
109,36,46000,200009036,0,0,223063004
109,37,48000,200009037,0,0,223063004
109,38,50000,200009038,0,0,223063004
109,39,52000,200009039,0,0,223063004
109,40,54000,200009040,0,0,223063004
109,41,56000,200009041,0,0,223063004
109,42,58000,200009042,0,0,223063004
109,43,60000,200009043,0,0,223063004
109,44,62000,200009044,0,0,223063004
109,45,64000,200009045,0,0,223063004
109,46,66000,200009046,0,0,223063004
109,47,68000,200009047,0,0,223063004
109,48,70000,200009048,0,0,223063004
109,49,72000,200009049,0,0,223063004
109,50,74000,200009050,0,0,223063004
109,51,76000,200009051,0,0,223063004
109,52,78000,200009052,0,0,223063004
109,53,80000,200009053,0,0,223063004
109,54,82000,200009054,0,0,223063004
109,55,84000,200009055,0,0,223063004
109,56,86000,200009056,0,0,223063004
109,57,88000,200009057,0,0,223063004
109,58,90000,200009058,0,0,223063004
109,59,92000,200009059,0,0,223063004
109,60,94000,200009060,0,0,223063004
109,61,96000,200009061,0,0,223063004
109,62,98000,200009062,0,0,223063004
109,63,100000,200009063,0,0,223063004
109,64,105000,200009064,0,0,223063004
109,65,110000,200009065,0,0,223063004
109,66,115000,200009066,0,0,223063004
109,67,120000,200009067,0,0,223063004
109,68,125000,200009068,0,0,223063004
109,69,130000,200009069,0,0,223063004
109,70,135000,200009070,0,0,223063004
109,71,140000,200009071,0,0,223063004
109,72,150000,200009072,0,0,223063004
109,73,160000,200009073,0,0,223063004
109,74,170000,200009074,0,0,223063004
109,75,180000,200009075,0,0,223063004
109,76,190000,200009076,0,0,223063004
109,77,200000,200009077,0,0,223063004
109,78,210000,200009078,0,0,223063004
109,79,220000,200009079,0,0,223063004
109,80,230000,200009080,0,0,223063004
109,81,240000,200009081,0,0,223063004
109,82,250000,200009082,0,0,223063004
109,83,260000,200009083,0,0,223063004
109,84,270000,200009084,0,0,223063004
109,85,280000,200009085,0,0,223063004
109,86,290000,200009086,0,0,223063004
109,87,300000,200009087,0,0,223063004
109,88,325000,200009088,0,0,223063004
109,89,350000,200009089,0,0,223063004
109,90,375000,200009090,0,0,223063004
109,91,400000,200009091,0,0,223063004
109,92,425000,200009092,0,0,223063004
109,93,450000,200009093,0,0,223063004
109,94,475000,200009094,0,0,223063004
109,95,500000,200009095,0,0,223063004
109,96,525000,200009096,0,0,223063004
109,97,550000,200009097,0,0,223063004
109,98,575000,200009098,0,0,223063004
109,99,600000,200009099,0,0,223063004
109,100,625000,200009100,0,0,223063004
109,101,650000,200009101,0,0,223063004
109,102,675000,200009102,0,0,223063004
109,103,700000,200009103,0,0,223063004
109,104,725000,200009104,0,0,223063004
109,105,750000,200009105,0,0,223063004
109,106,775000,200009106,0,0,223063004
109,107,800000,200009107,0,0,223063004
109,108,825000,200009108,0,0,223063004
109,109,850000,200009109,0,0,223063004
109,110,875000,200009110,0,0,223063004
109,111,900000,200009111,0,0,223063004
109,112,925000,200009112,0,0,223063004
109,113,950000,200009113,0,0,223063004
109,114,975000,200009114,0,0,223063004
109,115,1000000,200009115,0,0,223063004
110,1,10,200010001,0,0,223071101
110,2,100,200010002,0,0,223071101
110,3,200,200010003,0,0,223071101
110,4,500,200010004,0,0,223071101
110,5,1000,200010005,0,0,223071101
110,6,1500,200010006,0,0,223071101
110,7,2000,200010007,0,0,223071101
110,8,3000,200010008,0,0,223071101
110,9,4000,200010009,0,0,223071101
110,10,6000,200010010,0,0,223071101
110,11,8000,200010011,0,0,223071101
110,12,10000,200010012,0,0,223071101
110,13,12000,200010013,0,0,223071101
110,14,14000,200010014,0,0,223071101
110,15,16000,200010015,0,0,223071101
110,16,18000,200010016,0,0,223071101
110,17,20000,200010017,0,0,223071101
110,18,24000,200010018,0,0,223071101
110,19,28000,200010019,0,0,223071101
110,20,32000,200010020,0,0,223071101
111,1,10,200011001,0,0,223071505
111,2,50,200011002,0,0,223071505
111,3,100,200011003,0,0,223071505
111,4,250,200011004,0,0,223071505
111,5,500,200011005,0,0,223071505
111,6,750,200011006,0,0,223071505
111,7,1000,200011007,0,0,223071505
111,8,1500,200011008,0,0,223071505
111,9,2000,200011009,0,0,223071505
111,10,2500,200011010,0,0,223071505
111,11,3000,200011011,0,0,223071505
111,12,4000,200011012,0,0,223071505
111,13,5000,200011013,0,0,223071505
111,14,6000,200011014,0,0,223071505
111,15,7000,200011015,0,0,223071505
111,16,8000,200011016,0,0,223071505
111,17,9000,200011017,0,0,223071505
111,18,10000,200011018,0,0,223071505
111,19,12000,200011019,0,0,223071505
111,20,14000,200011020,0,0,223071505
111,21,16000,200011021,0,0,223071505
111,22,18000,200011022,0,0,223071505
111,23,20000,200011023,0,0,223071505
111,24,22000,200011024,0,0,223071505
111,25,24000,200011025,0,0,223071505
111,26,26000,200011026,0,0,223071505
111,27,28000,200011027,0,0,223071505
111,28,30000,200011028,0,0,223071505
111,29,32000,200011029,0,0,223071505
111,30,34000,200011030,0,0,223071505
111,31,36000,200011031,0,0,223071505
111,32,38000,200011032,0,0,223071505
111,33,40000,200011033,0,0,223071505
111,34,42000,200011034,0,0,223071505
111,35,44000,200011035,0,0,223071505
111,36,46000,200011036,0,0,223071505
111,37,48000,200011037,0,0,223071505
111,38,50000,200011038,0,0,223071505
111,39,52000,200011039,0,0,223071505
111,40,54000,200011040,0,0,223071505
111,41,56000,200011041,0,0,223071505
111,42,58000,200011042,0,0,223071505
111,43,60000,200011043,0,0,223071505
111,44,62000,200011044,0,0,223071505
111,45,64000,200011045,0,0,223071505
111,46,66000,200011046,0,0,223071505
111,47,68000,200011047,0,0,223071505
111,48,70000,200011048,0,0,223071505
111,49,72000,200011049,0,0,223071505
111,50,74000,200011050,0,0,223071505
111,51,76000,200011051,0,0,223071505
111,52,78000,200011052,0,0,223071505
111,53,80000,200011053,0,0,223071505
111,54,82000,200011054,0,0,223071505
111,55,84000,200011055,0,0,223071505
111,56,86000,200011056,0,0,223071505
111,57,88000,200011057,0,0,223071505
111,58,90000,200011058,0,0,223071505
111,59,92000,200011059,0,0,223071505
111,60,94000,200011060,0,0,223071505
111,61,96000,200011061,0,0,223071505
111,62,98000,200011062,0,0,223071505
111,63,100000,200011063,0,0,223071505
111,64,105000,200011064,0,0,223071505
111,65,110000,200011065,0,0,223071505
111,66,115000,200011066,0,0,223071505
111,67,120000,200011067,0,0,223071505
111,68,125000,200011068,0,0,223071505
111,69,130000,200011069,0,0,223071505
111,70,135000,200011070,0,0,223071505
