_unitId,_unitTypeId,_albumSeriesId,_eponym,_eponymEn,_name,_nameEn,_normalCardId,_rankMaxCardId,_rarity,_attributeId,_masterReleaseLabelId
37,7,193,,,東條希,Nozomi Tojo,181,182,2,3,1
38,8,193,,,小泉花陽,Hanayo Koizumi,186,187,2,3,1
39,9,193,,,矢澤にこ,Nico Yazawa,191,192,2,3,1
40,1,194,,,高坂穂乃果,Honoka Kosaka,196,197,2,2,1
41,2,194,,,絢瀬絵里,Eli Ayase,201,202,2,2,1
42,3,194,,,南ことり,Kotori Minami,206,207,2,2,1
43,4,194,,,園田海未,Umi Sonoda,211,212,2,2,1
44,5,194,,,星空凛,Rin Hoshizora,216,217,2,2,1
45,6,194,,,西木野真姫,Maki Nishikino,221,222,2,2,1
46,7,194,,,東條希,Nozomi Tojo,226,227,2,2,1
47,8,194,,,小泉花陽,Hanayo Koizumi,231,232,2,2,1
48,9,194,,,矢澤にこ,Nico Yazawa,236,237,2,2,1
49,1,195,,,高坂穂乃果,Honoka Kosaka,241,242,2,1,1
50,2,195,,,絢瀬絵里,Eli Ayase,246,247,2,1,1
51,3,195,,,南ことり,Kotori Minami,251,252,2,1,1
52,4,195,,,園田海未,Umi Sonoda,256,257,2,1,1
53,5,195,,,星空凛,Rin Hoshizora,261,262,2,1,1
54,6,195,,,西木野真姫,Maki Nishikino,266,267,2,1,1
55,7,195,,,東條希,Nozomi Tojo,271,272,2,1,1
56,8,195,,,小泉花陽,Hanayo Koizumi,276,277,2,1,1
57,9,195,,,矢澤にこ,Nico Yazawa,281,282,2,1,1
58,1,1,笑顔全開！,Full Smile!,高坂穂乃果,Honoka Kosaka,286,287,3,1,1
59,2,1,ハラショー♪,Harasho,絢瀬絵里,Eli Ayase,291,292,3,3,1
60,3,1,癒しの女神,Goddess of Healing,南ことり,Kotori Minami,296,297,3,2,1
61,4,1,精神統一,All Psyched Up,園田海未,Umi Sonoda,301,302,3,3,1
62,5,1,μ'ｓの元気印,μ's Energy Seal,星空凛,Rin Hoshizora,306,307,3,1,1
63,6,1,放課後の歌姫,After-School Song,西木野真姫,Maki Nishikino,311,312,3,3,1
64,7,1,スピリチュアルパワー,Spiritual Power,東條希,Nozomi Tojo,316,317,3,2,1
65,8,1,炊き立てご飯です♪,Piping Hot Rice,小泉花陽,Hanayo Koizumi,321,322,3,2,1
66,9,1,にっこにっこにー,With a Smile,矢澤にこ,Nico Yazawa,326,327,3,1,1
67,1,2,笑顔のステージ,Stage of Smiles,高坂穂乃果,Honoka Kosaka,336,337,4,1,1
68,2,2,あなたの心、頂きます,Your Heart is Mine,絢瀬絵里,Eli Ayase,341,342,4,3,1
69,8,2,アイドルへの想い,Love for an Idol,小泉花陽,Hanayo Koizumi,331,332,4,2,1
70,1,131,,,高坂穂乃果,Honoka Kosaka,346,346,4,1,1
71,4,2,ラブアローシュート！,Love Arrow Shot!,園田海未,Umi Sonoda,350,351,4,3,1
72,9,2,小悪魔ガール,Little Demon Girl,矢澤にこ,Nico Yazawa,355,356,4,1,1
73,4,131,,,園田海未,Umi Sonoda,360,360,4,3,1
74,41,384,,,黒崎隼,Shun Kurosaki,364,365,1,1,1
75,42,384,,,設楽ふみ,Fumi Shitara,369,370,1,2,1
76,45,384,,,桐原優香,Yuuka Kirihara,374,375,1,2,1
77,43,384,,,門田剣,Tsurugi Kadota,379,380,1,3,1
78,1,3,炎の心,Heart of Fire,高坂穂乃果,Honoka Kosaka,384,385,3,1,1
79,3,150,ひつじのきもち,Sheep's Feelings,南ことり,Kotori Minami,389,390,3,2,1
80,7,3,運命のカード,Destiny Card,東條希,Nozomi Tojo,394,395,3,2,1
81,6,2,誓いのメロディー,Melody of Promise,西木野真姫,Maki Nishikino,399,400,4,3,1
82,46,384,,,斉木風,Fuu Saiki,404,405,1,1,1
83,2,150,狐の嫁入り,Sun Shower,絢瀬絵里,Eli Ayase,409,410,3,3,1
84,4,150,幸運の白うさぎ,Good Fortune Rabbit,園田海未,Umi Sonoda,414,415,3,3,1
85,8,3,ご注文のお品物です♪,Here You Go!,小泉花陽,Hanayo Koizumi,419,420,3,2,1
86,8,131,,,小泉花陽,Hanayo Koizumi,424,424,4,2,1
87,3,131,,,南ことり,Kotori Minami,428,428,4,2,1
88,6,3,秘密の診察室,Secret Exam Room,西木野真姫,Maki Nishikino,432,433,3,3,1
89,44,348,,,アルパカ[白],Alpaca [White],437,437,2,1,1
90,47,391,,,福原命,Mikoto Fukuhara,438,439,1,1,1
91,48,391,,,坂巻千鶴子,Chiduko Sakamaki,443,444,1,2,1
92,49,391,,,志賀仁美,Hitomi Shiga,448,449,1,3,1
93,4,3,ラブバインド,Love Bind,園田海未,Umi Sonoda,453,454,3,3,1
94,5,3,凛をご覧下さいにゃ♪,Please Look at Rin,星空凛,Rin Hoshizora,458,459,3,1,1
95,9,150,にこは人気者,Nico Is Popular,矢澤にこ,Nico Yazawa,463,464,3,1,1
96,3,2,天使の歌声,An Angel's Voice,南ことり,Kotori Minami,468,469,4,2,1
97,5,131,,,星空凛,Rin Hoshizora,473,473,4,1,1
98,6,131,,,西木野真姫,Maki Nishikino,477,477,4,3,1
99,50,391,,,鬼崎アキラ,Akira Kizaki,481,482,1,1,1
100,3,3,素敵なお菓子,Wonderful Candy,南ことり,Kotori Minami,486,487,3,2,1
101,7,4,たぬき寝入り♪,Feigning Sleep,東條希,Nozomi Tojo,491,492,3,2,1
102,51,384,,,紫藤美咲,Misaki Shido,496,497,1,3,1
103,5,4,きまぐれにゃんこ,Whimsical Girl,星空凛,Rin Hoshizora,501,502,3,1,1
104,52,391,,,月島結架,Yuka Tsukishima,506,507,1,1,1
105,53,391,,,兵藤さゆり,Sayuri Hyodo,511,512,1,3,1
106,6,4,次の獲物はアナタ,I'll Catch You Next,西木野真姫,Maki Nishikino,516,517,3,3,1
107,9,3,教えてあげる♪,I'll Teach You,矢澤にこ,Nico Yazawa,521,522,3,1,1
108,7,2,運命の相手,Partner of Destiny,東條希,Nozomi Tojo,526,527,4,2,1
109,54,398,,,蘭花,Ranpha,531,532,1,2,1
110,59,391,,,黒羽咲夜,Sakuya Kurobane,536,537,1,2,1
111,1,150,たべちゃうぞ？,I'm Gonna Eat It!,高坂穂乃果,Honoka Kosaka,541,542,3,1,1
112,2,3,エリーの懺悔室,Eli's Confessional,絢瀬絵里,Eli Ayase,546,547,3,3,1
113,5,2,伝説のラーメン！,Legendary Ramen!,星空凛,Rin Hoshizora,551,552,4,1,1
114,1,132,,,高坂穂乃果,Honoka Kosaka,556,556,3,1,1
115,9,131,,,矢澤にこ,Nico Yazawa,560,560,4,1,1
116,1,133,,,高坂穂乃果,Honoka Kosaka,564,564,3,1,1
117,2,133,,,絢瀬絵里,Eli Ayase,568,568,3,3,1
118,3,133,,,南ことり,Kotori Minami,572,572,3,2,1
119,4,133,,,園田海未,Umi Sonoda,576,576,3,3,1
120,5,133,,,星空凛,Rin Hoshizora,580,580,3,1,1
121,6,133,,,西木野真姫,Maki Nishikino,584,584,3,3,1
122,7,133,,,東條希,Nozomi Tojo,588,588,3,2,1
123,8,133,,,小泉花陽,Hanayo Koizumi,592,592,3,2,1
124,9,133,,,矢澤にこ,Nico Yazawa,596,596,3,1,1
125,3,171,,,南ことり,Kotori Minami,600,600,4,2,1
126,55,398,,,ラクシャータ,Rakshata,604,605,1,2,1
127,56,398,,,レベッカ,Rebecca,609,610,1,3,1
128,1,5,海辺の太陽,Sun on the Seashore,高坂穂乃果,Honoka Kosaka,614,615,3,3,1
129,2,5,魅惑のマーメイド,Bewitching Mermaid,絢瀬絵里,Eli Ayase,619,620,3,1,1
130,4,5,今日は海未の日♪,Today is Umi's Day,園田海未,Umi Sonoda,624,625,3,2,1
131,5,5,夕焼けサマーガール,Summer Sunset Girl,星空凛,Rin Hoshizora,629,630,3,3,1
132,9,5,真夏の熱視線☆,Summer Glances,矢澤にこ,Nico Yazawa,634,635,4,2,1
133,57,384,,,綾小路姫乃,Himeno Ayanokoji,639,640,1,1,1
134,58,391,,,黒羽咲良,Sakura Kurobane,644,645,1,3,1
135,3,6,可憐なマリンガール,Lovely Marine Girl,南ことり,Kotori Minami,649,650,3,1,1
136,6,6,渚の歌姫,Singing by the Shore,西木野真姫,Maki Nishikino,654,655,3,2,1
137,8,6,波打際のプリンセス,Queen of the Shore,小泉花陽,Hanayo Koizumi,659,660,3,3,1
138,7,6,真夏の果実☆,Fruit of Summer,東條希,Nozomi Tojo,664,665,4,1,1
139,8,150,不思議なシンパシー,Strange Sympathy,小泉花陽,Hanayo Koizumi,669,670,3,2,1
140,2,131,,,絢瀬絵里,Eli Ayase,674,674,4,3,1
141,7,131,,,東條希,Nozomi Tojo,678,678,4,2,1
142,1,172,,,高坂穂乃果,Honoka Kosaka,682,682,4,1,1
143,60,384,,,白瀬小雪,Koyuki Shirase,686,687,1,2,1
144,64,391,,,高天原睦月,Mutsuki Takamagahara,691,692,1,2,1
145,1,7,みんなと夏祭り,Everyone's Festival,高坂穂乃果,Honoka Kosaka,696,697,3,2,1
146,5,7,盆踊りするにゃ！,Bon Dance!,星空凛,Rin Hoshizora,701,702,3,2,1
147,6,7,金魚すくい名人？,Goldfish Scooper,西木野真姫,Maki Nishikino,706,707,3,1,1
148,7,7,お祭り娘,Festival Girl,東條希,Nozomi Tojo,711,712,3,3,1
149,4,7,晩夏の浴衣美人,Cotton Kimono Girl,園田海未,Umi Sonoda,716,717,4,1,1
150,61,384,,,相川涼,Ryo Aikawa,724,725,1,3,1
151,7,150,わしわし,Hug Attack,東條希,Nozomi Tojo,729,730,3,3,1
152,62,398,,,イザベラ,Isabella,734,735,1,3,1
153,2,8,あなたとリンゴ飴,Apple Candy and You,絢瀬絵里,Eli Ayase,739,740,3,2,1
154,8,8,夜店めぐり♪,Night Stall-Hopping,小泉花陽,Hanayo Koizumi,744,745,3,1,1
155,9,8,夏休みの思い出,Great Summer Break,矢澤にこ,Nico Yazawa,749,750,3,3,1
156,3,8,夕涼みガール,Cool Evening Breeze,南ことり,Kotori Minami,754,755,4,3,1
157,63,398,,,エマ・ヴェルデ,Emma Verde,759,760,1,1,1
158,5,150,お月見するにゃ！,View the Full Moon!,星空凛,Rin Hoshizora,764,765,3,2,1
159,4,132,,,園田海未,Umi Sonoda,769,769,3,3,1
160,1,131,,,高坂穂乃果,Honoka Kosaka,773,773,4,1,1
161,2,9,おつかれさま！,A Job Well Done,絢瀬絵里,Eli Ayase,777,778,3,1,1
162,4,9,敏腕マネージャー,Apt Manager,園田海未,Umi Sonoda,782,783,3,2,1
163,8,9,精一杯の応援,Full Hearted Support,小泉花陽,Hanayo Koizumi,787,788,3,3,1
164,7,9,必勝のおまじない,Victory Prayer,東條希,Nozomi Tojo,792,793,3,1,1
165,1,9,あなたへのエール,Cheering You On,高坂穂乃果,Honoka Kosaka,797,798,4,2,1
166,65,398,,,ジェニファー,Jennifer,802,803,1,1,1
167,6,150,ご奉仕してあげる♪,A Service for You,西木野真姫,Maki Nishikino,807,808,3,1,1
168,66,398,,,マリア,Maria,812,813,1,3,1
169,3,10,エンジェルホイッスル,Angel's Whistle,南ことり,Kotori Minami,817,818,3,1,1
170,6,10,一等賞の笑顔,A Winning Smile,西木野真姫,Maki Nishikino,822,823,3,2,1
171,9,10,にこにこサポート,Smile Support,矢澤にこ,Nico Yazawa,827,828,3,3,1
172,5,10,いっしょにゴール,Go for the Goal!,星空凛,Rin Hoshizora,832,833,4,3,1
173,67,398,,,レオ,Leo,837,838,1,1,1
174,2,151,読書の秋,Autumn With Books,絢瀬絵里,Eli Ayase,842,843,3,1,1
175,68,398,,,早乙女紫,Yukari Saotome,847,848,1,2,1
176,1,11,至福のつまみ食い,Blissful Snacks,高坂穂乃果,Honoka Kosaka,852,853,3,3,1
177,2,11,特製ボルシチ,Special Stew,絢瀬絵里,Eli Ayase,857,858,3,2,1
178,3,11,はい、あーん♪,Open Wide!,南ことり,Kotori Minami,862,863,3,1,1
179,9,11,家庭的アイドル,Homely Idol,矢澤にこ,Nico Yazawa,867,868,3,2,1
180,8,11,癒やしのメニュー,Happy Servings,小泉花陽,Hanayo Koizumi,872,873,4,3,1
181,3,132,,,南ことり,Kotori Minami,877,877,3,2,1
182,28,371,,,近江彼方,Kanata Konoe,881,882,1,2,1
183,3,151,保健室の天使,Angel? Nurse?,南ことり,Kotori Minami,886,887,3,3,1
184,17,364,,,永山みなみ,Minami Nagayama,891,892,1,3,1
185,4,12,食物への感謝,Thankful Feast,園田海未,Umi Sonoda,896,897,3,1,1
186,5,12,お手製ラーメン,Home-made Ramen,星空凛,Rin Hoshizora,901,902,3,2,1
187,7,12,開運フルコース,Full Course of Luck,東條希,Nozomi Tojo,906,907,3,3,1
188,6,12,秘密の手料理,Secret Recipes,西木野真姫,Maki Nishikino,911,912,4,1,1
189,11,364,,,桜坂しずく,Shizuku Osaka,916,917,1,3,1
190,1,151,穂むらの看板娘,Homura's Star,高坂穂乃果,Honoka Kosaka,921,922,3,2,1
191,32,371,,,支倉かさね,Kasane Hasekura,926,927,1,2,1
192,4,13,きよしこの夜,Pure Night,園田海未,Umi Sonoda,931,932,3,1,1
193,5,13,クリスマス・ベル,Christmas Bells,星空凛,Rin Hoshizora,936,937,3,3,1
194,6,13,クリスマスキャロル,Christmas Carol,西木野真姫,Maki Nishikino,941,942,3,1,1
195,9,13,良い子のクリスマス,Good Girl Christmas,矢澤にこ,Nico Yazawa,946,947,3,2,1
196,2,13,あなたへのプレゼント,Present for You,絢瀬絵里,Eli Ayase,951,952,4,2,1
197,34,364,,,篠宮あきる,Akiru Shinomiya,956,957,1,1,1
198,8,151,リンクの妖精,Elven Ties,小泉花陽,Hanayo Koizumi,961,962,3,3,1
199,48,392,,,坂巻千鶴子,Chiduko Sakamaki,966,967,1,1,1
200,1,14,キャンドルナイト,Candle Night,高坂穂乃果,Honoka Kosaka,971,972,3,2,1
201,3,14,ホワイトクリスマス,White Christmas,南ことり,Kotori Minami,976,977,3,3,1
202,8,14,クリスマスのごちそう,My Christmas Treat,小泉花陽,Hanayo Koizumi,981,982,3,1,1
203,7,14,あなたのサンタさん,Your Special Santa,東條希,Nozomi Tojo,986,987,4,3,1
204,3,173,ことり式雪だるま,"Snowman, Kotori Style",南ことり,Kotori Minami,991,991,4,2,1
205,54,399,,,蘭花,Ranpha,995,996,1,3,1
206,4,151,雪の降る夜に,Snowy Night,園田海未,Umi Sonoda,1000,1001,3,2,1
207,9,173,プレゼントはわたし？,Can I be your Present?,矢澤にこ,Nico Yazawa,1005,1005,3,1,1
208,21,364,,,杉崎亜矢,Aya Sugisaki,1009,1010,1,1,1
209,3,15,素敵な初夢,New Year's Dream,南ことり,Kotori Minami,1014,1015,3,2,1
210,5,15,今年は大吉！,365 Happy Days,星空凛,Rin Hoshizora,1019,1020,3,1,1
211,7,15,新年のおまじない,Lucky New Year!,東條希,Nozomi Tojo,1024,1025,3,1,1
212,9,15,福娘ここにあり,Happiest Girl,矢澤にこ,Nico Yazawa,1029,1030,3,3,1
213,4,15,謹賀新年,Yearly Greetings,園田海未,Umi Sonoda,1034,1035,4,2,1
214,41,385,,,黒崎隼,Shun Kurosaki,1039,1040,1,2,1
215,9,151,手作りおせち,New Year's Treat,矢澤にこ,Nico Yazawa,1044,1045,3,1,1
216,6,173,氷上の舞姫,A Princess on Ice,西木野真姫,Maki Nishikino,1049,1049,3,3,1
217,4,174,,,園田海未,Umi Sonoda,1053,1053,4,3,1
218,57,385,,,綾小路姫乃,Himeno Ayanokoji,1057,1058,1,3,1
219,2,16,内緒のお年玉,Secret Gift,絢瀬絵里,Eli Ayase,1062,1063,3,3,1
220,6,16,年に一度の晴れ姿,Finest Once a Year,西木野真姫,Maki Nishikino,1067,1068,3,2,1
221,8,16,お餅もお米,Mochi is Rice Too,小泉花陽,Hanayo Koizumi,1072,1073,3,1,1
222,1,16,ハッピーニューイヤー,Happy New Year,高坂穂乃果,Honoka Kosaka,1077,1078,4,3,1
223,43,385,,,門田剣,Tsurugi Kadota,1082,1083,1,1,1
224,7,151,願いを込めて,With All My Wishes,東條希,Nozomi Tojo,1087,1088,3,3,1
225,5,169,,,星空凛,Rin Hoshizora,1092,1092,2,1,1
226,1,134,,,高坂穂乃果,Honoka Kosaka,1096,1096,3,1,1
227,2,134,,,絢瀬絵里,Eli Ayase,1100,1100,3,3,1
228,3,134,,,南ことり,Kotori Minami,1104,1104,3,2,1
229,4,134,,,園田海未,Umi Sonoda,1108,1108,3,3,1
230,5,134,,,星空凛,Rin Hoshizora,1112,1112,3,1,1
231,6,134,,,西木野真姫,Maki Nishikino,1116,1116,3,3,1
232,7,134,,,東條希,Nozomi Tojo,1120,1120,3,2,1
233,8,134,,,小泉花陽,Hanayo Koizumi,1124,1124,3,2,1
234,9,134,,,矢澤にこ,Nico Yazawa,1128,1128,3,1,1
235,1,135,,,高坂穂乃果,Honoka Kosaka,1132,1132,3,1,1
236,2,135,,,絢瀬絵里,Eli Ayase,1136,1136,3,3,1
237,3,135,,,南ことり,Kotori Minami,1140,1140,3,2,1
238,4,135,,,園田海未,Umi Sonoda,1144,1144,3,3,1
239,5,135,,,星空凛,Rin Hoshizora,1148,1148,3,1,1
240,6,135,,,西木野真姫,Maki Nishikino,1152,1152,3,3,1
241,7,135,,,東條希,Nozomi Tojo,1156,1156,3,2,1
242,8,135,,,小泉花陽,Hanayo Koizumi,1160,1160,3,2,1
243,9,135,,,矢澤にこ,Nico Yazawa,1164,1164,3,1,1
244,23,378,,,佐伯麗音,Reine Saeki,1168,1169,1,2,1
245,1,17,動物がいっぱい,Lots o' Animals,高坂穂乃果,Honoka Kosaka,1173,1174,3,1,1
246,4,17,秘めた想い,Secret Desire,園田海未,Umi Sonoda,1178,1179,3,1,1
247,5,17,凛のひみつ,Rin's Secret,星空凛,Rin Hoshizora,1183,1184,3,3,1
248,8,17,ドキドキバレンタイン,Romantic Valentine,小泉花陽,Hanayo Koizumi,1188,1189,3,2,1
249,9,17,超レアチョコ,Special Chocolate,矢澤にこ,Nico Yazawa,1193,1194,4,3,1
250,3,175,,,南ことり,Kotori Minami,1198,1198,4,2,1
251,36,378,,,白木凪,Nagi Shiraki,1202,1203,1,3,1
252,5,151,冬の思い出♪,Winter Memories,星空凛,Rin Hoshizora,1207,1208,3,2,1
253,65,399,,,ジェニファー,Jennifer,1212,1213,1,2,1
254,2,18,一粒チョコレート,A Piece of Chocolate,絢瀬絵里,Eli Ayase,1217,1218,3,2,1
255,3,18,口溶けスイーツ♪,Sweet and Smooth,南ことり,Kotori Minami,1222,1223,3,3,1
256,7,18,ハッピーバレンタイン,Happy Valentine,東條希,Nozomi Tojo,1227,1228,3,1,1
257,6,18,真姫の隠し事,Maki's Secret,西木野真姫,Maki Nishikino,1232,1233,4,2,1
258,49,392,,,志賀仁美,Hitomi Shiga,1237,1238,1,1,1
259,6,151,鬼はうち,More Luck for Me!,西木野真姫,Maki Nishikino,1242,1243,3,1,1
260,12,371,,,宮下ココ,Coco Miyashita,1247,1248,1,1,1
261,1,19,おひさまパワー☆,Sunny Power,高坂穂乃果,Honoka Kosaka,1252,1253,3,3,1
262,2,19,音ノ木坂のお姉さん,Girl of Otonokizaka,絢瀬絵里,Eli Ayase,1257,1258,3,1,1
263,4,19,雪どけの季節,Snow Melt Season,園田海未,Umi Sonoda,1262,1263,3,3,1
264,7,19,新しい風,Fresh Wind,東條希,Nozomi Tojo,1267,1268,3,2,1
265,8,19,花陽の春コーデ♪,My Spring Looks,小泉花陽,Hanayo Koizumi,1272,1273,4,1,1
266,33,378,,,多々良るう,Ru Tatara,1277,1278,1,3,1
267,9,152,女の子の好きなもの,What a Girl Likes,矢澤にこ,Nico Yazawa,1282,1283,3,2,1
268,22,371,,,御堂優理,Yuri Mido,1287,1288,1,2,1
269,3,20,ことりのまくら♪,Kotori's Pillow,南ことり,Kotori Minami,1292,1293,3,1,1
270,6,20,募る想い,Growing Love,西木野真姫,Maki Nishikino,1297,1298,3,2,1
271,9,20,挑戦者にこ,Nico the Challenger,矢澤にこ,Nico Yazawa,1302,1303,3,3,1
272,5,20,遊びに行こうっ！,Let's Go Out!,星空凛,Rin Hoshizora,1307,1308,4,2,1
273,42,385,,,設楽ふみ,Fumi Shitara,1312,1313,1,1,1
274,3,152,綺麗なことりさん,Pretty Bird,南ことり,Kotori Minami,1317,1318,3,3,1
275,5,132,,,星空凛,Rin Hoshizora,1322,1322,3,1,1
276,8,132,,,小泉花陽,Hanayo Koizumi,1326,1326,3,2,1
277,37,364,,,藤城悠弓,Yumi Fujishiro,1330,1331,1,2,1
278,1,21,やっぱり幸せ！,I'm Happy!,高坂穂乃果,Honoka Kosaka,1335,1336,3,2,1
279,3,21,甘みたっぷり☆,Juicy Fruity,南ことり,Kotori Minami,1340,1341,3,2,1
280,5,21,スイートラーメン,Sweet Ramen,星空凛,Rin Hoshizora,1345,1346,3,1,1
281,8,21,まかせてください！,Leave it to Me!,小泉花陽,Hanayo Koizumi,1350,1351,3,3,1
282,2,21,亜里沙も一緒♪,With Alisa!,絢瀬絵里,Eli Ayase,1355,1356,4,1,1
283,47,392,,,福原命,Mikoto Fukuhara,1360,1361,1,2,1
284,6,152,桜の木の下で,Cherry Blossoms,西木野真姫,Maki Nishikino,1365,1366,3,3,1
285,27,364,,,九条聖来,Seira Kujo,1370,1371,1,3,1
286,1,196,,,高坂穂乃果,Honoka Kosaka,1375,1376,2,1,1
287,2,196,,,絢瀬絵里,Eli Ayase,1380,1381,2,3,1
288,3,196,,,南ことり,Kotori Minami,1385,1386,2,2,1
289,4,196,,,園田海未,Umi Sonoda,1390,1391,2,3,1
290,5,196,,,星空凛,Rin Hoshizora,1395,1396,2,1,1
291,6,196,,,西木野真姫,Maki Nishikino,1400,1401,2,3,1
292,7,196,,,東條希,Nozomi Tojo,1405,1406,2,2,1
293,8,196,,,小泉花陽,Hanayo Koizumi,1410,1411,2,2,1
294,9,196,,,矢澤にこ,Nico Yazawa,1415,1416,2,1,1
295,6,22,フルーツガール,Fruity Girl,西木野真姫,Maki Nishikino,1420,1421,3,1,1
296,7,22,自然の恵み♪,Natural Goodness,東條希,Nozomi Tojo,1425,1426,3,3,1
297,9,22,スイーツアイドル,Sweet Idol,矢澤にこ,Nico Yazawa,1430,1431,3,2,1
298,4,22,甘味のちから,Desserts Rule,園田海未,Umi Sonoda,1435,1436,4,3,1
299,1,136,,,高坂穂乃果,Honoka Kosaka,1440,1440,2,1,1
300,2,136,,,絢瀬絵里,Eli Ayase,1444,1444,2,3,1
301,3,136,,,南ことり,Kotori Minami,1448,1448,2,2,1
302,4,136,,,園田海未,Umi Sonoda,1452,1452,2,3,1
303,5,136,,,星空凛,Rin Hoshizora,1456,1456,2,1,1
304,6,136,,,西木野真姫,Maki Nishikino,1460,1460,2,3,1
305,7,136,,,東條希,Nozomi Tojo,1464,1464,2,2,1
306,8,136,,,小泉花陽,Hanayo Koizumi,1468,1468,2,2,1
307,9,136,,,矢澤にこ,Nico Yazawa,1472,1472,2,1,1
308,67,399,,,レオ,Leo,1476,1477,1,3,1
309,8,152,ご飯とお味噌汁,Rice and Miso Soup,小泉花陽,Hanayo Koizumi,1481,1482,3,2,1
310,60,385,,,白瀬小雪,Koyuki Shirase,1486,1487,1,1,1
311,4,23,海未の恩返し,Umi Returns the Favor,園田海未,Umi Sonoda,1491,1492,3,1,1
312,5,23,魔法のランプ,Magic Lamp,星空凛,Rin Hoshizora,1496,1497,3,3,1
313,6,23,目覚めの口づけ,Awakening Kiss,西木野真姫,Maki Nishikino,1501,1502,3,3,1
314,7,23,塔の中の乙女,Let Your Hair Down,東條希,Nozomi Tojo,1506,1507,3,2,1
315,3,23,小さなお姫様,Little Princess,南ことり,Kotori Minami,1511,1512,4,1,1
316,56,399,,,レベッカ,Rebecca,1516,1517,1,2,1
317,4,152,勇敢なる乙女,Brave Maiden,園田海未,Umi Sonoda,1521,1522,3,2,1
318,61,385,,,相川涼,Ryo Aikawa,1526,1527,1,2,1
319,1,24,とろーりチーズ♪,Melty Cheese,高坂穂乃果,Honoka Kosaka,1531,1532,3,3,1
320,2,24,魔法が解けても,Enchanted Forever,絢瀬絵里,Eli Ayase,1536,1537,3,2,1
321,9,24,食べちゃダメよ？,Please Don't Eat Me,矢澤にこ,Nico Yazawa,1541,1542,3,1,1
322,8,24,ちびっこおにぎり！,Tiny Rice Balls!,小泉花陽,Hanayo Koizumi,1546,1547,4,2,1
323,50,392,,,鬼崎アキラ,Akira Kizaki,1551,1552,1,3,1
324,1,152,ゆっくり行こう！,Let's Take It Slow!,高坂穂乃果,Honoka Kosaka,1556,1557,3,1,1
325,55,399,,,ラクシャータ,Rakshata,1561,1562,1,3,1
326,4,25,寄り添いポーズ,Pose with You,園田海未,Umi Sonoda,1566,1567,3,2,1
327,5,25,大人みたい♪,All Grown Up?,星空凛,Rin Hoshizora,1571,1572,3,2,1
328,7,25,空想ブライダル,Bridal Dreams,東條希,Nozomi Tojo,1576,1577,3,1,1
329,9,25,人気モデルにこ♪,Nico on the Runway,矢澤にこ,Nico Yazawa,1581,1582,3,3,1
