_id,_name,_masterLotteryInfoId,_masterCautionId,_category,_type,_priority,_masterLotteryPriceId,_masterLotteryRarityId,_masterLotteryImageId,_balloonSpriteName,_startdashTime,_startdashExpireTime,_checkDisplayableLottery,_repeat,_exchangeMasterItemId,_masterLotteryEffMovieId,_masterLotteryEffMovieRatioId,_storeReviewFlag,_masterReleaseLabelId
2110002,ピックアップ勧誘～商店街をアピールだ！～,2110002,2110002,1,1,2305157,2110002,2110002,2110002,,0,0,0,0,15520002,1,1,0,223051502
2110003,ピックアップ勧誘～Live in Nature～,2110003,2110003,1,1,2305317,2110003,2110003,2110003,,0,0,0,0,15520003,1,1,0,223053102
2110004,ピックアップ勧誘～煌めく踊り子～,2110004,2110004,1,1,2306197,2110004,2110004,2110004,,0,0,0,0,15520004,1,1,0,223061502
2110005,ピックアップ勧誘～煌めく踊り子～,2110005,2110005,1,1,2306196,2110005,2110005,2110005,,0,0,0,0,15520004,1,1,0,223061502
2110006,ピックアップ勧誘～太陽降り注ぐ夏合宿～,2110006,2110006,1,1,2306307,2110006,2110006,2110006,,0,0,0,0,15520005,1,1,0,223063002
2110007,ピックアップ勧誘～太陽降り注ぐ夏合宿～,2110007,2110007,1,1,2306306,2110007,2110007,2110007,,0,0,0,0,15520005,1,1,0,223063002
2110008,ピックアップ勧誘～真夏の人魚姫～,2110008,2110008,1,1,2307157,2110008,2110008,2110008,,0,0,0,0,15520006,1,1,0,223071503
2110009,ピックアップ勧誘～真夏の人魚姫～,2110009,2110009,1,1,2307156,2110009,2110009,2110009,,0,0,0,0,15520006,1,1,0,223071503
2110010,ピックアップ勧誘～砂浜駆ける夏の海～,2110010,2110010,1,1,2307317,2110010,2110010,2110010,,0,0,0,0,15520007,1,1,0,223073102
2110011,ピックアップ勧誘～砂浜駆ける夏の海～,2110011,2110011,1,1,2307316,2110011,2110011,2110011,,0,0,0,0,15520007,1,1,0,223073102
2110012,ピックアップ勧誘～夏夜に咲き誇る花～,2110012,2110012,1,1,2308157,2110012,2110012,2110012,,0,0,0,0,15520008,1,1,0,223081502
2110013,ピックアップ勧誘～夏夜に咲き誇る花～,2110013,2110013,1,1,2308156,2110013,2110013,2110013,,0,0,0,0,15520008,1,1,0,223081502
2110014,ピックアップ勧誘～月夜に輝く尾花～,2110014,2110014,1,1,2308317,2110014,2110014,2110014,,0,0,0,0,15520009,1,1,0,223083102
2110015,ピックアップ勧誘～月夜に輝く尾花～,2110015,2110015,1,1,2308316,2110015,2110015,2110015,,0,0,0,0,15520009,1,1,0,223083102
2110016,ピックアップ勧誘～浴衣で涼む街めぐり～,2110016,2110016,1,1,2309157,2110016,2110016,2110016,,0,0,0,0,15520010,1,1,0,223091502
2110017,ピックアップ勧誘～浴衣で涼む街めぐり～,2110017,2110017,1,1,2309156,2110017,2110017,2110017,,0,0,0,0,15520010,1,1,0,223091502
2110018,ピックアップ勧誘～Trick or Treat!～,2110018,2110018,1,1,2309307,2110018,2110018,2110018,,0,0,0,0,15520011,1,1,0,223093002
2110019,ピックアップ勧誘～Trick or Treat!～,2110019,2110019,1,1,2309308,2110019,2110019,2110019,,0,0,0,0,15520011,1,1,0,223093002
2110020,ピックアップ勧誘～Boo! Boo! ハロウィンランド～,2110020,2110020,1,1,2310160,2110020,2110020,2110020,,0,0,0,0,15540017,1,1,0,223101506
2110021,ピックアップ勧誘～Boo! Boo! ハロウィンランド～,2110021,2110021,1,1,2310161,2110021,2110021,2110021,,0,0,0,0,15540017,1,1,0,223101506
2110022,ピックアップ勧誘～ひだまりのマーチングバンド～,2110022,2110022,1,1,2310319,2110022,2110022,2110022,,0,0,0,0,15520012,1,1,0,223103108
2110023,ピックアップ勧誘～ひだまりのマーチングバンド～,2110023,2110023,1,1,2310318,2110023,2110023,2110023,,0,0,0,0,15520012,1,1,0,223103108
2110024,ピックアップ勧誘～にゃんにゃん🐾メイドさん～,2110024,2110024,1,1,2311157,2110024,2110024,2110024,,0,0,0,0,15520013,1,1,0,223111502
2110025,ピックアップ勧誘～にゃんにゃん🐾メイドさん～,2110025,2110025,1,1,2311156,2110025,2110025,2110025,,0,0,0,0,15520013,1,1,0,223111502
2110026,ピックアップ勧誘～みんなでMerryChristmas！～,2110026,2110026,1,1,2311307,2110026,2110026,2110026,,0,0,0,0,15520014,1,1,0,223113009
2110027,ピックアップ勧誘～みんなでMerryChristmas！～,2110027,2110027,1,1,2311306,2110027,2110027,2110027,,0,0,0,0,15520014,1,1,0,223113009
2110028,ピックアップ勧誘～雪まつりのサンタクロース～,2110028,2110028,1,1,2312157,2110028,2110028,2110028,,0,0,0,0,15520015,1,1,0,223121505
2110029,ピックアップ勧誘～雪まつりのサンタクロース～,2110029,2110029,1,1,2312156,2110029,2110029,2110029,,0,0,0,0,15520015,1,1,0,223121505
2110030,ピックアップ勧誘～みんなへのあけましておめでとう～,2110030,2110030,1,1,2312317,2110030,2110030,2110030,,0,0,0,0,15520016,1,1,0,223123102
2110031,ピックアップ勧誘～みんなへのあけましておめでとう～,2110031,2110031,1,1,2312316,2110031,2110031,2110031,,0,0,0,0,15520016,1,1,0,223123102
2110032,ピックアップ勧誘～氷上のフェアリー～,2110032,2110032,1,1,2401157,2110032,2110032,2110032,,0,0,0,0,15520017,1,1,0,224011502
2110033,ピックアップ勧誘～氷上のフェアリー～,2110033,2110033,1,1,2401156,2110033,2110033,2110033,,0,0,0,0,15520017,1,1,0,224011502
2110034,ピックアップ勧誘～恋に囚われし乙女～,2110034,2110034,1,1,2401317,2110034,2110034,2110034,,0,0,0,0,15520018,1,1,0,224013102
2110035,ピックアップ勧誘～恋に囚われし乙女～,2110035,2110035,1,1,2401316,2110035,2110035,2110035,,0,0,0,0,15520018,1,1,0,224013102
2110036,ピックアップ勧誘～百鬼夜行の夜～,2110036,2110036,1,1,2402147,2110036,2110036,2110036,,0,0,0,0,15520019,1,1,0,224021402
2110037,ピックアップ勧誘～百鬼夜行の夜～,2110037,2110037,1,1,2402146,2110037,2110037,2110037,,0,0,0,0,15520019,1,1,0,224021402
2110038,ピックアップ勧誘～Y2K♡GALS～,2110038,2110038,1,1,2403017,2110038,2110038,2110038,,0,0,0,0,15520020,1,1,0,224030102
2110039,ピックアップ勧誘～Y2K♡GALS～,2110039,2110039,1,1,2403016,2110039,2110039,2110039,,0,0,0,0,15520020,1,1,0,224030102
3110001,かのんちゃんお誕生日記念勧誘～ハーモニースター～,3110001,3110001,1,1,2305010,3110001,3110001,3110001,,0,0,0,0,15530001,1,1,0,223050101
3110002,愛ちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110002,3110002,1,1,2305300,3110002,3110002,3110002,,0,0,0,0,15530002,1,1,0,223053001
3110003,希ちゃんお誕生日記念勧誘～フラワーシャワー～,3110003,3110003,1,1,2306090,3110003,3110003,3110003,,0,0,0,0,15530003,1,1,0,223060901
3110004,鞠莉ちゃんお誕生日記念勧誘～フェアリーウイング～,3110004,3110004,1,1,2306130,3110004,3110004,3110004,,0,0,0,0,15530004,1,1,0,223061301
3110005,四季ちゃんお誕生日記念勧誘～ハーモニースター～,3110005,3110005,1,1,2306170,3110005,3110005,3110005,,0,0,0,0,15530005,1,1,0,223061701
3110006,果林ちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110006,3110006,1,1,2306290,3110006,3110006,3110006,,0,0,0,0,15530006,1,1,0,223062901
3110007,善子ちゃんお誕生日記念勧誘～フェアリーウイング～,3110007,3110007,1,1,2307130,3110007,3110007,3110007,,0,0,0,0,15530007,1,1,0,223071301
3110008,可可ちゃんお誕生日記念勧誘～ハーモニースター～,3110008,3110008,1,1,2307170,3110008,3110008,3110008,,0,0,0,0,15530008,1,1,0,223071702
3110009,にこちゃんお誕生日記念勧誘～フラワーシャワー～,3110009,3110009,1,1,2307220,3110009,3110009,3110009,,0,0,0,0,15530009,1,1,0,223072201
3110010,千歌ちゃんお誕生日記念勧誘～フェアリーウイング～,3110010,3110010,1,1,2308010,3110010,3110010,3110010,,0,0,0,0,15530010,1,1,0,223080102
3110011,穂乃果ちゃんお誕生日記念勧誘～フラワーシャワー～,3110011,3110011,1,1,2308030,3110011,3110011,3110011,,0,0,0,0,15530011,1,1,0,223080303
3110012,夏美ちゃんお誕生日記念勧誘～ハーモニースター～,3110012,3110012,1,1,2308070,3110012,3110012,3110012,,0,0,0,0,15530012,1,1,0,223080701
3110013,せつ菜ちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110013,3110013,1,1,2308080,3110013,3110013,3110013,,0,0,0,0,15530013,1,1,0,223080801
3110014,ことりちゃんお誕生日記念勧誘～フラワーシャワー～,3110014,3110014,1,1,2309120,3110014,3110014,3110014,,0,0,0,0,15530014,1,1,0,223091201
3110015,梨子ちゃんお誕生日記念勧誘～フェアリーウイング～,3110015,3110015,1,1,2309190,3110015,3110015,3110015,,0,0,0,0,15530015,1,1,0,223091901
3110016,ルビィちゃんお誕生日記念勧誘～フェアリーウイング～,3110016,3110016,1,1,2309210,3110016,3110016,3110016,,0,0,0,0,15530016,1,1,0,223092101
3110017,すみれちゃんお誕生日記念勧誘～ハーモニースター～,3110017,3110017,1,1,2309280,3110017,3110017,3110017,,0,0,0,0,15530017,1,1,0,223092801
3110018,栞子ちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110018,3110018,1,1,2310050,3110018,3110018,3110018,,0,0,0,0,15530018,1,1,0,223100502
3110019,絵里ちゃんお誕生日記念勧誘～フラワーシャワー～,3110019,3110019,1,1,2310210,3110019,3110019,3110019,,0,0,0,0,15530019,1,1,0,223102101
3110020,メイちゃんお誕生日記念勧誘～ハーモニースター～,3110020,3110020,1,1,2310290,3110020,3110020,3110020,,0,0,0,0,15530020,1,1,0,223102901
3110021,凛ちゃんお誕生日記念勧誘～フラワーシャワー～,3110021,3110021,1,1,2311010,3110021,3110021,3110021,,0,0,0,0,15530021,1,1,0,223110101
3110022,璃奈ちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110022,3110022,1,1,2311130,3110022,3110022,3110022,,0,0,0,0,15530022,1,1,0,223111301
3110023,恋ちゃんお誕生日記念勧誘～ハーモニースター～,3110023,3110023,1,1,2311240,3110023,3110023,3110023,,0,0,0,0,15530023,1,1,0,223112401
3110024,ミアちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110024,3110024,1,1,2312060,3110024,3110024,3110024,,0,0,0,0,15530024,1,1,0,223120601
3110025,彼方ちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110025,3110025,1,1,2312160,3110025,3110025,3110025,,0,0,0,0,15530025,1,1,0,223121601
3110026,冬毬ちゃんお誕生日記念勧誘～ハーモニースター～,3110026,3110026,1,1,2312280,3110026,3110026,3110026,,0,0,0,0,15530026,1,1,0,223122801
3110027,ダイヤちゃんお誕生日記念勧誘～フェアリーウイング～,3110027,3110027,1,1,2401010,3110027,3110027,3110027,,0,0,0,0,15530027,1,1,0,224010103
3110028,花陽ちゃんお誕生日記念勧誘～フラワーシャワー～,3110028,3110028,1,1,2401170,3110028,3110028,3110028,,0,0,0,0,15530028,1,1,0,224011702
3110029,マルガレーテちゃんお誕生日記念勧誘～ハーモニースター～,3110029,3110029,1,1,2401200,3110029,3110029,3110029,,0,0,0,0,15530029,1,1,0,224012002
3110030,かすみちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110030,3110030,1,1,2401230,3110030,3110030,3110030,,0,0,0,0,15530030,1,1,0,224012302
3110031,エマちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110031,3110031,1,1,2402050,3110031,3110031,3110031,,0,0,0,0,15530031,1,1,0,224020502
3110032,果南ちゃんお誕生日記念勧誘～フェアリーウイング～,3110032,3110032,1,1,2402100,3110032,3110032,3110032,,0,0,0,0,15530032,1,1,0,224021004
3110033,嵐珠ちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110033,3110033,1,1,2402150,3110033,3110033,3110033,,0,0,0,0,15530033,1,1,0,224021502
3110034,千砂都ちゃんお誕生日記念勧誘～ハーモニースター～,3110034,3110034,1,1,2402250,3110034,3110034,3110034,,0,0,0,0,15530034,1,1,0,224022502
3110035,歩夢ちゃんお誕生日記念勧誘～カラフルヒロインズ～,3110035,3110035,1,1,2403019,3110035,3110035,3110035,,0,0,0,0,15530035,1,1,0,224030107
3110036,花丸ちゃんお誕生日記念勧誘～フェアリーウイング～,3110036,3110036,1,1,2403040,3110036,3110036,3110036,,0,0,0,0,15530036,1,1,0,224030402
3110037,海未ちゃんお誕生日記念勧誘～フラワーシャワー～,3110037,3110037,1,1,2403150,3110037,3110037,3110037,,0,0,0,0,15530037,1,1,0,224031502
4110001,スマイル限定！ピックアップ勧誘,4110001,4110001,1,1,2306119,4110001,4110001,4110001,,0,0,0,0,15540002,1,1,0,223061103
4110002,ピュア限定！ピックアップ勧誘,4110002,4110002,1,1,2306118,4110002,4110002,4110002,,0,0,0,0,15540002,1,1,0,223061103
4110003,クール限定！ピックアップ勧誘,4110003,4110003,1,1,2306117,4110003,4110003,4110003,,0,0,0,0,15540002,1,1,0,223061103
4110004,スクフェスシリーズ感謝祭2023記念 UR確定勧誘,4110004,4110004,1,1,2306237,4110004,4110004,4110004,,0,0,0,0,0,1,2,0,223062301
4110005,ラブソングカーニバル記念勧誘～歩夢編～,4110005,4110005,1,1,2310037,4110005,4110005,4110005,,0,0,0,0,15540005,1,1,0,223100301
4110006,ラブソングカーニバル記念勧誘～かすみ編～,4110006,4110006,1,1,2310107,4110006,4110006,4110006,,0,0,0,0,15540006,1,1,0,223101001
4110007,ラブソングカーニバル記念勧誘～しずく編～,4110007,4110007,1,1,2310177,4110007,4110007,4110007,,0,0,0,0,15540007,1,1,0,223101701
4110008,ラブソングカーニバル記念勧誘～果林編～,4110008,4110008,1,1,2310247,4110008,4110008,4110008,,0,0,0,0,15540008,1,1,0,223102401
4110009,ラブソングカーニバル記念勧誘～愛編～,4110009,4110009,1,1,2310316,4110009,4110009,4110009,,0,0,0,0,15540009,1,1,0,223103101
4110010,ラブソングカーニバル記念勧誘～彼方編～,4110010,4110010,1,1,2311077,4110010,4110010,4110010,,0,0,0,0,15540010,1,1,0,223110701
4110011,ラブソングカーニバル記念勧誘～せつ菜編～,4110011,4110011,1,1,2311147,4110011,4110011,4110011,,0,0,0,0,15540011,1,1,0,223111401
4110012,ラブソングカーニバル記念勧誘～エマ編～,4110012,4110012,1,1,2311217,4110012,4110012,4110012,,0,0,0,0,15540012,1,1,0,223112101
4110013,ラブソングカーニバル記念勧誘～璃奈編～,4110013,4110013,1,1,2311287,4110013,4110013,4110013,,0,0,0,0,15540013,1,1,0,223112801
4110014,ラブソングカーニバル記念勧誘～栞子編～,4110014,4110014,1,1,2312057,4110014,4110014,4110014,,0,0,0,0,15540014,1,1,0,223120501
4110015,ラブソングカーニバル記念勧誘～ミア編～,4110015,4110015,1,1,2312127,4110015,4110015,4110015,,0,0,0,0,15540015,1,1,0,223121201
4110016,ラブソングカーニバル記念勧誘～嵐珠編～,4110016,4110016,1,1,2312197,4110016,4110016,4110016,,0,0,0,0,15540016,1,1,0,223121901
4110017,最大100回無料！Half Anniversary記念勧誘,4110017,4110017,1,1,3310157,4110017,4110017,4110017,,0,0,0,0,15540017,1,1,0,223101501
4110019,UR確定 Half Anniversary記念勧誘～μ's編～,4110019,4110019,1,1,2310156,4110019,4110019,4110019,,0,0,0,0,15540017,1,1,0,223101502
4110020,UR確定 Half Anniversary記念勧誘～Aqours編～,4110020,4110020,1,1,2310155,4110020,4110020,4110020,,0,0,0,0,15540017,1,1,0,223101502
4110021,UR確定 Half Anniversary記念勧誘～虹ヶ咲編～,4110021,4110021,1,1,2310154,4110021,4110021,4110021,,0,0,0,0,15540017,1,1,0,223101502
4110022,UR確定 Half Anniversary記念勧誘～Liella!編～,4110022,4110022,1,1,2310153,4110022,4110022,4110022,,0,0,0,0,15540017,1,1,0,223101502
4110023,私のラブソング編 開幕記念勧誘,4110023,4110023,1,1,2309067,4110023,4110023,4110023,,0,0,0,0,15540023,1,1,0,223090603
4110024,μ's限定！ピックアップ勧誘,4110024,4110024,1,1,2310312,4110024,4110024,4110024,,0,0,0,0,15540024,1,1,0,223103111
4110025,Aqours限定！ピックアップ勧誘,4110025,4110025,1,1,2311152,4110025,4110025,4110025,,0,0,0,0,15540025,1,1,0,223111508
4110026,UR確定 Half Anniversary記念勧誘～後夜祭～,4110026,4110026,1,1,2310317,4110026,4110026,4110026,,0,0,0,0,15520012,1,1,0,223103112
4110027,幻日のヨハネ -The Story of the Sound of Heart- 開催記念勧誘,4110027,4110027,1,1,2312147,4110027,4110027,4110027,,0,0,0,0,15540027,1,1,0,223121402
4110028,1年生限定！ピックアップ勧誘,4110028,4110028,1,1,2311177,4110028,4110028,4110028,,0,0,0,0,15540028,1,1,0,223111702
4110029,2年生限定！ピックアップ勧誘,4110029,4110029,1,1,2311247,4110029,4110029,4110029,,0,0,0,0,15540029,1,1,0,223112404
4110030,3年生限定！ピックアップ勧誘,4110030,4110030,1,1,2312017,4110030,4110030,4110030,,0,0,0,0,15540030,1,1,0,223120103
4110031,異次元フェス アイドルマスター ラブライブ！歌合戦 開催記念勧誘～Aqours編～,4110031,4110031,1,1,2312095,4110031,4110031,4110031,,0,0,0,0,0,1,1,0,223120907
4110032,異次元フェス アイドルマスター ラブライブ！歌合戦 開催記念勧誘～ニジガク編～,4110032,4110032,1,1,2312094,4110032,4110032,4110032,,0,0,0,0,0,1,1,0,223120908
4110033,異次元フェス アイドルマスター ラブライブ！歌合戦 開催記念勧誘～Liella!編～,4110033,4110033,1,1,2312093,4110033,4110033,4110033,,0,0,0,0,0,1,1,0,223120909
4110034,最大240回無料！年末年始記念勧誘,4110034,4110034,1,1,3312267,4110034,4110034,4110034,,0,0,0,0,15540031,1,1,0,223122604
4110035,UR確定！年末年始記念勧誘,4110035,4110035,1,1,2312267,4110035,4110035,4110035,,0,0,0,0,15540031,1,1,0,223122604
4110036,新春初夢記念勧誘,4110036,4110036,1,1,2401017,4110036,4110036,4110036,,0,0,0,0,15540032,1,1,0,224010105
4110037,UR確定！新春初夢記念勧誘,4110037,4110037,1,1,2401016,4110037,4110037,4110037,,0,0,0,0,15540032,1,1,0,224010105
4110038,ラブソングカーニバル記念勧誘,4110038,4110038,1,1,2401137,4110038,4110038,4110038,,0,0,0,0,15540033,1,1,0,224011304
4110039,スクフェス2 大感謝勧誘～μ's編～,4110039,4110039,1,1,3403020,4110039,4110039,4110039,,0,0,0,0,15540034,1,1,0,224030109
4110040,スクフェス2 大感謝勧誘～Aqours編～,4110040,4110040,1,1,3403019,4110040,4110040,4110040,,0,0,0,0,15540034,1,1,0,224030109
4110041,スクフェス2 大感謝勧誘～ニジガク編～,4110041,4110041,1,1,3403018,4110041,4110041,4110041,,0,0,0,0,15540034,1,1,0,224030109
4110042,スクフェス2 大感謝勧誘～Liella!編～,4110042,4110042,1,1,3403017,4110042,4110042,4110042,,0,0,0,0,15540034,1,1,0,224030109
4110043,スペシャル勧誘,4110043,4110043,1,1,2403167,4110043,4110043,4110043,,0,0,0,0,15540035,1,1,0,224031602
4110044,スクールアイドル感謝祭 全員集合勧誘,4110044,4110044,1,1,2403207,4110044,4110044,4110044,,0,0,0,0,0,1,1,0,224032003
7110002,スクフェスデータ連携特典 チケット勧誘,7110002,7110002,1,1,15,7110002,7110002,7110002,,0,0,1,0,15540001,1,1,0,223043003
7110003,スクスタデータ連携特典 チケット勧誘,7110003,7110003,1,1,15,7110003,7110003,7110003,,0,0,1,0,15540001,1,1,0,223071202
8110001,アイテム勧誘,8110001,8110001,2,1,10,8110001,8110001,8110001,,0,0,0,0,0,1,1,0,1
8110002,アイテム勧誘,8110002,8110002,2,1,10,8110002,8110002,8110002,,0,0,0,0,0,1,1,0,223101604
8110004,アイテム勧誘,8110004,8110004,2,1,10,8110004,8110004,8110004,,0,0,0,0,0,1,1,0,224010108
8110005,アイテム勧誘,8110005,8110005,2,1,10,8110005,8110005,8110005,,0,0,0,0,0,1,1,0,224020106
8110006,アイテム勧誘,8110006,8110006,2,1,10,8110006,8110006,8110006,,0,0,0,0,0,1,1,0,224030121
9110001,チュートリアル勧誘【高坂 穂乃果】,9110001,9110001,1,1,999,9110001,9110001,9110001,,0,0,1,0,0,100,2,0,1
9110002,チュートリアル勧誘【絢瀬 絵里】,9110002,9110002,1,1,999,9110002,9110002,9110002,,0,0,1,0,0,100,2,0,1
9110003,チュートリアル勧誘【南 ことり】,9110003,9110003,1,1,999,9110003,9110003,9110003,,0,0,1,0,0,100,2,0,1
9110004,チュートリアル勧誘【園田 海未】,9110004,9110004,1,1,999,9110004,9110004,9110004,,0,0,1,0,0,100,2,0,1
9110005,チュートリアル勧誘【星空 凛】,9110005,9110005,1,1,999,9110005,9110005,9110005,,0,0,1,0,0,100,2,0,1
9110006,チュートリアル勧誘【西木野 真姫】,9110006,9110006,1,1,999,9110006,9110006,9110006,,0,0,1,0,0,100,2,0,1
9110007,チュートリアル勧誘【東條 希】,9110007,9110007,1,1,999,9110007,9110007,9110007,,0,0,1,0,0,100,2,0,1
9110008,チュートリアル勧誘【小泉 花陽】,9110008,9110008,1,1,999,9110008,9110008,9110008,,0,0,1,0,0,100,2,0,1
9110009,チュートリアル勧誘【矢澤 にこ】,9110009,9110009,1,1,999,9110009,9110009,9110009,,0,0,1,0,0,100,2,0,1
9110010,チュートリアル勧誘【高海 千歌】,9110010,9110010,1,1,999,9110010,9110010,9110010,,0,0,1,0,0,200,2,0,1
9110011,チュートリアル勧誘【桜内 梨子】,9110011,9110011,1,1,999,9110011,9110011,9110011,,0,0,1,0,0,200,2,0,1
9110012,チュートリアル勧誘【松浦 果南】,9110012,9110012,1,1,999,9110012,9110012,9110012,,0,0,1,0,0,200,2,0,1
9110013,チュートリアル勧誘【黒澤 ダイヤ】,9110013,9110013,1,1,999,9110013,9110013,9110013,,0,0,1,0,0,200,2,0,1
9110014,チュートリアル勧誘【渡辺 曜】,9110014,9110014,1,1,999,9110014,9110014,9110014,,0,0,1,0,0,200,2,0,1
9110015,チュートリアル勧誘【津島 善子】,9110015,9110015,1,1,999,9110015,9110015,9110015,,0,0,1,0,0,200,2,0,1
9110016,チュートリアル勧誘【国木田 花丸】,9110016,9110016,1,1,999,9110016,9110016,9110016,,0,0,1,0,0,200,2,0,1
9110017,チュートリアル勧誘【小原 鞠莉】,9110017,9110017,1,1,999,9110017,9110017,9110017,,0,0,1,0,0,200,2,0,1
9110018,チュートリアル勧誘【黒澤 ルビィ】,9110018,9110018,1,1,999,9110018,9110018,9110018,,0,0,1,0,0,200,2,0,1
9110019,チュートリアル勧誘【上原 歩夢】,9110019,9110019,1,1,999,9110019,9110019,9110019,,0,0,1,0,0,300,2,0,1
9110020,チュートリアル勧誘【中須 かすみ】,9110020,9110020,1,1,999,9110020,9110020,9110020,,0,0,1,0,0,300,2,0,1
9110021,チュートリアル勧誘【桜坂 しずく】,9110021,9110021,1,1,999,9110021,9110021,9110021,,0,0,1,0,0,300,2,0,1
9110022,チュートリアル勧誘【朝香 果林】,9110022,9110022,1,1,999,9110022,9110022,9110022,,0,0,1,0,0,300,2,0,1
9110023,チュートリアル勧誘【宮下 愛】,9110023,9110023,1,1,999,9110023,9110023,9110023,,0,0,1,0,0,300,2,0,1
9110024,チュートリアル勧誘【近江 彼方】,9110024,9110024,1,1,999,9110024,9110024,9110024,,0,0,1,0,0,300,2,0,1
9110025,チュートリアル勧誘【優木 せつ菜】,9110025,9110025,1,1,999,9110025,9110025,9110025,,0,0,1,0,0,300,2,0,1
9110026,チュートリアル勧誘【エマ・ヴェルデ】,9110026,9110026,1,1,999,9110026,9110026,9110026,,0,0,1,0,0,300,2,0,1
9110027,チュートリアル勧誘【天王寺 璃奈】,9110027,9110027,1,1,999,9110027,9110027,9110027,,0,0,1,0,0,300,2,0,1
9110028,チュートリアル勧誘【三船 栞子】,9110028,9110028,1,1,999,9110028,9110028,9110028,,0,0,1,0,0,300,2,0,1
9110029,チュートリアル勧誘【ミア・テイラー】,9110029,9110029,1,1,999,9110029,9110029,9110029,,0,0,1,0,0,300,2,0,1
9110030,チュートリアル勧誘【鐘 嵐珠】,9110030,9110030,1,1,999,9110030,9110030,9110030,,0,0,1,0,0,300,2,0,1
