_id,_name,_type,_masterEventId,_loop,_priority,_prefabName,_boardSpriteName,_masterVoiceId,_masterReleaseLabelId
30009,にこちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_01009_01,loginbonus_birthday_01009_01,40009104,123072201
30010,千歌ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_02001_01,loginbonus_birthday_02001_01,40010097,123080101
30011,梨子ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_02002_01,loginbonus_birthday_02002_01,40011098,123091901
30012,果南ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_02003_01,loginbonus_birthday_02003_01,40012099,124021001
30013,ダイヤちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_02004_01,loginbonus_birthday_02004_01,40013100,124010101
30015,善子ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_02006_01,loginbonus_birthday_02006_01,40015102,123071301
30016,花丸ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_02007_01,loginbonus_birthday_02007_01,40016103,124030401
30017,鞠莉ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_02008_01,loginbonus_birthday_02008_01,40017104,123061301
30018,ルビィちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_02009_01,loginbonus_birthday_02009_01,40018105,123092101
30019,歩夢ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03001_01,loginbonus_birthday_03001_01,40019095,124030101
30020,かすみちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03002_01,loginbonus_birthday_03002_01,40020096,124012301
30022,果林ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03004_01,loginbonus_birthday_03004_01,40022098,123062901
30023,愛ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03005_01,loginbonus_birthday_03005_01,40023099,123053001
30024,彼方ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03006_01,loginbonus_birthday_03006_01,40024100,123121601
30025,せつ菜ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03007_01,loginbonus_birthday_03007_01,40025101,123080801
30026,エマちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03008_01,loginbonus_birthday_03008_01,40026102,124020501
30027,璃奈ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03009_01,loginbonus_birthday_03009_01,40027103,123111301
30028,栞子ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03010_01,loginbonus_birthday_03010_01,40028104,123100501
30029,ミアちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03011_01,loginbonus_birthday_03011_01,40029105,123120601
30030,嵐珠ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_03012_01,loginbonus_birthday_03012_01,40030106,124021501
30031,かのんちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_04001_01,loginbonus_birthday_04001_01,40031095,123050101
30032,可可ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_04002_01,loginbonus_birthday_04002_01,40032096,123071701
30033,千砂都ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_04003_01,loginbonus_birthday_04003_01,40033097,124022501
30034,すみれちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_04004_01,loginbonus_birthday_04004_01,40034098,123092801
30035,恋ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_04005_01,loginbonus_birthday_04005_01,40035099,123112401
30037,メイちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_04007_01,loginbonus_birthday_04007_01,40037101,123102901
30038,四季ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_04008_01,loginbonus_birthday_04008_01,40038102,123061701
30039,夏美ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_04009_01,loginbonus_birthday_04009_01,40039103,123080701
30040,梨子ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_02002_01,loginbonus_birthday_02002_01,40011098,123091903
30041,マルガレーテちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_04010_01,loginbonus_birthday_04010_01,40040104,124012001
30042,冬毬ちゃんお誕生日記念ログインボーナス,1,0,0,0,BirthdayLoginBonus_04011_01,loginbonus_birthday_04011_01,40041105,123122801
40001,毎日ログボ_1,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231011,0,223101102
40002,毎日ログボ_2,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231012,0,223101201
40003,毎日ログボ_3,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231013,0,223101302
40004,毎日ログボ_4,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231014,0,223101401
40005,毎日ログボ_5,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231015,0,223101511
40006,毎日ログボ_6,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231016,0,223101606
40007,毎日ログボ_7,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231017,0,223101703
40008,毎日ログボ_8,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231018,0,223101802
40009,毎日ログボ_9,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231019,0,223101901
40010,毎日ログボ_10,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231020,0,223102001
40011,毎日ログボ_11,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231021,0,223102105
40012,毎日ログボ_12,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231022,0,223102201
40013,毎日ログボ_13,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231023,0,223102301
40014,毎日ログボ_14,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231024,0,223102403
40015,毎日ログボ_15,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231025,0,223102503
40016,毎日ログボ_16,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231026,0,223102602
40017,毎日ログボ_17,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231027,0,223102701
40018,毎日ログボ_18,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231028,0,223102801
40019,毎日ログボ_19,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231029,0,223102904
40020,毎日ログボ_20,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231030,0,223103002
40021,毎日ログボ_21,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231031,0,223103110
40022,毎日ログボ_22,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231101,0,223110105
40023,毎日ログボ_23,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231102,0,223110201
40024,毎日ログボ_24,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231103,0,223110301
40025,毎日ログボ_25,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231104,0,223110401
40026,毎日ログボ_26,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231105,0,223110501
40027,毎日ログボ_27,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231106,0,223110601
40028,毎日ログボ_28,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231107,0,223110703
40029,毎日ログボ_29,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231108,0,223110802
40030,毎日ログボ_30,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231109,0,223110901
40031,毎日ログボ_31,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231110,0,223111002
40032,毎日ログボ_32,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231111,0,223111102
40033,毎日ログボ_33,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231112,0,223111201
40034,毎日ログボ_34,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231113,0,223111303
40035,毎日ログボ_35,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231114,0,223111403
40036,毎日ログボ_36,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231115,0,223111509
40037,毎日ログボ_37,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231116,0,223111601
40038,毎日ログボ_38,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231117,0,223111701
40039,毎日ログボ_39,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231118,0,223111803
40040,毎日ログボ_40,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231119,0,223111901
40041,毎日ログボ_41,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231120,0,223112001
40042,毎日ログボ_42,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231121,0,223112103
40043,毎日ログボ_43,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231122,0,223112201
40044,毎日ログボ_44,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231123,0,223112301
40045,毎日ログボ_45,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231124,0,223112403
40046,毎日ログボ_46,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231125,0,223112503
40047,毎日ログボ_47,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231126,0,223112602
40048,毎日ログボ_48,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231127,0,223112701
40049,毎日ログボ_49,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231128,0,223112803
40050,毎日ログボ_50,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231129,0,223112901
40051,毎日ログボ_51,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231130,0,223113007
40052,毎日ログボ_52,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231201,0,223120102
40053,毎日ログボ_53,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231202,0,223120201
40054,毎日ログボ_54,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231203,0,223120301
40055,毎日ログボ_55,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231204,0,223120401
40056,毎日ログボ_56,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231205,0,223120503
40057,毎日ログボ_57,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231206,0,223120603
40058,毎日ログボ_58,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231207,0,223120701
40059,毎日ログボ_59,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231208,0,223120801
40060,毎日ログボ_60,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231209,0,223120901
40061,毎日ログボ_61,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231210,0,223121001
40062,毎日ログボ_62,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231211,0,223121101
40063,毎日ログボ_63,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231212,0,223121203
40064,毎日ログボ_64,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231213,0,223121301
40065,毎日ログボ_65,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231214,0,223121401
40066,毎日ログボ_66,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231215,0,223121501
40067,毎日ログボ_67,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231216,0,223121603
40068,毎日ログボ_68,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231217,0,223121701
40069,毎日ログボ_69,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231218,0,223121801
40070,毎日ログボ_70,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231219,0,223121903
40071,毎日ログボ_71,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231220,0,223122001
40072,毎日ログボ_72,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231221,0,223122101
40073,毎日ログボ_73,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231222,0,223122201
40074,毎日ログボ_74,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231223,0,223122301
40075,毎日ログボ_75,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231224,0,223122401
40076,毎日ログボ_76,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231225,0,223122501
40077,毎日ログボ_77,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231226,0,223122601
40078,毎日ログボ_78,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231227,0,223122701
40079,毎日ログボ_79,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231228,0,223122803
40080,毎日ログボ_80,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231229,0,223122901
40081,毎日ログボ_81,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231230,0,223123001
40082,毎日ログボ_82,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_231231,0,223123101
40083,毎日ログボ_83,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240101,0,224010101
40084,毎日ログボ_84,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240102,0,224010201
40085,毎日ログボ_85,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240103,0,224010301
40086,毎日ログボ_86,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240104,0,224010401
40087,毎日ログボ_87,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240105,0,224010501
40088,毎日ログボ_88,1,0,0,0,LoginBonus_common01day_0001,loginbonus_everyday_240106,0,224010601
