_masterMusicId,_level,_levelNumber,_noteDataFileName,_fullCombo,_beforeClimaxNotesCount,_scoreCoeff,_climaxScoreCoeff,_voltageIncreaseCoeff,_voltageDecreaseCoeff,_masterReleaseLabelId
1017,3,9,1017_4_EndlessParade,466,1017,1,1017,1017,1017,1
1017,4,11,1017_5_EndlessParade,708,1017,1,1017,1017,1017,1
1019,1,5,1019_2_FutureStyle,193,1019,1,1019,1019,1019,1
1019,2,8,1019_3_FutureStyle,316,1019,1,1019,1019,1019,1
1019,3,9,1019_4_FutureStyle,456,1019,1,1019,1019,1019,1
1019,4,11,1019_5_FutureStyle,640,1019,1,1019,1019,1019,1
1020,1,6,1020_2_HappyMaker,221,1020,1,1020,1020,1020,1
1020,2,8,1020_3_HappyMaker,345,1020,1,1020,1020,1020,1
1020,3,10,1020_4_HappyMaker,555,1020,1,1020,1020,1020,1
1020,4,12,1020_5_HappyMaker,924,1020,1,1020,1020,1020,1
1021,1,6,1021_2_HeartToHeart,233,1021,1,1021,1021,1021,1
1021,2,8,1021_3_HeartToHeart,380,1021,1,1021,1021,1021,1
1021,3,10,1021_4_HeartToHeart,581,1021,1,1021,1021,1021,1
1021,4,12,1021_5_HeartToHeart,960,1021,1,1021,1021,1021,1
1022,1,5,1022_2_HelloHoshiwoKazoete,151,1022,1,1022,1022,1022,1
1022,2,7,1022_3_HelloHoshiwoKazoete,262,1022,1,1022,1022,1022,1
1022,3,10,1022_4_HelloHoshiwoKazoete,428,1022,1,1022,1022,1022,1
1022,4,12,1022_5_HelloHoshiwoKazoete,657,1022,1,1022,1022,1022,1
1023,1,6,1023_2_KiraKiraSensation,211,1023,1,1023,1023,1023,1
1023,2,8,1023_3_KiraKiraSensation,340,1023,1,1023,1023,1023,1
1023,3,10,1023_4_KiraKiraSensation,503,1023,1,1023,1023,1023,1
1023,4,12,1023_5_KiraKiraSensation,754,1023,1,1023,1023,1023,1
1024,1,6,1024_2_ListenToMyHeart,215,1024,1,1024,1024,1024,1
1024,2,8,1024_3_ListenToMyHeart,343,1024,1,1024,1024,1024,1
1024,3,10,1024_4_ListenToMyHeart,473,1024,1,1024,1024,1024,1
1024,4,11,1024_5_ListenToMyHeart,745,1024,1,1024,1024,1024,1
1025,1,7,1025_2_LoneliestBaby,252,1025,1,1025,1025,1025,1
1025,2,8,1025_3_LoneliestBaby,389,1025,1,1025,1025,1025,1
1025,3,9,1025_4_LoneliestBaby,515,1025,1,1025,1025,1025,1
1025,4,12,1025_5_LoneliestBaby,755,1025,1,1025,1025,1025,1
1026,1,5,1026_2_LoveMarginal,163,1026,1,1026,1026,1026,1
1026,2,7,1026_3_LoveMarginal,283,1026,1,1026,1026,1026,1
1026,3,10,1026_4_LoveMarginal,498,1026,1,1026,1026,1026,1
1026,4,11,1026_5_LoveMarginal,691,1026,1,1026,1026,1026,1
1027,1,5,1027_2_LoveWingBell,167,1027,1,1027,1027,1027,1
1027,2,7,1027_3_LoveWingBell,291,1027,1,1027,1027,1027,1
1027,3,9,1027_4_LoveWingBell,438,1027,1,1027,1027,1027,1
1027,4,12,1027_5_LoveWingBell,616,1027,1,1027,1027,1027,1
1028,1,6,1028_2_LovelessWorld,226,1028,1,1028,1028,1028,1
1028,2,8,1028_3_LovelessWorld,355,1028,1,1028,1028,1028,1
1028,3,10,1028_4_LovelessWorld,550,1028,1,1028,1028,1028,1
1028,4,12,1028_5_LovelessWorld,771,1028,1,1028,1028,1028,1
1029,1,5,1029_2_MermaidFestaVol1,158,1029,1,1029,1029,1029,1
1029,2,7,1029_3_MermaidFestaVol1,237,1029,1,1029,1029,1029,1
1029,3,10,1029_4_MermaidFestaVol1,431,1029,1,1029,1029,1029,1
1029,4,12,1029_5_MermaidFestaVol1,722,1029,1,1029,1029,1029,1
1030,1,7,1030_2_MermaidFestaVol2,261,1030,1,1030,1030,1030,1
1030,2,9,1030_3_MermaidFestaVol2,382,1030,1,1030,1030,1030,1
1030,3,11,1030_4_MermaidFestaVol2,584,1030,1,1030,1030,1030,1
1030,4,12,1030_5_MermaidFestaVol2,803,1030,1,1030,1030,1030,1
1031,1,6,1031_2_MomentRing,232,1031,1,1031,1031,1031,1
1031,2,8,1031_3_MomentRing,411,1031,1,1031,1031,1031,1
1031,3,10,1031_4_MomentRing,584,1031,1,1031,1031,1031,1
1031,4,11,1031_5_MomentRing,792,1031,1,1031,1031,1031,1
1032,1,5,1032_2_MuseumdeDoushitai,189,1032,1,1032,1032,1032,1
1032,2,8,1032_3_MuseumdeDoushitai,309,1032,1,1032,1032,1032,1
1032,3,9,1032_4_MuseumdeDoushitai,470,1032,1,1032,1032,1032,1
1032,4,10,1032_5_MuseumdeDoushitai,670,1032,1,1032,1032,1032,1
1033,1,6,1033_2_MusicStart,216,1033,1,1033,1033,1033,1
1033,2,8,1033_3_MusicStart,325,1033,1,1033,1033,1033,1
1033,3,10,1033_4_MusicStart,551,1033,1,1033,1033,1033,1
1033,4,12,1033_5_MusicStart,802,1033,1,1033,1033,1033,1
1035,1,4,1035_2_NoBrandGirls,186,1035,1,1035,1035,1035,1
1035,2,7,1035_3_NoBrandGirls,300,1035,1,1035,1035,1035,1
1035,3,9,1035_4_NoBrandGirls,457,1035,1,1035,1035,1035,1
1035,4,11,1035_5_NoBrandGirls,616,1035,1,1035,1035,1035,1
1037,1,6,1037_2_NoExitOrion,215,1037,1,1037,1037,1037,1
1037,2,8,1037_3_NoExitOrion,403,1037,1,1037,1037,1037,1
1037,3,10,1037_4_NoExitOrion,581,1037,1,1037,1037,1037,1
1037,4,11,1037_5_NoExitOrion,792,1037,1,1037,1037,1037,1
1038,1,5,1038_2_OhLoveAndPeace,183,1038,1,1038,1038,1038,1
1038,2,6,1038_3_OhLoveAndPeace,255,1038,1,1038,1038,1038,1
1038,3,9,1038_4_OhLoveAndPeace,457,1038,1,1038,1038,1038,1
1038,4,11,1038_5_OhLoveAndPeace,658,1038,1,1038,1038,1038,1
1039,1,6,1039_2_ParadiseLive,209,1039,1,1039,1039,1039,1
1039,2,8,1039_3_ParadiseLive,321,1039,1,1039,1039,1039,1
1039,3,10,1039_4_ParadiseLive,509,1039,1,1039,1039,1039,1
1039,4,11,1039_5_ParadiseLive,761,1039,1,1039,1039,1039,1
1040,1,4,1040_2_PrivateWars,146,1040,1,1040,1040,1040,1
1040,2,7,1040_3_PrivateWars,255,1040,1,1040,1040,1040,1
1040,3,9,1040_4_PrivateWars,377,1040,1,1040,1040,1040,1
1040,4,11,1040_5_PrivateWars,543,1040,1,1040,1040,1040,1
1041,1,6,1041_2_PsychicFire,237,1041,1,1041,1041,1041,1
1041,2,8,1041_3_PsychicFire,428,1041,1,1041,1041,1041,1
1041,3,10,1041_4_PsychicFire,584,1041,1,1041,1041,1041,1
1041,4,12,1041_5_PsychicFire,994,1041,1,1041,1041,1041,1
1042,1,6,1042_2_PureGirlsProject,212,1042,1,1042,1042,1042,1
1042,2,8,1042_3_PureGirlsProject,316,1042,1,1042,1042,1042,1
1042,3,10,1042_4_PureGirlsProject,469,1042,1,1042,1042,1042,1
1042,4,12,1042_5_PureGirlsProject,808,1042,1,1042,1042,1042,1
1044,1,4,1044_2_SentimentalSteps,149,1044,1,1044,1044,1044,1
1044,2,7,1044_3_SentimentalSteps,283,1044,1,1044,1044,1044,1
1044,3,9,1044_4_SentimentalSteps,370,1044,1,1044,1044,1044,1
1044,4,10,1044_5_SentimentalSteps,548,1044,1,1044,1044,1044,1
1045,1,6,1045_2_ShangriLaShower,217,1045,1,1045,1045,1045,1
1045,2,7,1045_3_ShangriLaShower,344,1045,1,1045,1045,1045,1
1045,3,9,1045_4_ShangriLaShower,459,1045,1,1045,1045,1045,1
1045,4,10,1045_5_ShangriLaShower,688,1045,1,1045,1045,1045,1
1046,1,5,1046_2_ShockingParty,160,1046,1,1046,1046,1046,1
1046,2,6,1046_3_ShockingParty,231,1046,1,1046,1046,1046,1
1046,3,9,1046_4_ShockingParty,324,1046,1,1046,1046,1046,1
1046,4,10,1046_5_ShockingParty,447,1046,1,1046,1046,1046,1
1047,1,4,1047_2_SilentTonight,125,1047,1,1047,1047,1047,1
1047,2,6,1047_3_SilentTonight,223,1047,1,1047,1047,1047,1
1047,3,9,1047_4_SilentTonight,322,1047,1,1047,1047,1047,1
1047,4,10,1047_5_SilentTonight,452,1047,1,1047,1047,1047,1
1048,1,4,1048_2_SnowHalation,139,1048,1,1048,1048,1048,1
1048,2,6,1048_3_SnowHalation,206,1048,1,1048,1048,1048,1
1048,3,9,1048_4_SnowHalation,355,1048,1,1048,1048,1048,1
1048,4,11,1048_5_SnowHalation,551,1048,1,1048,1048,1048,1
1049,1,7,1049_2_SoldierGame,246,1049,1,1049,1049,1049,1
1049,2,9,1049_3_SoldierGame,351,1049,1,1049,1049,1049,1
1049,3,11,1049_4_SoldierGame,563,1049,1,1049,1049,1049,1
1049,4,12,1049_5_SoldierGame,696,1049,1,1049,1049,1049,1
1050,1,5,1050_2_SomedayOfMyLife,173,1050,1,1050,1050,1050,1
1050,2,8,1050_3_SomedayOfMyLife,319,1050,1,1050,1050,1050,1
1050,3,9,1050_4_SomedayOfMyLife,479,1050,1,1050,1050,1050,1
1050,4,11,1050_5_SomedayOfMyLife,645,1050,1,1050,1050,1050,1
1054,1,6,1054_2_StartDash9PersonVersion,202,1054,1,1054,1054,1054,1
1054,2,8,1054_3_StartDash9PersonVersion,353,1054,1,1054,1054,1054,1
1054,3,10,1054_4_StartDash9PersonVersion,495,1054,1,1054,1054,1054,1
1054,4,11,1054_5_StartDash9PersonVersion,695,1054,1,1054,1054,1054,1
1055,1,5,1055_2_StormInLover,178,1055,1,1055,1055,1055,1
1055,2,8,1055_3_StormInLover,312,1055,1,1055,1055,1055,1
1055,3,10,1055_4_StormInLover,494,1055,1,1055,1055,1055,1
1055,4,11,1055_5_StormInLover,678,1055,1,1055,1055,1055,1
1057,1,6,1057_2_SuperLoveSuperLive,249,1057,1,1057,1057,1057,1
1057,2,8,1057_3_SuperLoveSuperLive,400,1057,1,1057,1057,1057,1
1057,3,10,1057_4_SuperLoveSuperLive,599,1057,1,1057,1057,1057,1
1057,4,12,1057_5_SuperLoveSuperLive,991,1057,1,1057,1057,1057,1
1058,1,5,1058_2_SweetAndSweetHoliday,174,1058,1,1058,1058,1058,1
1058,2,8,1058_3_SweetAndSweetHoliday,265,1058,1,1058,1058,1058,1
1058,3,9,1058_4_SweetAndSweetHoliday,471,1058,1,1058,1058,1058,1
1058,4,11,1058_5_SweetAndSweetHoliday,750,1058,1,1058,1058,1058,1
1059,1,5,1059_2_TroubleBusters,200,1059,1,1059,1059,1059,1
1059,2,8,1059_3_TroubleBusters,399,1059,1,1059,1059,1059,1
1059,3,10,1059_4_TroubleBusters,579,1059,1,1059,1059,1059,1
1059,4,12,1059_5_TroubleBusters,864,1059,1,1059,1059,1059,1
1060,1,6,1060_2_UnbalancedLove,204,1060,1,1060,1060,1060,1
1060,2,8,1060_3_UnbalancedLove,323,1060,1,1060,1060,1060,1
1060,3,9,1060_4_UnbalancedLove,435,1060,1,1060,1060,1060,1
1060,4,11,1060_5_UnbalancedLove,697,1060,1,1060,1060,1060,1
1061,1,6,1061_2_WaoWaoPowerfulDay,222,1061,1,1061,1061,1061,1
1061,2,8,1061_3_WaoWaoPowerfulDay,451,1061,1,1061,1061,1061,1
1061,3,10,1061_4_WaoWaoPowerfulDay,592,1061,1,1061,1061,1061,1
1061,4,12,1061_5_WaoWaoPowerfulDay,952,1061,1,1061,1061,1061,1
1062,1,5,1062_2_WildStars,181,1062,1,1062,1062,1062,1
1062,2,7,1062_3_WildStars,280,1062,1,1062,1062,1062,1
1062,3,9,1062_4_WildStars,476,1062,1,1062,1062,1062,1
1062,4,11,1062_5_WildStars,719,1062,1,1062,1062,1062,1
1063,1,5,1063_2_WonderZone,179,1063,1,1063,1063,1063,1
1063,2,7,1063_3_WonderZone,300,1063,1,1063,1063,1063,1
1063,3,10,1063_4_WonderZone,490,1063,1,1063,1063,1063,1
1063,4,11,1063_5_WonderZone,654,1063,1,1063,1063,1063,1
1064,1,5,1064_2_WonderfulRush,172,1064,1,1064,1064,1064,1
1064,2,6,1064_3_WonderfulRush,247,1064,1,1064,1064,1064,1
1064,3,9,1064_4_WonderfulRush,386,1064,1,1064,1064,1064,1
1064,4,11,1064_5_WonderfulRush,616,1064,1,1064,1064,1064,1
1066,1,6,1066_2_AnoneGanbare,202,1066,1,1066,1066,1066,1
1066,2,7,1066_3_AnoneGanbare,296,1066,1,1066,1066,1066,1
1066,3,9,1066_4_AnoneGanbare,431,1066,1,1066,1066,1066,1
1066,4,11,1066_5_AnoneGanbare,608,1066,1,1066,1066,1066,1
1067,1,4,1067_2_ArifuretaKanashiminoHate,125,1067,1,1067,1067,1067,1
1067,2,7,1067_3_ArifuretaKanashiminoHate,201,1067,1,1067,1067,1067,1
1067,3,9,1067_4_ArifuretaKanashiminoHate,358,1067,1,1067,1067,1067,1
1067,4,11,1067_5_ArifuretaKanashiminoHate,439,1067,1,1067,1067,1067,1
1068,1,5,1068_2_KittoSeishungaKikoeru,172,1068,1,1068,1068,1068,1
1068,2,8,1068_3_KittoSeishungaKikoeru,277,1068,1,1068,1068,1068,1
1068,3,10,1068_4_KittoSeishungaKikoeru,491,1068,1,1068,1068,1068,1
1068,4,11,1068_5_KittoSeishungaKikoeru,633,1068,1,1068,1068,1068,1
1069,1,4,1069_2_KiminoKuseni,149,1069,1,1069,1069,1069,1
1069,2,7,1069_3_KiminoKuseni,275,1069,1,1069,1069,1069,1
1069,3,9,1069_4_KiminoKuseni,390,1069,1,1069,1069,1069,1
1069,4,10,1069_5_KiminoKuseni,589,1069,1,1069,1069,1069,1
1070,1,5,1070_2_KururinMiracle,181,1070,1,1070,1070,1070,1
1070,2,8,1070_3_KururinMiracle,346,1070,1,1070,1070,1070,1
1070,3,9,1070_4_KururinMiracle,504,1070,1,1070,1070,1070,1
1070,4,11,1070_5_KururinMiracle,790,1070,1,1070,1070,1070,1
1071,1,4,1071_2_Korekara,130,1071,1,1071,1071,1071,1
1071,2,6,1071_3_Korekara,239,1071,1,1071,1071,1071,1
1071,3,9,1071_4_Korekara,307,1071,1,1071,1071,1071,1
1071,4,11,1071_5_Korekara,505,1071,1,1071,1071,1071,1
1072,1,5,1072_2_KorekaranoSomeday,187,1072,1,1072,1072,1072,1
1072,2,8,1072_3_KorekaranoSomeday,316,1072,1,1072,1072,1072,1
1072,3,9,1072_4_KorekaranoSomeday,487,1072,1,1072,1072,1072,1
1072,4,11,1072_5_KorekaranoSomeday,678,1072,1,1072,1072,1072,1
1073,1,5,1073_2_SayounaraheSayounara,167,1073,1,1073,1073,1073,1
1073,2,8,1073_3_SayounaraheSayounara,344,1073,1,1073,1073,1073,1
1073,3,9,1073_4_SayounaraheSayounara,452,1073,1,1073,1073,1073,1
1073,4,11,1073_5_SayounaraheSayounara,791,1073,1,1073,1073,1073,1
1074,1,5,1074_2_ShiawaseyukinoSmiling,173,1074,1,1074,1074,1074,1
1074,2,7,1074_3_ShiawaseyukinoSmiling,298,1074,1,1074,1074,1074,1
1074,3,9,1074_4_ShiawaseyukinoSmiling,434,1074,1,1074,1074,1074,1
1074,4,11,1074_5_ShiawaseyukinoSmiling,609,1074,1,1074,1074,1074,1
1075,1,5,1075_2_SusumeTomorrow,176,1075,1,1075,1075,1075,1
1075,2,7,1075_3_SusumeTomorrow,279,1075,1,1075,1075,1075,1
1075,3,10,1075_4_SusumeTomorrow,474,1075,1,1075,1075,1075,1
1075,4,12,1075_5_SusumeTomorrow,690,1075,1,1075,1075,1075,1
1076,1,5,1076_2_Spicaterrible,190,1076,1,1076,1076,1076,1
1076,2,8,1076_3_Spicaterrible,328,1076,1,1076,1076,1076,1
1076,3,10,1076_4_Spicaterrible,544,1076,1,1076,1076,1076,1
1076,4,11,1076_5_Spicaterrible,675,1076,1,1076,1076,1076,1
1077,1,5,1077_2_ZuruiyoMagneticToday,179,1077,1,1077,1077,1077,1
1077,2,8,1077_3_ZuruiyoMagneticToday,373,1077,1,1077,1077,1077,1
1077,3,10,1077_4_ZuruiyoMagneticToday,537,1077,1,1077,1077,1077,1
1077,4,12,1077_5_ZuruiyoMagneticToday,901,1077,1,1077,1077,1077,1
1078,1,6,1078_2_SoshiteSaigonoPageniha,205,1078,1,1078,1078,1078,1
1078,2,8,1078_3_SoshiteSaigonoPageniha,348,1078,1,1078,1078,1078,1
1078,3,9,1078_4_SoshiteSaigonoPageniha,515,1078,1,1078,1078,1078,1
1078,4,11,1078_5_SoshiteSaigonoPageniha,843,1078,1,1078,1078,1078,1
1079,1,5,1079_2_ItsOurMiraculousTime,200,1079,1,1079,1079,1079,1
1079,2,8,1079_3_ItsOurMiraculousTime,334,1079,1,1079,1079,1079,1
1079,3,10,1079_4_ItsOurMiraculousTime,460,1079,1,1079,1079,1079,1
1079,4,12,1079_5_ItsOurMiraculousTime,634,1079,1,1079,1079,1079,1
1080,1,5,1080_2_DiamondPrincessnoYuutsu,154,1080,1,1080,1080,1080,1
1080,2,8,1080_3_DiamondPrincessnoYuutsu,261,1080,1,1080,1080,1080,1
1080,3,10,1080_4_DiamondPrincessnoYuutsu,410,1080,1,1080,1080,1080,1
1080,4,11,1080_5_DiamondPrincessnoYuutsu,561,1080,1,1080,1080,1080,1
1081,1,6,1081_2_Takaramonos,213,1081,1,1081,1081,1081,1
1081,2,8,1081_3_Takaramonos,383,1081,1,1081,1081,1081,1
1081,3,10,1081_4_Takaramonos,499,1081,1,1081,1081,1081,1
1081,4,11,1081_5_Takaramonos,735,1081,1,1081,1081,1081,1
1082,1,6,1082_2_DatteDatteAaMujo,211,1082,1,1082,1082,1082,1
1082,2,8,1082_3_DatteDatteAaMujo,392,1082,1,1082,1082,1082,1
1082,3,9,1082_4_DatteDatteAaMujo,532,1082,1,1082,1082,1082,1
1082,4,11,1082_5_DatteDatteAaMujo,771,1082,1,1082,1082,1082,1
1083,1,5,1083_2_DonnaTokimoZutto,173,1083,1,1083,1083,1083,1
1083,2,8,1083_3_DonnaTokimoZutto,303,1083,1,1083,1083,1083,1
1083,3,9,1083_4_DonnaTokimoZutto,445,1083,1,1083,1083,1083,1
1083,4,11,1083_5_DonnaTokimoZutto,563,1083,1,1083,1083,1083,1
1084,1,5,1084_2_NatteShimatta,166,1084,1,1084,1084,1084,1
1084,2,8,1084_3_NatteShimatta,319,1084,1,1084,1084,1084,1
1084,3,9,1084_4_NatteShimatta,459,1084,1,1084,1084,1084,1
1084,4,11,1084_5_NatteShimatta,706,1084,1,1084,1084,1084,1
1085,1,6,1085_2_Nawatobi,168,1085,1,1085,1085,1085,1
1085,2,8,1085_3_Nawatobi,299,1085,1,1085,1085,1085,1
1085,3,9,1085_4_Nawatobi,363,1085,1,1085,1085,1085,1
1085,4,11,1085_5_Nawatobi,442,1085,1,1085,1085,1085,1
1086,1,8,1086_2_NicoPuriJyoshidou,320,1086,1,1086,1086,1086,1
1086,2,9,1086_3_NicoPuriJyoshidou,468,1086,1,1086,1086,1086,1
1086,3,11,1086_4_NicoPuriJyoshidou,650,1086,1,1086,1086,1086,1
1086,4,12,1086_5_NicoPuriJyoshidou,1061,1086,1,1086,1086,1086,1
1087,1,5,1087_2_FutariHappiness,152,1087,1,1087,1087,1087,1
1087,2,7,1087_3_FutariHappiness,271,1087,1,1087,1087,1087,1
1087,3,9,1087_4_FutariHappiness,492,1087,1,1087,1087,1087,1
1087,4,10,1087_5_FutariHappiness,600,1087,1,1087,1087,1087,1
1088,1,5,1088_2_BlueberryTrain,183,1088,1,1088,1088,1088,1
1088,2,7,1088_3_BlueberryTrain,299,1088,1,1088,1088,1088,1
1088,3,10,1088_4_BlueberryTrain,414,1088,1,1088,1088,1088,1
1088,4,12,1088_5_BlueberryTrain,639,1088,1,1088,1088,1088,1
1089,1,6,1089_2_PuwaPuwaO,203,1089,1,1089,1089,1089,1
1089,2,8,1089_3_PuwaPuwaO,381,1089,1,1089,1089,1089,1
1089,3,10,1089_4_PuwaPuwaO,537,1089,1,1089,1089,1089,1
1089,4,12,1089_5_PuwaPuwaO,949,1089,1,1089,1089,1089,1
1090,1,5,1090_2_MahotsukaiHajimemashita,197,1090,1,1090,1090,1090,1
1090,2,8,1090_3_MahotsukaiHajimemashita,312,1090,1,1090,1090,1090,1
1090,3,9,1090_4_MahotsukaiHajimemashita,428,1090,1,1090,1090,1090,1
1090,4,11,1090_5_MahotsukaiHajimemashita,628,1090,1,1090,1090,1090,1
1091,1,6,1091_2_MihaMusicnoMi,201,1091,1,1091,1091,1091,1
1091,2,8,1091_3_MihaMusicnoMi,313,1091,1,1091,1091,1091,1
1091,3,10,1091_4_MihaMusicnoMi,512,1091,1,1091,1091,1091,1
1091,4,11,1091_5_MihaMusicnoMi,719,1091,1,1091,1091,1091,1
1092,1,4,1092_2_MoHitorijyanaiyo,136,1092,1,1092,1092,1092,1
1092,2,7,1092_3_MoHitorijyanaiyo,213,1092,1,1092,1092,1092,1
1092,3,9,1092_4_MoHitorijyanaiyo,297,1092,1,1092,1092,1092,1
1092,4,10,1092_5_MoHitorijyanaiyo,484,1092,1,1092,1092,1092,1
1093,1,4,1093_2_MogyuttoLoveDeSekkinchu,143,1093,1,1093,1093,1093,1
1093,2,6,1093_3_MogyuttoLoveDeSekkinchu,224,1093,1,1093,1093,1093,1
1093,3,9,1093_4_MogyuttoLoveDeSekkinchu,391,1093,1,1093,1093,1093,1
1093,4,11,1093_5_MogyuttoLoveDeSekkinchu,575,1093,1,1093,1093,1093,1
1094,1,4,1094_2_MoshimoKaraKitto,101,1094,1,1094,1094,1094,1
1094,2,6,1094_3_MoshimoKaraKitto,230,1094,1,1094,1094,1094,1
1094,3,9,1094_4_MoshimoKaraKitto,310,1094,1,1094,1094,1094,1
1094,4,10,1094_5_MoshimoKaraKitto,438,1094,1,1094,1094,1094,1
1095,1,6,1095_2_YumenoTobira,227,1095,1,1095,1095,1095,1
1095,2,8,1095_3_YumenoTobira,360,1095,1,1095,1095,1095,1
1095,3,10,1095_4_YumenoTobira,577,1095,1,1095,1095,1095,1
1095,4,12,1095_5_YumenoTobira,866,1095,1,1095,1095,1095,1
1096,1,5,1096_2_LoveNovels,167,1096,1,1096,1096,1096,1
1096,2,7,1096_3_LoveNovels,266,1096,1,1096,1096,1096,1
1096,3,9,1096_4_LoveNovels,439,1096,1,1096,1096,1096,1
1096,4,10,1096_5_LoveNovels,600,1096,1,1096,1096,1096,1
1097,1,6,1097_2_RuteshiKisukiShiteru,208,1097,1,1097,1097,1097,1
1097,2,8,1097_3_RuteshiKisukiShiteru,353,1097,1,1097,1097,1097,1
