_id,_masterMusicId,_type,_scoreC,_scoreB,_scoreA,_scoreS,_multiScoreC,_multiScoreB,_multiScoreA,_multiScoreS,_liveEffectValueId,_bpm,_startWait,_endWait,_masterLiveRewardSettingId,_liveBgMovieMasterId,_rehearsalImagePath,_priority,_campaignFlag,_masterReleaseLabelId
1102701,1027,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,186,2,0,1,10000001,b_adv_0005,20140611,0,1
1102801,1028,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20131127,0,1
1102901,1029,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,62,2,0,1,10000001,b_adv_0005,20110824,0,1
1103001,1030,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20120425,0,1
1103101,1031,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,110,2,0,1,10000001,b_adv_0005,20160302,0,1
1103201,1032,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,135,2,0,1,10000001,b_adv_0005,20150523,0,1
1103301,1033,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,90,2,0,1,10000001,b_adv_0005,20131127,0,1
1103501,1035,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,190,2,0,1,10000001,b_adv_0005,20130403,0,1
1103701,1037,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,195,2,0,1,10000001,b_adv_0005,20151125,0,1
1103801,1038,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,216,2,0,1,10000001,b_adv_0005,20120905,0,1
1103901,1039,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,140,2,0,1,10000001,b_adv_0005,20140129,0,1
1104001,1040,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,130,2,0,1,10000006,b_adv_0024,20130410,0,1
1104101,1041,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,150,2,0,1,10000001,b_adv_0005,20160120,0,1
1104201,1042,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20130821,0,1
1104401,1044,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20140528,0,1
1104501,1045,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20141001,0,1
1104601,1046,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000006,b_adv_0024,20140827,0,1
1104701,1047,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20141225,0,1
1104801,1048,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20101222,0,1
1104901,1049,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20120725,0,1
1105001,1050,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20120425,0,1
1105401,1054,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,178,2,0,1,10000001,b_adv_0005,20130403,0,1
1105501,1055,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,178,2,0,1,10000001,b_adv_0005,20140924,0,1
1105701,1057,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000001,b_adv_0005,20150422,0,1
1105801,1058,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000001,b_adv_0005,20110525,0,1
1105901,1059,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000001,b_adv_0005,20141224,0,1
1106001,1060,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000001,b_adv_0005,20130821,0,1
1106101,1061,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000001,b_adv_0005,20151125,0,1
1106201,1062,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000001,b_adv_0005,20130123,0,1
1106301,1063,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000001,b_adv_0005,20130306,0,1
1106401,1064,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000001,b_adv_0005,20120905,0,1
1106601,1066,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000001,b_adv_0005,20110727,0,1
1106701,1067,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000001,b_adv_0005,20120725,0,1
1106801,1068,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000001,b_adv_0005,20130206,0,1
1106901,1069,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000001,b_adv_0005,20130626,0,1
1107001,1070,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000001,b_adv_0005,20140827,0,1
1107101,1071,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000001,b_adv_0005,20151215,0,1
1107201,1072,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000001,b_adv_0005,20130306,0,1
1107301,1073,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20160302,0,1
1107401,1074,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20140620,0,1
1107501,1075,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20130220,0,1
1107601,1076,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20111214,0,1
1107701,1077,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20140725,0,1
1107801,1078,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20141225,0,1
1107901,1079,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20140423,0,1
1108001,1080,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20110622,0,1
1108101,1081,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20140129,0,1
1108201,1082,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20140423,0,1
1108301,1083,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20140508,0,1
1108401,1084,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20200325,0,1
1108501,1085,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20130528,0,1
1108601,1086,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000001,b_adv_0005,20130726,0,1
1108701,1087,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20141126,0,1
1108801,1088,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20120627,0,1
1108901,1089,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20130925,0,1
1109001,1090,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20120523,0,1
1109101,1091,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20150422,0,1
1109201,1092,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20120125,0,1
1109301,1093,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20120215,0,1
1109401,1094,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20141029,0,1
1109501,1095,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20140528,0,1
1109601,1096,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20110622,0,1
1109701,1097,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20141001,0,1
1109801,1098,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20120215,0,1
1109901,1099,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20120125,0,1
1110001,1100,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20141112,0,1
1110101,1101,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20120523,0,1
1110201,1102,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20150523,0,1
1110301,1103,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20130724,0,1
1110401,1104,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20110824,0,1
1110501,1105,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20130206,0,1
1110601,1106,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20120627,0,1
1110701,1107,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20141121,0,1
1110801,1108,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20120627,0,1
1110901,1109,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20150523,0,1
1111001,1110,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20160120,0,1
1111101,1111,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20151223,0,1
1111201,1112,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20111123,0,1
1111301,1113,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20141126,0,1
1111401,1114,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20151223,0,1
1111501,1115,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20120523,0,1
1111601,1116,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20141112,0,1
1111701,1117,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20130828,0,1
1111801,1118,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000001,b_adv_0005,20110727,0,1
1111901,1119,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000001,b_adv_0005,20141224,0,1
1112001,1120,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000001,b_adv_0005,20141225,0,1
1112101,1121,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000001,b_adv_0005,20130626,0,1
1112301,1123,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000001,b_adv_0005,20150715,0,1
1112401,1124,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000001,b_adv_0005,20130123,0,1
1112601,1126,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000001,b_adv_0005,20130322,0,1
1112701,1127,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000001,b_adv_0005,20120725,0,1
1112801,1128,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000001,b_adv_0005,20100825,0,1
1112901,1129,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000001,b_adv_0005,20151028,0,1
1113001,1130,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000001,b_adv_0005,20120425,0,1
1113101,1131,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,0,2,0,1,10000001,b_adv_0005,20130220,0,1
1113201,1132,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20101222,0,224012901
1113301,1133,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000001,b_adv_0005,20130123,0,224012901
1113401,1134,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,90,2,0,1,10000001,b_adv_0005,20131127,0,224012901
1113501,1135,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000001,b_adv_0005,20140528,0,224012901
1113601,1136,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,85,2,0,1,10000001,b_adv_0005,20150701,0,224012901
1113701,1137,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000001,b_adv_0005,20150701,0,224012901
1113801,1138,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000001,b_adv_0005,20150715,0,224012901
1113901,1139,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,150,2,0,1,10000001,b_adv_0005,20160120,0,224012901
1114001,1140,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,110,2,0,1,10000001,b_adv_0005,20160302,0,224012901
1200101,2001,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20200508,0,1
1200201,2002,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20210922,0,1
1200301,2003,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20201209,0,1
1200401,2004,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000006,b_adv_0024,20200819,0,1
1200501,2005,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20200826,0,1
1200601,2006,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000006,b_adv_0024,20200819,0,1
1200701,2007,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,130,2,0,1,10000002,b_adv_0018,20201209,0,1
1200801,2008,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20200801,0,1
1200901,2009,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20191030,0,1
1201001,2010,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20210331,0,1
1201101,2011,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20210417,0,1
1201201,2012,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,130,2,0,1,10000002,b_adv_0018,20210101,0,1
1201301,2013,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000002,b_adv_0018,20210304,0,1
1201401,2014,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000002,b_adv_0018,20210210,0,1
1201501,2015,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000002,b_adv_0018,20201209,0,1
1201601,2016,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20210921,0,1
1201701,2017,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20220210,0,1
1201801,2018,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20210713,0,1
1201901,2019,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20211007,0,1
1202001,2020,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000002,b_adv_0018,20220304,0,1
1202101,2021,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20220413,0,1
1202201,2022,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,130,2,0,1,10000002,b_adv_0018,20210623,0,1
1202301,2023,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20210623,0,1
1202401,2024,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20210602,0,1
1202501,2025,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000002,b_adv_0018,20210623,0,1
1202601,2026,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20210602,0,1
1202701,2027,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20210801,0,1
1202801,2028,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20210919,0,1
1202901,2029,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000002,b_adv_0018,20191211,0,1
1203001,2030,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000002,b_adv_0018,20200722,0,1
1203101,2031,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000002,b_adv_0018,20161222,0,1
1203201,2032,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,141,2,0,1,10000002,b_adv_0018,20170127,0,1
1203301,2033,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20170224,0,1
1203401,2034,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20170324,0,1
1203501,2035,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,141,2,0,1,10000002,b_adv_0018,20170405,0,1
1203601,2036,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000002,b_adv_0018,20160720,0,1
1203701,2037,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20160824,0,1
1203801,2038,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20170630,0,1
1203901,2039,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20170510,0,1
1204001,2040,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000002,b_adv_0018,20170621,0,1
1204101,2041,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20170405,0,1
1204201,2042,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20170405,0,1
1204301,2043,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000002,b_adv_0018,20170531,0,1
1204401,2044,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20171025,0,1
1204501,2045,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20171115,0,1
1204601,2046,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20171129,0,1
1204701,2047,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20170621,0,1
1204801,2048,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20170802,0,1
1204901,2049,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20170802,0,1
1205001,2050,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20170802,0,1
1205101,2051,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000002,b_adv_0018,20170802,0,1
1205201,2052,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20171129,0,1
1205301,2053,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000002,b_adv_0018,20171220,0,1
1205401,2054,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20171222,0,1
1205501,2055,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20180117,0,1
1205601,2056,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000002,b_adv_0018,20180117,0,1
1205701,2057,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000002,b_adv_0018,20180126,0,1
1205801,2058,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20170510,0,1
1205901,2059,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,99,2,0,1,10000002,b_adv_0018,20171025,0,1
1206001,2060,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,141,2,0,1,10000002,b_adv_0018,20180223,0,1
1206101,2061,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,178,2,0,1,10000002,b_adv_0018,20180223,0,1
1206201,2062,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000002,b_adv_0018,20180323,0,1
1206301,2063,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20180424,0,1
1206401,2064,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000002,b_adv_0018,20180424,0,1
1206501,2065,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20170531,0,1
1206601,2066,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20180525,0,1
1206701,2067,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,148,2,0,1,10000002,b_adv_0018,20180525,0,1
1206801,2068,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,113,2,0,1,10000002,b_adv_0018,20180622,0,1
1206901,2069,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000002,b_adv_0018,20180630,0,1
1207001,2070,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000002,b_adv_0018,20170324,0,1
1207101,2071,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000006,b_adv_0024,20161130,0,1
1207201,2072,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20180801,0,1
1207301,2073,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,200,2,0,1,10000006,b_adv_0024,20171220,0,1
1207401,2074,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,170,2,0,1,10000006,b_adv_0024,20171220,0,1
1207501,2075,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,130,2,0,1,10000002,b_adv_0018,20170324,0,1
1207601,2076,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20171115,0,1
1207701,2077,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,128,2,0,1,10000002,b_adv_0018,20181124,0,1
1207801,2078,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20181124,0,1
1207901,2079,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,125,2,0,1,10000002,b_adv_0018,20181124,0,1
1208001,2080,3,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20170324,0,1
1208101,2081,2,20000,100000,250000,350000,70000,350000,875000,1225000,9999,141,2,0,1,10000002,b_adv_0018,20190130,0,1
1208201,2082,1,20000,100000,250000,350000,70000,350000,875000,1225000,9999,136,2,0,1,10000002,b_adv_0018,20190130,0,1
